names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Cdh10,-3.5789766,-0.7690202,0.00034494221641306785,0.046118301810843046,0.8073170731707318,1.781251,1.3602775
Rps25,-3.589773,-0.9453938,0.0003309660384473452,0.04495728074740285,0.5024390243902439,0.68208176,0.41069064
Uqcr11,-3.6038082,-0.8884046,0.00031358848739636736,0.043723194814122075,0.43658536585365854,0.579441,0.3535313
Actb,-3.6264806,-0.76941895,0.00028731054621869976,0.0406398685665871,0.7195121951219512,1.0277002,0.71921766
Rprml,-3.630799,-1.7863512,0.0002825451822765641,0.04055354380910685,0.2073170731707317,0.38029003,0.12587577
Lrrc4c,-3.6318786,-0.67090845,0.0002813654670612689,0.04055354380910685,0.9658536585365853,3.928483,3.4750237
H3f3a,-3.642675,-1.0844078,0.00026981949599672175,0.04055354380910685,0.44390243902439025,0.593964,0.32391408
Aldoa,-3.6459138,-1.002579,0.00026644326452838097,0.04055354380910685,0.5658536585365853,0.8629803,0.5211028
Ubb,-3.6459138,-0.9293404,0.00026644326452838097,0.04055354380910685,0.7073170731707317,1.007087,0.6483687
Hsp90ab1,-3.6523917,-0.813895,0.00025980927433089736,0.04055354380910685,0.7853658536585366,1.2254906,0.8622761
Cdh20,-3.6869397,-0.7768967,0.00022696702374199398,0.038863125468804584,0.8878048780487805,1.8956747,1.4589782
Calm3,-3.7322843,-1.005856,0.0001897511647271443,0.03429576606920238,0.5804878048780487,0.8151935,0.48689455
Cox5a,-3.7349834,-1.1823475,0.0001877275870628799,0.03429576606920238,0.4268292682926829,0.60468817,0.311906
Kcnk2,-3.768452,-1.2273045,0.00016426310459586812,0.031098654081080822,0.48048780487804876,0.79817444,0.4198365
Actg1,-3.7787085,-0.81872576,0.0001576438725984592,0.031098654081080822,0.5170731707317073,0.6836002,0.44222692
Tenm2,-3.821354,-0.36381248,0.0001327210563365893,0.028070046533702393,0.9902439024390244,4.6651087,4.415632
Ndufa4,-3.829451,-0.84212464,0.00012842940555661038,0.02785491107183372,0.6317073170731707,0.88246495,0.5824109
Rpl37a,-3.8445659,-0.8077545,0.00012076601862267326,0.026788098676302066,0.6780487804878049,0.89748627,0.6044802
Rpl30,-3.853203,-1.0743636,0.00011658267027226285,0.026461554926913617,0.5560975609756098,0.76494724,0.43540022
Eef1a1,-3.9077244,-0.93036765,9.316952097887084e-05,0.02217889084765316,0.6146341463414634,0.85178375,0.53364587
Rnasek,-3.9622457,-0.94013244,7.424807344146256e-05,0.018116529919716864,0.47317073170731705,0.6406297,0.38380224
Prnp,-4.0259438,-0.8257184,5.674721186497218e-05,0.014575073363213906,0.7365853658536585,1.0733328,0.7353206
Rps21,-4.028643,-0.889978,5.6099732108245134e-05,0.014575073363213906,0.6902439024390243,1.002478,0.65796715
Rpl37,-4.0302625,-1.0192872,5.571460992688503e-05,0.014575073363213906,0.5560975609756098,0.82435036,0.48962104
Ube3a,-4.0745273,-0.5353487,4.610790051756002e-05,0.013235679677981935,0.9195121951219513,1.676542,1.3861487
Rpl13,-4.085324,-0.87156963,4.401542387371169e-05,0.013017895060831093,0.5902439024390244,0.807211,0.5179748
Hectd2os,-4.1031375,-1.9112582,4.075847779997538e-05,0.01243133572899249,0.16829268292682928,0.3166371,0.09443183
Rtn1,-4.1425443,-0.64747816,3.434743373341836e-05,0.011559688042695282,0.9682926829268292,2.2076755,1.8192974
Nrgn,-4.1468625,-1.0763793,3.37062201701333e-05,0.011559688042695282,0.7902439024390244,1.4270515,0.9169147
Ppfia2,-4.1824903,-0.48076922,2.8833317327480116e-05,0.011083579268294352,0.926829268292683,2.1590397,1.870438
Atp5e,-4.195446,-1.2732233,2.7233517858003568e-05,0.01107496392892145,0.33170731707317075,0.5190183,0.24802771
Ptms,-4.215959,-0.96103704,2.4871897277157054e-05,0.010554335540219688,0.5902439024390244,0.83166,0.5106167
Eif1,-4.2872148,-1.008582,1.8092746773104318e-05,0.008829260425274906,0.5536585365853659,0.78432775,0.46495035
Atp1b1,-4.323922,-0.63911265,1.5327945627056698e-05,0.008311152740004076,0.9560975609756097,1.9347991,1.5692356
Col23a1,-4.4610353,-1.4950459,8.156468607955538e-06,0.005686223829546147,0.424390243902439,0.8306833,0.37801602
Calm2,-4.4858665,-0.7008029,7.261812574355499e-06,0.005451945440439206,0.9634146341463414,1.8997912,1.5034704
Rpl28,-4.5333705,-1.258955,5.804986510249754e-06,0.004721389028336466,0.44390243902439025,0.6791156,0.3408927
Mt3,-4.5684586,-0.9354199,4.913243385002102e-06,0.004359386857965501,0.7146341463414634,1.0599256,0.6862498
Gm20642,-4.6494308,-2.2662823,3.328523057790692e-06,0.0032486385044037153,0.2073170731707317,0.4310319,0.10616638
Fth1,-4.6505103,-1.0805193,3.3111446924301808e-06,0.0032486385044037153,0.724390243902439,1.1563108,0.70802313
Calm1,-5.075345,-0.94081485,3.867930643564216e-07,0.0009437750770296687,0.9073170731707317,1.8235359,1.3098478
ENSMUSG00000095041,-7.5120726,-1.799358,5.819860195490381e-14,5.680183550798612e-10,0.7219512195121951,1.7948413,0.89274865
