names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,mean_expr_Emx1_Control (for_DEGs),mean_expr_Emx1_Mutant (for_DEGs)
Kcnq1ot1,14.989689,0.8812182,8.57540615234715e-51,9.080497574720396e-47,1.0,1.7713106,2.30118
Meg3,13.631697,0.5306993,2.594752779687737e-42,1.3737918592056724e-38,1.0,3.7449498,4.105503
Snhg14,12.46311,0.45790464,1.1865129756461357e-35,4.1879952997056433e-32,1.0,2.541332,2.8370752
Ryr3,10.674529,0.4631703,1.3393494507747994e-26,2.0260530477506217e-23,1.0,2.5058243,2.8042035
Dgkg,10.656815,0.935642,1.6205245144392186e-26,2.1449667604246107e-23,0.9940476190476191,1.5606332,2.103576
Lhx9,9.393934,1.7527748,5.779991132787877e-21,5.564029645917347e-18,0.7142857142857143,0.19555834,0.546906
A330076H08Rik,9.3421545,0.89947194,9.439329802732336e-21,8.329421940094391e-18,0.9583333333333334,0.7070005,1.0707018
Macf1,9.309452,0.4471243,1.2849398606832483e-20,1.0466329372903783e-17,0.9970238095238095,1.7218099,1.982926
Runx1t1,8.783479,0.6835862,1.5849512649344303e-18,8.391524472195341e-16,0.9940476190476191,1.3337158,1.7028035
Cacna1c,8.561644,0.35304654,1.1127004958437507e-17,5.6106597859473695e-15,1.0,2.4765348,2.7028384
Eml6,8.529213,0.5472616,1.4734694172091432e-17,6.783725069055485e-15,0.9940476190476191,1.6166239,1.9312217
Nfia,8.379869,0.75844413,5.2986588551800266e-17,2.2442999447000522e-14,0.9761904761904762,1.2311503,1.6297444
Gria1,8.198095,0.28322622,2.442263325854939e-16,9.236116556242124e-14,1.0,3.008943,3.196427
Sptbn4,8.183378,0.6187301,2.759942015529032e-16,1.0077595173254111e-13,0.9345238095238095,0.8398309,1.1054921
Celf4,8.177383,0.3536677,2.900746251335788e-16,1.023866735179822e-13,0.9970238095238095,1.9733753,2.1878355
Ank3,7.9817104,0.27155823,1.443195529026899e-15,4.630908320262373e-13,1.0,2.7820156,2.9595656
Csmd2,7.969174,0.5785824,1.5973835306912444e-15,4.832769773282739e-13,0.9910714285714286,1.3402177,1.6508006
Dlgap1,7.910854,0.28481996,2.556297669214088e-15,7.519065560918883e-13,1.0,3.1793363,3.369274
Ptprs,7.8680673,0.49472046,3.6016182342204136e-15,1.0036193547936833e-12,0.9880952380952381,1.3050076,1.5659292
Herc1,7.859619,0.40685463,3.853035339251411e-15,1.0461484924957229e-12,1.0,1.5921954,1.8229109
Otud7a,7.7789516,0.3469872,7.312800253751371e-15,1.8886644362676405e-12,0.9970238095238095,1.9315681,2.1406121
Grik4,7.766688,0.49620408,8.056494912412456e-15,2.031195824465131e-12,1.0,1.9383476,2.2394955
Dock9,7.663401,0.41792953,1.8107274817963306e-14,4.357680296532124e-12,0.9970238095238095,1.6658812,1.906862
A830082K12Rik,7.6048083,0.9884749,2.85326691164388e-14,6.7140540727549e-12,0.8452380952380952,0.4973068,0.8234385
Ttc14,7.54349,0.4675872,4.575575600829129e-14,1.0373532713894598e-11,0.9940476190476191,1.2550337,1.4969381
Srrm3,7.5426726,0.64197904,4.6043633728685056e-14,1.0373532713894598e-11,0.9136904761904762,0.74913365,1.0080241
4933406I18Rik,7.491165,0.8174694,6.826476490258931e-14,1.505949157403163e-11,0.9017857142857143,0.60194623,0.8981613
Fus,7.43339,0.5814457,1.0584919205744701e-13,2.1688251768672955e-11,0.9702380952380952,0.9042859,1.1631132
Slit1,7.4036846,0.57248455,1.3245659523649672e-13,2.6463828055835164e-11,0.9821428571428571,1.0513747,1.3266305
Grin2a,7.3810654,0.2848474,1.5702802233250687e-13,3.07920320088688e-11,1.0,2.8549268,3.0420017
Celf5,7.3745246,0.72880775,1.6493246131783876e-13,3.163665598745695e-11,0.8988095238095238,0.5958507,0.8544019
Sdk2,7.372617,1.3277898,1.6731067478492674e-13,3.163665598745695e-11,0.7053571428571429,0.24845909,0.53531826
Cadps,7.3423667,0.3046415,2.0984947603102342e-13,3.8312001753319083e-11,1.0,2.87802,3.0784168
Flnb,7.202289,0.5628646,5.921007298026394e-13,1.011250746432282e-10,0.9642857142857143,0.92660195,1.1799084
Nin,7.1652255,0.5176177,7.765861480955303e-13,1.3052810670132652e-10,0.9732142857142857,1.1367974,1.3938519
Unc79,7.0453143,0.35964426,1.8504303377001604e-12,2.9688192190768176e-10,1.0,1.7214881,1.930524
Atp2b3,6.991082,0.7988622,2.7277412403306227e-12,4.186094491863908e-10,0.8690476190476191,0.5047032,0.76179665
Phactr1,6.9330344,0.29779884,4.119083935810301e-12,5.974928739218532e-10,1.0,2.6446872,2.837769
