names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_SUB-ProS Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Tspyl1,2.9332986,-0.2715248,0.003353811829694136,0.011792321887448498,0.22036474164133737,0.1425219081142522,0.0827379,0.09904786
Ubl5,2.9236646,-0.3937482,0.0034593727097303397,0.012138070607267463,0.28419452887537994,0.19759469071975946,0.1350384,0.17391215
Ndufa7,2.92296,-0.37963685,0.0034672101767342293,0.012162393922826207,0.29635258358662614,0.20892457742089246,0.13301447,0.169819
Oaz1,2.912548,-0.45486754,0.003584929961938021,0.012547488351865916,0.439209726443769,0.31771348953177136,0.2197183,0.29028344
Arl6ip1,2.8849525,-0.2834216,0.003914726935996501,0.013637846852097235,0.6641337386018237,0.4976350236497635,0.4116813,0.48237836
Rpl36,2.8838835,-0.2883516,0.0039280411542985776,0.013678909514774854,0.41033434650455924,0.3083635830308364,0.2350829,0.28039
Cct5,2.8698752,-0.37719855,0.004106337510044924,0.014255463681512544,0.331306990881459,0.2386609467238661,0.13854289,0.17647354
Rps27,2.8660245,-0.36641008,0.0041566193504814965,0.014416982308950279,0.42857142857142855,0.31749349173174934,0.24251705,0.3029221
Rpl5,2.863747,-0.38326538,0.004186622669859018,0.014519172836746492,0.4376899696048632,0.32603673963260366,0.21546541,0.27277365
Ccp110,2.8531003,-0.45925602,0.004329496858738541,0.014995305567711342,0.35106382978723405,0.25325413412532544,0.15594672,0.20865695
Ap2s1,2.8259547,-0.30318394,0.004713991999091513,0.016245346289032826,0.3282674772036474,0.24023759762402375,0.15460654,0.18755808
Ccdc85b,2.8253994,-0.31087118,0.004722170894294249,0.01626727332431878,0.30547112462006076,0.2209511238220951,0.13214849,0.16148001
Tmem132a,2.8191562,-0.30940485,0.004815008376413556,0.016574337057933927,0.49240121580547114,0.364609687236461,0.23442931,0.28320697
Calu,2.8153985,-0.2510434,0.00487167853229439,0.016754383996256273,0.3161094224924012,0.22883437832288345,0.12314552,0.14492875
Park7,2.812453,-0.41347903,0.004916520774075595,0.016899950518026254,0.29635258358662614,0.2107578924210758,0.12327208,0.16104193
Tmed2,2.8100164,-0.34479022,0.004953897987207912,0.017021897559626162,0.30547112462006076,0.21669783302166978,0.11921304,0.14910087
Scoc,2.806518,-0.3285087,0.00500801147435643,0.017188053176134536,0.3601823708206687,0.2664540021266454,0.16001743,0.19713308
Sqstm1,2.8024373,-0.27819756,0.005071806186653383,0.017389234686152402,0.48024316109422494,0.3591830748359183,0.22370985,0.26545835
Slu7,2.7937136,-0.33185512,0.005210662675108138,0.01783119028020322,0.24772036474164133,0.1689949767168995,0.084260345,0.10494454
Cttnbp2nl,2.7929428,-0.34651914,0.005223092070261321,0.017864623717912642,0.3768996960486322,0.2810471895281047,0.1698501,0.21138483
Pgam1,2.7920425,-0.454814,0.005237646682622226,0.01790756665759756,0.3890577507598784,0.28662046712866207,0.18351957,0.24380326
Vamp2,2.7867827,-0.25181854,0.005323415195084395,0.018179990631916332,0.5455927051671733,0.41722582774172257,0.31455576,0.36474463
Rpl3,2.7760258,-0.37438667,0.005502782872099925,0.018752032437961315,0.44680851063829785,0.333369999633337,0.23114176,0.290491
Higd2a,2.7695942,-0.27113572,0.005612616312668206,0.019094834175917282,0.24164133738601823,0.1665750009166575,0.10258248,0.122539856
Mxd4,2.7619443,-0.2800442,0.005745827831172966,0.01949619823508241,0.3495440729483283,0.25677409892567743,0.1364185,0.16337177
Atp6v1e1,2.7508962,-0.27406508,0.005943245483808849,0.020133006322484083,0.5775075987841946,0.43885894474388587,0.32775038,0.3845696
Clmn,2.746943,-0.37302163,0.006015360807516892,0.020356768878838652,0.5106382978723404,0.37406959263740697,0.26452455,0.33085623
Gna11,2.744007,-0.36644074,0.006069420837577246,0.020529372848149624,0.2765957446808511,0.19433139001943314,0.09715169,0.12357119
Eif3k,2.7437038,-0.40106836,0.006075031913926199,0.02054576557925701,0.256838905775076,0.17867487991786749,0.100625195,0.13084352
H3f3b,2.7273788,-0.37613866,0.006383968495859761,0.021541784940820267,0.506079027355623,0.37590290763759027,0.25949833,0.32536152
Ypel3,2.720754,-0.4360258,0.006513320946095883,0.02195070034135161,0.44224924012158057,0.32955670443295565,0.2059822,0.26960248
Cend1,2.7202966,-0.30768842,0.006522339755275993,0.02197833825235339,0.25379939209726443,0.17764822351776483,0.10810738,0.13217467
Fbxo7,2.7193937,-0.4198226,0.006540169185965962,0.022032891929150627,0.32674772036474165,0.2369009643236901,0.12517755,0.16414912
Rps19,2.7180092,-0.32549843,0.006567602503956967,0.02211976426188565,0.42401215805471126,0.32112345543211235,0.23441586,0.28595412
Nenf,2.7170794,-0.35977355,0.006586078648978796,0.022173654090722996,0.2857142857142857,0.20522128112052213,0.124389455,0.15697981
Ndufa3,2.7110467,-0.48970783,0.006707119207786677,0.022552908661397572,0.30547112462006076,0.2176878231217688,0.14585939,0.19926049
Rps13,2.703157,-0.4138563,0.006868430679197501,0.023054932211122654,0.48936170212765956,0.3679829868367983,0.26174825,0.33547664
Gatad1,2.6913676,-0.32373503,0.007115972264448252,0.023826314610059133,0.26595744680851063,0.18619147141861914,0.096299075,0.11913219
Dusp26,2.680092,-0.26495123,0.007360189723544548,0.02459192960353668,0.18085106382978725,0.11201554651120156,0.058154456,0.069479354
Ranbp1,2.6752067,-0.29381692,0.00746832000806042,0.024934607479037234,0.20972644376899696,0.1395519378139552,0.07791078,0.094699346
Mat2b,2.664078,-0.36830333,0.007719968160283254,0.02571090040490965,0.3617021276595745,0.2640340263264034,0.13831036,0.17518908
Rpl4,2.6625245,-0.4193852,0.007755693904832752,0.02582028190098576,0.31762917933130697,0.2294210391229421,0.13767493,0.1801503
Ptov1,2.6619935,-0.37755,0.007767936465445765,0.025857836078608486,0.26595744680851063,0.19055476111905548,0.10813552,0.13833438
Cntn2,2.6599631,-0.3739698,0.007814922785984078,0.026004578979491294,0.35106382978723405,0.26143071902614307,0.15879273,0.20132379
Rpl10,2.6506984,-0.5159176,0.008032552027863198,0.026675895808760862,0.33890577507598785,0.2455908774245591,0.15816712,0.21916074
Tkt,2.6464245,-0.31955066,0.008134764463261217,0.026981992485844822,0.31458966565349544,0.23213434532321345,0.13599305,0.16703245
Elob,2.644964,-0.4089103,0.00816995935490536,0.027085355689858977,0.3708206686930091,0.2749239174274924,0.2078949,0.26758564
Skp1,2.642645,-0.38047135,0.008226126801197641,0.027248030960081437,0.4787234042553192,0.35727642723572767,0.23182598,0.29239485
Rpl10a,2.625728,-0.2725183,0.008646390610645168,0.028538080789587975,0.33586626139817627,0.2523008103252301,0.17308061,0.2055904
Fabp3,2.62449,-0.3472249,0.008677883791623882,0.028631475623886748,0.18085106382978725,0.11326220071132621,0.066104405,0.08336071
Gm35188,2.6221929,-0.40045533,0.008736598436519527,0.028807510122626053,0.25227963525835867,0.17486158471748617,0.09037603,0.11764619
Tspan3,2.6153038,-0.2510215,0.008914814303322915,0.029351925049661408,0.6534954407294833,0.4883217834488322,0.38116053,0.43964797
Psmc5,2.6139092,-0.3247935,0.008951280502752845,0.029446732016279255,0.2872340425531915,0.2087779122208778,0.12354551,0.15246667
Rad21,2.613733,-0.32511222,0.00895589622345932,0.029458309649204546,0.378419452887538,0.2810838558281084,0.15233223,0.18742359
Abhd17a,2.6104965,-0.29162472,0.009041089311458925,0.029713071159356813,0.22188449848024316,0.15238514281523852,0.08939391,0.10836963
Tprkb,2.6062765,-0.29305163,0.009153255223016209,0.030055965763466398,0.26595744680851063,0.19011476551901146,0.10458263,0.1267012
Eef2,2.6052735,-0.38636184,0.009180096970365072,0.030136738618657236,0.41033434650455924,0.30847358193084734,0.18919939,0.24078262
Gm16759,2.5999427,-0.30700892,0.009323933343437608,0.030590242849593226,0.32674772036474165,0.24056759432405675,0.13789615,0.16798499
Rer1,2.5771935,-0.3267397,0.009960618485850706,0.0325558713921431,0.20364741641337386,0.1354819785135482,0.071023546,0.088299766
Rpl22l1,2.5738125,-0.44882295,0.010058476185233334,0.03286771921406052,0.3465045592705167,0.2568107652256811,0.16256134,0.21586679
Atp5b,2.5489717,-0.36236775,0.010804109405447185,0.03514605565670289,0.6124620060790273,0.4657353426465735,0.36207804,0.44525835
Trappc4,2.5488298,-0.3095057,0.010808505990963663,0.035151846523504435,0.2006079027355623,0.1344919884134492,0.0747321,0.091815695
Syne2,2.548727,-0.25614148,0.010811690718062955,0.03515794863782544,0.24012158054711247,0.17016829831701683,0.099036,0.117188916
Antxr1,2.5454903,-0.3288686,0.01091243755322539,0.035464102207930115,0.3191489361702128,0.23301433652330145,0.13394362,0.16553532
Prex2,2.5425472,-0.34478113,0.011004769690116201,0.03573823562647115,0.506079027355623,0.38712279543871225,0.32283565,0.3946746
Gm56971,2.5356092,-0.3108691,0.011225189508498821,0.03641444429474385,0.3829787234042553,0.2874637920287464,0.1574538,0.19188482
Kcnh5,2.5121872,-0.2690828,0.011998538408086788,0.038778052324427714,0.4012158054711246,0.3022769772302277,0.23254311,0.27420586
Hspd1,2.5032554,-0.40343997,0.012305669054138529,0.03970857781730543,0.3495440729483283,0.2633373666263337,0.15489046,0.20014954
Trim26,2.4925158,-0.2655696,0.012684172829148443,0.04086125451615138,0.25379939209726443,0.18157151761815715,0.09139075,0.10888885
Tppp,2.488122,-0.2931367,0.012841969935880784,0.0413299475598415,0.439209726443769,0.333589997433359,0.20678782,0.24801418
Napa,2.486221,-0.27916977,0.012910773987460466,0.04153645797929391,0.32066869300911854,0.23605763942360578,0.12339801,0.14788051
Naca,2.4783216,-0.44898,0.013200211159242142,0.04239976442144635,0.3860182370820669,0.29179041542917905,0.17299993,0.22937727
Ndufb6,2.4708772,-0.3097044,0.013478211542909851,0.0432584262013841,0.22340425531914893,0.15663843361566385,0.09972661,0.12219979
P4hb,2.4649763,-0.269922,0.013702228152968714,0.04391446451219816,0.20516717325227962,0.14024859751402485,0.07802107,0.09334519
Smdt1,2.453664,-0.38621828,0.014140897851514258,0.045223271277099276,0.2507598784194529,0.17926154071792616,0.120128654,0.15428506
