names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Unknown (for_DEGs),mean_expr_Rest (for_DEGs)
Nop53,-5.887991,0.7040394,3.909184462854116e-09,9.946007623983534e-09,0.03782937646751892,0.100442276691605,0.086079255,0.0537121
Hnrnpab,-5.8939366,1.1341044,3.771019014266574e-09,9.596295190201993e-09,0.072006261414036,0.14094986153019468,0.16444048,0.07828803
Scamp3,-5.896208,0.6856326,3.7195041993829654e-09,9.467892936474069e-09,0.038351160970519174,0.10114495928574381,0.08311138,0.05247976
Spag7,-5.8972716,0.76314527,3.6956156201397204e-09,9.40797647685024e-09,0.04330811374902165,0.10684908857934113,0.095494024,0.057363052
Commd6,-5.9061103,0.52514404,3.5027927286641166e-09,8.922176568319727e-09,0.02974171667101487,0.0915140743190179,0.06519532,0.045750275
Atxn7l3b,-5.916661,1.2761637,3.2854322513941937e-09,8.370905044088942e-09,0.27211061831463607,0.4453354276030257,0.6619805,0.32754067
Lamtor5,-5.919797,0.8311678,3.22339363414587e-09,8.213616590753866e-09,0.04722149752152361,0.11156119538709544,0.104341924,0.059981424
Tspyl1,-5.920954,1.2027348,3.2007930248073606e-09,8.157574559098338e-09,0.08244195147404122,0.15392882238664077,0.1860368,0.08510431
Cacybp,-5.9217577,1.2945802,3.1851872732732235e-09,8.119341811294138e-09,0.10174797808505087,0.17864671599222914,0.23287866,0.10156204
Tbcb,-5.9311953,1.2278736,3.0073771891329564e-09,7.668997349530468e-09,0.08531176624054265,0.1576075724383086,0.19691515,0.088853836
Gm48099,-5.936945,1.2068613,2.903818122009689e-09,7.407024201480952e-09,0.08322462822854161,0.15496217914272722,0.18609275,0.08489809
Snrpe,-5.9503317,1.0038189,2.6759928497576833e-09,6.830429170037898e-09,0.05843986433602922,0.12503616748646304,0.1363744,0.07033014
Vamp2,-5.9521046,1.3010869,2.647160473623529e-09,6.75747690730232e-09,0.2702843725541351,0.44314471128012234,0.6533435,0.3178354
Psmc3,-5.9571133,1.3985767,2.567321251917068e-09,6.556160619560123e-09,0.14296895382207148,0.2345306493613855,0.32858944,0.13763082
Coq8a,-5.977086,0.29206258,2.271641268688898e-09,5.8043933900409554e-09,0.021393164623010698,0.08308188318935229,0.04658815,0.03821092
Nptxr,-5.9856014,1.3969421,2.1559141775537154e-09,5.510264810317543e-09,0.26115314375163057,0.4286777166949117,0.65356505,0.3002963
Tesk1,-6.003677,0.6600489,1.9289822525668614e-09,4.934007913038702e-09,0.032350639186016175,0.09556483280287686,0.069531426,0.044561516
Mobp,-6.0098033,0.4488145,1.8574872799810787e-09,4.753851148975291e-09,0.14844769110357423,0.23308394990286446,0.36467683,0.27944803
Klhl14,-6.0217156,0.49290952,1.7257764560150429e-09,4.420554182375997e-09,0.04148186798852074,0.10602240317447195,0.096495755,0.06951323
Zmynd19,-6.028233,0.26556438,1.6576189206367627e-09,4.247184170640776e-09,0.022175841377511087,0.08444591410738643,0.049249414,0.041137103
D8Ertd738e,-6.0313787,1.2084224,1.6256657072355712e-09,4.16690237083085e-09,0.07409339942603704,0.14483528293307982,0.17458047,0.07931387
Pdcl3,-6.0354905,0.29512265,1.5848054591332008e-09,4.06294463189668e-09,0.02321941038351161,0.0856859422146902,0.05037224,0.041242808
Mcrs1,-6.0370836,0.59129626,1.5692422769187531e-09,4.024197364077772e-09,0.030002608922515002,0.09325011366924317,0.06690427,0.0449033
Mydgf,-6.0411406,0.7915803,1.530284836924584e-09,3.925792779087604e-09,0.044612575006522305,0.10986649030711362,0.09925174,0.05853385
Dhrs7,-6.042754,0.49008855,1.5150519767309485e-09,3.887085516543549e-09,0.03287242368901644,0.09651552101847642,0.07288232,0.052429773
Ndufb5,-6.045463,1.4535166,1.4898162588418475e-09,3.823069704429419e-09,0.17792851552308897,0.2876865208944736,0.43052745,0.17937158
Bc1,-6.0512915,0.7241333,1.4368924316170763e-09,3.6897266473194613e-09,0.04487346725802244,0.11023849873930476,0.100263916,0.061887752
Pcbp1,-6.0588937,1.1572244,1.3706089881951255e-09,3.5201934154849e-09,0.08792068875554396,0.162237010705576,0.2024622,0.09587491
Rpl10a,-6.0606503,1.3513864,1.3557225985521878e-09,3.4826258339481155e-09,0.16514479519958258,0.2680114082585872,0.3971651,0.17487575
Ube2m,-6.073385,1.3187588,1.2524171787850824e-09,3.2197138914997285e-09,0.09757370206104879,0.1748852974000744,0.22794382,0.0976992
Grn,-6.0848517,0.5940895,1.1659908458368842e-09,3.000112422449208e-09,0.06444038612053223,0.1328070102922333,0.13370773,0.090545356
Park7,-6.0940356,1.388015,1.1009913086726427e-09,2.8353111428056266e-09,0.1346204017740673,0.22469309304344232,0.32065332,0.13491577
Ssr4,-6.0945168,1.1955875,1.097683933012072e-09,2.827335820555442e-09,0.07435429167753718,0.14582730541892283,0.17598362,0.080668636
Limd2,-6.097608,0.96569866,1.0766740642178724e-09,2.7734859654428367e-09,0.05374380380902687,0.12123341462406481,0.12544583,0.06619479
Mrps14,-6.1082153,1.0321275,1.0075137630937028e-09,2.596575370643372e-09,0.0633968171145317,0.132600338941016,0.1452204,0.07364644
Mtfp1,-6.109337,0.9969689,1.0004589719637973e-09,2.578641014548416e-09,0.05635272632402818,0.12437481916256768,0.12722847,0.06576995
Plekhj1,-6.113051,0.87554294,9.77440561557281e-10,2.5200372182924717e-09,0.047743282024523874,0.11437192576365064,0.108579144,0.060637183
Tma7,-6.1246543,1.4321268,9.088064549027006e-10,2.343984396547856e-09,0.18366814505609183,0.29727607159095604,0.44152185,0.18706109
Paxx,-6.1919374,0.5378061,5.9429128330465e-10,1.5367728594356601e-09,0.032350639186016175,0.09746620923407598,0.07225134,0.050322264
Rack1,-6.1950026,1.3486624,5.828403820321119e-10,1.5074522153434256e-09,0.15053482911557528,0.24817095854172694,0.3643227,0.15921277
Caly,-6.1988707,1.4719375,5.686981669318092e-10,1.4714414776560148e-09,0.23506391860161754,0.38519406439879306,0.5831565,0.25107077
Mbd3,-6.2038126,0.7473359,5.511140752471178e-10,1.42635669446061e-09,0.044612575006522305,0.11147852684660853,0.09777568,0.059388924
Gpr27,-6.2173715,0.6381575,5.055525755425681e-10,1.3090679102658576e-09,0.03495956170101748,0.1006489480428223,0.07605924,0.049530007
Nol12,-6.2275057,0.42120448,4.739188723526549e-10,1.2278661749219783e-09,0.026871901904513436,0.09167941139999174,0.06023376,0.045322232
Eif3k,-6.2288337,1.3272083,4.699198429752471e-10,1.2176225825212044e-09,0.10905296112705452,0.19141900549745794,0.25656423,0.11025717
Pfdn5,-6.2339683,1.3682922,4.547651274613276e-10,1.1789232006643388e-09,0.156013566397078,0.25680982102260985,0.37176594,0.16077523
Bod1,-6.24331,0.932757,4.284065117631391e-10,1.1112349619727336e-09,0.05113488129402557,0.11966271235481338,0.11463191,0.06168564
Polr2k,-6.2441845,0.98234165,4.260166522943878e-10,1.1053560686703554e-09,0.05217845030002609,0.12090274046211714,0.12432385,0.064856954
Snrpg,-6.2454114,1.258481,4.22685725340435e-10,1.096819453394253e-09,0.08870336551004435,0.1654197495143223,0.2133104,0.09474958
Mrpl30,-6.2484627,1.2400029,4.1451199449059436e-10,1.0762331908360489e-09,0.08244195147404122,0.15748356962757823,0.19100474,0.08535626
Serf2,-6.256232,1.3559057,3.943908956716073e-10,1.02428797281037e-09,0.1747978085050874,0.284751787707188,0.4257729,0.18844269
Ppp1r11,-6.2582183,1.2053756,3.894008844120159e-10,1.0114259801015823e-09,0.0866162274980433,0.16281569048898442,0.19895023,0.091171496
Bax,-6.2588315,0.97680306,3.8787238537706496e-10,1.0075532671192705e-09,0.05713540307852857,0.1268548753771752,0.13003385,0.068180814
Pdia4,-6.2622557,0.67095894,3.7944814007446534e-10,9.857653991879419e-10,0.05426558831202713,0.12317612532550738,0.11293353,0.07240699
Pop5,-6.26384,1.2569973,3.7560997168703417e-10,9.758886036772974e-10,0.08505087398904253,0.16107965113875913,0.20056203,0.088857874
Rbm42,-6.273745,0.8575333,3.524653949085847e-10,9.161986225397765e-10,0.042786329246021396,0.11032116727979167,0.09708676,0.05474293
Rab1b,-6.2772474,0.5402796,3.4461912486243513e-10,8.96063081580572e-10,0.034437777198017216,0.10060761377257885,0.073522225,0.051131774
Bud31,-6.2869234,0.83023995,3.2381896927342873e-10,8.42468600346343e-10,0.043829898252021916,0.11164386392758235,0.100755416,0.057911918
Mrpl22,-6.29154,0.2560731,3.1433168964267397e-10,8.18102721880923e-10,0.020610487868510306,0.08543793659322944,0.048111193,0.040442485
Pdxp,-6.306388,1.1317673,2.856225146723245e-10,7.439586050063357e-10,0.07878945995303939,0.15372215103542347,0.1785826,0.085468784
Mrpl55,-6.3145857,0.8376183,2.7088651307967593e-10,7.057126824171894e-10,0.03991651447951996,0.1073864340925061,0.09344716,0.053361543
Ddx54,-6.3435283,0.386567,2.2456178407343895e-10,5.858797104625017e-10,0.02948082441951474,0.09577150415409416,0.06278449,0.048377257
Polr2h,-6.3448033,0.5461876,2.2270948070831156e-10,5.811034906420987e-10,0.02948082441951474,0.09577150415409416,0.064603165,0.044688784
Med28,-6.3640738,1.0335543,1.9647189850736404e-10,5.131095982337288e-10,0.06965823115053484,0.1426445666101765,0.15645304,0.07948668
Nat14,-6.370403,1.133971,1.8853240775407002e-10,4.926447336722611e-10,0.06809287764153404,0.14123920142189889,0.1535111,0.072881736
Rasl11b,-6.389632,0.2660675,1.6628538890054758e-10,4.3476582657951865e-10,0.021914949126010958,0.08787665853759352,0.048251852,0.040286772
Tubb4a,-6.400092,1.1396235,1.5528313757278905e-10,4.0623677408050256e-10,0.22932428906861466,0.37101640970528665,0.54308295,0.28321016
Bag1,-6.412197,1.0373052,1.4343707093653448e-10,3.756485473747253e-10,0.06913644664753457,0.14276856942090688,0.15559487,0.07883681
Mrpl27,-6.424517,0.8162151,1.32288722334931e-10,3.467223926199372e-10,0.04409079050352205,0.11337990327780763,0.10208574,0.059249744
Abcf2,-6.426538,0.890894,1.3054272441716095e-10,3.422129761062551e-10,0.04669971301852335,0.11643863927582358,0.10673976,0.058973342
Ino80b,-6.4343133,0.29743668,1.240327249041552e-10,3.255283569227047e-10,0.028959039916514478,0.09606084404579837,0.06235207,0.051026486
Qars,-6.4412293,0.2730759,1.1850977422169588e-10,3.11124341312845e-10,0.026611009653013305,0.09353945356094738,0.055650678,0.04627218
Bad,-6.4467053,0.36129832,1.1430775774615235e-10,3.001514170467227e-10,0.028959039916514478,0.09622618112677221,0.062043726,0.04862686
Surf4,-6.4507265,0.6199805,1.1131509243843154e-10,2.923789378123808e-10,0.037307591964518654,0.1057743975530112,0.08278238,0.054636993
Aip,-6.4512467,0.7731331,1.1093375323000901e-10,2.9140580206181854e-10,0.043829898252021916,0.11329723473732072,0.09855691,0.058842044
Nt5c,-6.4552703,0.7420103,1.0802595790503344e-10,2.838229675279406e-10,0.037307591964518654,0.10593973463398504,0.08546501,0.051972903
Cdc42se1,-6.4725013,0.40112,9.639378540631274e-11,2.534841469825429e-10,0.031307070180015655,0.09911958004381433,0.06619858,0.0505283
Nifk,-6.479054,0.446524,9.229959234701592e-11,2.42812810491905e-10,0.02817636316201409,0.09577150415409416,0.062297728,0.04608994
Phlda1,-6.4915776,0.34156752,8.494199776450651e-11,2.236104124554022e-10,0.031307070180015655,0.09932625139503162,0.06767597,0.053784773
Mrps12,-6.5009775,1.22477,7.979971305837931e-11,2.1017626836685474e-10,0.08609444299504304,0.16488240400115736,0.19937034,0.090207815
Tbrg1,-6.5157685,0.55527043,7.231838940196023e-11,1.906214560752081e-10,0.033394208192016696,0.10193031042036953,0.07372257,0.05075586
Gng10,-6.5223513,0.6667701,6.921365768441534e-11,1.8250941923260454e-10,0.042786329246021396,0.11280122349439921,0.09446355,0.060535397
Hrh3,-6.5229692,0.371785,6.892907007860764e-11,1.817768292287945e-10,0.02765457865901383,0.09556483280287686,0.058257945,0.045318022
Ndufv1,-6.524498,1.1732093,6.822968905400795e-11,1.7995011237546071e-10,0.07618053743803808,0.1529781341710412,0.17823271,0.08297579
Ccnd1,-6.532586,0.2655956,6.464370946862998e-11,1.705426090743336e-10,0.038351160970519174,0.10755177117347993,0.079712525,0.06674585
Smim7,-6.533458,0.9354121,6.426810692759348e-11,1.6956834575259592e-10,0.05896164883902948,0.1318976563468772,0.13473064,0.07270766
Tceal9,-6.54946,1.1656991,5.774547012794089e-11,1.5243351825697727e-10,0.08765979650404383,0.16732112594552143,0.2025413,0.095378645
Rpl5,-6.5501122,1.3510104,5.7493855497134846e-11,1.5178423041933713e-10,0.2115836159666058,0.3467531930723763,0.5139894,0.23381889
Ranbp1,-6.5687184,1.1061279,5.0750170202121254e-11,1.341521960974912e-10,0.07487607618053743,0.1514901004422767,0.170124,0.08263895
Egln2,-6.586567,0.6044974,4.501123728053121e-11,1.1912261850959064e-10,0.03626402295851813,0.10593973463398504,0.07874395,0.05248194
Vegfb,-6.590481,0.66299033,4.384038873768408e-11,1.1605825077650949e-10,0.03887294547351944,0.1090811391724879,0.088237,0.056626238
Ndufs2,-6.613221,1.3524401,3.760455321469066e-11,9.969751799494208e-11,0.1301852334985651,0.22448642169222502,0.30102548,0.12888321
Ccdc32,-6.63699,0.7301816,3.201536722526243e-11,8.501362954272175e-11,0.038612053222019306,0.10924647625346175,0.08607846,0.052772027
Nol7,-6.637718,0.9551669,3.185759817559646e-11,8.460305030423769e-11,0.06887555439603443,0.14471128012234943,0.15563276,0.0832892
Tmem158,-6.66877,0.7721569,2.5795609140430898e-11,6.858579236130796e-11,0.04330811374902165,0.11499193981730252,0.09898379,0.059140842
Dcn,-6.6731663,0.46819746,2.5034227838143935e-11,6.65877748971419e-11,0.05191755804852596,0.12487083040548919,0.123339124,0.09065324
Dnajb9,-6.673779,0.79217345,2.4929931381521946e-11,6.632349071499947e-11,0.05035220453952518,0.12321745959575084,0.11508366,0.06806325
Mrps36,-6.6916842,0.6802606,2.2061625401324805e-11,5.872173100877638e-11,0.04226454474302113,0.11391724879097259,0.095735006,0.060809996
Dda1,-6.705166,0.8839391,2.011779046045579e-11,5.3569024841189874e-11,0.04852595877902426,0.12148142024552556,0.10950144,0.060820397
Tsfm,-6.7052655,0.28803924,2.01040291741185e-11,5.353768720600239e-11,0.02321941038351161,0.09263009961559128,0.05254487,0.043237403
Ccdc85b,-6.711134,1.371034,1.9311776949479867e-11,5.1443188919651434e-11,0.13749021654056875,0.2361840201711239,0.32017514,0.13618672
Scd2,-6.715773,0.85838056,1.8707171134752266e-11,4.98474502569212e-11,0.3375945734411688,0.5760343901128425,0.8503089,0.5534889
Arhgdia,-6.7254477,1.1463236,1.7505313847842597e-11,4.6677362617002145e-11,0.09183407252804592,0.1745959575083702,0.20798354,0.09934496
Tmem59l,-6.7261066,1.4541017,1.742630617928583e-11,4.647130280244246e-11,0.2003652491521002,0.33187285578473114,0.4841743,0.20483589
Atp5pb,-6.740938,1.2782623,1.5736702696366055e-11,4.1994756326482864e-11,0.28750326115314373,0.48741371471086675,0.7029241,0.35093352
Eif3i,-6.750785,1.0308062,1.470473689994483e-11,3.925646105330527e-11,0.06444038612053223,0.14082585871946432,0.14653087,0.07440072
Ndufb2,-6.7558208,1.4334942,1.4202905470101366e-11,3.792428400890626e-11,0.16488390294808244,0.2765676021989832,0.40141773,0.16794626
Atp6v1d,-6.7626925,1.3144109,1.3545066340544834e-11,3.618211875638132e-11,0.26950169579963473,0.45509031538048195,0.6556147,0.3166095
Rpl4,-6.7766366,1.2620397,1.2300564469859112e-11,3.28839087956536e-11,0.14349073832507175,0.24482288265200677,0.33632228,0.15417415
Dph3,-6.7800746,0.3623063,1.2011371707431235e-11,3.212357497548296e-11,0.02869814766501435,0.09945025420576199,0.0635353,0.049769938
Mcee,-6.788197,0.28947878,1.1354348893653784e-11,3.0369436071319647e-11,0.03026350117401513,0.10118629355598727,0.06708438,0.055218227
G6pc3,-6.791029,0.38109684,1.1133643561907515e-11,2.978504604823327e-11,0.030002608922515002,0.10097962220476997,0.066915974,0.05177599
Fam131b,-6.7939944,0.25776833,1.0907060205660121e-11,2.918469505338453e-11,0.027132794156013565,0.09779688339602365,0.056782894,0.04770985
Pgls,-6.800823,0.63784724,1.0402302933494497e-11,2.7842402612112475e-11,0.04096008348552048,0.11350390608853801,0.09171402,0.059899174
Med19,-6.801053,0.67903656,1.0385712689195025e-11,2.7800767080959385e-11,0.044612575006522305,0.11780267019385773,0.09680141,0.06154986
Bola3,-6.8018427,0.40090266,1.0328929337062865e-11,2.7651522495454736e-11,0.030524393425515262,0.10168230479890877,0.06503031,0.049637105
Yeats4,-6.8061166,0.54699683,1.0026841602437395e-11,2.6848154843795993e-11,0.03522045395251761,0.10713842847104535,0.078615375,0.05446864
Ndrg2,-6.813338,0.5609615,9.536001868691627e-12,2.5544050464733725e-11,0.09392121054004696,0.17595998842640434,0.20193946,0.14122616
Cisd3,-6.816793,0.3065836,9.309539649479707e-12,2.4944887353561997e-11,0.027915470910513957,0.09899557723308396,0.058983926,0.047957692
Slc39a7,-6.8241134,0.72465175,8.846985360753529e-12,2.370783850039367e-11,0.05530915731802766,0.13045095688835615,0.115493335,0.071469955
Maf1,-6.8272743,0.31439242,8.654304930079214e-12,2.319381343219913e-11,0.031046177928515523,0.10250899020377795,0.065326944,0.052866798
B4gat1,-6.855656,1.1827168,7.098584290511966e-12,1.9041525395433415e-11,0.10722671536655361,0.19596577522423841,0.24475072,0.11525347
Pou3f1,-6.8666205,0.34748924,6.574070048265433e-12,1.763983045704935e-11,0.03678580746151839,0.10941181333443559,0.08009693,0.06348359
Adh5,-6.870477,0.5424407,6.398739567254946e-12,1.717280585019381e-11,0.03678580746151839,0.10953581614516596,0.080222815,0.055767097
Psmc4,-6.871557,0.94524443,6.350483367059129e-12,1.7044999308049024e-11,0.05661361857552831,0.1328070102922333,0.12727615,0.068116985
Yipf3,-6.8950043,0.7730555,5.386312067690571e-12,1.4483158737000463e-11,0.048786851030524395,0.12371347083867235,0.11049974,0.066133946
Qdpr,-6.9009533,0.8051869,5.165471914427694e-12,1.3899081748515135e-11,0.10122619358205061,0.18687223577067746,0.21886404,0.13104345
Efna3,-6.90176,0.65498537,5.136210690896317e-12,1.3823115110615389e-11,0.03417688494651709,0.10701442566031497,0.075564645,0.04864689
Mrpl23,-6.925026,0.865513,4.3589591841613025e-12,1.1740701010266058e-11,0.056091834072528046,0.1325176704005291,0.12833565,0.07246659
Insyn1,-6.9254813,0.78659314,4.344954616162073e-12,1.1704153437220542e-11,0.043829898252021916,0.11821601289629231,0.09432691,0.05576049
Nol6,-6.931703,0.5254634,4.158038619133957e-12,1.1202897593114351e-11,0.03417688494651709,0.10713842847104535,0.07170298,0.050354652
Mrpl32,-6.944511,0.6133253,3.797739930486108e-12,1.0235232891891847e-11,0.04017740673102009,0.11416525441243335,0.08843899,0.05868864
Dnttip2,-6.956094,0.33806542,3.4983721545090405e-12,9.43408869848032e-12,0.03261153143751631,0.10552639193155045,0.06834869,0.05445161
Thoc3,-6.9626765,0.5499104,3.3386805606251806e-12,9.00796733246296e-12,0.035481346204017744,0.10895713636175754,0.07646479,0.052857175
Ldhb,-6.9632826,1.2812679,3.324345155054415e-12,8.970190230599732e-12,0.1875815288285938,0.3126110858512793,0.43957013,0.20467672
Mapk3,-6.9721394,0.8840545,3.1215661481218143e-12,8.42387088480799e-12,0.06887555439603443,0.14839003017401728,0.15398428,0.08636291
Fjx1,-6.9724007,0.59354776,3.1157768859420115e-12,8.409092499524091e-12,0.0513957735455257,0.1273922208903402,0.11522537,0.07782592
Nsg1,-6.9796367,1.3700565,2.9594455540353377e-12,7.991187020091401e-12,0.21627967649360813,0.3612201876575869,0.5227017,0.23556286
Rsph9,-6.99835,0.39918965,2.589941475855603e-12,7.001179824571433e-12,0.030002608922515002,0.10312900425742984,0.06719538,0.05136215
Tceal5,-7.0009923,1.3916343,2.541563497247822e-12,6.871094795356572e-12,0.12314114270806158,0.21973298061422725,0.29220164,0.12163917
Jagn1,-7.0017023,0.5246708,2.528710944037247e-12,6.837035929390303e-12,0.03469866944951735,0.10850245938907949,0.0779378,0.054813016
Hspd1,-7.004945,1.3808314,2.470833979896902e-12,6.6818950321889855e-12,0.16566657970258283,0.28070102922332907,0.3917145,0.16901061
Pdcd5,-7.019581,1.240361,2.2253459521461367e-12,6.019837484563243e-12,0.09731280980954865,0.1851361964204522,0.23368452,0.10564131
Nedd8,-7.032958,1.3486961,2.0220010571129445e-12,5.477484464625952e-12,0.17845030002608922,0.3002521390484851,0.4239267,0.18838453
Eif3f,-7.0414295,1.0718094,1.9027736632057556e-12,5.158144504675005e-12,0.0806157057135403,0.16372504443434052,0.18057577,0.089976534
Bhlhe22,-7.0417714,0.9736271,1.8981127939273738e-12,5.146548009367158e-12,0.07357161492303678,0.15516885049394452,0.16890195,0.08956582
Rfxap,-7.0431485,0.42030105,1.879436067438135e-12,5.097451007576732e-12,0.030785285677015394,0.10453436944570743,0.06912418,0.05210041
Snx17,-7.0624475,0.55038637,1.6359491080617788e-12,4.4406457756965346e-12,0.039394729976519695,0.11453726284462448,0.08747951,0.060553934
Jun,-7.066658,0.9618132,1.587092366984963e-12,4.309334266459777e-12,0.0941821027915471,0.18104410366634976,0.21655592,0.11701755
Commd8,-7.0684447,0.5351107,1.5667956084140338e-12,4.2550836868895385e-12,0.04696060527002348,0.12313479105526393,0.09863014,0.06909223
Chpf,-7.074947,0.7597441,1.4950585757994732e-12,4.061903329800995e-12,0.048004174276024,0.1246641590542719,0.10775637,0.06503504
Gid8,-7.0825825,0.40758964,1.4149231923049211e-12,3.8465182291818324e-12,0.034437777198017216,0.10895713636175754,0.07284858,0.055405468
Ccdc107,-7.094363,0.72583,1.299484147686716e-12,3.534481126464425e-12,0.048004174276024,0.12482949613524573,0.10921093,0.06744833
Znhit1,-7.0973434,0.8607341,1.2717763274139573e-12,3.4594685075534554e-12,0.054004696060527005,0.13202165915760758,0.122101106,0.06907347
Eef1e1,-7.0987906,0.4092203,1.2585318675394799e-12,3.423787716997654e-12,0.030785285677015394,0.1050717149588724,0.06820476,0.05178783
2410004B18Rik,-7.1106734,0.3605594,1.1547811630660392e-12,3.14312903682987e-12,0.03261153143751631,0.10726243128177572,0.07019872,0.055094045
Mrpl53,-7.117527,0.87780327,1.098808025447855e-12,2.9916882808576213e-12,0.05452648056352726,0.13293101310296368,0.12638155,0.07074851
Sub1,-7.1330442,1.340017,9.817305182953667e-13,2.675093705161394e-12,0.24262979389512132,0.4086305956268342,0.59201205,0.2768905
Pnck,-7.1546006,0.8628417,8.391694046768832e-13,2.287328251538634e-12,0.05009131228802505,0.128094903484479,0.11458689,0.06462571
Ggct,-7.1731915,0.2915409,7.326920043410076e-13,1.9991301946225504e-12,0.026871901904513436,0.10143429917744802,0.060032625,0.04931438
Ahsa1,-7.183237,0.96030116,6.807990928705437e-13,1.858485383057148e-12,0.062092355857031045,0.14260323233993305,0.14201371,0.07550149
Mettl26,-7.183369,0.5233198,6.801410721964604e-13,1.8568777291118566e-12,0.033394208192016696,0.10895713636175754,0.074637316,0.05251409
Wnt7b,-7.183726,0.32196555,6.783680666902934e-13,1.8522253787184416e-12,0.033394208192016696,0.10883313355102715,0.07030825,0.05663507
Mdh2,-7.1978645,1.3914148,6.116277336579627e-13,1.6710154756877945e-12,0.1643621184450822,0.28140371181746787,0.38914272,0.16664803
Cct2,-7.2012877,1.3025085,5.964653749186446e-13,1.6300879397949532e-12,0.12496738846856248,0.22386640763857313,0.28890356,0.12733804
Mesd,-7.2046666,0.8440072,5.81860259530072e-13,1.5908206322316885e-12,0.06235324810853118,0.1429339065018807,0.13554867,0.0777668
Pgp,-7.2057443,1.1483824,5.772766853149884e-13,1.5787709449784976e-12,0.10305243934255152,0.19431240441450007,0.2303211,0.11050752
Tmem60,-7.2325563,0.6246777,4.739854257702257e-13,1.2981335633927188e-12,0.0453952517610227,0.1232587938659943,0.10069514,0.06645098
Unc50,-7.2641873,0.8040879,3.752876843215489e-13,1.0285577394655263e-12,0.049830420036524915,0.12896292315959162,0.114612706,0.06723897
Rbmxl1,-7.2674427,0.576318,3.6635670947630936e-13,1.0042853278543595e-12,0.036524915210018265,0.11337990327780763,0.08251225,0.056083497
Ndufab1,-7.268715,1.3802649,3.629238562224264e-13,9.95179509816981e-13,0.16018784242108008,0.27541024263216635,0.38405764,0.16540396
Dapk3,-7.2702866,0.37747478,3.5872568756477354e-13,9.838684520634342e-13,0.031307070180015655,0.10742776836274956,0.06901951,0.05354699
Ptov1,-7.275061,1.2557281,3.4626366764932803e-13,9.497861116514336e-13,0.11035742238455518,0.20476997478609515,0.261624,0.11798899
Rpl15,-7.3071322,1.3273034,2.729035526973315e-13,7.494040328029941e-13,0.2509783459431255,0.4260323233993304,0.62649566,0.2979699
Jund,-7.3139267,1.2056507,2.594464789997256e-13,7.129604101782191e-13,0.1286198799895643,0.23010788244533542,0.29480195,0.13859226
1700126G02Rik,-7.3144307,0.5169898,2.584748523031497e-13,7.104356875394469e-13,0.043829898252021916,0.12230810565039474,0.10045033,0.07124504
Rgs2,-7.337877,0.40630126,2.1700861024887495e-13,5.968292075114913e-13,0.04409079050352205,0.12251477700161204,0.092275694,0.07040322
Dgcr6,-7.346547,0.92636794,2.033924917495904e-13,5.595532152463903e-13,0.05270023480302635,0.1332203529946679,0.121829845,0.065949775
Rasl10a,-7.3616047,0.7763575,1.81712551193405e-13,5.002168067377106e-13,0.05374380380902687,0.13458438391270203,0.12674159,0.07593312
Gm19951,-7.3789883,0.9908741,1.594971232850224e-13,4.3955771309421046e-13,0.07304983042003653,0.15789691233001282,0.16367148,0.08569866
Tagln3,-7.3791256,1.3066971,1.593324827883356e-13,4.391490216968486e-13,0.13592486303156795,0.24130946968131278,0.3152878,0.1396183
Gfra4,-7.380277,0.7846373,1.579601582512625e-13,4.354559815544704e-13,0.043829898252021916,0.12309345678502046,0.10187673,0.06039559
Tspan17,-7.3913164,0.50265145,1.4538200854220654e-13,4.011104394218185e-13,0.03391599269501696,0.11172653246806928,0.07322482,0.05223374
Abracl,-7.4055166,0.31011,1.3064082967257741e-13,3.60624521604906e-13,0.027393686407513697,0.10445170090522052,0.06307769,0.051183548
Gpr137,-7.4247265,0.4699706,1.1301311931947718e-13,3.1234956964763953e-13,0.033394208192016696,0.1113958583061216,0.07282542,0.053104967
Emg1,-7.4281635,0.29046485,1.101157719166788e-13,3.044670499486684e-13,0.03182885468301591,0.10961848468565287,0.0692416,0.056966837
Rsl24d1,-7.4331217,0.40901235,1.0606415503065402e-13,2.9338520132527004e-13,0.031307070180015655,0.1090811391724879,0.06909644,0.052477796
Tecr,-7.4451237,1.2172618,9.685362443932363e-14,2.681010496223989e-13,0.29115575267414556,0.5049394452940933,0.7216223,0.37496758
Mrps7,-7.4480834,0.6260234,9.470579422516498e-14,2.6218263865961085e-13,0.042786329246021396,0.12243210846112512,0.09636806,0.06349149
Ap2m1,-7.4617357,1.3398644,8.538999891069819e-14,2.365634880637654e-13,0.16984085572658492,0.2919439507295499,0.3968019,0.17598294
Stmn2,-7.4779696,0.8621088,7.547962086321027e-14,2.0930210656289576e-13,0.3375945734411688,0.6052163849047245,0.85832894,0.5583422
Polr2c,-7.49467,0.7823225,6.646546246799969e-14,1.8443942750337205e-13,0.048004174276024,0.12896292315959162,0.10557372,0.062731646
Ckap4,-7.5255895,0.6539466,5.248302380300593e-14,1.4577412131349694e-13,0.04696060527002348,0.12813623775472244,0.10256795,0.06639261
Anp32e,-7.5262985,0.8615308,5.219893167197792e-14,1.450000303965726e-13,0.06574484737803288,0.15053941222667713,0.14447959,0.08208517
Srp9,-7.5297914,1.1225733,5.082148067769928e-14,1.412174959472368e-13,0.08505087398904253,0.17471996031910056,0.19821411,0.09593147
