names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Unknown (for_DEGs),mean_expr_Rest (for_DEGs)
Snap25,8.407213,-0.30658337,4.198680999392838e-17,1.218737803323815e-16,0.6104878685103052,0.890918860827512,1.6989589,1.8758246
Gins1,-2.2331586,-1.6044124,0.02553848701965304,0.049975904611323084,0.002869814766501435,0.025337907659240277,0.004637782,0.014035975
Map2k3os,-2.233195,-1.7575722,0.02553607907446668,0.04997483209984848,0.0015653535090007827,0.024015211011449593,0.003037292,0.010233034
Gm14015,-2.2348754,-1.7861375,0.025425525721619404,0.04976572524329206,0.0013044612575006521,0.02376720538998884,0.0027785965,0.009550682
Pik3r6,-2.235389,-1.1916547,0.02539182041093853,0.049703373966774836,0.007565875293503783,0.030132683007481502,0.009365521,0.021265006
Gm12758,-2.2357392,-0.6142807,0.02536885528989761,0.04966203858659105,0.0033915992695016956,0.0259165874426487,0.0074872198,0.011438739
Pla2g4b,-2.2360594,-2.7040567,0.025347878359989518,0.04962458954702501,0.0013044612575006521,0.02376720538998884,0.001622947,0.010528608
Mad2l1,-2.240254,-0.2658367,0.025074449888367625,0.04909286421600394,0.0054787372815027395,0.028107303765552018,0.010957574,0.013160126
Mki67,-2.2406566,-1.1063066,0.025048320546986965,0.04904527968356334,0.003652491521001826,0.02620592733435291,0.006438269,0.013810114
Megf6,-2.240864,-2.1450667,0.02503488183691866,0.049022538621046816,0.001826245760500913,0.024345885173397263,0.0027786396,0.0122322505
A630001G21Rik,-2.2411509,-1.2449377,0.025016300752614868,0.048989723870181585,0.012783720323506392,0.035382135328400774,0.01508331,0.03538613
Zfp960,-2.2418685,-3.019516,0.02496986554506993,0.04890235329417122,0.0010435690060005217,0.023560534038771546,0.0012806039,0.010337406
Sbspon,-2.2434576,-2.38305,0.024867320139954064,0.04870862313460896,0.0013044612575006521,0.023849873930475756,0.0021212718,0.011016216
Gm44129,-2.2434769,-1.880384,0.02486607437254285,0.04870862313460896,0.001826245760500913,0.024387219443640723,0.0031598094,0.011584611
Gm5106,-2.2472565,-3.3143744,0.024623631276438476,0.04824184997432752,0.0007826767545003914,0.023353862687554253,0.0009656763,0.009565087
Gm13919,-2.2486339,-1.4987532,0.024535792713024928,0.04807326456168731,0.002869814766501435,0.02550324474021411,0.004523355,0.0127305025
Gm47134,-2.249386,-1.5329214,0.024487945631821016,0.047983016052434234,0.0015653535090007827,0.02418054809242343,0.003313667,0.009558875
Txnrd3,-2.2501316,-1.1769991,0.024440588505798617,0.04789371449466226,0.0026089225150013043,0.02525523911875336,0.005101829,0.011498652
1110020A21Rik,-2.2502165,-1.495791,0.02443520274376992,0.04788665288637574,0.0020871380120010435,0.024717893605588393,0.003855317,0.010834793
Gm14461,-2.2507226,-3.9782395,0.024403114034699924,0.04782725558806615,0.00026089225150013044,0.022857851444632746,0.0006246457,0.0097996285
Ifit1bl1,-2.250729,-0.8826612,0.024402705497022243,0.04782725558806615,0.0026089225150013043,0.02525523911875336,0.0057511716,0.010578262
Samd11,-2.2519324,-1.227906,0.02432654887677271,0.04768763174428268,0.001826245760500913,0.02446988798412764,0.004070036,0.009507207
Tfap2d,-2.2523212,-0.53983206,0.02430197806062091,0.04764294108338566,0.004435168275502218,0.027156615549952464,0.009607419,0.013937032
Arr3,-2.2533011,-2.5356426,0.02424017123695538,0.047528707029844644,0.0010435690060005217,0.023684536849501923,0.002083304,0.0120198
Gm26713,-2.2554798,-1.7806939,0.024103220593673456,0.04726363112836647,0.0013044612575006521,0.023973876741206133,0.0030524086,0.01044906
Ano1,-2.256536,-1.4897943,0.024037080442570163,0.04714081829734037,0.003652491521001826,0.026371264415326747,0.0068997024,0.01925812
Gm48236,-2.2574127,-2.1456945,0.0239822963164088,0.04703681036656237,0.0010435690060005217,0.02372587111974538,0.0021276209,0.009380723
Gm27040,-2.2579865,-0.4950903,0.023946503584391456,0.046970038054792204,0.0031307070180015655,0.02587525317240524,0.0068932404,0.009701744
9130015G15Rik,-2.2586515,-1.558002,0.023905071492656523,0.046892193824476625,0.004174276024002087,0.026908609928491714,0.005165898,0.0151350135
Gm26740,-2.2591243,-2.355946,0.02387565838905204,0.04683791639876092,0.004956952778502478,0.02765262679287397,0.0058378107,0.029532483
Stat6,-2.2595367,-0.95041853,0.023850014427937476,0.04679102567747371,0.006000521784503,0.028809986359690818,0.009047834,0.01741122
Gm38825,-2.2598333,-1.6063485,0.02383159759075442,0.046758307941845295,0.001826245760500913,0.024552556524614556,0.003721086,0.011287138
Hsf4,-2.2623527,-1.7140362,0.02367561824085039,0.04645566395002556,0.0015653535090007827,0.024304550903153806,0.0029717863,0.009716903
