names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MH-LH Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Vsnl1,-3.7219012,-2.6040285,0.00019772841690929286,0.048299659657751806,0.29411764705882354,0.6690352067414126,0.21291484,0.89307064
Arpp21,-3.7235057,-1.8093241,0.0001964754762978792,0.048299659657751806,0.6470588235294118,0.7981861029779334,0.9638162,1.8996595
Caln1,-3.72535,-2.5624442,0.00019504439795285677,0.048299659657751806,0.29411764705882354,0.7019567235592373,0.32810262,1.1920699
Phactr1,-3.7308981,-1.217649,0.0001907983513740707,0.048299659657751806,0.8823529411764706,0.8890237806184389,1.662851,2.3924935
Klhl2,-3.7379608,-2.6153362,0.00018551887643175263,0.04782740344283,0.23529411764705882,0.6853531386131543,0.21040738,0.8899412
Celf2,-3.7806964,-1.1414667,0.00015639026519750614,0.042405912906024454,0.9411764705882353,0.9663286438620295,2.9446592,3.706667
Kalrn,-3.793802,-1.7827301,0.0001483579659604796,0.04157749645172806,0.7647058823529411,0.8457830464900379,1.2649654,2.277236
Csmd1,-3.8649232,-1.1324536,0.0001111241682647188,0.034719841875267374,0.9411764705882353,0.9434049846461473,2.8304594,3.5828083
Cacna2d1,-3.8919291,-1.9969342,9.945030213505126e-05,0.0314379955102215,0.5882352941176471,0.8263586374348354,0.8831548,1.8964174
Cadps,-3.9402878,-1.3458962,8.138388118288076e-05,0.026346805872096462,0.8235294117647058,0.8280725558808827,1.2573438,2.0008607
Cacna1a,-3.9541433,-2.3243513,7.680938444898284e-05,0.025169123904197184,0.4117647058823529,0.7516246518603157,0.4488151,1.3446976
Dlgap2,-3.978135,-1.7688756,6.945787707543867e-05,0.023927348166885087,0.7058823529411765,0.8121116903520674,1.1528035,2.1264594
Gria2,-4.0843444,-1.4220682,4.420140319516432e-05,0.015808117712841768,0.8823529411764706,0.9209098050417768,1.7847776,2.659321
Grin2b,-4.118938,-1.3884434,3.80622613587377e-05,0.014010040585058657,0.8823529411764706,0.8849889309433693,1.6435368,2.4787095
Tcf4,-4.414129,-1.7684906,1.0141751977217418e-05,0.0049547068295969455,0.8235294117647058,0.9331214739698636,1.692913,2.7794929
Grm7,-4.4726243,-2.1120505,7.726546849304626e-06,0.004152246276816306,0.7647058823529411,0.8922373777047775,1.4272408,2.6872904
Plcb1,-4.5244317,-1.5897498,6.0557949623501006e-06,0.003615982458629938,0.7647058823529411,0.870777690494894,1.3467679,2.2579327
Zeb2,-4.5322294,-2.798869,5.836445114760505e-06,0.0035642109144003358,0.47058823529411764,0.8588159680068557,0.68897754,2.0669906
Rbfox1,-4.9190245,-2.0345736,8.697658699248578e-07,0.0008988695740338818,0.9411764705882353,0.9403699207312719,2.1063879,3.4201715
