names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Eml5,-4.491926,-30.852394,7.058194776479555e-06,0.011838103772407547,0.0,0.7194641449960599,0.0,1.0779487
Atp9b,-4.5393367,-30.603783,5.643150254139721e-06,0.011838103772407547,0.0,0.7270578121641952,0.0,0.96764994
Srek1,-4.5668435,-30.5851,4.951230955729834e-06,0.011838103772407547,0.0,0.7314635718891038,0.0,0.95964426
Setbp1,-4.586988,-4.6961694,4.496866367586048e-06,0.011838103772407547,0.07692307692307693,0.7784583422881295,0.11493249,1.4248903
Trim9,-4.611794,-31.134455,3.992081537414264e-06,0.011838103772407547,0.0,0.7386632280249301,0.0,1.2111194
Pnisr,-4.612465,-30.608286,3.9792138352435095e-06,0.011838103772407547,0.0,0.7387706855791962,0.0,0.9695886
Gabra2,-4.633659,-5.3101087,3.592589732294574e-06,0.011838103772407547,0.07692307692307693,0.770040833870621,0.07718948,1.4311917
Psd3,-4.6691995,-4.9021206,3.0237565117001257e-06,0.011838103772407547,0.07692307692307693,0.7818253456551328,0.07718948,1.2236137
R3hdm1,-4.671952,-4.005288,2.983508120175872e-06,0.011838103772407547,0.15384615384615385,0.8409270005014686,0.28528923,1.840826
Btbd9,-4.741726,-31.16265,2.1190516155026794e-06,0.011838103772407547,0.0,0.7594741743677914,0.0,1.2248808
Csnk1a1,-4.798529,-30.827616,1.5983505576701836e-06,0.011838103772407547,0.0,0.7685722472956515,0.0,1.0666491
Clasp2,-5.061197,-5.3053102,4.166331851427095e-07,0.011194933684784605,0.07692307692307693,0.8317572892040977,0.07718948,1.4286603
