Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,-0.010814957242954084,609,-0.012470093155679499,371
Excitatory,0.045667215123524264,6219,0.04273277684017428,9149
GABA,0.034302850497006904,1015,0.033454564615600244,1975
Immune,-0.0033969780072546883,533,0.00020291740735493353,703
Oligo,0.023139524851505406,1243,0.03528526974798572,1295
Progenitors,0.07308928257078351,292,0.06741936803841565,185
Unknown,0.04341956556614592,2542,0.039365268710025964,1291
Vascular,0.03946939122216715,348,0.039703049375602706,221
