Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
Astrocytes,0.08676269298736641,145,0.09714797058713469,212,0.12640958172463873,464,0.1360274939301311,159
Excitatory,0.13242348370175133,2562,0.12284111796049263,3593,0.13645986812655034,3657,0.13095177764127522,5556
GABA,0.0981886953551128,438,0.09274518335034941,800,0.10206236133122396,577,0.10630033001573082,1175
Immune,0.0380734089758241,50,-0.009635963293728428,32,0.04189835147882026,483,0.03847941974564332,671
Oligo,0.13239268701109552,137,0.13260643235836492,180,0.1278039673856458,1106,0.1411652792267247,1115
Progenitors,0.14333538850189345,39,0.13222641531853077,93,0.16423735676697976,253,0.17634798116631006,92
Unknown,0.0780740107174301,910,0.0829997043236447,769,0.10314821306822683,1632,0.09389099121983593,522
Vascular,0.11144522521177579,102,0.10336263913348236,151,0.11538803049561135,246,0.08473861796321054,70
