Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
Astrocytes,0.14793522309070348,145,0.14749948696547224,212,0.23334648661593083,464,0.21406332209472015,159
Excitatory,0.4302822082836425,2562,0.4183525480412835,3593,0.45057419185184744,3657,0.4347667719174945,5556
GABA,0.35717688454712737,438,0.34385781738068893,800,0.39323668553793195,577,0.3853713488388032,1175
Immune,0.14583590142009029,50,0.13242609439340175,32,0.24881581396699848,483,0.22646300012123194,671
Oligo,0.17659508662553883,137,0.178832445870866,180,0.25937783915926066,1106,0.2456479130757626,1115
Progenitors,0.34330042363140334,39,0.3449771295762588,93,0.35446978329322837,253,0.35331343070824156,92
Unknown,0.1442612334211705,910,0.16278434454830715,769,0.2362501701308967,1632,0.2502876602679469,522
Vascular,0.21343239732422892,102,0.20541521229208928,151,0.2880140539937358,246,0.28801306530207854,70
