Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,0.16536685962512437,609,0.1592906493468629,371
Excitatory,0.06449090875048684,6219,0.08860289024552497,9149
GABA,0.19115386611522087,1015,0.1938819623214452,1975
Immune,0.15374823193317344,533,0.17675255888142136,703
Oligo,0.05304090572747666,1243,0.06878987843524742,1295
Progenitors,0.1855107923987204,292,0.1802117850005977,185
Unknown,0.01785481320171989,2542,0.0456990511893515,1291
Vascular,0.20698908859211673,348,0.23037566905526313,221
