Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,0.2130104714908767,609,0.17602684487800704,371
Excitatory,0.44221463856325743,6219,0.4283205694486754,9149
GABA,0.3776759044207177,1015,0.3685557411595671,1975
Immune,0.2391554094128795,533,0.22218251508098927,703
Oligo,0.25025375460807814,1243,0.23636082110905876,1295
Progenitors,0.3529779852562037,292,0.34912274959865025,185
Unknown,0.2033194335432292,2542,0.19816523595469906,1291
Vascular,0.2661539132457769,348,0.23157742817760624,221
