Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,0.5390984394267144,609,0.4941389583984368,371
Excitatory,0.2720019878006738,6219,0.2566294929722113,9149
GABA,0.25008880445170284,1015,0.24445324093541013,1975
Immune,0.03177613739224805,533,0.038892240568380775,703
Oligo,0.2921240431036761,1243,0.28147541467870374,1295
Progenitors,0.38355817729479647,292,0.37948054637994855,185
Unknown,0.11149169365096023,2542,0.10060273336865569,1291
Vascular,0.2437973909702337,348,0.28465877423998454,221
