Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
Astrocytes,-0.011693433742636162,145,-0.025967473596056927,212,-0.010540433336803434,464,0.0055264140981570835,159
Excitatory,0.04861324901223037,2562,0.03872926848333308,3593,0.0436032996674496,3657,0.04532179871312792,5556
GABA,0.03871596821300346,438,0.03140642440333656,800,0.0309528581926629,577,0.03484904305799253,1175
Immune,-0.004844867069927404,50,-0.017920389668673375,32,-0.003247093011118797,483,0.0010672181919047178,671
Oligo,0.03505010728110329,137,0.033205080526918146,180,0.02166416337514473,1106,0.03562108504824775,1115
Progenitors,0.07616799793644496,39,0.05006480822277214,93,0.07261469798872502,253,0.08496256437379443,92
Unknown,0.03895215612202999,910,0.03861614844807999,769,0.0459105843125586,1632,0.04046885775492338,522
Vascular,0.04592224589671145,102,0.0403436949405823,151,0.03679381733272196,246,0.03832108537114673,70
