Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,0.002816430824890854,609,-0.013024072120131834,371
Excitatory,0.038079221640408834,6219,0.0345956419300358,9149
GABA,0.05390038929257141,1015,0.05307966594559379,1975
Immune,0.028693574809507173,533,0.021706599675625833,703
Oligo,-0.0022763594381917393,1243,-0.004971730285425634,1295
Progenitors,0.025281831223911685,292,0.025051212074665336,185
Unknown,0.019268127577120625,2542,0.015527435322710883,1291
Vascular,0.022673024942235404,348,0.024451029592917013,221
