Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,-0.12778480355395655,609,-0.12628071660409837,371
Excitatory,-0.08912981060129989,6219,-0.0850337783469473,9149
GABA,-0.06608791901398386,1015,-0.06735507307997608,1975
Immune,-0.044936516868533095,533,-0.03608632843037957,703
Oligo,-0.10517019843815219,1243,-0.10469036280977775,1295
Progenitors,-0.08835637295531143,292,-0.08674858272874046,185
Unknown,-0.050752438163282704,2542,-0.04803819375444897,1291
Vascular,-0.0747629894488717,348,-0.05776057852747683,221
