Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,0.09799847890300709,609,0.10109626887128309,371
Excitatory,-0.03314381399763222,6219,-0.026829305449601243,9149
GABA,0.028057397766097142,1015,0.0320280696136899,1975
Immune,0.026893972812931422,533,0.03009850989291294,703
Oligo,0.07334033720730933,1243,0.10796849001704537,1295
Progenitors,0.0051340006538097786,292,0.0371602020671575,185
Unknown,0.010368449173154281,2542,0.015392557337626124,1291
Vascular,0.1398261489606084,348,0.1441498539858844,221
