Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
Astrocytes,0.22228949485575655,145,0.22815193747603635,212,0.26633436695715446,464,0.2405927702278538,159
Excitatory,0.23153781282260003,2562,0.23074146609666768,3593,0.24204456199432217,3657,0.2217905859600516,5556
GABA,0.22058700212813226,438,0.21763428060916903,800,0.23137638323041473,577,0.2196047842316876,1175
Immune,0.10046323197335968,50,0.07968110308269472,32,0.14299009258806097,483,0.1270299257143366,671
Oligo,0.0721761094270628,137,0.08987864200608787,180,0.1142891685951168,1106,0.10725056544262673,1115
Progenitors,0.2256393364142819,39,0.21176991008613574,93,0.25924122726584625,253,0.22930346084364236,92
Unknown,0.07664920947108118,910,0.09566943257039434,769,0.13966303137977246,1632,0.13870472011552906,522
Vascular,0.18084077845653723,102,0.17755008713013806,151,0.20666977793419056,246,0.2076970102159208,70
