Cell_Type,Control,Control_n,Mutant,Mutant_n
Astrocytes,0.21019404066598582,609,0.18905091699813892,371
Excitatory,0.40413541692284866,6219,0.39372492751863963,9149
GABA,0.32377551512814634,1015,0.3154760752139732,1975
Immune,0.21046183460337234,533,0.20047591540536344,703
Oligo,0.2525301140462698,1243,0.24133255139448442,1295
Progenitors,0.3276961540322921,292,0.3240715375239849,185
Unknown,0.18405130596610852,2542,0.18263780063198817,1291
Vascular,0.24348088830354148,348,0.20712639858468923,221
