Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
Astrocytes,0.3582558431800412,145,0.4060968630283416,212,0.4651952382131396,464,0.4271235114031858,159
Excitatory,0.3457830756540996,2562,0.35010619576728885,3593,0.37810902019395476,3657,0.3663014560503707,5556
GABA,0.3304191590018854,438,0.33787402696906854,800,0.3841857182662135,577,0.36612534079028153,1175
Immune,0.10128883374666582,50,0.07807630552348156,32,0.2057584512583281,483,0.19079149972810877,671
Oligo,0.21363916852250064,137,0.2718630948391211,180,0.30276965205025874,1106,0.3065763057402161,1115
Progenitors,0.3464258093564612,39,0.30918117476145696,93,0.3924939079307839,253,0.3967219161230054,92
Unknown,0.1107595687244907,910,0.1401868196300642,769,0.2355406189202492,1632,0.24519081981454574,522
Vascular,0.1785639917345004,102,0.20875053315020659,151,0.28962036509433303,246,0.2942969768359106,70
