Cell_Type,Control-Emx1,Control-Emx1_n,Mutant-Emx1,Mutant-Emx1_n,Control-Nestin,Control-Nestin_n,Mutant-Nestin,Mutant-Nestin_n
Astrocytes,-0.08430447332054,145,-0.11277653084189089,212,-0.10861977238833702,464,-0.10264054024194254,159
Excitatory,0.056864851749299124,2562,0.04762323342371356,3593,0.029030318021396675,3657,0.04285262280581326,5556
GABA,-0.014400098315596643,438,-0.01532839999580911,800,-0.03688051322041218,577,-0.02537867177503743,1175
Immune,-0.024837669170848696,50,0.0035734505575431962,32,-0.03239948109745149,483,-0.033720406508766704,671
Oligo,0.12260729227134773,137,0.05583534613532485,180,0.13119893740016814,1106,0.08204825369201385,1115
Progenitors,0.04899778934716499,39,0.033220910105511155,93,0.04578294657740847,253,0.023552633760549377,92
Unknown,0.0816103589316153,910,0.06685623879961022,769,0.032918173669696245,1632,0.03893949791402821,522
Vascular,0.06712581568454917,102,0.10875408780435397,151,0.11679564139591461,246,0.11933933662875137,70
