names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Subiculum (for_DEGs),mean_expr_Rest (for_DEGs)
Bbx,-2.7615447,-0.43883678,0.005752865754833311,0.04940220608257304,0.47030878859857483,0.5213186017025901,0.37525088,0.48072058
Dock8,-2.7658997,-3.526316,0.005676600577079895,0.04880968240196377,0.021377672209026127,0.09896757833725775,0.011867469,0.12887809
Nacc2,-2.7666218,-1.9742692,0.005664040258333288,0.04871727328470405,0.04513064133016627,0.12291251584857815,0.02280608,0.08676606
Brinp2,-2.7772045,-0.37421173,0.005482868062388918,0.04726489086826764,0.517814726840855,0.5451548632494113,0.4976435,0.60747904
Arhgap12,-2.777869,-0.50022316,0.005471666114604919,0.04719860947012333,0.5130641330166271,0.5340336895489948,0.43170506,0.5673713
Map3k20,-2.7855048,-1.5391275,0.00534444559264722,0.04624967892896322,0.0498812351543943,0.12954174968302842,0.028633494,0.08104261
Acsl5,-2.785699,-0.71035635,0.0053412445863405935,0.046236869212297596,0.12589073634204276,0.209201231660931,0.07419709,0.11868855
Pld1,-2.7893498,-1.9797745,0.005281396932673164,0.04577778567126707,0.0688836104513064,0.14504618728491214,0.039268445,0.14666705
Hectd2os,-2.7940965,-0.72874707,0.005204495830393167,0.045184104349810794,0.13064133016627077,0.21224415866690816,0.07929297,0.1281772
Smad3,-2.796321,-0.5318268,0.005168803982268516,0.04490325347673942,0.2921615201900237,0.3721427277667089,0.207829,0.2881624
Antxr2,-2.7963696,-1.6703519,0.005168027369647486,0.04490325347673942,0.047505938242280284,0.126933526535048,0.026714066,0.08266205
Ntsr2,-2.7964544,-1.990096,0.005166668551280737,0.04490325347673942,0.047505938242280284,0.1266799492845499,0.028381977,0.10828608
Akap13,-2.7979174,-0.48016942,0.005143328022600053,0.04473979409752781,0.4513064133016627,0.5056330374932078,0.4136143,0.53916436
B4galt1,-2.7980933,-1.132219,0.005140525843968128,0.044729899425979144,0.09263657957244656,0.17319326209020106,0.056342088,0.11959893
Clic4,-2.8026547,-2.1741173,0.0050683902169861555,0.04424549874282586,0.0498812351543943,0.12765803296504258,0.029748278,0.12775438
Fgd3,-2.8061965,-3.053085,0.005013013183069659,0.04383327830428953,0.011876484560570071,0.09157761275131317,0.00824069,0.06642332
Calm3,-2.8088276,-0.7213834,0.0049722267201528,0.04350495993829558,0.38717339667458434,0.4619090744430357,0.2993241,0.45446545
Csf1r,-2.81155,-2.3339758,0.004930345031505193,0.043194773719121136,0.0498812351543943,0.12827386343053795,0.03384413,0.16004199
Itpkb,-2.8135042,-1.963973,0.004900473180655154,0.042975102599283284,0.057007125890736345,0.13515667451548632,0.027704144,0.10399482
Chst2,-2.8154619,-1.2243122,0.004870719135869992,0.04277000757543356,0.08788598574821853,0.16830284368773774,0.05037734,0.11397025
Mid1,-2.8174071,-1.0956815,0.0048413116254626696,0.04252567616089635,0.10926365795724466,0.18920485419308097,0.06649722,0.13710243
Gm12371,-2.817495,-1.6619495,0.004839984982763827,0.04252567616089635,0.03800475059382423,0.1182394493751132,0.021108767,0.06532648
mt-Cytb,-2.8186514,-0.9667617,0.0048225861636194255,0.042402778212190434,0.2375296912114014,0.31110306103966673,0.16831994,0.30621937
Rimklb,-2.819765,-0.44215277,0.00480588020382036,0.04229741273391847,0.23515439429928742,0.3300126788625249,0.16446528,0.21742524
Dbpht2,-2.820539,-0.96821594,0.004794303373458331,0.04222318310220431,0.08076009501187649,0.16315884803477632,0.046671562,0.0893593
Plxna1,-2.8225482,-0.80637926,0.004764366720688976,0.04198705601341843,0.10451306413301663,0.18851657308458614,0.0599102,0.102533266
Klhl23,-2.8248456,-0.6943997,0.004730341436757813,0.04170087742968584,0.166270783847981,0.2508965767071183,0.09719845,0.15288028
Hepacam,-2.8323994,-2.2225995,0.0046200119056419445,0.0407817739502625,0.047505938242280284,0.12628147074805288,0.02683433,0.11950639
Rab27a,-2.8353977,-0.6431724,0.004576866927556297,0.04046739530879819,0.166270783847981,0.25060677413512045,0.099520765,0.15136775
Arhgap24,-2.839343,-1.7946526,0.004520653263539564,0.040062649469428786,0.08076009501187649,0.15866690816881,0.042742796,0.14106825
E430024P14Rik,-2.8427513,-0.92066526,0.004472597641208529,0.03974163314129404,0.09738717339667459,0.17971381996015215,0.05566085,0.10287518
Secisbp2l,-2.8453975,-0.56273437,0.004435602629974864,0.03946511346603464,0.42755344418052255,0.4896938960333273,0.30044675,0.41716787
Inpp4b,-2.8506842,-0.47778416,0.004362526630572794,0.038905108052934276,0.5843230403800475,0.5906538670530701,0.7203539,0.9039833
Gm48159,-2.8510697,-1.5717126,0.004357241969863407,0.038870880388522495,0.026128266033254157,0.10798768339069009,0.018866256,0.05506914
Abcd2,-2.8540955,-1.1783236,0.0043159564880143626,0.03855377354818681,0.10451306413301663,0.18547364607860894,0.06134677,0.13381653
Dipk2a,-2.8581865,-0.97170126,0.004260700161324573,0.03808550011137434,0.07363420427553444,0.15685564209382358,0.047993317,0.092047915
Dbi,-2.8586142,-1.132142,0.004254957603898197,0.038046825562976554,0.14726840855106887,0.2267342872667995,0.11077142,0.22852954
Kbtbd11,-2.8632302,-0.7430587,0.004193456050901396,0.03753436511916073,0.19477434679334918,0.2791885527984061,0.12215109,0.19676515
Calcrl,-2.8659313,-1.9231187,0.004157844038980902,0.03727770080994889,0.04513064133016627,0.12599166817605506,0.028758947,0.10494495
Rasa3,-2.8752058,-0.44035572,0.00403764162713615,0.036345537863031276,0.2755344418052256,0.3709472921572179,0.213466,0.27982548
Camk1g,-2.8756368,-1.8854662,0.0040321337777174575,0.03631405588669409,0.028503562945368172,0.11084948378916863,0.014535832,0.052685536
Ypel2,-2.8780313,-0.660144,0.004001654348177384,0.0360578310984327,0.40617577197149646,0.4669806194529976,0.30896145,0.45238763
Ppfibp2,-2.87818,-1.878744,0.003999768372548124,0.03605292726278702,0.05463182897862233,0.13515667451548632,0.03636323,0.12767947
Il16,-2.879124,-1.4949158,0.003987817004428607,0.03596933296710194,0.05463182897862233,0.13624343416047818,0.029495426,0.080999486
Fam3c,-2.8867686,-0.7243745,0.003892203258125911,0.035154118166669995,0.21377672209026127,0.2982430719072632,0.135733,0.2152627
Nt5dc3,-2.8870053,-0.51796055,0.003889276130482725,0.03513949214057526,0.3254156769596199,0.40467306647346496,0.22571197,0.309384
4930467D21Rik,-2.8871965,-2.1281133,0.0038869133719250603,0.035129957047973885,0.030878859857482184,0.11255207389965587,0.021207973,0.08956641
Atp8b1,-2.8887382,-1.4806814,0.0038679088803529444,0.034993505594304246,0.07838479809976247,0.159065386705307,0.04541053,0.121911146
Rhoq,-2.8894272,-0.82133913,0.0038594440350250636,0.03492868346955994,0.1876484560570071,0.2694439413149792,0.116340086,0.19722213
Gm34466,-2.8896093,-2.602561,0.0038572094448164076,0.03492022162473614,0.0166270783847981,0.09889512769425829,0.008703482,0.05173107
Drc1,-2.8918793,-1.123858,0.003829450050611246,0.03470398747383615,0.04513064133016627,0.129469299040029,0.029463537,0.0631296
Gm12536,-2.8935637,-2.3749056,0.0038089706160655823,0.034576702855973716,0.0166270783847981,0.09907625430175693,0.008634353,0.043998227
Zfp516,-2.8951933,-0.95631677,0.0037892501610947873,0.03442094382306184,0.1163895486935867,0.1998550987140011,0.06514429,0.12275807
Lama4,-2.8966591,-1.8334314,0.0037715920755578623,0.03430693265749484,0.0498812351543943,0.1312805651150154,0.028121075,0.0968011
Crybg3,-2.8987198,-2.267909,0.0037468948450647137,0.03410537414867509,0.028503562945368172,0.11095815975366781,0.015538832,0.072714455
Megf10,-2.898741,-2.3200355,0.0037466410017513115,0.03410537414867509,0.057007125890736345,0.13598985690998008,0.029881287,0.14103246
Ndufa5,-2.8993785,-0.9504565,0.003739032967128516,0.03405688672092991,0.1828978622327791,0.26774135120449194,0.12693547,0.2323409
Pde1b,-2.8996668,-0.6703249,0.003735595852658872,0.03403711785722072,0.1377672209026128,0.2249592465133128,0.0872198,0.13543734
Pias1,-2.9041796,-0.31547442,0.0036821689588512566,0.0335958845243916,0.667458432304038,0.6733925013584495,0.6429119,0.752586
C2cd2l,-2.9047804,-0.6935411,0.003675107610194107,0.03354284697211809,0.14726840855106887,0.23470385799673973,0.08986667,0.14155786
Enox2,-2.908644,-0.49840122,0.003630001420869515,0.033190425057190415,0.37292161520190026,0.44488317333816335,0.30063942,0.40242475
Fgfr1op2,-2.9122827,-0.47543234,0.0035879782907156776,0.03289286136865584,0.3681710213776722,0.4467668900561492,0.25923064,0.34461427
Tamalin,-2.9197757,-0.7303667,0.0035028342802452856,0.032200190595344104,0.10926365795724466,0.1963050172070277,0.065948926,0.107150465
Nr2f2,-2.9284644,-1.136443,0.0034064077853650614,0.031356689685768824,0.07600950118764846,0.16116645535229124,0.05113935,0.10916667
