names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Subiculum (for_DEGs),mean_expr_Rest (for_DEGs)
Me3,8.477617,0.7348665,2.298532319013282e-17,1.0970082311169963e-15,0.8598574821852731,0.6242347400833183,1.1424106,0.8252473
Wnk2,8.453912,0.6626296,2.817022754937049e-17,1.33970621991431e-15,0.7695961995249406,0.5759826118456801,0.7972275,0.57115614
Cdk14,8.438777,0.71559143,3.206753844629544e-17,1.5223582297737782e-15,0.9833729216152018,0.8039847853649701,1.9872618,1.575607
Plxna2,8.437368,0.64130706,3.245611919381022e-17,1.5380880471564032e-15,0.828978622327791,0.6536134758195979,1.0875778,0.81587625
Armh4,8.395306,1.1188368,4.6468349620864705e-17,2.195234492243185e-15,0.4845605700712589,0.28494837891686287,0.39833322,0.20320573
Fndc3b,8.39526,0.7017627,4.648635750228404e-17,2.195234492243185e-15,0.7030878859857482,0.5331642818330012,0.71382064,0.49500465
Gm9801,8.394286,0.7239706,4.687338023370416e-17,2.209627591016896e-15,0.7220902612826603,0.5507697880818693,0.7174734,0.49179372
Slf1,8.390413,0.70535076,4.8443502486312446e-17,2.2756589367259012e-15,0.7197149643705463,0.5340699148704945,0.70662105,0.48853722
Fmnl2,8.355188,0.6057346,6.532856225611298e-17,3.0528321179508797e-15,0.8931116389548693,0.7142184386886433,1.25884,0.97714555
Ralgapb,8.344921,0.61512923,7.126142184695246e-17,3.324295842061827e-15,0.7980997624703088,0.6101793153414237,0.81814486,0.60252535
Ptprt,8.342985,0.9496849,7.243841751937307e-17,3.373345370442902e-15,0.8052256532066508,0.6166998732113748,1.6240587,1.1343352
Klhdc10,8.317313,0.611701,8.997982940969043e-17,4.182972346433187e-15,0.8598574821852731,0.6755297953269336,1.0472648,0.7932564
Pacsin1,8.309338,0.6054412,9.623783948951777e-17,4.466167093408191e-15,0.8954869358669834,0.6929541749683028,1.168933,0.8994236
Foxn3,8.294716,0.55444926,1.0884530212651696e-16,5.042540117481915e-15,0.8764845605700713,0.6957797500452817,1.1921751,0.94086295
Aak1,8.293174,0.6607133,1.102659607931606e-16,5.099563453549441e-15,0.9786223277909739,0.7706212642637204,1.5873011,1.2415622
Srgap1,8.292616,0.77367693,1.1078502778093603e-16,5.114765801501291e-15,0.6389548693586699,0.4514399565296142,0.6580803,0.43477327
Zfyve9,8.285529,0.6134491,1.1758515472160932e-16,5.419404986911908e-15,0.8408551068883611,0.6510414779931172,0.95715576,0.7171621
Bicral,8.281881,0.62696844,1.2124450719208267e-16,5.574354045111982e-15,0.8004750593824228,0.6323854374207571,0.897852,0.663579
Pak1,8.264855,0.49542993,1.3986382936548505e-16,6.413210059813282e-15,0.7957244655581948,0.60800579605144,0.8519677,0.6696484
Gm13561,8.259475,3.85274,1.4631469215353581e-16,6.6975737277095524e-15,0.2660332541567696,0.037855460967216085,0.25296283,0.019727103
1500009L16Rik,8.256568,2.1452537,1.4992143983186896e-16,6.85100185082027e-15,0.334916864608076,0.12139105234558957,0.2564816,0.06400044
Hspa4l,8.240762,0.75115484,1.7111729936170824e-16,7.80631890296961e-15,0.6532066508313539,0.4946567650787901,0.63737005,0.42504853
Nos1ap,8.230158,0.68589073,1.869662919798968e-16,8.514888585592928e-15,0.8859857482185273,0.6957435247237819,1.3313494,1.0050114
Rufy2,8.225154,0.7235764,1.949405961312948e-16,8.863035225123335e-15,0.6769596199524941,0.5032783915957254,0.59811497,0.4026577
Ehbp1,8.211311,0.6201564,2.1878489977311326e-16,9.930321379904651e-15,0.9548693586698337,0.7695707299402282,1.5244884,1.2052147
Osbpl9,8.197239,0.6157342,2.4597067286057e-16,1.1145416492012675e-14,0.7624703087885986,0.5892773048360804,0.7988703,0.5867557
Dtd1,8.187992,0.6519122,2.6562043414845856e-16,1.2015523679409229e-14,0.7078384798099763,0.5329107045825032,0.6793514,0.48180598
Grm4,8.181524,2.0999277,2.8027451528050813e-16,1.2657102900146644e-14,0.334916864608076,0.12052164462959608,0.245544,0.06290242
Fbxl5,8.177755,0.5962974,2.8917987467970085e-16,1.3037354417187184e-14,0.7600950118764845,0.5889150516210832,0.7610044,0.5620898
Sptbn4,8.1703415,0.6523092,3.0751816745553344e-16,1.3840893064539671e-14,0.8574821852731591,0.6327114653142547,0.9867084,0.72776234
Grm5,8.158511,0.70899457,3.39178502446614e-16,1.5240345084850366e-14,1.0,0.9172613656946206,3.330514,2.861531
Pcbp3,8.157759,0.76324546,3.4129812462451393e-16,1.530998432163721e-14,0.6342042755344418,0.47679768157942404,0.5838699,0.3833485
ENSMUSG00000095041,8.155468,0.7437497,3.4783170434056757e-16,1.5577063159385083e-14,0.7577197149643705,0.5583408802753125,0.9375007,0.6563704
Slc38a1,8.1340685,0.7565323,4.1511681797510086e-16,1.8555025788782696e-14,0.6128266033254157,0.44397754030067016,0.5340695,0.34911337
Cers4,8.130654,0.75254464,4.26978448394261e-16,1.9026386249342937e-14,0.6413301662707839,0.47082050353196886,0.55433977,0.3644354
5730522E02Rik,8.122622,0.85472006,4.562210629539904e-16,2.029579463836709e-14,0.9667458432304038,0.7443216808549176,2.0776274,1.5816122
Mcf2l,8.113544,0.7088435,4.916434711616331e-16,2.1835471190269555e-14,0.669833729216152,0.5064662198877015,0.6014246,0.40850732
Nhsl2,8.106861,0.79773337,5.194408010088849e-16,2.303197083021244e-14,0.6603325415676959,0.48773772867234194,0.68293005,0.4469652
Nfasc,8.091223,0.5280735,5.906871504733944e-16,2.6147880944349433e-14,0.9121140142517815,0.7184930266256113,1.2139598,0.9712838
Slf2,8.074968,0.61061436,6.749429336912233e-16,2.9779501852681723e-14,0.7577197149643705,0.5912696975185655,0.7638081,0.5600827
Zbtb38,8.074768,0.66147083,6.760517586516899e-16,2.977952582782116e-14,0.6793349168646081,0.5078790074261909,0.60445654,0.42193893
Ttll11,8.058617,0.6619987,7.716287953707552e-16,3.382327199284207e-14,0.7553444180522565,0.5701141097627241,0.77775866,0.5559535
Agap1,8.054313,0.560735,7.99265180570806e-16,3.497761466113609e-14,0.8836104513064132,0.7037493207752219,1.1651539,0.91463137
Tenm2,8.038055,0.73132104,9.127551625951975e-16,3.9879237754362536e-14,1.0,0.9388516573084587,3.8562763,3.3632255
Lrrn3,8.018519,0.79621387,1.0702698116371695e-15,4.6685308179692764e-14,0.6009501187648456,0.42898025719978267,0.52125555,0.3321539
Lypd1,8.010544,1.1939577,1.1420189610155994e-15,4.9734277929479994e-14,0.4513064133016627,0.25723600796957075,0.39077255,0.18978372
Zcchc18,8.001949,0.64160174,1.2246454170736902e-15,5.324631449315543e-14,0.6912114014251781,0.5184205759826118,0.6541781,0.464993
Pitpnc1,7.999203,0.6852252,1.252270835594016e-15,5.4359478759953496e-14,0.6888361045130641,0.5037130954537221,0.85390323,0.60912997
Lncpint,7.9973397,0.7160908,1.2713619693877791e-15,5.509918728620907e-14,0.9691211401425178,0.7445752581054157,1.6384103,1.2597246
Immp2l,7.983367,0.6660067,1.4239452125040347e-15,6.151351745978041e-14,0.8432304038004751,0.6661474370585039,1.219541,0.9177012
Sdk2,7.976299,1.081662,1.5078639378390279e-15,6.503419584227076e-14,0.5439429928741093,0.3872486868320956,0.6043585,0.33088478
Adamtsl1,7.965407,1.358162,1.6468094147363662e-15,7.079963035834585e-14,0.5676959619952494,0.40764354283644266,0.9557048,0.48509032
Slc25a12,7.9566483,0.5802526,1.7676216688763493e-15,7.587219527589058e-14,0.831353919239905,0.6537221517840971,0.9448638,0.71868706
Slc17a5,7.9530277,0.87750316,1.8200752338001444e-15,7.799907740384351e-14,0.5653206650831354,0.40391233472197063,0.4746913,0.28568783
Lcp1,7.948873,1.908221,1.882157877505358e-15,8.041299895630032e-14,0.31353919239904987,0.09320775221880094,0.27096647,0.07965969
Pdss2,7.948858,0.60131246,1.882388401321656e-15,8.041299895630032e-14,0.7909738717339667,0.617605506248868,0.8535334,0.6357798
Srcin1,7.9280386,0.6103732,2.2263374602259328e-15,9.48045761589078e-14,0.7695961995249406,0.6006882811084948,0.82128596,0.60656923
Tspan7,7.9212894,0.4873903,2.3506031497628102e-15,9.993782695273213e-14,0.9121140142517815,0.7442854555334179,1.3089954,1.0742147
Gtf2ird1,7.9168434,0.87801725,2.4361657438548657e-15,1.0308625753918149e-13,0.5558194774346793,0.3790255388516573,0.45637128,0.27359414
Snap25,7.9131346,0.6262631,2.509876342443416e-15,1.0603832912178394e-13,0.9928741092636579,0.8504256475276218,2.2228706,1.845969
Socs2,7.908443,1.0192196,2.6062840185362906e-15,1.099385425087443e-13,0.501187648456057,0.3123709472921572,0.42252952,0.23065872
Flrt2,7.890255,0.68227714,3.0156991430846404e-15,1.2681038493690813e-13,0.8099762470308789,0.5993841695345046,1.0690099,0.7847396
Lmbr1,7.889302,0.65918446,3.0388142306145812e-15,1.2758271621345906e-13,0.7007125890736342,0.5253396123890599,0.6528822,0.4594807
B4galnt3,7.887466,3.771888,3.0838442215987206e-15,1.2927128585703217e-13,0.25415676959619954,0.03637022278572722,0.20743969,0.01673497
Acadsb,7.8683643,0.7068509,3.593073485223425e-15,1.503829977382452e-13,0.6460807600950119,0.4900923745698243,0.5851309,0.3968962
Rbms1,7.860401,0.85577,3.8290540925111906e-15,1.5951423793143516e-13,0.5724465558194775,0.39333454084405,0.5711354,0.35461518
Dync2h1,7.8397517,0.6311151,4.514372966967453e-15,1.8748253728348606e-13,0.8432304038004751,0.6411519652236913,0.94704324,0.70256853
Map6,7.7860475,0.6893038,6.913811626405739e-15,2.8624671556474914e-13,0.6484560570071259,0.5000181126607499,0.60412097,0.4150895
Kif2a,7.78541,0.5990347,6.948754551889975e-15,2.872508227835133e-13,0.7505938242280285,0.5975729034595182,0.7877477,0.58288634
Rasgrp1,7.7797623,0.645243,7.26610869474509e-15,2.999083573391714e-13,0.6959619952494062,0.49650425647527624,0.7216715,0.5166417
Zwint,7.7715344,0.5254599,7.754091118891599e-15,3.190695687053863e-13,0.7624703087885986,0.5968846223510234,0.7814046,0.6004537
Pitpnm3,7.748212,1.0461279,9.319564983337135e-15,3.823155894691127e-13,0.4916864608076009,0.3158123528346314,0.39452726,0.2104479
Atp10a,7.746667,1.4546026,9.433592256685739e-15,3.8640339014808816e-13,0.3657957244655582,0.1580510777033146,0.29954138,0.11993385
Slc6a17,7.743784,0.6156591,9.650097762978379e-15,3.94669903944032e-13,0.6817102137767221,0.5040391233472197,0.59382385,0.42475647
Brd9,7.7399054,0.5967395,9.94908523456528e-15,4.0627951406195906e-13,0.7244655581947743,0.5398297409889513,0.6741481,0.49247327
Sh3gl3,7.7396293,0.87938225,9.970718954302795e-15,4.0654509605783933e-13,0.5273159144893111,0.3570005433798225,0.4618213,0.2769291
Ift57,7.736752,0.8936641,1.0198861270056945e-14,4.1521727625216683e-13,0.5439429928741093,0.39192175330556056,0.45551592,0.27045518
Rnf157,7.727408,0.565008,1.0975857661384174e-14,4.448284997909393e-13,0.7458432304038005,0.5867415323310995,0.758631,0.56953275
Lin7a,7.725951,0.73067284,1.1102124273922577e-14,4.4926819162695733e-13,0.665083135391924,0.4998007607317515,0.7381404,0.5056652
Rnf217,7.7247434,0.7124126,1.1207903408802893e-14,4.5286671367599056e-13,0.6437054631828979,0.4827748596268792,0.61832094,0.42022204
Adam19,7.7223945,1.1197064,1.1416462085539171e-14,4.606011054631194e-13,0.4489311163895487,0.2656402825575077,0.33106396,0.166023
Prkn,7.7061276,0.5941691,1.2969310359474117e-14,5.224668206282902e-13,0.9714964370546318,0.8297047636297772,2.0053499,1.6598526
Elapor2,7.699754,0.7141083,1.363281412898994e-14,5.483738258173049e-13,0.6460807600950119,0.46723419670349575,0.603671,0.40894815
Septin11,7.697436,0.6360092,1.3882396960077735e-14,5.575784847792058e-13,0.7078384798099763,0.5288534685745336,0.6693675,0.47824755
Wwc1,7.686519,0.7375062,1.511919086312415e-14,6.063472514808148e-13,0.6175771971496437,0.45100525267161745,0.56486154,0.37524733
Filip1l,7.6818457,1.1490409,1.5681275666725497e-14,6.269321958369708e-13,0.41092636579572445,0.21742437964136932,0.30840287,0.15091364
Ppp2r5c,7.6817393,0.5443019,1.5694286368316142e-14,6.269321958369708e-13,0.7933491686460807,0.6312986777757652,0.8574122,0.6578113
Ptpn9,7.6735787,0.58163923,1.6726285876935526e-14,6.64845120581742e-13,0.7458432304038005,0.5738453178771962,0.7504863,0.5579422
Olfm2,7.6566896,0.97786,1.9078681565273993e-14,7.572292077679648e-13,0.47980997624703087,0.2962144539032784,0.37858683,0.20999189
Faf1,7.634566,0.5655105,2.2658298303613723e-14,8.96654602972166e-13,0.9477434679334917,0.7804383263901468,1.5293661,1.2363089
Adar,7.6272454,0.6010458,2.398224314458755e-14,9.476512842574522e-13,0.6935866983372921,0.5295779750045282,0.6239122,0.45176014
Pcgf5,7.614739,0.82943004,2.6422487566222828e-14,1.0425436724000108e-12,0.5676959619952494,0.3957254120630321,0.49598044,0.30847502
Trim37,7.610484,0.5512354,2.7307111707260412e-14,1.074444334431424e-12,0.7648456057007126,0.5980438326390146,0.7772564,0.5890073
Bmper,7.610466,1.4547185,2.731095944981997e-14,1.074444334431424e-12,0.38954869358669836,0.19822495924651332,0.35868403,0.14617813
Bcas3,7.6075587,0.5324754,2.7932205050007708e-14,1.0972782890258877e-12,0.9263657957244655,0.75866690816881,1.332227,1.0745081
Sanbr,7.6068664,0.61466175,2.8082094422939574e-14,1.1007509016660343e-12,0.7078384798099763,0.5536315884803478,0.7033155,0.51068443
Jazf1,7.6067724,0.6264923,2.810253511510605e-14,1.1007509016660343e-12,0.8764845605700713,0.6709654048179677,1.1865463,0.9058846
Wasf3,7.604317,0.7882955,2.864117580336524e-14,1.1202160026731062e-12,0.5985748218527316,0.4426372034051802,0.5225849,0.3346367
Rapgef6,7.5706396,0.57756424,3.713911990656743e-14,1.4462726838977779e-12,0.8978622327790974,0.7127694258286542,1.2197491,0.9551535
Dpp10,7.5626397,0.97868335,3.949705705424406e-14,1.5336501778143612e-12,0.9548693586698337,0.8844412244158667,3.156373,2.5184982
Fbxl20,7.547329,0.57784754,4.4427573499254783e-14,1.7176530934172317e-12,0.7980997624703088,0.6198152508603514,0.8378833,0.63054687
St7,7.5446005,0.6005983,4.536759324771546e-14,1.7514759059857968e-12,0.8812351543942993,0.6771599347944213,1.1163483,0.8562726
Fam124a,7.5350285,1.2347114,4.8822774459018893e-14,1.8821634859595947e-12,0.4156769596199525,0.23361709835174788,0.30611074,0.14165612
Miat,7.5301304,0.6299021,5.068968797199532e-14,1.9513351229334016e-12,0.8242280285035629,0.5979713819960152,0.9116094,0.6738547
Nr1d2,7.5166707,0.7910708,5.6188660411832655e-14,2.1568418646656334e-12,0.5629453681710214,0.41579424017388156,0.475497,0.30146855
Galnt18,7.5138574,0.6796576,5.74100767506457e-14,2.200583113109629e-12,0.8717339667458432,0.6482159029161384,1.2723716,0.9570678
Cdc14b,7.513466,0.8965499,5.758210324140787e-14,2.204032926063575e-12,0.5344418052256532,0.3696794059047274,0.4596447,0.27265316
Kctd1,7.5009747,0.73729,6.334508909126425e-14,2.421170048196686e-12,0.6603325415676959,0.506393769244702,0.69632053,0.4723007
Hcn1,7.4932327,0.8029593,6.719763523530379e-14,2.5611354025143446e-12,0.9667458432304038,0.7445752581054157,1.9979295,1.537571
A330023F24Rik,7.4892387,0.625637,6.927420908614044e-14,2.6365410738591978e-12,0.9382422802850356,0.7126245245426553,1.3159924,1.0182701
Arhgap18,7.4858913,1.0406866,7.106317243560341e-14,2.700802607276752e-12,0.4513064133016627,0.26426372034051804,0.37263477,0.19844045
Nmt2,7.478143,0.57553405,7.537994038004118e-14,2.8567827898613634e-12,0.7743467933491687,0.5755479079876834,0.75926864,0.56688994
Atp2b4,7.4585505,0.70492965,8.747957921118505e-14,3.306014477362225e-12,0.6294536817102138,0.4432530338706756,0.6357173,0.43502015
Clvs1,7.4310484,0.6020227,1.0774015760836305e-13,4.060277748859348e-12,0.7909738717339667,0.6098532874479261,0.91927063,0.68972373
Nrsn1,7.429237,1.0833726,1.0922610352091103e-13,4.110511766956413e-12,0.42755344418052255,0.24984604238362615,0.3226156,0.16524118
Sgpp2,7.423282,2.0302823,1.142528403954109e-13,4.291311162432412e-12,0.30641330166270786,0.10907444303568194,0.22908169,0.06111803
Akap7,7.42317,0.82074094,1.143497875810051e-13,4.291311162432412e-12,0.5296912114014252,0.36873754754573446,0.43172443,0.26671767
Gm41414,7.4027424,1.4517179,1.3340028702690735e-13,4.9922920785696385e-12,0.3824228028503563,0.19746422749501902,0.31156406,0.12543675
Zdhhc23,7.394406,0.99491477,1.4204205904405283e-13,5.300930731269027e-12,0.47268408551068886,0.3054156855642094,0.35777438,0.19542776
Skil,7.392831,0.7352796,1.4373548079404253e-13,5.356688445126107e-12,0.5510688836104513,0.3868139829740989,0.4379784,0.28527632
Clic5,7.3850555,4.1127176,1.5238995009313238e-13,5.671354513853832e-12,0.22802850356294538,0.020720883897844593,0.1990721,0.012651839
Cdh22,7.381565,1.8219451,1.5643925597784936e-13,5.81400111773833e-12,0.3254156769596199,0.1350117732294874,0.22655956,0.069451086
Scaper,7.377711,0.53421885,1.6103399701090103e-13,5.976496546523357e-12,0.8741092636579573,0.7137837348306466,1.1565485,0.9181411
Ogdh,7.37535,0.5590669,1.6391395250127622e-13,6.074990212012817e-12,0.7410926365795725,0.580800579605144,0.7277903,0.54615086
Rnf152,7.372306,2.219119,1.6770157677319125e-13,6.1982687316308786e-12,0.2921615201900237,0.09284549900380366,0.24382223,0.057610504
Rnpep,7.366564,0.94629407,1.750818728396537e-13,6.462156487914141e-12,0.47743467933491684,0.3176236189096178,0.36348727,0.20496395
Gm5468-1,7.3193326,1.4223677,2.492071626313444e-13,9.160323474561181e-12,0.38954869358669836,0.2152146350298859,0.30157802,0.12339183
Lrrc49,7.318474,0.6251885,2.5080701810039005e-13,9.206536306499291e-12,0.6793349168646081,0.531860170259011,0.6403312,0.4584546
Spata7,7.3149047,0.6751019,2.575639426221408e-13,9.441668674293211e-12,0.6460807600950119,0.498532874479261,0.58377576,0.40314066
Prkcb,7.3070445,0.65066683,2.7308208482431273e-13,9.99688776461755e-12,0.9596199524940617,0.7944937511320413,1.8643143,1.497957
Spred2,7.302419,0.56754476,2.826385956891664e-13,1.0332651790704628e-11,0.8266033254156769,0.6477449737366419,0.99212015,0.76316035
Ror1,7.266915,1.1239146,3.6779090849708087e-13,1.3409147505178512e-11,0.4916864608076009,0.33084586125701865,0.605984,0.3237086
Pi4ka,7.2580953,0.5784003,3.925786090292699e-13,1.4293478624141573e-11,0.9216152019002375,0.7172613656946205,1.2402015,0.97267175
Dhx57,7.2549605,0.65205806,4.017793297300248e-13,1.4608674681794e-11,0.6413301662707839,0.4973736641912697,0.57256323,0.3999775
Efhd2,7.252223,1.2614163,4.0998619696439733e-13,1.488693123301805e-11,0.37292161520190026,0.18971200869407717,0.27897742,0.12594908
Grb10,7.251992,0.86654043,4.106851565369473e-13,1.4892186445543555e-11,0.5249406175771971,0.352798406085854,0.43999988,0.26477537
Cacna1d,7.247282,0.6533215,4.252173126729861e-13,1.5398368182645736e-11,0.9596199524940617,0.7215359536315885,1.4431714,1.1172013
Mcph1,7.2171583,0.69405156,5.308516747800191e-13,1.9146287921260554e-11,0.6294536817102138,0.47172613656946205,0.54329073,0.36885062
Clstn1,7.211896,0.45655385,5.517816293092366e-13,1.9874493806352797e-11,0.8171021377672208,0.6627422568375294,0.905808,0.7295241
Nktr,7.200187,0.5359356,6.012985198848535e-13,2.1629037790235625e-11,0.9216152019002375,0.7397572903459518,1.2868284,1.0324455
Ppip5k1,7.197019,0.7147005,6.154317488831093e-13,2.207830586447149e-11,0.6009501187648456,0.4704944756384713,0.5382426,0.36078048
N4bp2l1,7.194063,0.78518677,6.289111284293761e-13,2.252481861225606e-11,0.5558194774346793,0.4139105234558957,0.46373826,0.29443413
Adam18,7.1939235,2.6235383,6.295548484482435e-13,2.252481861225606e-11,0.25653206650831356,0.057924289078065565,0.19056046,0.033497456
Sash1,7.1867976,0.5971444,6.632859650385167e-13,2.3668650571825954e-11,0.6057007125890737,0.42771237094729214,0.5790884,0.4177514
Map1b,7.171059,0.46384963,7.441986579090412e-13,2.648558667286879e-11,0.9833729216152018,0.85466401014309,1.9346877,1.6665118
Atp1b3,7.17081,0.5970533,7.455528506734798e-13,2.6498683991529634e-11,0.6152019002375297,0.4467668900561492,0.5016373,0.3581337
Gprasp1,7.1503553,0.47814912,8.655366450863526e-13,3.0682018012493794e-11,0.9192399049881235,0.7489222966853831,1.2317977,1.0089117
Cdkl1,7.1424313,1.3596319,9.169443881204742e-13,3.246152267298701e-11,0.3919239904988123,0.22669806194529976,0.29544574,0.12570134
Trank1,7.139123,0.59224105,9.392813620114727e-13,3.320853973322141e-11,0.8194774346793349,0.615069733743887,0.9544148,0.72241956
Rbfox3,7.132107,0.6642844,9.884427030483826e-13,3.4854928387021054e-11,0.9524940617577197,0.7152327476906357,1.4872472,1.1509258
Smpd3,7.130993,0.5561968,9.964752421701944e-13,3.5092122879571585e-11,0.6959619952494062,0.5246513312805651,0.6393868,0.47555083
Pak5,7.126896,0.56313515,1.0265777432420089e-12,3.6104900472398927e-11,0.9168646080760094,0.7371490671979714,1.4666684,1.1808287
Vwa8,7.11885,0.56381875,1.0883097682376172e-12,3.820972138484474e-11,0.7268408551068883,0.5971744249230212,0.78949684,0.5951814
Gm30003,7.1132145,2.5012445,1.1337074370732618e-12,3.971671295196681e-11,0.2660332541567696,0.07310269878645173,0.1894928,0.03618747
Pacs1,7.112489,0.54618317,1.1396835467430487e-12,3.987408450649182e-11,0.8052256532066508,0.6162289440318783,0.864792,0.6633612
Rnf24,7.10994,0.7907644,1.160933719445816e-12,4.056474517751505e-11,0.5344418052256532,0.38177866328563664,0.42547274,0.26738352
Elavl3,7.096887,0.5351795,1.275981598860717e-12,4.452678644336034e-11,0.9168646080760094,0.7310632131860171,1.2729841,1.0204808
Nsd3,7.0945716,0.53065884,1.2975282059269436e-12,4.5219951871928626e-11,0.9263657957244655,0.7362434341604782,1.226293,0.9810698
Stk40,7.078405,1.2394139,1.458231301236129e-12,5.062361119407595e-11,0.40380047505938244,0.24365151240717262,0.29771283,0.1370407
Btbd10,7.076472,0.53725326,1.4787092297318193e-12,5.126828000373417e-11,0.7790973871733967,0.5976091287810179,0.77508616,0.591537
Atrnl1,7.0751243,0.720362,1.4931492951097502e-12,5.170221850463787e-11,0.9762470308788599,0.7458069190364065,1.7807163,1.3849732
Zmiz1,7.0617013,0.6784296,1.6447650078220249e-12,5.6732780179945836e-11,0.5558194774346793,0.39416772323854377,0.48109183,0.3264605
Gm1043,7.0485783,0.7079377,1.8075490784790853e-12,6.226774838299105e-11,0.6104513064133017,0.4573446839340699,0.54500395,0.367144
Nrep,7.037729,1.1820353,1.9539852163055663e-12,6.722609828697896e-11,0.42280285035629456,0.258395218257562,0.36479485,0.17732336
Abca5,7.0355196,0.5753286,1.9852005149880352e-12,6.82127082323894e-11,0.684085510688836,0.5317877196160116,0.6414234,0.47217074
Unc79,7.0351615,0.7092186,1.99030599600301e-12,6.830079452439448e-11,0.9714964370546318,0.7355913783734831,1.6918145,1.3108181
Rftn1,7.0314317,1.0040553,2.0442524489782757e-12,6.997332904974047e-11,0.45368171021377673,0.28962144539032786,0.39673972,0.21736741
Scn2a,7.0274315,0.59009427,2.103699506520247e-12,7.191654674325576e-11,0.9738717339667459,0.7935518927730484,1.8140749,1.4842031
Gmds,7.0170097,0.52017236,2.2666660089956596e-12,7.738921939226604e-11,0.828978622327791,0.6627422568375294,1.0194775,0.80442625
Zmynd11,7.0155926,0.500926,2.2897636076835682e-12,7.807861438890543e-11,0.8883610451306413,0.723057417134577,1.14579,0.9225582
Hcrtr2,7.0146275,1.7855089,2.305623692764075e-12,7.851978279413269e-11,0.3016627078384798,0.11164644086216265,0.24350648,0.07694022
Crybg1,7.0140142,3.6357,2.3157542448781337e-12,7.876495767072843e-11,0.22327790973871733,0.027060315160297048,0.19111288,0.016801268
Pde8b,6.994813,0.55676806,2.6561302027631165e-12,9.011391230839008e-11,0.836104513064133,0.6340518022097447,0.9851432,0.76121444
Plekha5,6.968613,0.5828956,3.2008060795313395e-12,1.0831947022293085e-10,0.9501187648456056,0.7575439232023184,1.5665424,1.2613927
Kif5a,6.967005,0.5079006,3.2376002276179e-12,1.0942681524036851e-10,0.7030878859857482,0.5330556058685021,0.63563246,0.48528245
Dop1a,6.965845,0.52855635,3.264376648685515e-12,1.1019321677158264e-10,0.7600950118764845,0.6022821952544829,0.76731694,0.58778435
Cdc5l,6.959997,0.9092355,3.4027960372370763e-12,1.1443445496941207e-10,0.4418052256532066,0.2811084948378917,0.32159898,0.18397146
Septin7,6.947621,0.3599138,3.714973103942086e-12,1.246208830248737e-10,0.9049881235154394,0.762398116283282,1.2704375,1.0974972
Tmem132a,6.9470444,0.69549805,3.730182989876266e-12,1.2497508346380956e-10,0.517814726840855,0.3643905089657671,0.4202869,0.2795836
Mgll,6.9368505,0.59860647,4.009381508436764e-12,1.3416199393735475e-10,0.6294536817102138,0.47161746060496285,0.58942425,0.4254379
Ntrk2,6.9314876,0.580395,4.164374747931426e-12,1.391750615384545e-10,0.9667458432304038,0.7769969208476726,1.6770997,1.3633349
Tox2,6.9313116,1.1809932,4.169560571446895e-12,1.391752702543827e-10,0.38954869358669836,0.212932439775403,0.2927643,0.13977262
Hmgcr,6.9296336,0.8135754,4.21932373896153e-12,1.406615742753056e-10,0.48931116389548696,0.33388878826299584,0.38064703,0.23393713
Abhd3,6.9278216,1.4002454,4.2736999928625374e-12,1.4229779282306863e-10,0.3515439429928741,0.17703314616917226,0.25293148,0.10349063
Rmdn1,6.9233484,0.5780607,4.410914773182581e-12,1.4650343628605186e-10,0.6817102137767221,0.5350479985509872,0.62647116,0.45960504
Baiap2,6.919433,0.5151357,4.5345380566939545e-12,1.5023802414718442e-10,0.7030878859857482,0.5332367324760007,0.6538771,0.4982489
Lmo4,6.899813,0.54165083,5.207102902440919e-12,1.7230893471500922e-10,0.669833729216152,0.5107408078246695,0.65414464,0.49129182
Far2,6.897476,0.7501652,5.293451216447373e-12,1.7495084155712288e-10,0.5700712589073634,0.4204310813258468,0.5004434,0.32651135
Dcbld1,6.887619,1.4448234,5.673391351654699e-12,1.8704788419504511e-10,0.3657957244655582,0.2005071545009962,0.2899094,0.11648261
Cdc27,6.8842077,0.55727196,5.81099902432899e-12,1.9134993110749994e-10,0.669833729216152,0.5358087303024814,0.6249825,0.46375033
Kcnk2,6.882979,0.79916453,5.861379250196378e-12,1.9277265661294575e-10,0.5344418052256532,0.38199601521463505,0.51419914,0.32667935
Ctnna2,6.872533,0.6165338,6.307189513777851e-12,2.0692818343737588e-10,0.997624703087886,0.8838978445933707,2.8634615,2.4660797
Coro2a,6.867434,1.4101512,6.536688708852846e-12,2.1393523216428254e-10,0.35391923990498814,0.18489404093461329,0.25027028,0.101655126
Phtf2,6.8657074,0.6489281,6.616257813336991e-12,2.1627597012696466e-10,0.6199524940617577,0.47339250135844957,0.5428598,0.3782784
C2cd5,6.8630276,0.5496756,6.7416197963560735e-12,2.2010610440836902e-10,0.8954869358669834,0.6851295055243616,1.101973,0.86425614
Gng12,6.8627696,0.7644408,6.7538095967800335e-12,2.2023648527364015e-10,0.5249406175771971,0.37272233291070456,0.47600994,0.3066632
Plekhm3,6.8525543,0.5384937,7.2542825060294555e-12,2.3626978295395327e-10,0.6888361045130641,0.5564571635573266,0.66562974,0.5014512
Pgr,6.8413525,1.057753,7.844885055988482e-12,2.548876196546681e-10,0.4513064133016627,0.31034232928817246,0.3617559,0.19010174
