names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OPC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Zscan25,-2.3751159,-0.481224,0.017543441041042857,0.0482538909584217,0.02068126520681265,0.07034564166881847,0.02209946,0.030716019
Fdps,-2.3756297,-0.54138935,0.017519038096658033,0.04820650831102932,0.03527980535279805,0.08546977018702276,0.04163901,0.060040675
Slc12a8,-2.3758886,-0.8295221,0.017506743629154446,0.04818254648318959,0.014598540145985401,0.06374266848648051,0.016887374,0.02981635
Mfsd12,-2.376723,-1.5269407,0.017467202663651704,0.048078645315746904,0.01338199513381995,0.062340919989671326,0.011627314,0.03314695
Npl,-2.3771093,-0.8649179,0.017448915500158604,0.04803815158701452,0.0170316301703163,0.06639861300675053,0.019072449,0.03446789
Cdc34,-2.3782532,-0.42571098,0.01739487970182288,0.047894294250228585,0.025547445255474453,0.07554686635434726,0.033737782,0.045060232
Fbxl6,-2.3785956,-0.2859338,0.017378728648848586,0.04785786311537653,0.025547445255474453,0.07558375447268435,0.030726055,0.037336867
Cetn4,-2.3793817,-0.5336725,0.017341713761044715,0.047767488340263606,0.0267639902676399,0.07687483861448227,0.026265504,0.037802294
Klhl17,-2.379768,-0.7676098,0.01732354186105961,0.047722326205317994,0.01338199513381995,0.06278357740971632,0.016885307,0.028578121
Ptgs2,-2.3808262,-1.0172122,0.017273861100686388,0.047604989515430074,0.0170316301703163,0.06639861300675053,0.018519888,0.03713546
Kcnq4,-2.3814497,-0.66826,0.01724464716305342,0.04753422951079661,0.021897810218978103,0.07167361392895348,0.023574198,0.037207272
Lhx6,-2.3818998,-2.5076294,0.017223586577158657,0.047481047638068444,0.004866180048661801,0.053745988417130845,0.005504875,0.030909056
Smim12,-2.3821874,-0.56508416,0.017210140167288956,0.047448847352252646,0.030413625304136254,0.08071120292153897,0.03736556,0.054797944
Gar1,-2.3822422,-0.588017,0.017207575105133103,0.04744664372241421,0.023114355231143552,0.07296469807075141,0.023598267,0.03526509
Thumpd1,-2.382609,-0.32928988,0.017190449090586528,0.04740428643925082,0.043795620437956206,0.09498690471799033,0.04600855,0.05747176
Lair1,-2.3836977,-0.66316634,0.017139671922961734,0.04726911470491448,0.051094890510948905,0.1013685491903058,0.06622653,0.10293928
Ccdc74a,-2.3837328,-1.265929,0.017138036142874295,0.04726911470491448,0.010948905109489052,0.06016452100778339,0.012664319,0.030188803
Zfp472,-2.384464,-0.56588876,0.01710402254422734,0.04718048308832652,0.029197080291970802,0.07942011877974105,0.027205035,0.040013064
Sstr2,-2.3860095,-1.3614523,0.017032308822214383,0.04698748850645795,0.009732360097323601,0.05891032498432255,0.012013392,0.0305814
Crb1,-2.3867054,-0.57537615,0.017000103515316424,0.04690345841016042,0.019464720194647202,0.06931277435538014,0.023675276,0.035076153
Gm14393,-2.3876758,-1.2427889,0.01695528815785812,0.04680865024161592,0.012165450121654502,0.06145560514958132,0.010412392,0.024468424
Kcnh4,-2.3893597,-0.6482243,0.01687776635837883,0.046609001238400734,0.014598540145985401,0.0642222140248626,0.018431226,0.028737063
Tpgs1,-2.390451,-0.51098305,0.01682770011260321,0.04648507268691768,0.03527980535279805,0.08598620384374193,0.042068474,0.05942609
1700028K03Rik,-2.391114,-0.52154994,0.016797341283291283,0.04640597987682879,0.02068126520681265,0.07060385849717805,0.023839293,0.034046166
E130008D07Rik,-2.391722,-1.8414912,0.01676953788795254,0.046333931418949585,0.0072992700729927005,0.05647570917407503,0.0067998534,0.02415818
Rabgap1,-2.3921874,-0.26584885,0.016748286056488062,0.04627997185703766,0.5535279805352799,0.7423733815338079,0.8617101,0.9722378
Sirt6,-2.3923082,-0.38007304,0.016742776473968275,0.04626950569325595,0.024330900243309004,0.07469843963259434,0.026468944,0.03431137
Ap1g2,-2.3926616,-1.2573117,0.016726657568883203,0.04622971496357659,0.010948905109489052,0.060385849717805896,0.011179453,0.026519608
Gm38115,-2.393698,-0.9641669,0.016679480640791243,0.04610406797840353,0.010948905109489052,0.06045962595448006,0.013782036,0.026713999
Nhej1,-2.3944137,-0.29468912,0.016646964828391043,0.046018924376426684,0.024330900243309004,0.07477221586926851,0.030283732,0.03702104
Parp16,-2.394778,-0.6369223,0.016630429094507248,0.04597794318030762,0.0170316301703163,0.06695193478180678,0.020589713,0.031836808
Trappc1,-2.395608,-1.1160759,0.016592829242028987,0.04587871184742939,0.0170316301703163,0.06673060607178428,0.01914458,0.041042984
Hspa2,-2.3963325,-1.0032696,0.016560065032017603,0.04579283188332953,0.025547445255474453,0.07562064259102143,0.029984832,0.059226867
Zfp85os,-2.3989668,-0.6072769,0.016441400935289216,0.045478736167512995,0.014598540145985401,0.06440665461654801,0.019476917,0.029521536
Asphd1,-2.4000669,-1.7970675,0.016392080116589484,0.04535164669818363,0.0072992700729927005,0.05669703788409753,0.008648407,0.029738095
1700034H15Rik,-2.4000888,-2.1112885,0.016391096993634894,0.04535164669818363,0.0036496350364963502,0.05289756169537792,0.0049742856,0.02131746
Hkdc1,-2.4012084,-2.4198744,0.01634102636164298,0.04522436691084014,0.0036496350364963502,0.05289756169537792,0.0043915655,0.023278946
4930428E07Rik,-2.4019482,-0.5665527,0.01630801425849576,0.04514230381433822,0.014598540145985401,0.06444354273488509,0.017999688,0.026543092
Runx2os1,-2.4019659,-24.378569,0.01630723130095673,0.04514230381433822,0.0,0.049098085506658305,0.0,0.021576792
Gm12064,-2.403349,-5.425717,0.016245677019045213,0.04498365019597536,0.0012165450121654502,0.05035228153011915,0.00047492533,0.020213246
B230317F23Rik,-2.4064357,-1.1092813,0.0161090393171345,0.044628300489885975,0.012165450121654502,0.061787598214615075,0.012804795,0.027422981
Mrpl14,-2.4067628,-0.41707766,0.016094618586307816,0.044592947145193955,0.0413625304136253,0.09303183444612491,0.04517723,0.059875958
1700080N15Rik,-2.4072547,-2.1349695,0.016072960451392646,0.04453753195100757,0.0036496350364963502,0.05304511416872625,0.00517044,0.022513472
Gm31763,-2.4075928,-0.28516445,0.016058085349216364,0.04450090277778916,0.0267639902676399,0.07757571286288686,0.03159666,0.038371135
Itga10,-2.4087124,-1.0298772,0.01600891001370757,0.04437835675934411,0.015815085158150853,0.06566085064000886,0.0149350185,0.030261392
Gm13402,-2.4097924,-0.4137569,0.015961595796772313,0.0442608956717515,0.01824817518248175,0.06861190010697554,0.023276752,0.030889768
Mpp4,-2.4098167,-0.7966123,0.015960539365263048,0.0442608956717515,0.012165450121654502,0.06211959127964883,0.015795242,0.027278975
Wdr83os,-2.4104226,-0.4522668,0.01593405265376225,0.04419364108243101,0.040145985401459854,0.09159319783097865,0.049477763,0.067095585
Arhgef15,-2.4114962,-2.5292535,0.0158872199998519,0.04406829786270471,0.0036496350364963502,0.053118890405400424,0.004677928,0.026707806
9930104L06Rik,-2.4124687,-1.0060055,0.015844897415921724,0.043959978685164346,0.0170316301703163,0.06702571101848094,0.016328525,0.032527667
Zfp931,-2.4134853,-0.37533605,0.015800770105439236,0.043842078968727,0.032846715328467155,0.08406802169021359,0.032408413,0.04183934
Pnpo,-2.4152284,-1.0440464,0.015725347633813606,0.043637311878609066,0.014598540145985401,0.06459109520823343,0.01798767,0.036742847
5430400D12Rik,-2.4181197,-1.6997178,0.01560094327788379,0.04330551093767949,0.0072992700729927005,0.05702903094913128,0.0074117305,0.023878144
Prxl2b,-2.4187498,-1.0703729,0.015573948337453177,0.04323951145147415,0.02068126520681265,0.07104651591722307,0.02467144,0.05112441
Wdr53,-2.4199638,-0.8933823,0.015522049569175442,0.04311769584655682,0.019464720194647202,0.0698292080120993,0.019381786,0.03570817
BC029722,-2.420111,-1.3808103,0.015515772001541377,0.04310471398691241,0.021897810218978103,0.07189494263897599,0.017505718,0.04496262
Selplg,-2.422662,-1.1895933,0.015407253196560295,0.04281651601939964,0.0364963503649635,0.08665018997380944,0.044009753,0.09769176
Bud13,-2.4233735,-0.3248615,0.015377114294780711,0.042746023287891344,0.025547445255474453,0.07661662178612269,0.028898114,0.03606602
Gm45464,-2.4236214,-0.40748042,0.015366615100334,0.0427277436666277,0.024330900243309004,0.07532553764432476,0.026394993,0.03486082
ENSMUSG00000121495,-2.425189,-1.0436496,0.015300420844400557,0.0425589578262172,0.012165450121654502,0.06237780810800841,0.014062986,0.028776692
5530401A14Rik,-2.4267213,-2.3446643,0.015235952722502062,0.04239308787963451,0.004866180048661801,0.054594415138883766,0.0044947043,0.022624023
1700030F04Rik,-2.4279222,-3.7307332,0.015185598422122039,0.04225735600687854,0.0012165450121654502,0.050905603305175406,0.0016189443,0.021282226
Twnk,-2.4282932,-0.9652922,0.015170070721167562,0.042218518930893054,0.015815085158150853,0.06621417241506511,0.016456585,0.031882934
Gm49127,-2.4290354,-24.477268,0.015139057259341433,0.04213657225590473,0.0,0.04965140728171456,0.0,0.023087079
Gm57390,-2.4302385,-0.43671465,0.015088893721773548,0.0420056541964417,0.021897810218978103,0.07289092183407725,0.025571914,0.03445786
Dusp19,-2.4303658,-0.68351585,0.015083593019015086,0.041995248618892894,0.02068126520681265,0.07145228521893099,0.02190505,0.034950748
Zfp335,-2.4309497,-0.551133,0.015059303902888937,0.041931968484002664,0.021897810218978103,0.07281714559740307,0.022657258,0.033025768
Tmem185a,-2.431178,-0.30043283,0.015049816778175186,0.04190989499736421,0.032846715328467155,0.08462134346526984,0.036781196,0.04510713
4930595D18Rik,-2.4323351,-1.0914706,0.015001823480328578,0.041789238743150416,0.010948905109489052,0.06123427643955882,0.012163596,0.025743581
Col20a1,-2.432772,-0.31474313,0.014983735870903032,0.04174318121836853,0.031630170316301706,0.08303515437677524,0.031349257,0.03884522
Gm10484,-2.4340496,-0.26513907,0.014930946638402167,0.0416133737344535,0.021897810218978103,0.07300158618908849,0.025226008,0.030239152
Tmem42,-2.4354284,-0.70042026,0.014874168917559905,0.04146803473903658,0.015815085158150853,0.06650927736176178,0.021500068,0.03470614
Gm45904,-2.4356809,-2.869951,0.014863792356736176,0.041443405689063094,0.0036496350364963502,0.05352465970710834,0.0036252898,0.02620409
Klhdc8b,-2.4366226,-1.027785,0.014825139531216256,0.04134421372120196,0.01824817518248175,0.06890700505367221,0.018053813,0.03647082
Drd1,-2.4401727,-1.5102334,0.014680243083982783,0.040965638349425425,0.010948905109489052,0.06130805267623299,0.010840113,0.030574515
Inpp5e,-2.4430773,-0.577723,0.014562621421310347,0.04064163248759961,0.021897810218978103,0.07307536242576267,0.022601366,0.03354738
0610009E02Rik,-2.4433405,-0.7592708,0.014551994002918222,0.04062041126723588,0.021897810218978103,0.07300158618908849,0.020396343,0.03428357
A530017D24Rik,-2.4443066,-0.33436742,0.014513085282717284,0.0405160105502975,0.024330900243309004,0.07580508318270684,0.02845771,0.035748895
Tyw3,-2.4455755,-0.30372632,0.014462112788366921,0.040382102319798316,0.024330900243309004,0.07595263565605519,0.029329525,0.03607962
Lcp1,-2.4480102,-0.6097188,0.014364754502967439,0.04013945023863718,0.046228710462287104,0.0982330591316537,0.055358447,0.08328993
Gm12279,-2.449479,-0.42375168,0.01430630344692651,0.0399802780674899,0.021897810218978103,0.07325980301744808,0.026004527,0.034730103
Pcdha11,-2.4524407,-0.48710254,0.014189077988025706,0.03966093056675863,0.01824817518248175,0.06953410306540263,0.02100685,0.029321108
Mrap2,-2.4535713,-2.029489,0.014144549530055235,0.03954057905457597,0.0072992700729927005,0.05769301707919879,0.007368162,0.029745532
Gm46210,-2.4573123,-2.0271146,0.013998094279173446,0.03914338570937564,0.004866180048661801,0.05533217750562544,0.005908857,0.023868034
Ccdc13,-2.4584978,-1.4953479,0.013951962535193211,0.03902250789222875,0.014598540145985401,0.06521819321996385,0.011476351,0.032023605
Galt,-2.4602277,-1.5229338,0.013884885180754153,0.03883894074608204,0.00851581508515815,0.05920542993101922,0.010324115,0.029386532
Gm14329,-2.4603398,-3.596181,0.013880553706442015,0.03883086705800072,0.0012165450121654502,0.05156958943524291,0.0018265204,0.021868654
Trmt44,-2.4606142,-0.6393926,0.013869942392845454,0.038805222000807715,0.02068126520681265,0.0720793832306614,0.020974526,0.03248313
Gm26590,-2.4617953,-1.4377706,0.013824353007994766,0.03868572852789204,0.012165450121654502,0.063078682356413,0.011326777,0.030392356
Gsto1,-2.4624913,-1.0495636,0.013797552856457378,0.03861877554718852,0.01824817518248175,0.06942343871039139,0.020338967,0.04165115
Gm31087,-2.4626427,-4.046638,0.013791725468661774,0.03860648644056067,0.0024330900243309003,0.052823785458703754,0.0015631632,0.02552405
Gm26981,-2.464252,-0.8763554,0.013729954083208942,0.03844158239197919,0.0170316301703163,0.06816924268693055,0.01785635,0.032538712
2310009B15Rik,-2.4658656,-0.42268404,0.01366825962835671,0.03827682503532515,0.027980535279805353,0.0799734405547973,0.03393005,0.04522277
Snhg3,-2.466476,-0.5706398,0.013644988755513303,0.0382156397603338,0.024330900243309004,0.07610018812940351,0.028865902,0.042576477
Gm34299,-2.466678,-1.5306263,0.013637295314447384,0.038198074126884314,0.0072992700729927005,0.05809878638090671,0.008839875,0.025329085
Prox2,-2.4718986,-0.41450396,0.013439761647905607,0.03768013308422617,0.0267639902676399,0.07871924453133645,0.02938359,0.038975164
Gm15787,-2.4726274,-0.7586876,0.013412385470113313,0.03761122913608273,0.015815085158150853,0.06724703972850345,0.019064028,0.032045823
Slc26a2,-2.4752643,-0.49234748,0.013313764124303032,0.037342467851776875,0.029197080291970802,0.08152274152495481,0.03272515,0.045735043
Gm47204,-2.4760523,-2.3593354,0.013284409178885294,0.0372679134095477,0.004866180048661801,0.055701058688996274,0.004994454,0.025367836
Gm19461,-2.4798064,-2.9106274,0.013145368716736385,0.036897112443195094,0.0036496350364963502,0.05448375078387251,0.0030672152,0.022836432
4930420G21Rik,-2.4810271,-1.2241734,0.013100438290095674,0.03678252631712338,0.0340632603406326,0.0853591058320115,0.04308107,0.09789419
Abcb6,-2.4815848,-0.8493976,0.013079957751549964,0.03672886035992764,0.014598540145985401,0.06602973182337969,0.017736088,0.03173224
Cep131,-2.4822216,-0.3577437,0.013056609085036234,0.03667096123287588,0.027980535279805353,0.08056365044819064,0.029665634,0.037857853
Scamp3,-2.482406,-0.33867067,0.013049852911682302,0.036655817241992836,0.0413625304136253,0.09435980670625992,0.04539023,0.05706325
Nifk,-2.483071,-0.37815952,0.013025508114885795,0.03659531160224622,0.03527980535279805,0.08823637906230403,0.037457094,0.04841444
Yjefn3,-2.483317,-1.7159355,0.013016519551685953,0.03658130743162866,0.009732360097323601,0.06093917149286215,0.010333091,0.033551946
Inhca,-2.4851413,-0.9989851,0.01294999881993326,0.03640197387714266,0.012165450121654502,0.06363200413146926,0.015184739,0.030121472
Prdx3,-2.4886715,-0.43720126,0.012822133483940235,0.036050091735217546,0.03527980535279805,0.08790438599727028,0.03623575,0.048754048
Pfdn6,-2.4887528,-0.5007917,0.01281920450432809,0.03604562840427959,0.04257907542579075,0.0955402264930466,0.05158085,0.072229
Pwwp2b,-2.4889877,-1.2547331,0.012810737543432276,0.03602936129286428,0.010948905109489052,0.06226714375299716,0.01231514,0.02913971
Gm15411,-2.4891436,-2.7945457,0.012805122011333629,0.0360173378461776,0.004866180048661801,0.05584861116234461,0.0035062162,0.024077047
Hapln4,-2.4911656,-2.4542534,0.012732475426201666,0.03582425284838102,0.004866180048661801,0.05595927551735586,0.0063639213,0.03438922
Hsd11b1,-2.494081,-1.4666334,0.012628367716642072,0.03553877676436662,0.01338199513381995,0.06481242391825592,0.014059814,0.038386162
Tmc4,-2.4942458,-0.98006046,0.0126225106849514,0.03552973623555878,0.014598540145985401,0.06614039617839094,0.014601248,0.028600043
Gm56530,-2.4974928,-0.97811174,0.012507500293725424,0.03521707355049797,0.012165450121654502,0.06385333284149175,0.0147545235,0.028859718
Zbed5,-2.5023315,-1.3348552,0.012337833853654237,0.03476849456189715,0.00851581508515815,0.06009074477110923,0.010975833,0.027458597
Efemp1,-2.5024302,-1.6029537,0.012334391044002338,0.034762438362947644,0.015815085158150853,0.06732081596517761,0.015527691,0.046440516
C1qb,-2.5033019,-0.85901016,0.012304054665223382,0.03468421620379272,0.04744525547445255,0.09996680069349663,0.06292802,0.11136795
Pald1,-2.5039582,-0.989672,0.01228125051974331,0.03462356536202946,0.0267639902676399,0.07905123759637021,0.026262717,0.051492795
Aloxe3,-2.5069134,-1.835838,0.012179056762697083,0.0343426650449859,0.006082725060827251,0.05761924084252462,0.0073468364,0.02598273
Cyhr1,-2.507449,-0.4955394,0.012160612192160787,0.034294253736708684,0.024330900243309004,0.07691172673281936,0.02560472,0.035912216
Srp54c,-2.5105379,-0.50953156,0.012054735676002515,0.034006377702276915,0.024330900243309004,0.07705927920616769,0.024906898,0.035272937
Dck,-2.510775,-0.33818388,0.012046642561482721,0.03398711524853431,0.027980535279805353,0.08082186727655022,0.030030115,0.037814654
Wnt9a,-2.5125666,-2.249351,0.011985650090086161,0.03382214008828136,0.004866180048661801,0.05647570917407503,0.0055559594,0.026145581
Gm39185,-2.5131812,-1.9850465,0.011964784475409327,0.0337668058874329,0.0072992700729927005,0.05891032498432255,0.008122131,0.031774268
5930430L01Rik,-2.5132692,-0.4545037,0.011961806303700324,0.0337619469937424,0.025547445255474453,0.07846102770297687,0.029457234,0.040149115
Unc5b,-2.514268,-1.365997,0.01192797582853836,0.03366999795281287,0.029197080291970802,0.08119074845992105,0.023710812,0.0600088
Gm13791,-2.5147707,-5.262552,0.01191098117585017,0.033625558331066834,0.0024330900243309003,0.05378287653546793,0.00061913725,0.023496099
Polr1c,-2.5150144,-0.97361654,0.011902751321138341,0.03360585562666673,0.01824817518248175,0.07053008226050389,0.019553484,0.038043246
Gm34304,-2.5169683,-1.255963,0.011836946278293977,0.03342708843907086,0.01338199513381995,0.06536574569331219,0.011838007,0.028043399
Eif6,-2.518898,-0.8210739,0.011772271432952114,0.03325493412567528,0.024330900243309004,0.07702239108783061,0.026135057,0.045720715
Dglucy,-2.5192099,-1.2715309,0.011761852849704865,0.03322899653785824,0.019464720194647202,0.07171050204729057,0.017693516,0.04219262
Gm12655,-2.5196247,-0.2988985,0.011747998549150897,0.033193346058431605,0.030413625304136254,0.08388358109852817,0.031081192,0.038101446
C7,-2.5198245,-4.0094776,0.011741333123970533,0.033178002002428035,0.0024330900243309003,0.053967317127153344,0.001647284,0.026205739
Pex16,-2.520009,-0.6697478,0.011735183401336327,0.033164112115471926,0.02068126520681265,0.07333357925412225,0.02417499,0.038187545
9330020H09Rik,-2.5215502,-1.2374661,0.011683900901769094,0.033036558689943755,0.012165450121654502,0.06425910214319967,0.013056385,0.030516317
Gm31333,-2.5218992,-1.0675731,0.011672313285703614,0.03300726773172554,0.010948905109489052,0.063078682356413,0.013175283,0.0274175
A930024E05Rik,-2.5228367,-0.3518136,0.01164124478076031,0.03292921966453187,0.0267639902676399,0.07986277619978605,0.03054646,0.038820412
Gm16701,-2.5234647,-3.6723733,0.011620476480159724,0.03287452126994018,0.0012165450121654502,0.052860673577040836,0.0017181867,0.02168804
Hmgn2,-2.5242307,-0.4102412,0.011595177882207633,0.03280640514845942,0.040145985401459854,0.09413847799623741,0.045551788,0.060091756
Eef1e1,-2.5249376,-0.32156083,0.01157187983983069,0.0327439354777012,0.04257907542579075,0.09675753439817035,0.043771613,0.054408107
Ptger4,-2.5252385,-0.70448494,0.011561979921639562,0.03272281446118128,0.0170316301703163,0.0696078793020768,0.020359995,0.03296843
Dcdc2b,-2.5293791,-0.86619633,0.011426455342288764,0.03235629202732628,0.02068126520681265,0.073222914899111,0.018095965,0.03274448
Abi3bp,-2.529568,-2.694308,0.011420309290719941,0.032345705770174434,0.006082725060827251,0.057951233907558374,0.0066476874,0.042264193
Nxph3,-2.5304174,-1.3509946,0.01139268835771276,0.03227768200882981,0.015815085158150853,0.06816924268693055,0.017290976,0.043529417
Igfbp4,-2.535445,-0.8035613,0.011230457072052365,0.031838191762613106,0.025547445255474453,0.07864546829466229,0.029467316,0.050880976
Cd55,-2.5364087,-2.4352531,0.011199592234978847,0.03175404066201136,0.004866180048661801,0.056918366594120036,0.0049282433,0.026369872
Gm38348,-2.5367424,-2.3714755,0.011188923119989357,0.03172713847975032,0.004866180048661801,0.056844590357445865,0.0044854013,0.022996278
Cpm,-2.5368106,-0.8125883,0.01118674829062463,0.031724319426816236,0.03527980535279805,0.08860526024567487,0.037158478,0.06437414
1110065P20Rik,-2.5379918,-0.35374802,0.011149064229485013,0.031627465777688164,0.040145985401459854,0.09439669482459699,0.04783328,0.060728617
Gm42941,-2.5396206,-1.3315573,0.011097276046899092,0.031490527762190156,0.012165450121654502,0.0646279833265705,0.010726084,0.026778309
6820408C15Rik,-2.5404043,-0.9555606,0.01107243531881593,0.03142335625439206,0.012165450121654502,0.06481242391825592,0.014655858,0.028229646
Gm26839,-2.540927,-1.3995018,0.011055902288885878,0.03137975013228727,0.009732360097323601,0.06215647939798591,0.011282756,0.029494371
Gm32828,-2.5409665,-1.8199829,0.011054652784206852,0.03137951830885676,0.0072992700729927005,0.05957431111439006,0.010107629,0.035240382
Htr1b,-2.5435264,-1.4784793,0.01097397945422408,0.031160396062031175,0.00851581508515815,0.060976059611199236,0.0106412405,0.02937498
Ccdc60,-2.5463145,-0.2843678,0.010886706156710984,0.030919120011713788,0.037712895377128956,0.09207274336936073,0.044411317,0.053831257
Dtnbos,-2.547522,-0.84175116,0.010849102440083445,0.030822095851664427,0.01338199513381995,0.06614039617839094,0.016191082,0.028834552
Iqank1,-2.5476668,-3.1885326,0.010844597761227969,0.030815814492829472,0.0024330900243309003,0.05463130325722085,0.0025662978,0.023156373
Gm26658,-2.5495682,-1.8405467,0.010785644749463428,0.030654778339124424,0.004866180048661801,0.05725035965915379,0.0066051334,0.023457034
Wnt2,-2.5497437,-3.1918287,0.01078021314530178,0.030642581954327605,0.0024330900243309003,0.05466819137555793,0.002815513,0.025437271
Arhgap25,-2.5505078,-1.1384443,0.010756613952683914,0.030578736448224373,0.023114355231143552,0.07606330001106644,0.027584707,0.059750102
1700008O03Rik,-2.5513508,-2.1084452,0.010730626776407954,0.03051131655895045,0.006082725060827251,0.05854144380095171,0.0059969453,0.025607422
Homer3,-2.5516844,-0.5090147,0.010720355616495671,0.03048533764580788,0.037712895377128956,0.09174075030432698,0.037469774,0.052909248
Podxl,-2.5527296,-2.2288377,0.01068824719446872,0.030400465980245,0.0072992700729927005,0.059684975469401304,0.0069094202,0.031983513
Zfp574,-2.5538447,-1.0500891,0.010654074577302006,0.030306477227620674,0.0170316301703163,0.07008742484045889,0.016974643,0.03483485
Mcee,-2.5539436,-0.43028688,0.010651052164960548,0.03030108752487982,0.038929440389294405,0.09336382751115865,0.042883378,0.05736503
Gm43948,-2.5559392,-3.5834396,0.010590162479059891,0.030147014070594263,0.0024330900243309003,0.05477885573056918,0.0020615733,0.024437234
Zfp511,-2.5560467,-0.28107533,0.010586889008525833,0.03014088871149493,0.0364963503649635,0.09111365229259656,0.039917216,0.0482991
Gm16267,-2.556802,-2.3334026,0.010563933234673953,0.030078720569639623,0.0072992700729927005,0.05972186358773839,0.0056393333,0.028103484
Mfsd10,-2.556958,-1.0949864,0.010559200785319774,0.030068432079434326,0.014598540145985401,0.0675790327935372,0.014853715,0.031465746
Use1,-2.5572586,-0.6542676,0.01055007448723707,0.030045628136943302,0.031630170316301706,0.0856173226603711,0.03750962,0.058414623
Gins2,-2.5593553,-1.462777,0.01048665154653661,0.029871337544306025,0.014598540145985401,0.06746836843852595,0.012059605,0.03289513
Gm47962,-2.562005,-1.5762248,0.010406978302479448,0.029658275622090065,0.00851581508515815,0.06123427643955882,0.009110863,0.026925923
Gm14004,-2.5679195,-1.5867884,0.010231088961710022,0.029183583906703642,0.00851581508515815,0.06145560514958132,0.009730845,0.028949095
Gm17382,-2.569048,-0.4835171,0.010197832484783228,0.029091810050549456,0.01824817518248175,0.07178427828396473,0.022486405,0.03130045
Nle1,-2.5714016,-0.521972,0.010128782168590797,0.028907103225707352,0.024330900243309004,0.07827658711129146,0.02382965,0.03404223
Tm7sf2,-2.575103,-0.5836935,0.010021024565844899,0.02861780530175921,0.023114355231143552,0.07713305544284187,0.025479943,0.037947748
Mamdc2,-2.5756102,-3.4384854,0.010006340431974767,0.02857890810025106,0.004866180048661801,0.05754546460585046,0.0032060705,0.03422186
Blnk,-2.575788,-1.4096699,0.010001195990050282,0.028567251647990975,0.0267639902676399,0.08008410490980855,0.026484936,0.06887687
Wdr74,-2.576194,-1.032932,0.009989455172223086,0.02853674893447101,0.0170316301703163,0.0704931941421668,0.018601486,0.03769859
Gm26954,-2.5762732,-1.657648,0.009987171899995796,0.0285332598567663,0.0072992700729927005,0.060312073481131726,0.008602813,0.026894193
Coq6,-2.5763676,-0.8656973,0.009984445267397689,0.028528503225752434,0.019464720194647202,0.07303847430742558,0.01940476,0.035082377
Gm2415,-2.5764928,-0.7147189,0.00998083191598746,0.028521211696541857,0.02068126520681265,0.07429267033088642,0.020449126,0.03334371
Pdrg1,-2.5773137,-0.39047608,0.00995715214019266,0.02845959770311422,0.0267639902676399,0.08119074845992105,0.032861326,0.042859305
Ccdc141,-2.5774367,-0.84707636,0.009953610816318487,0.028452502407923165,0.045012165450121655,0.0991183739717437,0.048523188,0.08566233
Fn1,-2.5790524,-0.8811829,0.009907171865586347,0.028322769233780735,0.0413625304136253,0.0955033383747095,0.05057581,0.0912572
Dus1l,-2.579439,-0.33392894,0.009896095537213925,0.02829411439507748,0.0267639902676399,0.08119074845992105,0.03171519,0.039812636
Tmem123,-2.5804927,-0.583318,0.009865943423660713,0.02821391015259295,0.029197080291970802,0.0835884761518315,0.032509793,0.048322976
