names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MB Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Bmp1,-2.6008813,-1.3103255,0.00929845917576416,0.046388711112659305,0.02666666666666667,0.20520251896378988,0.052957024,0.12651968
Ccdc191,-2.6009743,-0.39503366,0.009295941442388387,0.04638476259182469,0.05333333333333334,0.23715471590095893,0.11143965,0.14411528
Gne,-2.6012459,-2.7020307,0.009288585401493169,0.04635666599890814,0.013333333333333334,0.18920853012737943,0.016144393,0.10066595
Tsen15,-2.601746,-1.9622158,0.009275048395386579,0.04629770581163615,0.013333333333333334,0.1894589952769429,0.026727073,0.100341894
Gm5468-1,-2.6021178,-1.3460841,0.009265003732816992,0.04625615947617848,0.04,0.21829826821239445,0.05154818,0.12617688
Skic8,-2.6029682,-0.77920866,0.009242053426098256,0.046158731516591105,0.02666666666666667,0.20581079146987263,0.069791935,0.116942644
Gmpr,-2.6031826,-0.7418961,0.009236275647598241,0.04613845076240281,0.06666666666666667,0.2515385716330328,0.09116468,0.14809832
Lin54,-2.6033754,-2.0728936,0.009231078403258784,0.0461210629779776,0.04,0.21862029483326179,0.031447545,0.12611425
Pcyt1a,-2.6041045,-3.1329606,0.009211467914938258,0.04603836210614718,0.02666666666666667,0.20130241877773006,0.014043019,0.11694625
Tada1,-2.6043403,-26.58117,0.00920513131045199,0.04601709363941302,0.0,0.17385859453270358,0.0,0.09567277
Mettl4,-2.6055481,-1.450941,0.009172741153327366,0.04586370576663683,0.02666666666666667,0.20566766852726492,0.042236768,0.111490026
Pgap4,-2.6080635,-0.50984246,0.009105604039557022,0.0455534501103886,0.05333333333333334,0.238550164591384,0.10697845,0.14908573
Uqcrc1,-2.6097786,-0.40168208,0.009060080597562506,0.04534258999003623,0.06666666666666667,0.2540790038643195,0.13674626,0.1769594
Tlcd3b,-2.6099932,-2.1939049,0.009054404478769457,0.045322624505315816,0.02666666666666667,0.20359238585945327,0.024655612,0.108147554
Per2,-2.6100287,-2.6435573,0.009053458767717999,0.045322624505315816,0.02666666666666667,0.2030556748246744,0.017807214,0.106401905
Ccdc28a,-2.6104147,-1.2252986,0.009043250706675823,0.045283665018333835,0.05333333333333334,0.2368326892800916,0.05895612,0.1327691
Bbs1,-2.6107721,-26.422197,0.009033807962880088,0.045244812667770355,0.0,0.17428796336052668,0.0,0.086107776
Eif4ebp2,-2.6110651,-1.2106075,0.009026071483493877,0.045214493057695836,0.02666666666666667,0.2062401602976957,0.053292423,0.11927798
Pskh1,-2.6131017,-1.0423514,0.008972456811248706,0.04495430067466954,0.04,0.22176899957063118,0.0637744,0.12718537
Rasgrf1,-2.6136806,-0.7783132,0.008957270948947263,0.044886585303657765,0.38666666666666666,0.7496779733791327,0.9070697,1.262241
Slc30a4,-2.6143525,-1.9522258,0.008939676628369385,0.04480677317744551,0.013333333333333334,0.1903177329325891,0.029721871,0.11041493
Erbin,-2.614531,-0.37287793,0.008935002486951308,0.0447917009000712,0.21333333333333335,0.4463646772577644,0.42976385,0.5278254
Sema4f,-2.6174755,-1.3594579,0.008858286397414159,0.04443198721271578,0.02666666666666667,0.2043437813081437,0.042981815,0.10678133
Lin7c,-2.6176612,-0.28992313,0.008853464887723239,0.04441609438631879,0.06666666666666667,0.2551524259338772,0.13416143,0.16172262
Tex264,-2.6179543,-1.8595846,0.008845866501050672,0.04438626197632709,0.013333333333333334,0.19053241734650064,0.033079658,0.1151614
Alas1,-2.6181257,-0.50495297,0.008841421368637314,0.04437224358895865,0.05333333333333334,0.2401245169600687,0.097793326,0.13609299
Calcoco1,-2.6181471,-0.8003375,0.008840865867418574,0.04437224358895865,0.05333333333333334,0.23665378560183198,0.078195125,0.13246852
Snhg11,-2.618476,-0.604829,0.008832352085613726,0.04434329232818401,0.6666666666666666,0.8278946615142407,1.8330389,2.1959467
Ankrd46,-2.6197267,-0.41844073,0.008800029597035589,0.044197531826606774,0.04,0.22348647488192358,0.10758393,0.14132868
Irak1,-2.6205127,-1.7775764,0.00877976673682161,0.04411225359356707,0.04,0.22130385000715616,0.039305974,0.12878358
Dgkq,-2.6214273,-3.0585504,0.008756240622860487,0.044002278948244114,0.013333333333333334,0.19038929440389293,0.01221921,0.097514205
Gm20342,-2.6224136,-0.53999335,0.008730939649439856,0.04389155255013076,0.06666666666666667,0.2534707313582367,0.11004991,0.15627286
Cntnap5b,-2.6224637,-0.5023315,0.00872965800944786,0.04389155255013076,0.30666666666666664,0.5959639330184628,0.7087879,0.90063506
Zfp384,-2.6225138,-0.46648124,0.008728376537581767,0.04389155255013076,0.05333333333333334,0.24030342063832832,0.09902614,0.13438408
Orc6,-2.6225708,-1.0319127,0.00872691220415051,0.04389155255013076,0.05333333333333334,0.23572348647488192,0.06684062,0.13220496
Phactr2,-2.6232283,-0.40107986,0.008710088142073571,0.0438195222575392,0.13333333333333333,0.3382352941176471,0.22692388,0.2899612
Zbtb20,-2.6238716,-0.6084025,0.0086936578736991,0.04374505375773311,0.6933333333333334,0.8680764276513525,1.9392079,2.310169
Dcp2,-2.6245575,-0.73660886,0.008676162789816129,0.04366519838216134,0.04,0.2236653785601832,0.07902437,0.12840854
Snf8,-2.6246862,-0.3970288,0.008672885966909637,0.043656883838677774,0.08,0.2706812652068126,0.13480781,0.17398304
Slc45a4,-2.62663,-0.5007998,0.008623504000675125,0.04343271836891108,0.05333333333333334,0.23908687562616288,0.09735971,0.13513677
Rps27,-2.6270158,-0.3154043,0.008613730182813119,0.043391625424107336,0.12,0.3202375840847288,0.24950887,0.302062
Mindy4,-2.6278305,-1.7364224,0.00859312907960113,0.04329596444194306,0.02666666666666667,0.20688421353943037,0.033628978,0.107921034
Crebl2,-2.627859,-1.1372362,0.008592407034400314,0.04329596444194306,0.04,0.222806640904537,0.059382774,0.12625718
Tnks1bp1,-2.6281092,-1.1367114,0.008586091452078016,0.04327673556881191,0.02666666666666667,0.20513095749248605,0.050507627,0.10787463
Atp8b2,-2.6283739,-2.6594267,0.008579419492024074,0.04325121984065419,0.013333333333333334,0.19114068985258337,0.015627565,0.09486271
Pigb,-2.6287167,-0.7083116,0.008570770883161114,0.0432157278345917,0.06666666666666667,0.2541147845999714,0.091019005,0.14470023
Traf6,-2.628974,-0.87375385,0.008564289542416694,0.0431911524032914,0.04,0.2212322885358523,0.074901864,0.13323916
Ptdss2,-2.6296744,-1.7789196,0.008546668087248297,0.04312656741865948,0.02666666666666667,0.2067768713324746,0.034590002,0.11402404
Whamm,-2.6301532,-0.85799414,0.008534639430008428,0.04307395970779986,0.05333333333333334,0.23747674252182624,0.07493578,0.1319408
Vps16,-2.630439,-1.1153771,0.008527465360091566,0.04304583772790914,0.02666666666666667,0.20756404751681695,0.056353226,0.11831236
Gm17494,-2.630575,-1.667204,0.00852405956611027,0.04303673065414937,0.04,0.22091026191498497,0.038281973,0.116840295
Ccn3,-2.6306462,-0.6141411,0.00852226753152053,0.043035769323803166,0.05333333333333334,0.24048232431658795,0.115969546,0.17244858
Gclm,-2.6314752,-1.2167871,0.008501504534485482,0.04293899000782423,0.05333333333333334,0.23872906826964363,0.06436427,0.14368504
Zfp280d,-2.6316469,-0.4066584,0.00849721439358727,0.0429253902529968,0.38666666666666666,0.7388721912122513,0.8052748,0.97085303
Pdp1,-2.6321328,-3.2948818,0.008485069505368292,0.04287209808372433,0.013333333333333334,0.19085444396736798,0.011638028,0.1087523
Pomt2,-2.633126,-1.0763521,0.008460292208010214,0.042762989396018525,0.02666666666666667,0.20785029340203234,0.055179697,0.11299607
Atp13a2,-2.6334977,-1.1856045,0.008451039646638282,0.042724258759204256,0.05333333333333334,0.2358308286818377,0.064621076,0.14136001
Rnpep,-2.6335335,-0.3156172,0.00845015045435767,0.042724258759204256,0.12,0.32059539144124805,0.16995806,0.20746796
Tgoln1,-2.6335907,-0.9425029,0.008448727920741018,0.042724258759204256,0.06666666666666667,0.25289823958780594,0.09516644,0.17553376
Dgat2,-2.6338336,-1.9942199,0.008442684541865529,0.04270612455570911,0.013333333333333334,0.19160583941605838,0.030669978,0.11696711
Gm43696,-2.6338336,-1.933906,0.008442684541865529,0.04270612455570911,0.013333333333333334,0.19167740088736224,0.026727073,0.098485045
Cnnm3,-2.6340337,-0.7855484,0.008437710544792454,0.04269703998843187,0.04,0.22359381708887935,0.07379154,0.12399338
Samm50,-2.6347342,-0.37648988,0.008420322187321706,0.04261707612984258,0.06666666666666667,0.25361385430084443,0.12012154,0.1533143
Peli2,-2.6349914,-0.75618684,0.008413942680850063,0.042592810820354404,0.06666666666666667,0.25701302418777733,0.12800464,0.20754254
Nup107,-2.6354272,-26.531454,0.008403142829329314,0.04254615561034081,0.0,0.17593387720051523,0.0,0.09257752
Grm3,-2.637121,-0.5123923,0.008361300322238103,0.042342280372886884,0.30666666666666664,0.5771790468012022,0.71927524,0.9170619
Zfp317,-2.6375997,-1.9113722,0.008349505268157375,0.04229051961458787,0.02666666666666667,0.2066337483898669,0.030834878,0.111360155
Asphd2,-2.6376426,-0.5492466,0.008348449721158243,0.04229051961458787,0.04,0.22473880062974094,0.09213488,0.13210584
Nek10,-2.6376498,-2.5719583,0.008348273808264504,0.04229051961458787,0.04,0.21686703878631744,0.025681047,0.14382443
4930549G23Rik,-2.6390219,-1.7131839,0.008314559906406156,0.0421452979975728,0.013333333333333334,0.19203520824388148,0.032429706,0.10262405
Tesc,-2.6391077,-2.996271,0.008312456837551895,0.04214258777830555,0.013333333333333334,0.19157005868040647,0.015627565,0.11838491
Pex5,-2.6391792,-26.517284,0.008310704643725847,0.04214165574201048,0.0,0.1761843423500787,0.0,0.09171293
Minpp1,-2.6416018,-0.30938572,0.008251500403709358,0.041849342364603706,0.09333333333333334,0.290539573493631,0.14596368,0.17793064
Unc45a,-2.6419377,-0.81769997,0.00824332200413041,0.04183155094447292,0.04,0.22359381708887935,0.0705329,0.12116412
Slc4a10,-2.6422522,-0.8243656,0.008235672204530612,0.04180062563954242,0.4266666666666667,0.7741162158293975,0.99877816,1.3954449
Cadm4,-2.643024,-0.6093427,0.00821692234947418,0.04171333903842268,0.05333333333333334,0.23958780592528983,0.107610255,0.15984164
Dus2,-2.6433885,-0.5249261,0.00820808153720641,0.041676332370509495,0.05333333333333334,0.24119793902962644,0.09703952,0.13682306
Psmd4,-2.6437314,-0.5433703,0.00819976854980349,0.04164199223837078,0.10666666666666667,0.30724917704308,0.1487872,0.2100994
Exosc1,-2.6437528,-1.0504471,0.008199249238351566,0.04164199223837078,0.04,0.22327179046801202,0.061166253,0.1227843
Map1lc3b,-2.64386,-1.4940584,0.008196653122571328,0.04164191140168115,0.02666666666666667,0.20799341634464005,0.054480042,0.14644961
Acsl5,-2.644239,-1.1977161,0.008187486070822154,0.04160320550737354,0.02666666666666667,0.20845856590811507,0.053259645,0.11820668
Sorcs3,-2.6445818,-0.5923757,0.008179191754286398,0.04156892045350397,0.30666666666666664,0.5841920709889795,0.68870014,0.91402954
Exosc7,-2.6447678,-1.2862957,0.008174702140117864,0.041553962638094404,0.02666666666666667,0.20813653928724773,0.048576683,0.11458117
Gpsm1,-2.645068,-3.2790847,0.008167454345504347,0.041524976019621906,0.013333333333333334,0.19167740088736224,0.011638028,0.10762946
Abhd5,-2.645075,-26.593796,0.00816728184908646,0.041524976019621906,0.0,0.1765779304422499,0.0,0.09647458
Cep44,-2.645075,-0.4283867,0.00816728184908646,0.041524976019621906,0.06666666666666667,0.25701302418777733,0.10865703,0.1436349
Pdlim5,-2.645468,-1.0140184,0.008157799566031966,0.04150730436267353,0.05333333333333334,0.24134106197223415,0.115937985,0.22174497
B3galt5,-2.6455967,-1.0059123,0.008154698414159403,0.04149938378569378,0.04,0.22427365106626593,0.07507257,0.14545472
D3Ertd751e,-2.6456966,-0.5153643,0.008152287136684254,0.04149497165423487,0.06666666666666667,0.2581937884642908,0.11397517,0.15918775
Tyw1,-2.6457539,-0.51685053,0.008150909550383164,0.04149497165423487,0.08,0.27586947187634175,0.11595305,0.16204302
Pten,-2.64659,-0.29849818,0.008130786143508019,0.041409064381360966,0.3333333333333333,0.7105696293115786,0.7439633,0.8578523
Nr4a1,-2.646726,-1.2748355,0.0081275224403554,0.041400289663004665,0.02666666666666667,0.20860168885072278,0.049583353,0.116005175
Adamts2,-2.6474404,-4.4947,0.00811036437521979,0.0413285588397792,0.013333333333333334,0.18953055674824673,0.006169185,0.13059916
Thap4,-2.6481693,-1.2920306,0.008092896559832459,0.041247369226611943,0.02666666666666667,0.20881637326463431,0.04737184,0.1122496
Kcnv1,-2.648341,-3.8339403,0.008088791383294441,0.041234267590423375,0.013333333333333334,0.1910333476456276,0.007873835,0.10681365
Mpp3,-2.648541,-4.154121,0.008084004366840971,0.04121768450417778,0.013333333333333334,0.19028195219693717,0.006169185,0.10451772
B3gat2,-2.6485767,-2.5143292,0.008083149809403478,0.04121768450417778,0.02666666666666667,0.20627594103334765,0.0235014,0.12739117
Plgrkt,-2.6507134,-0.8386527,0.008032194058046043,0.0409690687812637,0.06666666666666667,0.2559038213825676,0.090269394,0.1561031
Zmat3,-2.6508422,-0.4984447,0.008029135686018544,0.04096124470919276,0.09333333333333334,0.289609274366681,0.12649618,0.1743686
Anapc16,-2.6515996,-1.8803375,0.008011146413103897,0.04087723207749747,0.013333333333333334,0.19285816516387577,0.033079658,0.11673666
Fam184b,-2.6519213,-0.794822,0.00800352037635075,0.04084607645062576,0.05333333333333334,0.23722627737226276,0.08474055,0.14273317
Slc25a42,-2.6520429,-26.525442,0.00800064112124018,0.04083913885405085,0.0,0.1770430800057249,0.0,0.09220984
Srsf12,-2.65225,-1.201397,0.007995731591325002,0.04082183314818597,0.05333333333333334,0.23633175898096465,0.056578115,0.1256271
Ets2,-2.6526716,-2.8090281,0.007985751563824665,0.04077862875712063,0.013333333333333334,0.1926077000143123,0.017396523,0.115989
Sdc3,-2.6527717,-1.9336965,0.007983385059792165,0.04077429320597139,0.02666666666666667,0.2062401602976957,0.035920694,0.13078558
Sema5b,-2.6537578,-3.84976,0.007960091673875482,0.040678520973190226,0.013333333333333334,0.19117647058823528,0.011638028,0.15595421
Gpat4,-2.6561735,-0.2726965,0.00790329665460579,0.04040364937390745,0.06666666666666667,0.25951767568341205,0.13050959,0.15564819
Mok,-2.6568952,-0.73800564,0.007886395938537549,0.04033259590188503,0.05333333333333334,0.24237870330613998,0.082270995,0.13367371
Qtrt1,-2.6572812,-2.2481089,0.007877373199452834,0.04029412104879072,0.02666666666666667,0.20684843280377846,0.02356571,0.107311204
Pxn,-2.6574025,-26.631435,0.007874534621834689,0.04028727061856399,0.0,0.17740088736224416,0.0,0.09890249
Parp11,-2.657717,-1.1737957,0.007867191969254037,0.04025736968460407,0.04,0.2229497638471447,0.057481278,0.12529244
Heg1,-2.6584888,-2.307962,0.007849195090554326,0.04017292801584662,0.013333333333333334,0.19325175325604693,0.030669978,0.1434296
Psma5,-2.6593606,-0.45606157,0.00782890965186101,0.04008437544693318,0.05333333333333334,0.24223558036353227,0.11739188,0.1577477
Atp7a,-2.6609187,-0.83538216,0.007792778814806607,0.03991459526379213,0.04,0.22620581079146987,0.08653032,0.14951903
Gm57146,-2.6609614,-1.8554401,0.0077917865040851375,0.03991459526379213,0.02666666666666667,0.2070988979533419,0.032611314,0.11328696
Tmem241,-2.6617906,-1.4908146,0.0077726240697692395,0.039834142428895575,0.04,0.2248461428366967,0.05160611,0.13875763
Faim,-2.662248,-2.7473497,0.007762069777379991,0.03978764115188866,0.02666666666666667,0.20702733648203808,0.019228334,0.1225398
Afap1,-2.6626265,-2.0841317,0.007753339226553651,0.0397504722414609,0.05333333333333334,0.23404179189924146,0.04130861,0.16451775
Pfkfb4,-2.66377,-1.6756775,0.0077270362002242994,0.03962317990458529,0.02666666666666667,0.2092099613568055,0.03769844,0.11576686
Apaf1,-2.6639917,-0.43551338,0.007721949246103697,0.03960465284268111,0.06666666666666667,0.25694146271647345,0.12020694,0.15934382
Klhdc3,-2.6644204,-1.5328118,0.007712112053254567,0.03956930511188662,0.02666666666666667,0.20817232002289968,0.04369355,0.12153549
Kcnip1,-2.6648562,-2.3789835,0.0077021224217426985,0.03952559768377126,0.05333333333333334,0.23189494776012595,0.049571943,0.23456325
Plcb4,-2.6658711,-0.789988,0.007678912774555976,0.03941401838630737,0.13333333333333333,0.33122226992986975,0.19386165,0.31473318
Zfp788,-2.6661212,-0.48705164,0.007673201724856319,0.039392229718549734,0.05333333333333334,0.24316587949048232,0.09873935,0.13580075
Jmjd1c,-2.66635,-0.6808511,0.007667983525468014,0.03937296337269741,0.4266666666666667,0.7976957206240161,0.9359587,1.2482443
Podxl2,-2.6664214,-0.7705323,0.0076663534905629105,0.03937296337269741,0.08,0.270037211965078,0.11032229,0.18146473
Prdm11,-2.66645,-0.33809435,0.007665701563566192,0.03937296337269741,0.06666666666666667,0.2613067124660083,0.11915302,0.1483857
Mgat4b,-2.6668215,-2.215827,0.007657231033176988,0.03935284915929975,0.02666666666666667,0.20895949620724202,0.026982065,0.11960448
Sec11c,-2.6669788,-0.38899738,0.007653649873462849,0.039344475243915586,0.08,0.27669242879633604,0.16337352,0.20896554
Vwa5b2,-2.6673717,-1.2140589,0.0076447035411359165,0.03930600538659052,0.05333333333333334,0.24101903535136682,0.060939707,0.1360771
Mrps28,-2.6684082,-0.34313637,0.0076211626699811,0.0391999695525253,0.10666666666666667,0.3061041935022184,0.16422226,0.20408209
Trappc13,-2.6687582,-0.3090639,0.0076132221815506254,0.03916662454877758,0.08,0.27264920566766854,0.13334452,0.16273248
Gm15155,-2.669137,-0.90130466,0.007604641839927222,0.03912997438507171,0.05333333333333334,0.24280807213396308,0.11863156,0.21127579
Selenok,-2.6693084,-1.4370021,0.007600759254610969,0.03912414688511902,0.05333333333333334,0.2384070416487763,0.07516365,0.19173935
Fam8a1,-2.6700232,-1.3638829,0.007584600936766115,0.03904928667769793,0.04,0.22388006297409474,0.052258264,0.1293402
H2bc6,-2.670802,-26.703907,0.007567023454215912,0.03896625531138014,0.0,0.1782954057535423,0.0,0.103742234
Boc,-2.670802,-26.762907,0.007567023454215912,0.03896625531138014,0.0,0.1782954057535423,0.0,0.107847095
Sart3,-2.6708736,-1.0392404,0.007565412671604662,0.03896625531138014,0.02666666666666667,0.21031916416201518,0.057779845,0.1153298
Lactb2,-2.6717384,-0.5056079,0.007545946552143169,0.038880073606152823,0.06666666666666667,0.25805066552168315,0.109458335,0.15205503
Zfp597,-2.67241,-26.583673,0.007530855120417132,0.03880975778396784,0.0,0.17840274796049807,0.0,0.09583122
Patz1,-2.673089,-1.7418026,0.0075156306431797765,0.03873872921201623,0.02666666666666667,0.2096393301846286,0.0383651,0.122930914
Polr3a,-2.6731033,-0.46160042,0.007515310424708269,0.03873872921201623,0.04,0.22735079433233146,0.09374239,0.12692657
Dpf1,-2.6732605,-1.1097077,0.007511788828886445,0.03873378734065991,0.04,0.22516816945756404,0.061166253,0.12761766
Wdr36,-2.6734178,-0.90106803,0.0075082687128603795,0.03872306723887877,0.06666666666666667,0.25368541577214826,0.08071112,0.14580758
Zfp341,-2.6747112,-0.44842976,0.007479363858670022,0.038581398902373484,0.04,0.22752969801059109,0.092175014,0.12377104
2610021A01Rik,-2.6765265,-1.3850029,0.007438969523428265,0.038380397675598595,0.04,0.22606268784886216,0.04905294,0.12337368
Gm43445,-2.6769123,-3.187707,0.007430407014303819,0.03834358296031182,0.013333333333333334,0.1940389294403893,0.011638028,0.10134714
Snx21,-2.677234,-26.599672,0.007423278343797017,0.038314154648064896,0.0,0.1787247745813654,0.0,0.09684964
Prkg2,-2.6777484,-2.2675214,0.007411885229761511,0.03827005305989466,0.02666666666666667,0.2072062401602977,0.032734536,0.14861247
Ptprf,-2.6777556,-0.6531984,0.007411727102558929,0.03827005305989466,0.08,0.27529698010591097,0.112060435,0.17099573
Ube3a,-2.6780128,-0.61904013,0.007406036538166977,0.03825455628230424,0.38666666666666666,0.7590883068555889,0.8252185,1.0884112
