names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L6 CT CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Tmco1,5.9187393,-0.2626419,3.244185945773004e-09,1.2033583153357347e-08,0.39354187689202824,0.2402375649591685,0.15455191,0.18274443
Gnai2,5.911671,-0.4703888,3.386541369009835e-09,1.2537388617428254e-08,0.3521695257315843,0.20482553823311062,0.11758511,0.15945971
Ugt8a,5.9104276,-0.35662422,3.4122082151265447e-09,1.2628930405020698e-08,0.4046417759838547,0.2505939123979213,0.26339167,0.3263054
Hspd1,5.8969893,-0.27753136,3.701941861696016e-09,1.3657995032784836e-08,0.41977800201816345,0.25968819599109133,0.1679583,0.20022812
P2ry12,5.839154,-0.29555732,5.2466642158170865e-09,1.9230373411404327e-08,0.3794147325933401,0.2362657757980698,0.19463249,0.23405658
Scn1b,5.8268967,-0.29512534,5.646755099073177e-09,2.0648926172032697e-08,0.5539858728557013,0.35415738678544917,0.23484285,0.28125927
Mid1,5.8166313,-0.28090307,6.004537957691653e-09,2.1906576364314286e-08,0.32088799192734613,0.18355605048255383,0.11394983,0.13683616
Paqr8,5.803357,-0.3665172,6.500005937844136e-09,2.366921799022522e-08,0.44803229061553984,0.28066072754268745,0.17924584,0.22561759
Prdx1,5.79093,-0.34519973,6.999783463189035e-09,2.5437406228819232e-08,0.3501513622603431,0.20671863400148477,0.1321668,0.16508657
Stard13,5.778767,-0.32752287,7.525005090860873e-09,2.7320211699963745e-08,0.5317860746720484,0.33956941351150705,0.27762353,0.33757257
Dek,5.7653165,-0.3562749,8.15047250171557e-09,2.953117531298508e-08,0.4611503531786075,0.286822568671121,0.17346907,0.21711369
Fads2,5.7464747,-0.27650985,9.112329220011787e-09,3.2909715879262994e-08,0.29162462159434915,0.161358574610245,0.100843,0.1209057
St3gal4,5.717634,-0.43865833,1.0801739620659735e-08,3.883365582113019e-08,0.31786074672048437,0.17939866369710467,0.111300215,0.14804508
Pld1,5.670774,-0.6076111,1.4215372819118731e-08,5.079349303852664e-08,0.2684157416750757,0.1396807720861173,0.098842725,0.14695746
Meis1,5.6695666,-0.31257874,1.4315914666479434e-08,5.114594164184315e-08,0.2512613521695257,0.12780252412769116,0.097500935,0.11972663
Cct7,5.6541867,-0.2828413,1.5658596552091137e-08,5.58019216650781e-08,0.384460141271443,0.2374164810690423,0.14924276,0.17882833
Akr1a1,5.6519966,-0.27228576,1.5859491312018457e-08,5.6502854886493763e-08,0.4682139253279516,0.3004083147735709,0.18979765,0.2250769
D7Ertd443e,5.6311526,-0.4273103,1.7900906125679174e-08,6.356513117444158e-08,0.29969727547931385,0.16878247958426132,0.15689841,0.20574301
Ifitm10,5.60508,-0.36937326,2.0815854891456072e-08,7.364345239413096e-08,0.25832492431886983,0.13507795100222716,0.08652477,0.11042279
Lgi3,5.5897264,-0.28886196,2.2742781228105043e-08,8.03020409460161e-08,0.4056508577194753,0.25382331106161843,0.15567897,0.18713717
