names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L6 CT CTX Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Sncaip,5.5807304,-0.31627545,2.3951043046243695e-08,8.449055095871971e-08,0.36427850655903127,0.2202672605790646,0.14710581,0.18008666
Tprkb,5.574583,-0.27251425,2.4812352232790188e-08,8.748299494752295e-08,0.32088799192734613,0.18715664439495175,0.10618656,0.12691554
Ghitm,5.5687785,-0.31751388,2.5653153313602008e-08,9.038817591614032e-08,0.4127144298688194,0.2560133630289532,0.15990153,0.1956342
Pard3b,5.56168,-0.33479336,2.6718978977046736e-08,9.4044926003831e-08,0.49747729566094856,0.3214179658500371,0.28481883,0.34754685
Micall1,5.5555487,-0.30881232,2.7674130961445534e-08,9.733035326361801e-08,0.2875882946518668,0.16002227171492206,0.090725355,0.1112158
Psma4,5.554616,-0.25042996,2.7822292056910224e-08,9.783863205983219e-08,0.36528758829465185,0.22475872308834446,0.1340718,0.15757826
Stxbp3,5.528569,-0.34937924,3.228527753708646e-08,1.1316271946536826e-07,0.39959636730575177,0.2484038604305865,0.15332069,0.19153067
Map1lc3b,5.4978576,-0.34953114,3.8443334784592705e-08,1.3425687622329166e-07,0.34006054490413723,0.20308092056421678,0.117271446,0.14715628
Abca9,5.4933047,-0.40393057,3.9448177013488004e-08,1.376587683574575e-07,0.2199798183652876,0.10478841870824053,0.08590119,0.11215022
5830416I19Rik,5.4912605,-0.2672182,3.990748867128895e-08,1.3918928097060412e-07,0.29061553985872857,0.1652190051967335,0.12240189,0.14557435
Entpd1,5.4720078,-0.40262076,4.4496580000795506e-08,1.5487345914784651e-07,0.2542885973763875,0.13452115812917595,0.11007189,0.1430738
Arl8a,5.4671316,-0.30787724,4.573764054345252e-08,1.5904884190534094e-07,0.4046417759838547,0.25438010393466964,0.1516414,0.1845646
Abtb2,5.4667206,-0.34156755,4.58438168287645e-08,1.5939743247786003e-07,0.2704339051463169,0.14710467706013364,0.12729442,0.15872452
Prxl2a,5.457841,-0.25238937,4.819587822539054e-08,1.6725083919879166e-07,0.45408678102926336,0.29287305122494434,0.19027075,0.22285874
Stmn4,5.457107,-0.31635907,4.839548583514818e-08,1.6790015550554314e-07,0.5216952573158425,0.3410541945063103,0.2305618,0.27981505
Mdh2,5.4478526,-0.40704072,5.098161156456086e-08,1.7675818099867743e-07,0.4157416750756811,0.26039346696362287,0.15327488,0.19855544
Fis1,5.4429927,-0.3412851,5.239282809108816e-08,1.8151048102211692e-07,0.42684157416750756,0.27037861915367484,0.16037111,0.19915433
Rnf187,5.4300137,-0.28965673,5.6349800910596186e-08,1.9496769900434194e-07,0.43592330978809285,0.27765404602821087,0.16888197,0.20285
Tgfbr2,5.4062214,-0.3466027,6.436821944004621e-08,2.2211044771465798e-07,0.2260343087790111,0.11109873793615442,0.090576835,0.11382089
Myo10,5.397035,-0.37316307,6.775112460917847e-08,2.335736102448839e-07,0.30272452068617556,0.17498144023756496,0.10075081,0.12864943
Arhgef10,5.3568783,-0.3643009,8.467212281702168e-08,2.905299374400935e-07,0.3622603430877901,0.22342242019302153,0.13608955,0.17198695
Tspan9,5.3555303,-0.3295866,8.530579307312732e-08,2.9262947272755406e-07,0.4298688193743693,0.27100965107646624,0.16788685,0.20678625
Smim10l1,5.3512263,-0.34929332,8.736028455752629e-08,2.9944774155641426e-07,0.32593340060544906,0.1933184855233853,0.104100525,0.1308229
Rassf8,5.320733,-0.37133202,1.0335005328812627e-07,3.529955423734527e-07,0.3239152371342079,0.19075723830734967,0.10566747,0.13467854
BC031181,5.302228,-0.33590922,1.1439786584013261e-07,3.900851085183202e-07,0.42179616548940463,0.2702672605790646,0.16301309,0.20169146
Eif3c,5.2998652,-0.25329083,1.158882110186955e-07,3.9501664722470483e-07,0.5287588294651867,0.35311804008908687,0.2579922,0.3007099
Saraf,5.290685,-0.26199585,1.218591276652264e-07,4.147377783869073e-07,0.5035317860746721,0.329547141796585,0.21516825,0.25299567
Cdc14a,5.2810655,-0.26542574,1.2843481203216436e-07,4.368409366207919e-07,0.2391523713420787,0.12464736451373422,0.089510106,0.106656834
Ap2m1,5.2704873,-0.33384204,1.3606213711112142e-07,4.616148515373526e-07,0.42179616548940463,0.2702672605790646,0.16765118,0.20705263
Spcs2,5.2673984,-0.3603633,1.3837074564015875e-07,4.6926946047596435e-07,0.4036326942482341,0.2564587973273942,0.14710024,0.18518057
Tmed7,5.2656713,-0.27371407,1.3967793406284504e-07,4.7352335203995037e-07,0.33804238143289606,0.20449146250927988,0.11247145,0.13445218
Nnat,5.2652984,-0.36855018,1.3996188804696026e-07,4.74366288070361e-07,0.513622603430878,0.33619153674832963,0.27563483,0.3434041
Bcan,5.261022,-0.58823717,1.4325681474704567e-07,4.852887811715982e-07,0.32088799192734613,0.19116555308092056,0.12593135,0.18379024
Rbx1,5.2523594,-0.3171912,1.501631514476798e-07,5.081717732240751e-07,0.4611503531786075,0.2974016332590943,0.17712076,0.2162599
Ypel3,5.2485166,-0.3388385,1.533290538870529e-07,5.186243300535135e-07,0.5005045408678103,0.3260207869339272,0.21912304,0.26990545
Tcf7l2,5.2443805,-0.47075456,1.5680829989071754e-07,5.299923293161736e-07,0.28456104944500504,0.16143281365998516,0.14322501,0.19342947
Spacdr,5.22678,-0.2746981,1.7248738624447824e-07,5.821070168788157e-07,0.28456104944500504,0.1652190051967335,0.10690546,0.12794787
Pnpla7,5.2134037,-0.4125051,1.854066048647888e-07,6.244516761991571e-07,0.28456104944500504,0.16432813659985152,0.101379424,0.13279207
Gpr37,5.2031183,-0.39218625,1.9597184495036977e-07,6.592917833750389e-07,0.3077699293642785,0.18173719376391984,0.10994996,0.14195757
Ndufs2,5.201179,-0.27296314,1.9802833882294856e-07,6.660434928242117e-07,0.33703329969727547,0.20734966592427617,0.12822674,0.15298428
Laptm4a,5.1947503,-0.33287168,2.049945325748894e-07,6.889559837757696e-07,0.47628657921291623,0.31083890126206387,0.1988773,0.24461867
C030029H02Rik,5.192833,-0.369513,2.0711789477417192e-07,6.958311868694673e-07,0.19576185671039353,0.08834446919079436,0.076702476,0.098027036
Sec61g,5.189042,-0.33533385,2.1137847939513792e-07,7.095851497894161e-07,0.31281533804238143,0.1876391982182628,0.11572604,0.14392033
Il18,5.187185,-0.6091337,2.134967337363089e-07,7.163657886481794e-07,0.2946518668012109,0.16852264291017074,0.09879316,0.14702997
2810403D21Rik,5.1862864,-0.30659634,2.1452889656704033e-07,7.19469726754415e-07,0.2966700302724521,0.1730883444691908,0.098916516,0.12097238
Mertk,5.1685915,-0.5459788,2.3586452965755953e-07,7.885628856412374e-07,0.31987891019172554,0.19172234595397178,0.20902061,0.29222852
Arhgef26,5.165892,-0.29245526,2.392949459197513e-07,7.998327151217462e-07,0.38244197780020184,0.24175946547884186,0.181547,0.21817629
Sod1,5.1639266,-0.44038153,2.4182284552810707e-07,8.079805843496938e-07,0.4238143289606458,0.2691907943578322,0.1580058,0.20886263
Tagln3,5.153025,-0.33145145,2.5631751415520787e-07,8.548158874705767e-07,0.35721493440968716,0.22253155159613958,0.13283533,0.16445768
Ctsb,5.1486487,-0.29701206,2.6236977856189696e-07,8.742405691912415e-07,0.649848637739657,0.43793615441722344,0.33847275,0.40204734
Mog,5.1411715,-0.47865784,2.730309964040543e-07,9.085254332355343e-07,0.289606458123108,0.16885671863400148,0.15921915,0.21551573
Fa2h,5.140459,-0.43725657,2.7406775904582797e-07,9.117494967885847e-07,0.2785065590312815,0.15946547884187082,0.13977519,0.18492213
Rpl7l1,5.1294518,-0.27803385,2.905872127878768e-07,9.649132980240052e-07,0.2623612512613522,0.14558277654046028,0.07234394,0.087068066
Pou3f3,5.127109,-0.30351844,2.9422508677109673e-07,9.76631016867124e-07,0.3612512613521695,0.22435040831477357,0.13084397,0.159157
Pgk1,5.110381,-0.42185694,3.2150939897438124e-07,1.0649602503009891e-06,0.4177598385469223,0.2690423162583519,0.1627798,0.21254402
Ninj2,5.108484,-0.3318675,3.2475425693110406e-07,1.0754432935344796e-06,0.23107971745711403,0.12119524870081663,0.10634051,0.1320982
Otub1,5.103004,-0.25166437,3.3430372469707225e-07,1.1063851561288744e-06,0.30171543895055497,0.181365998515219,0.104989074,0.12380539
Aspa,5.0891647,-0.43416998,3.5964447374427915e-07,1.1887866907994563e-06,0.2704339051463169,0.1534149962880475,0.1443435,0.19045945
Gm12216,5.076536,-0.29736283,3.84377163571561e-07,1.2692902034125406e-06,0.36730575176589303,0.23229398663697104,0.14117965,0.17087255
Arl1,5.075257,-0.2680462,3.869731132617047e-07,1.2777055238808068e-06,0.34712411705348134,0.2158129175946548,0.11920456,0.14188942
Mobp,5.0748696,-0.43149233,3.8776173587056423e-07,1.279994820987968e-06,0.34510595358224017,0.21714922048997773,0.22528833,0.2932488
Dynll2,5.06938,-0.38416767,3.9911379670262557e-07,1.316012727622966e-06,0.47628657921291623,0.31365998515219007,0.20516813,0.26021907
Arpc4,5.0618987,-0.32689428,4.151019184477518e-07,1.367388567940553e-06,0.32795156407669024,0.20111358574610244,0.11100456,0.13737297
Tpi1,5.0408325,-0.3659356,4.6351154613431433e-07,1.5234929962848963e-06,0.45610494450050454,0.2989606533036377,0.19556315,0.24557555
Rrp1,5.039392,-0.39326775,4.6701266132480687e-07,1.534625193811613e-06,0.4298688193743693,0.27824795842613215,0.1720526,0.2203966
Coro1a,5.023033,-0.28203195,5.086170114747209e-07,1.6684823706904832e-06,0.27749747729566093,0.16165553080920564,0.08862459,0.10677007
Ik,5.0122886,-0.2774043,5.378643969557604e-07,1.7620600275787958e-06,0.33097880928355194,0.20623608017817371,0.12036671,0.14412536
Ccdc85b,5.007782,-0.2692318,5.506091648265608e-07,1.802054599133945e-06,0.34712411705348134,0.2183741648106904,0.1359563,0.16170242
Tgfb2,4.998441,-0.2544314,5.779567379626582e-07,1.8890278006394145e-06,0.3521695257315843,0.22149220489977728,0.14073402,0.16573782
Mzt1,4.9970613,-0.27674282,5.821063232596835e-07,1.9023591469213936e-06,0.33198789101917253,0.20590200445434298,0.10877801,0.13033894
Stmn1,4.9936314,-0.3142236,5.92544752799315e-07,1.9352956737228145e-06,0.6337033299697276,0.42835931700074237,0.34829798,0.41742253
Gatm,4.993118,-0.4885608,5.941229111069856e-07,1.9402142223437897e-06,0.3521695257315843,0.2212323682256867,0.16126789,0.21956341
Gsap,4.966347,-0.44777036,6.82257486509675e-07,2.2212842193765865e-06,0.2542885973763875,0.14242761692650335,0.09609488,0.12889507
Selenof,4.954441,-0.2989958,7.253845335986724e-07,2.3579823878292193e-06,0.4127144298688194,0.27197475872308835,0.1658337,0.20041971
Disc1,4.944565,-0.2633246,7.631410175317702e-07,2.4783175176551444e-06,0.3249243188698285,0.20233853006681515,0.11258873,0.13368665
Ankrd46,4.919186,-0.25394693,8.690470567657433e-07,2.8110382105808983e-06,0.34712411705348134,0.21900519673348182,0.12046999,0.14207855
Ttyh2,4.919082,-0.4951795,8.695101988557959e-07,2.8121977664004857e-06,0.2391523713420787,0.12999257609502599,0.083524235,0.11581089
Car2,4.900118,-0.6116115,9.57792086601738e-07,3.0913962002388827e-06,0.3693239152371342,0.2344097995545657,0.15854345,0.23310098
Sccpdh,4.894147,-0.37297738,9.873316000203922e-07,3.184825941482346e-06,0.29868819374369326,0.18043801039346696,0.100602664,0.12844722
Pdia6,4.890476,-0.37115142,1.0059230880687148e-06,3.2428498352017236e-06,0.4238143289606458,0.2755011135857461,0.15729453,0.19910958
Ctxn1,4.8842707,-0.2535126,1.0381249131255423e-06,3.3430508647750863e-06,0.5307769929364279,0.3576837416481069,0.24666178,0.28779718
Cct6a,4.8769217,-0.3702731,1.077543170687685e-06,3.466664870255998e-06,0.41372351160444,0.2682256867112101,0.1640987,0.20742802
Rragd,4.8762417,-0.2681834,1.0812621623626553e-06,3.478213133327493e-06,0.2785065590312815,0.16432813659985152,0.08598845,0.102681234
Eif3k,4.8729863,-0.28575134,1.0992390517594386e-06,3.533503208610613e-06,0.29061553985872857,0.17646622123236821,0.10862594,0.13092265
Wls,4.8723044,-0.30928817,1.1030412745043248e-06,3.5453013212836372e-06,0.5045408678102926,0.3370452858203415,0.25479472,0.30717677
Itgav,4.8695803,-0.3461375,1.118354412288071e-06,3.5928004612841304e-06,0.44702320887991925,0.29324424647364516,0.201777,0.25013486
Nenf,4.864195,-0.35964236,1.149235400229464e-06,3.6906842600891237e-06,0.3249243188698285,0.20278396436525611,0.12471487,0.15737064
Arhgef40,4.857185,-0.25927812,1.1906633892258401e-06,3.820074658925173e-06,0.1715438950554995,0.07331106161841129,0.046783168,0.05574144
Pnma8a,4.8552938,-0.2755475,1.2020850897214517e-06,3.855338548676941e-06,0.384460141271443,0.24844097995545658,0.14621636,0.17444263
Gm10863,4.853336,-0.29670617,1.2140174688709004e-06,3.891750106008243e-06,0.19677093844601412,0.09543429844097996,0.08287627,0.10087403
Chd7,4.8387604,-0.52435344,1.306515007477712e-06,4.1817818047559405e-06,0.48940464177598386,0.3187824795842613,0.24911658,0.34137413
Serpine2,4.829518,-0.55642146,1.3686403489781542e-06,4.373854207545552e-06,0.3985872855701312,0.2550853749072012,0.16869022,0.23919836
Htatsf1,4.8253922,-0.36107898,1.3972812125081664e-06,4.463791009403689e-06,0.31886982845610495,0.19844097995545656,0.10172308,0.12885743
Ndufb2,4.822953,-0.40322864,1.4144824712332612e-06,4.517668370621387e-06,0.39656912209889,0.2566443949517446,0.15562016,0.20104486
Mylip,4.812764,-0.27295712,1.4885707829396642e-06,4.749779947463339e-06,0.3763874873864783,0.24662212323682256,0.14066893,0.16763349
Lrpap1,4.8097615,-0.37250876,1.5111059723951168e-06,4.818252934408068e-06,0.4843592330978809,0.31978470675575354,0.19102895,0.2409886
Selenos,4.8090835,-0.47903827,1.516239278810423e-06,4.834047154916477e-06,0.3773965691220989,0.24283593170007423,0.13538465,0.18404578
