names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Sncg (for_DEGs),mean_expr_Rest (for_DEGs)
Hdac11,4.5952663,0.9234989,4.321966341110275e-06,7.339334920150076e-05,0.36531365313653136,0.22921996036750136,0.24327214,0.1355854
Tmem178,4.594829,0.5160566,4.331045964038655e-06,7.346919510967088e-05,0.6273062730627307,0.5043055305350387,0.6323889,0.48047125
Usp28,4.59332,0.7620772,4.362495384344162e-06,7.395599430746223e-05,0.4575645756457565,0.3377049180327869,0.3380107,0.21279377
Ptar1,4.5924673,0.54463565,4.380360920511987e-06,7.42120415726085e-05,0.4870848708487085,0.3473248063411998,0.3358612,0.24187857
Greb1l,4.5916753,0.7005512,4.397024454291274e-06,7.444741467347607e-05,0.5756457564575646,0.4514862186993335,0.6050053,0.4131072
Pik3c2a,4.5859447,0.419076,4.519378654418858e-06,7.642272148787584e-05,0.6863468634686347,0.537452711223203,0.59416234,0.47432747
Eml2,4.583455,0.5716054,4.5735516122182e-06,7.729014579893271e-05,0.5498154981549815,0.4398486759142497,0.45731688,0.3294105
Gfod2,4.5801315,0.8422955,4.64683437873934e-06,7.847922046305849e-05,0.4354243542435424,0.30812466222302287,0.32135612,0.191766
Sdha,4.5783625,0.3677735,4.686303858112709e-06,7.904644360796517e-05,0.6309963099630996,0.5108989371284454,0.5280736,0.4312133
Golgb1,4.5778193,0.44161797,4.698486716404806e-06,7.920221961718767e-05,0.6346863468634686,0.5215276526751936,0.5654979,0.4445794
Prepl,4.5730243,0.38365978,4.807340978938021e-06,8.098374170928226e-05,0.7084870848708487,0.558890290037831,0.6257441,0.51076883
Gmcl1,4.5729,0.5298469,4.810199172609396e-06,8.098374170928226e-05,0.6162361623616236,0.4860745811565484,0.5198948,0.38680503
Gatad2a,4.5727377,1.0656936,4.813925927801557e-06,8.099573555418148e-05,0.33579335793357934,0.193622770671951,0.2274359,0.11511714
Zfp280d,4.5684824,0.43887475,4.91268190675846e-06,8.260560878260314e-05,0.9188191881918819,0.7360835885426049,1.1676773,0.9683791
Dalrd3,4.5614204,0.7687018,5.080870611950674e-06,8.527357485516216e-05,0.4575645756457565,0.33439019996397046,0.35761058,0.22500852
Kif2a,4.5582104,0.42557928,5.1591384108420165e-06,8.647913231398938e-05,0.7453874538745388,0.5984507295982706,0.72599846,0.5845968
Tro,4.5579762,0.64109534,5.16488554333586e-06,8.652149286124348e-05,0.4833948339483395,0.3675013511079085,0.3695203,0.25204483
Adra1b,4.5555053,2.1666079,5.2259768962623164e-06,8.743586500782594e-05,0.22878228782287824,0.07461718609259593,0.19457929,0.046733864
Kifap3,4.5547285,0.3621149,5.245332957932651e-06,8.770510054738663e-05,0.8745387453874539,0.732156368221942,1.0994955,0.9392675
Rtl4,4.551699,0.5249947,5.321441354227972e-06,8.892234402245373e-05,0.8007380073800738,0.6254728877679697,1.1744787,0.9377618
Cux2,4.549662,0.60893196,5.3732159553218836e-06,8.97081280098502e-05,0.47232472324723246,0.3073680417942713,0.40583062,0.28382498
Acot7,4.5495863,0.47802687,5.375142765011493e-06,8.97081280098502e-05,0.5756457564575646,0.4586560980003603,0.47636774,0.3633293
Supt3,4.546078,0.42717648,5.465473596386607e-06,9.108519940335366e-05,0.7011070110701108,0.5662763466042154,0.6860937,0.55000407
Srek1,4.5459876,0.43444633,5.467823842114234e-06,9.108519940335366e-05,0.8892988929889298,0.7280129706359214,1.1518196,0.9560008
Ide,4.5410385,0.43839318,5.597786441560907e-06,9.313468834968519e-05,0.6162361623616236,0.4831922176184471,0.49504945,0.38711023
Atf2,4.5361795,0.39943603,5.728244756763521e-06,9.518734484492011e-05,0.8413284132841329,0.677067195099982,0.9269343,0.76895803
Sh3glb1,4.5294757,0.40247646,5.91301790744048e-06,9.813637502960203e-05,0.6346863468634686,0.502179787425689,0.54134,0.4340146
Vbp1,4.5208297,0.75377446,6.1597765959741495e-06,0.00010216864020606506,0.4132841328413284,0.28567825617005943,0.29138353,0.18283424
Paip2,4.5196676,0.37605652,6.193677810857462e-06,0.00010266756494616903,0.7675276752767528,0.6276706899657719,0.76107144,0.63066286
Ap1b1,4.5193357,0.5221321,6.20339661837162e-06,0.00010274038422776006,0.5424354243542435,0.4134750495406233,0.3987757,0.29357058
Appbp2,4.5192566,0.4010342,6.20571803504483e-06,0.00010274038422776006,0.6900369003690037,0.5487299585660241,0.5984859,0.482744
Sclt1,4.5142617,0.448884,6.3537680324162025e-06,0.00010506199817293746,0.7822878228782287,0.6210772833723653,0.84222794,0.6771037
Rabgap1,4.5122476,0.43132946,6.414431358614308e-06,0.00010599985892125858,0.8929889298892989,0.7335975499909926,1.160833,0.9654556
Tmem179,4.506668,1.0219249,6.58535484288955e-06,0.00010862399301930153,0.33579335793357934,0.19837867050981806,0.22795843,0.11874773
Dlx6,4.503737,3.192503,6.676887569550564e-06,0.00010999875474789924,0.18081180811808117,0.02327508557016754,0.10561697,0.012111511
Gpsm1,4.502571,1.2836162,6.713625806467587e-06,0.0001105362288111422,0.3247232472324723,0.18987569807241939,0.24089183,0.10605729
Skic3,4.499878,0.47659835,6.799257189426159e-06,0.00011187755093685297,0.6346863468634686,0.4906503332732841,0.5074905,0.38874197
Tfcp2,4.4981313,0.7574837,6.855343011306988e-06,0.0001126624261246598,0.4612546125461255,0.34941451990632316,0.36142102,0.22915095
Vps13d,4.497603,0.40914887,6.872388960882868e-06,0.00011287352773772779,0.8044280442804428,0.6500450369302828,0.86452675,0.7103107
Slc30a9,4.4920087,0.44126886,7.055461411084505e-06,0.00011580955902006147,0.6457564575645757,0.513565123401189,0.543525,0.42643794
Taf1b,4.4885607,0.5509275,7.170605744628522e-06,0.00011755593432469091,0.5756457564575646,0.4708701134930643,0.49063808,0.35929403
Cthrc1,4.4875383,2.0655925,7.20508989947837e-06,0.00011804924731645354,0.2177121771217712,0.06416861826697892,0.1471045,0.037158784
Slc45a1,4.484215,0.9547352,7.31829445731407e-06,0.00011975796106457312,0.3837638376383764,0.2573590344082147,0.2627191,0.14411694
Adamts18,4.482766,1.9937012,7.368167211990174e-06,0.00012050070175665001,0.25461254612546125,0.11111511439380292,0.24847938,0.068431415
Prkaa2,4.481872,0.5283393,7.399110074623237e-06,0.00012093314337294792,0.5904059040590406,0.4755539542424788,0.52344865,0.38995484
Pank1,4.4809403,0.58668107,7.431490762508536e-06,0.0001213885451602458,0.5166051660516605,0.3897676094397406,0.38527313,0.27229276
Wac,4.4787145,0.40787816,7.509386668599393e-06,0.00012258640327172886,0.8560885608856088,0.6922716627634661,0.9667766,0.80118144
Tmem117,4.477119,0.42565596,7.565713949755874e-06,0.00012343092521550718,0.6789667896678967,0.5165195460277427,0.6223499,0.49635983
Ap4s1,4.4758663,0.5596663,7.610206283122476e-06,0.0001240814580263962,0.5018450184501845,0.3854080345883625,0.38267085,0.27481952
Sp4,4.473724,0.5348382,7.686906419527064e-06,0.0001252560190980547,0.5608856088560885,0.44593766888848857,0.46912,0.34583268
Zbtb11,4.4729314,0.45820862,7.715450568301852e-06,0.00012563534074080116,0.6346863468634686,0.5370203566924878,0.6037808,0.47214893
Zdhhc20,4.4728184,0.35048738,7.71953656728927e-06,0.00012563534074080116,0.8302583025830258,0.6446766348405693,0.8177681,0.6893934
C1qtnf4,4.468846,0.28373644,7.86427305143874e-06,0.0001279134484819364,0.6051660516605166,0.445181048459737,0.44776282,0.3811502
St6gal1,4.466541,0.57262915,7.949441604405963e-06,0.00012922050569291483,0.4612546125461255,0.32120338677715726,0.39088273,0.2788391
Gm9801,4.459151,0.4665607,8.228496658970095e-06,0.00013343373882107812,0.6826568265682657,0.5520807061790668,0.6325603,0.4938424
Hdac5,4.454009,0.9250903,8.428150517193672e-06,0.00013658890494390468,0.35793357933579334,0.22334714465862007,0.23465475,0.13039953
Gm40841,4.451761,0.465219,8.516900753114528e-06,0.00013790452830471502,0.6346863468634686,0.4901819491983426,0.5591328,0.43350682
Zfp704,4.450482,0.42348415,8.567778944430165e-06,0.00013860097545866256,0.7195571955719557,0.6007205908845253,0.74258417,0.59949523
Hbegf,4.444261,2.2305188,8.81943698589906e-06,0.00014241482680955994,0.19557195571955718,0.0403530895334174,0.11233554,0.025017392
Zfp846,4.442579,0.79651815,8.888706444710771e-06,0.00014344717247410116,0.42066420664206644,0.3010628715546748,0.29568186,0.18071868
Ggt7,4.440425,0.5834569,8.978149088854575e-06,0.00014480364106694022,0.5018450184501845,0.38364258692127545,0.35976893,0.2538412
Kdm4c,4.4387083,0.397734,9.050036269108407e-06,0.00014587550962864,0.8302583025830258,0.6830480994415421,0.95037603,0.79044384
Pnn,4.437026,0.50907207,9.12103505863127e-06,0.00014693178178982149,0.5313653136531366,0.40821473608358855,0.38854995,0.28792602
Slmap,4.420246,0.37325126,9.858850275468489e-06,0.00015834268194969415,0.7601476014760148,0.6301567285173842,0.7814314,0.6494863
Coro1c,4.417802,0.73904425,9.970982938360936e-06,0.00016004797583856533,0.4280442804428044,0.31129526211493425,0.31223106,0.19849478
Prpf40b,4.416308,0.7805059,1.0040107024626924e-05,0.000160970815940987,0.4132841328413284,0.29237975139614486,0.2767859,0.17028457
Snrnp70,4.4163003,0.41822857,1.0040457295016531e-05,0.000160970815940987,0.9077490774907749,0.7487299585660241,1.1967299,1.0036207
Lemd3,4.408835,0.4626082,1.0392829340901804e-05,0.00016642152824197348,0.5867158671586716,0.46413258872275265,0.4548781,0.34922877
Pbx3,4.406066,1.0815464,1.0526500102157176e-05,0.00016846161866882866,0.44649446494464945,0.33597549990992615,0.635194,0.3501721
Rhobtb3,4.399551,0.7308027,1.0847514749903768e-05,0.00017328937058853404,0.4354243542435424,0.314249684741488,0.33013752,0.21163882
Bckdhb,4.3990793,0.43722913,1.0871108952308721e-05,0.000173563100147674,0.6789667896678967,0.5396144838767789,0.62027085,0.49147958
Rundc3b,4.395262,0.432689,1.1063940036851002e-05,0.0001765368579514171,0.6937269372693727,0.5620608899297423,0.6598963,0.526161
Bdp1,4.3951297,0.41750863,1.1070667172753486e-05,0.00017653936316432413,0.7158671586715867,0.5797513961448387,0.6719814,0.54078627
Setd3,4.3946204,0.40630934,1.1096651294941528e-05,0.0001768452445716681,0.6088560885608856,0.48337236533957845,0.48702028,0.38760674
Mgll,4.394496,0.5880821,1.1103011819590772e-05,0.0001768452445716681,0.5719557195571956,0.47303188614664027,0.587342,0.42634425
Wwp1,4.3927646,0.45700464,1.1191842629479765e-05,0.00017804902987218548,0.5830258302583026,0.47695910646730316,0.51386845,0.39835045
Nfatc3,4.391787,0.5105049,1.1242266221976847e-05,0.00017874538070089814,0.5424354243542435,0.421437578814628,0.43266737,0.32210132
Idh3b,4.3901615,0.56553954,1.1326656826918977e-05,0.0001799398157094714,0.4612546125461255,0.33921815889029006,0.3395037,0.2414969
Elovl5,4.3900824,0.91039693,1.1330784078169914e-05,0.0001799398157094714,0.36531365313653136,0.2375427850837687,0.2647523,0.14951022
Snx14,4.3891277,0.43065223,1.1380620602161782e-05,0.0001806244982753025,0.6199261992619927,0.506107007746352,0.5295615,0.41739658
Inpp5a,4.3888865,0.6477185,1.139326059153217e-05,0.00018071836605340578,0.4907749077490775,0.3661682579715367,0.368384,0.2502078
Pex5,4.387468,1.2300423,1.1467791603262314e-05,0.00018168606154460987,0.30996309963099633,0.1743829940551252,0.20042253,0.090393744
Clock,4.3835974,0.3658114,1.1673541193325016e-05,0.00018483680133449802,0.7785977859778598,0.6281030444964871,0.7755074,0.6467233
Tia1,4.377475,0.43899548,1.2006222637187467e-05,0.00018976894250660427,0.9077490774907749,0.7234011889749594,1.1524563,0.9546317
Rpgrip1l,4.376871,0.59379566,1.2039504946365592e-05,0.00019018312634264752,0.5166051660516605,0.3983426409655918,0.39442328,0.2779236
Psip1,4.37448,0.3426923,1.2172253862918727e-05,0.00019216713354678388,0.7158671586715867,0.5909565843992074,0.6841217,0.57346135
Tra2a,4.3739853,0.41625166,1.2199856643850063e-05,0.0001924200927242599,0.8892988929889298,0.7334894613583138,1.1611534,0.9722256
Arhgap18,4.373936,0.83591294,1.2202599106890169e-05,0.0001924200927242599,0.3985239852398524,0.26578994775716086,0.33268112,0.19977207
Mdh1,4.3728538,0.2558376,1.2263294333971388e-05,0.0001932637646649919,0.5977859778597786,0.47533777697712126,0.50905865,0.44203532
Capn6,4.371937,2.50102,1.2314909500565925e-05,0.00019394028215244,0.1992619926199262,0.04900018014772113,0.12114948,0.022496665
E430024I08Rik,4.371835,1.0214063,1.232065729937533e-05,0.00019394028215244,0.33210332103321033,0.1949918933525491,0.2140316,0.111159965
Clcn6,4.3715105,0.7988218,1.2338982171505453e-05,0.00019411501811964377,0.4095940959409594,0.28765988110250407,0.29230997,0.17828108
Tasp1,4.371277,0.4312611,1.2352209257088267e-05,0.00019420939891045158,0.8154981549815498,0.6286074581156549,0.828303,0.6710337
Nlgn2,4.363283,0.5471623,1.2812498221272903e-05,0.0002013285539214052,0.5092250922509225,0.3926860025220681,0.37707546,0.27265656
Plpbp,4.3630304,0.8589565,1.2827315563262554e-05,0.0002014435822237667,0.3874538745387454,0.26712304089353267,0.26591277,0.15525298
Dcaf5,4.3624797,0.46852943,1.285966075230734e-05,0.00020183357734491718,0.6826568265682657,0.5555755719690146,0.63846624,0.49821973
Npy1r,4.3601217,1.25326,1.2999006436411915e-05,0.00020378255714491726,0.33210332103321033,0.205836786164655,0.26771486,0.12113338
Mxra7,4.3534484,2.0712748,1.3401262362994583e-05,0.000209843776045259,0.1992619926199262,0.04763105746712304,0.12623875,0.031514928
Cox6a1,4.3527203,0.2894462,1.344586051542762e-05,0.00021041949449594652,0.5129151291512916,0.37420284633399387,0.40992576,0.3468427
Rhoq,4.350906,0.5914664,1.3557626228505718e-05,0.00021204506214199568,0.4059040590405904,0.26687083408394885,0.28122073,0.19517513
Gm39185,4.349408,2.6372707,1.3650540628707312e-05,0.0002133740702113819,0.2029520295202952,0.05580976400648532,0.17147861,0.0296232
D3Ertd751e,4.3470054,0.8612981,1.3800895300201221e-05,0.00021559887018395745,0.3800738007380074,0.2564582958025581,0.2706885,0.1579596
1110019D14Rik,4.3451605,0.953695,1.3917387085642355e-05,0.00021729238291180134,0.36162361623616235,0.22824716267339218,0.27560592,0.15172458
Hsd17b12,4.343003,0.5140764,1.4054841703373873e-05,0.00021931103168969568,0.4833948339483395,0.3637182489641506,0.35856166,0.2638959
Ulk2,4.3428745,0.369929,1.4063052719428707e-05,0.00021931179719735888,0.8302583025830258,0.6752296883444424,0.9110445,0.76575315
Igdcc4,4.3423085,0.9241766,1.4099332438093226e-05,0.0002196226449922116,0.34317343173431736,0.20504413619167716,0.22632474,0.12561402
Cox5a,4.342003,0.37775773,1.411896058464493e-05,0.0002198009680819289,0.47232472324723246,0.3353269681138534,0.37244135,0.29811373
Nipal3,4.341867,0.8010511,1.4127692568041516e-05,0.00021980955373669689,0.3726937269372694,0.23981264637002342,0.24661116,0.1488663
Sgpl1,4.332708,0.7628933,1.4728652180673553e-05,0.00022863020456077317,0.4132841328413284,0.2935687263556116,0.2949898,0.18415394
Snx8,4.3302293,1.7201236,1.4895411616842765e-05,0.00023108528299339785,0.2140221402214022,0.06319582057286975,0.12433517,0.03939854
Rybp,4.3285847,0.48136306,1.5007069059789494e-05,0.00023268317693972513,0.5645756457564576,0.4551972617546388,0.4799899,0.36553296
Ttc3,4.3251214,0.36268267,1.5244779025731307e-05,0.0002360963760353892,0.992619926199262,0.894037110430553,2.1126244,1.8952031
Fbxl12,4.321032,0.91399765,1.553009645540077e-05,0.00024021080637364102,0.3874538745387454,0.2667267159070438,0.27167872,0.153296
Cd99l2,4.3209305,0.63276345,1.5537267639649725e-05,0.00024021080637364102,0.46863468634686345,0.352513060709782,0.34397966,0.2348987
Dgke,4.31852,0.47763786,1.570791000295415e-05,0.0002427093397236216,0.5350553505535055,0.41549270401729416,0.39128792,0.29558444
Pex13,4.317622,0.6961323,1.5771922399373775e-05,0.0002434184691965384,0.43911439114391143,0.3199063231850117,0.31171644,0.20356147
Usp33,4.315634,0.3687374,1.5914550225660668e-05,0.00024547873970350297,0.7084870848708487,0.5733021077283372,0.6423467,0.5292968
Kcnk13,4.3143063,0.87162095,1.601049982964255e-05,0.00024681705704101853,0.30996309963099633,0.16252927400468384,0.2518658,0.14543267
Zfp612,4.3113523,0.6891833,1.6225914541146678e-05,0.00024993646882927236,0.4317343173431734,0.3121960007205909,0.29238665,0.19114426
Phlpp2,4.311277,0.57905585,1.623145285102643e-05,0.00024993646882927236,0.5461254612546126,0.4421545667447307,0.4552844,0.32641572
Fxr1,4.310873,0.3642352,1.6261113427968602e-05,0.0002502497811051067,0.7785977859778598,0.6171140335074762,0.7310962,0.6081224
Sox11,4.308478,0.7744843,1.6438202290752147e-05,0.0002526856381879349,0.43911439114391143,0.32167177085209875,0.35906535,0.225174
Slc17a8,4.307776,5.0500474,1.6490421066305242e-05,0.0002533434042605042,0.16236162361623616,0.011853720050441363,0.23262647,0.007874545
Usp45,4.3046865,0.4052843,1.672223868870689e-05,0.0002567580306088881,0.6752767527675276,0.5396865429652314,0.58746743,0.4722738
Pcbp2,4.3042073,0.36176983,1.6758462958988844e-05,0.00025716727567563123,0.6826568265682657,0.5458836245721491,0.58226025,0.47924188
Sec24a,4.302989,0.50611573,1.6850929670349922e-05,0.00025843863027528676,0.5793357933579336,0.4818591244820753,0.505166,0.38034314
Hacd2,4.3012724,0.48383513,1.6982009844279757e-05,0.00026030040189149863,0.5645756457564576,0.4472707620248604,0.4594385,0.34855554
Pik3r3,4.2986054,0.45820364,1.7187618014732333e-05,0.0002633017651401698,0.6125461254612546,0.4914069537020357,0.5747936,0.4481421
Zfp329,4.298315,0.5717184,1.7210153686594863e-05,0.00026349676897937546,0.4833948339483395,0.3656998738965952,0.33485684,0.23713005
Zfp961,4.294497,0.6107323,1.750896599979296e-05,0.00026761428692516316,0.4833948339483395,0.3612322104125383,0.34178475,0.2365169
Micu2,4.293328,0.4230785,1.760148413719956e-05,0.0002687226583900865,0.6420664206642066,0.5080526031345703,0.5371702,0.4255329
Zkscan2,4.290506,0.71810013,1.7826643199775123e-05,0.0002718512501577512,0.44649446494464945,0.3359034408214736,0.32274392,0.20827775
Snx6,4.2874804,0.4764476,1.8071104540329058e-05,0.0002750063798765083,0.5202952029520295,0.40832282471626735,0.39937732,0.30219886
Gmps,4.287439,0.5057173,1.807447960036895e-05,0.0002750063798765083,0.5018450184501845,0.38457935507115837,0.36947313,0.27368978
Pgbd5,4.2849684,0.42572087,1.8276535147145536e-05,0.00027792331601799694,0.6568265682656826,0.5308953341740227,0.61673677,0.49160206
Atp6v1b2,4.283565,0.325727,1.8392246563397845e-05,0.0002795246974878394,0.6826568265682657,0.5556116015132408,0.6079492,0.5113669
Reep5,4.271595,0.35666037,1.940797851082528e-05,0.0002937985254004931,0.5645756457564576,0.44597369843271484,0.47165522,0.38570142
Zdhhc17,4.2681546,0.36241335,1.970967054972423e-05,0.0002981975493643525,0.7195571955719557,0.5885786344802738,0.6590934,0.5456782
Nsd3,4.266574,0.40850574,1.984976929136388e-05,0.0003001481715582147,0.9040590405904059,0.7374887407674293,1.1692888,0.98295164
Phc3,4.2632957,0.40973723,2.014336094220995e-05,0.0003044162590085385,0.7158671586715867,0.5860565663844353,0.674894,0.54553324
Lrrc4b,4.260512,0.40408775,2.0395936725195546e-05,0.00030788697741910355,0.5645756457564576,0.4449288416501531,0.4312109,0.34175876
Ric8b,4.249183,0.4868632,2.145513622202157e-05,0.0003230110028612328,0.5904059040590406,0.4816429472167177,0.4969934,0.37801114
Srrm2,4.249108,0.35120028,2.1462362956242442e-05,0.0003230110028612328,0.922509225092251,0.7787065393622771,1.2847524,1.1148182
Srpk2,4.2490287,0.43569466,2.146995352103319e-05,0.0003230110028612328,0.9298892988929889,0.7615204467663484,1.3033117,1.0927668
Chd8,4.247444,0.35549185,2.162230255082566e-05,0.0003251210238056438,0.7785977859778598,0.620212574310935,0.7432285,0.6215878
Stx16,4.2472177,0.42270574,2.1644150522260666e-05,0.000325267519313839,0.6125461254612546,0.491046658259773,0.49535182,0.39086342
Trappc8,4.246007,0.38003498,2.176139457584175e-05,0.00032684665860976405,0.7121771217712177,0.5751035849396505,0.6398065,0.5238952
Srrm3,4.2451167,0.47665906,2.1847978042635215e-05,0.0003279637821260381,0.7158671586715867,0.5972257250945776,0.7875052,0.6210411
Lmtk3,4.2439847,0.47602946,2.1958515191904832e-05,0.0003294390302660429,0.5313653136531366,0.4101243019275806,0.3769493,0.28454635
Atp6ap1,4.2408237,0.3615851,2.2270109499091494e-05,0.000333741127853089,0.5424354243542435,0.4170059448747973,0.41811904,0.33934075
Dlx5,4.2356405,3.7033896,2.2790130433910838e-05,0.0003413438153618641,0.16236162361623616,0.013799315438659702,0.10067259,0.008097748
Atat1,4.2282615,0.9366598,2.355039355313371e-05,0.00035233801490685006,0.35424354243542433,0.22857142857142856,0.25259233,0.13987319
Nufip2,4.227488,0.36171883,2.3631456112978053e-05,0.0003533540488345689,0.7195571955719557,0.5792830120698973,0.6490995,0.5371753
Htt,4.227345,0.38784257,2.3646511482386153e-05,0.0003533825158685851,0.7601476014760148,0.6228427310394523,0.76283985,0.6283955
Syngr3,4.2261715,0.70112497,2.3770071254404677e-05,0.0003550315812150382,0.3837638376383764,0.2575031525851198,0.25920895,0.16721523
Mpdz,4.2212524,0.5887779,2.429486788178292e-05,0.0003626683888797262,0.6346863468634686,0.5615204467663484,0.7434909,0.5501823
Fam114a2,4.21894,0.72330093,2.454536226543264e-05,0.00036620426655867576,0.4095940959409594,0.2874797333813727,0.2871992,0.18358208
Snap47,4.2169933,0.3923121,2.475812161906911e-05,0.00036897495989408994,0.5313653136531366,0.41668167897676095,0.39798665,0.31658858
Mbtd1,4.2169895,0.37129232,2.475853564157217e-05,0.00036897495989408994,0.8118081180811808,0.6763466042154567,0.9202502,0.77348673
Lrrfip2,4.2157483,0.43243018,2.4895107174484197e-05,0.00037070452664792803,0.6125461254612546,0.48412898576833,0.50309855,0.3950787
3010001F23Rik,4.2156844,1.0956805,2.4902183498307037e-05,0.00037070452664792803,0.33579335793357934,0.2105566564582958,0.23070861,0.11459623
Cygb,4.2109275,1.3674183,2.5432448377669516e-05,0.000378362442356151,0.25092250922509224,0.10970996216897856,0.16078673,0.06542068
Araf,4.210818,0.4412141,2.544476863928414e-05,0.000378362442356151,0.6199261992619927,0.508412898576833,0.57376564,0.45155635
Fyttd1,4.2094865,0.39294863,2.5595191806393733e-05,0.000380388718936836,0.6383763837638377,0.5107908484957665,0.5216224,0.41969186
Pitpna,4.2056875,0.3482018,2.6028964560987823e-05,0.00038640788826173637,0.7084870848708487,0.5801477211313277,0.6551588,0.5463838
G3bp2,4.2051897,0.25921616,2.608634016122097e-05,0.0003870458090182261,0.6752767527675276,0.5334534318140876,0.5453264,0.47369182
Thap2,4.2010927,0.59757,2.6562971861516195e-05,0.000393465851112977,0.4612546125461255,0.3400108088632679,0.32106584,0.22330482
Adar,4.1996818,0.38521177,2.6729024380335286e-05,0.00039570737471052847,0.6568265682656826,0.5308232750855701,0.5590803,0.4533235
Krit1,4.1985803,0.38142192,2.68593553779531e-05,0.0003974178849149779,0.7749077490774908,0.6463339938749775,0.84272534,0.7008198
Vta1,4.1909866,0.5565451,2.7774416674435456e-05,0.0004102795910071911,0.4833948339483395,0.37056386236714106,0.35180232,0.25206277
Mir100hg,4.1891494,0.5008342,2.8000206717793168e-05,0.0004133876673115948,0.9188191881918819,0.7268600252206809,1.5070403,1.247859
Lamb1,4.188327,1.1090536,2.8101843507332166e-05,0.0004146603706985257,0.35424354243542433,0.24168618266978922,0.2938617,0.14700902
Srr,4.185841,0.44769424,2.8411222009904065e-05,0.0004185498335877599,0.5756457564575646,0.4647811205188254,0.4588965,0.35555303
Stambpl1,4.1855807,0.6503927,2.8443801819927432e-05,0.0004187862766583288,0.43911439114391143,0.32167177085209875,0.32664728,0.22003633
Gns,4.185173,0.48939678,2.8494867616741542e-05,0.0004193083750612515,0.5018450184501845,0.3897315798955143,0.37272286,0.27895203
Setd5,4.182966,0.37578738,2.8772992097740292e-05,0.0004231692926471164,0.9188191881918819,0.7726175463880381,1.282064,1.1009172
Marchf4,4.176142,0.7275481,2.9649458381877655e-05,0.00043534477962899054,0.45018450184501846,0.34483876778958744,0.35536677,0.22928366
Stag2,4.173241,0.32254463,3.0029676571312345e-05,0.0004406867337362986,0.7343173431734318,0.5947757160871915,0.6781919,0.5743174
Csdc2,4.172487,1.0528768,3.0129319672546828e-05,0.0004419076526208151,0.2952029520295203,0.15939470365699873,0.18692411,0.094463944
Gon4l,4.1703815,0.425666,3.040898793569744e-05,0.0004457662334054502,0.6309963099630996,0.5190776436678076,0.5439406,0.4305532
Vps37a,4.168545,0.4437107,3.065508569046785e-05,0.0004491287636329722,0.5719557195571956,0.4599531615925059,0.45050845,0.34955236
Cfap36,4.1642513,0.37855428,3.123755563312041e-05,0.0004571640086394039,0.6236162361623616,0.5000900738605657,0.50736463,0.41103378
Rad17,4.164063,0.6139364,3.126338711560585e-05,0.00045729298410251995,0.47232472324723246,0.3619528012970636,0.3506214,0.2424759
Rps13,4.16129,0.32124195,3.164545997571708e-05,0.00046262976580387267,0.4981549815498155,0.369338857863448,0.4026227,0.33417177
Ube2o,4.157627,0.5241741,3.215701792738177e-05,0.0004694127931483424,0.5166051660516605,0.41606917672491445,0.39961943,0.29386216
Afg3l2,4.157469,0.48729277,3.217932136134152e-05,0.0004694127931483424,0.5276752767527675,0.41405152224824354,0.3921908,0.29458624
Sez6,4.1572123,0.6937652,3.221546284595574e-05,0.00046968501718438994,0.4870848708487085,0.3987029364078544,0.45614997,0.30552167
Ubr4,4.1569295,0.48218694,3.225536950044131e-05,0.00047001181045382747,0.5461254612546126,0.44478472347324804,0.43600634,0.3302014
Nt5c3,4.155315,0.71858966,3.248400373208863e-05,0.0004730868185806078,0.4022140221402214,0.28517384255089173,0.27755234,0.1776422
Mapt,4.1543264,0.3989676,3.262472089422022e-05,0.00047487879221435393,0.9704797047970479,0.803927220320663,1.5490775,1.3380175
Chuk,4.14353,0.53243625,3.420006075002258e-05,0.0004970014236631188,0.5793357933579336,0.4697171680778238,0.47867852,0.35379997
Tbc1d24,4.141549,0.52490014,3.449677149212806e-05,0.0005010422972937734,0.5202952029520295,0.41585299945955684,0.40411305,0.29720825
Cuedc1,4.1398706,0.5752501,3.4750181958022134e-05,0.0005044502372836601,0.43911439114391143,0.31057467123040894,0.31253895,0.22013594
Hcn3,4.135404,2.0637197,3.5433062329710604e-05,0.0005140855209499589,0.21033210332103322,0.07076202486038552,0.13125661,0.03299953
Dhx36,4.1323333,0.34973747,3.590991389269937e-05,0.0005207228204516093,0.6273062730627307,0.5108268780399928,0.51591045,0.42514935
Anapc1,4.1296587,0.38779563,3.633021443389662e-05,0.0005259659815941822,0.6125461254612546,0.5027562601333093,0.5013108,0.40377465
Dtd1,4.128972,0.42339665,3.643885641109631e-05,0.000527254750547204,0.6568265682656826,0.5343541704197442,0.6064942,0.48358506
Ankrd10,4.1273875,0.4282732,3.669074714664026e-05,0.0005306137652476985,0.6346863468634686,0.5255269320843091,0.55427223,0.4385345
Tent4b,4.123046,0.43072575,3.738954835193569e-05,0.000540138260331458,0.6051660516605166,0.4930643127364439,0.5132695,0.40387547
Castor2,4.120307,0.60455465,3.783679979108412e-05,0.0005463056477089899,0.47601476014760147,0.37517564402810305,0.36573735,0.2549633
Rab12,4.119809,0.46747443,3.791866196691605e-05,0.0005471935805859476,0.5571955719557196,0.4443523689425329,0.4305404,0.32870007
Eif2ak4,4.1114345,0.4823273,3.9320882190068124e-05,0.0005668197985231387,0.5571955719557196,0.45357593226445686,0.45720655,0.34707987
