names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CTX-MGE GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Epb41l2,3.3714848,-0.26214948,0.0007476420462763673,0.004077357780281305,0.4032951289398281,0.33353363127652386,0.33942065,0.39518788
Taldo1,-2.53775,-0.6743215,0.01115676764015551,0.04990550133027777,0.17908309455587393,0.2187629098283697,0.10583327,0.16394962
Wdr90,-2.5384643,-0.56689656,0.011134013834306284,0.04982860621715687,0.0673352435530086,0.1086491155593946,0.03284052,0.048271324
Capzb,-2.5428257,-0.3453965,0.010996004649908249,0.04926330438055598,0.417621776504298,0.44101851504112366,0.27949283,0.3433655
Gm44618,-2.5450115,-1.7828224,0.010927412414021584,0.048985580841634964,0.014326647564469915,0.05471889435535359,0.0074879713,0.025533952
Gsg1l,-2.546444,-0.3609553,0.010882671802651026,0.04880130028992541,0.22063037249283668,0.2584219025800879,0.14584118,0.1836934
Ankrd27,-2.5484905,-0.2809889,0.010819024033412752,0.04856971165242112,0.3116045845272206,0.35069666128365945,0.18869935,0.22500956
Gm26542,-2.5498939,-0.90626734,0.010775569806994035,0.04840989144188759,0.08882521489971347,0.1293048409509145,0.048077926,0.088293195
Gm34821,-2.5618987,-1.1121628,0.01041016532113604,0.04693307754679957,0.032234957020057305,0.07308371202163218,0.014865345,0.031861342
E2f5,-2.562968,-0.5130919,0.010378163872533442,0.04681236583095075,0.10673352435530085,0.14842077590415742,0.055620804,0.078465305
Pou3f2,-2.5645547,-1.5588235,0.010330831021513593,0.04662234288681059,0.032234957020057305,0.07274570924249822,0.016306287,0.047297902
Tbc1d22a,-2.56876,-0.32265985,0.010206314325969397,0.046099120177979104,0.35673352435530087,0.39351034664062795,0.22919023,0.27925143
Adam18,-2.5731502,-1.7470192,0.010077747704130575,0.045587387341748914,0.022206303724928367,0.06294362864761333,0.011213525,0.037152864
Dock5,-2.5744298,-1.6485243,0.01004054844424512,0.04544206445963725,0.054441260744985676,0.09370188154880385,0.030562604,0.092849776
Lonrf3,-2.5750678,-1.0830309,0.010022043886355364,0.04536595674298662,0.058022922636103154,0.09839636459233109,0.029540617,0.06157924
Zfp277,-2.5754411,-0.25814694,0.010011230842271417,0.04532464578463909,0.3954154727793696,0.4339955684080069,0.27683952,0.3231352
Mirt1,-2.5756092,-2.0196512,0.0100063683633788,0.04531026591236743,0.0164756446991404,0.057272693131032414,0.006890838,0.02765201
Gm31356,-2.5760283,-0.8649377,0.00999424589400459,0.045263001377364456,0.06303724928366762,0.10399218838021557,0.029655019,0.05336856
Aldh1a1,-2.5778441,-1.9368304,0.009941882491260563,0.045041035666864154,0.02865329512893983,0.06921545799376573,0.016501542,0.06175577
Gm32960,-2.5798519,-0.98899406,0.009884273719457926,0.04478759440840379,0.03581661891117478,0.07713974537123972,0.0189738,0.037313823
Cyp11a1,-2.5837464,-1.4485071,0.009773361196135474,0.04430744311458751,0.024355300859598854,0.06545987155894394,0.011513949,0.031116895
Emx1,-2.5872762,-1.7759712,0.009673798754456647,0.04387088144004221,0.019340974212034383,0.06035227400758628,0.008261687,0.028014751
Trim59,-2.5875597,-1.381849,0.009665844385782997,0.043849609766332794,0.0659025787965616,0.10556953468284072,0.036514997,0.09250409
Col6a1,-2.5906212,-1.1920375,0.009580289105953661,0.04349085458303343,0.03868194842406877,0.07980621173996319,0.022160918,0.049929824
Slc39a11,-2.590981,-0.3159819,0.009570279405258132,0.043452755596364655,0.31017191977077363,0.3492695384384272,0.19193697,0.23381013
Tmeff1,-2.5927238,-0.28357404,0.009521920904738631,0.04325511660360558,0.4777936962750716,0.5022721297930672,0.38328353,0.45015284
Gm15411,-2.5939388,-1.90349,0.009488335545309184,0.04311712770208993,0.01504297994269341,0.056221128929282306,0.006547318,0.02427786
Blnk,-2.596817,-1.3923701,0.009409202556697461,0.042785997422089994,0.03939828080229226,0.08033199384083825,0.027101746,0.06963569
Fam184b,-2.5991862,-0.33287394,0.009344509431635966,0.042535485080138644,0.19484240687679083,0.23893040898336276,0.11595613,0.14397378
Otub2,-2.6048746,-0.8050315,0.009190789443977847,0.04187833005929875,0.05945558739255014,0.10117549855409923,0.028329134,0.048984412
Ift122,-2.6104138,-0.3279842,0.009043278033994876,0.04123415590928938,0.19269340974212035,0.23701505990160363,0.10857544,0.13449962
Ksr1,-2.6128795,-0.29476625,0.008978294655610309,0.04095175308033424,0.5193409742120344,0.5043752581965674,0.39529476,0.46669993
Gm57395,-2.6147513,-0.29814833,0.00892924330499068,0.04075569349500587,0.24641833810888253,0.28925526720997485,0.13439468,0.16285475
mt-Co1,-2.6175175,-0.49369487,0.008857193985893927,0.04045432643225732,0.504297994269341,0.5147782326210237,0.47112775,0.6137579
Lrrc57,-2.6200275,-0.55205166,0.00879226905123944,0.04019194784055865,0.11891117478510028,0.16122732564689976,0.0595183,0.08609795
Pip4k2c,-2.6344912,-0.33890823,0.008426346163350498,0.038617759066898835,0.19126074498567336,0.23509971081984452,0.108987466,0.1359628
AU023762,-2.6352415,-1.5409539,0.008407746507238589,0.03854566603813357,0.022922636103151862,0.06463364254328313,0.01006728,0.029017296
Otof,-2.6378157,-0.91038495,0.008344189102645548,0.038280409968940735,0.042263610315186245,0.08423780373305291,0.026048867,0.048412375
Aagab,-2.639197,-0.31528315,0.008310262617505284,0.03814430415653689,0.33954154727793695,0.3807413527622338,0.20703794,0.25170365
Stox1,-2.639742,-0.44696876,0.008296917710556625,0.03809203668264615,0.07808022922636103,0.12156833289518158,0.043472193,0.05880376
Lrp12,-2.6444275,-0.38523534,0.008182924224945721,0.037598353954222216,0.37320916905444124,0.40338753896420926,0.23669481,0.2992099
Gm16105,-2.644536,-0.37665063,0.008180298558942785,0.037598353954222216,0.07951289398280802,0.12442257858564615,0.044035774,0.056805745
Gja1,-2.645035,-1.6392168,0.008168246590988353,0.03755017722837588,0.052292263610315186,0.09280054080444662,0.037029576,0.11110114
Pld1,-2.6558213,-1.2971095,0.007911550633859786,0.03644494523089532,0.10816618911174786,0.14579186539978217,0.06348921,0.14934634
Pkd1l3,-2.6591187,-0.5880497,0.007834534798340667,0.03612113075350269,0.0666189111747851,0.11003868254027867,0.03429236,0.05111396
Rassf2,-2.6616795,-1.4290246,0.007775185771424804,0.03585365396914098,0.08094555873925502,0.12062943628647613,0.041836902,0.108891696
Gm54109,-2.666204,-1.6800878,0.007671315743522929,0.03542331225785549,0.05873925501432665,0.09899725842190259,0.031793803,0.09850456
mt-Nd5,-2.6670744,-0.8140553,0.007651472030063758,0.03534382902661392,0.14828080229226362,0.187629098283697,0.096316725,0.16361594
Fzd3,-2.6690872,-0.29203743,0.007605771565147355,0.035144812030182195,0.4577363896848137,0.48740000751117285,0.3435853,0.40678686
Smim36,-2.6714292,-1.0200382,0.007552903765374825,0.034906522906023654,0.0329512893982808,0.07575017839035565,0.01681545,0.033811484
Smc4,-2.6739712,-1.1682663,0.00749588854606521,0.034666871812869565,0.0508595988538682,0.09317609944792879,0.02818326,0.062261373
Trp53i11,-2.6761096,-1.4389038,0.0074482309916489835,0.03446426153704291,0.03796561604584527,0.07991887933300786,0.019095074,0.050946873
Fam53b,-2.6783667,-0.9341337,0.007398220778011483,0.03425055001812001,0.07664756446991404,0.11905208998385097,0.037837103,0.071094036
Tle3,-2.6800737,-0.5963865,0.007360593803522757,0.03409708757388182,0.09598853868194843,0.1399707064258084,0.053368203,0.079624735
Antxr2,-2.6848135,-0.5098797,0.0072570268046136845,0.03365486887124089,0.083810888252149,0.12795282983437864,0.059020247,0.083026215
Gm30371,-2.689484,-0.750898,0.007156261091499999,0.03320475488319893,0.050143266475644696,0.09355165809141097,0.026271667,0.043822452
C1ql2,-2.692934,-1.8809352,0.007082630418056204,0.03288014501264171,0.03581661891117478,0.07755285987907011,0.016771978,0.06043114
Myrf,-2.6993012,-1.6360223,0.0069485253817885275,0.03230222785616916,0.04369627507163324,0.08592781762872273,0.02201968,0.0669087
Tcf7l1,-2.7007506,-1.7849932,0.006918321955538304,0.03217672663907031,0.0329512893982808,0.0752243962894806,0.020530254,0.06904271
Elf1,-2.7029736,-0.83315253,0.006872220345366731,0.03197516202251153,0.14541547277936961,0.1855259698801968,0.09543516,0.16415983
Sirpa,-2.7068837,-0.37438437,0.006791807002756284,0.03162839760209036,0.5064469914040115,0.5227776317271942,0.38875264,0.47990167
Gm43111,-2.7088792,-0.4861409,0.006751089516069581,0.031455137037764806,0.10028653295128939,0.14492808051977316,0.0470029,0.065233625
D7Ertd443e,-2.7093663,-1.079781,0.00674118587517249,0.03141444059415276,0.13753581661891118,0.17482254854095466,0.104225956,0.20879652
Ptch1,-2.7150736,-0.48316675,0.006626106477103283,0.030904664886398512,0.27507163323782235,0.314267472865888,0.17019753,0.23059358
Plxnb1,-2.720197,-1.8534806,0.006524306398996378,0.03045129632465393,0.027936962750716332,0.07079280429639088,0.0152664855,0.054101612
A330093E20Rik,-2.7224574,-0.49001583,0.006479840565857884,0.030249012509485983,0.10458452722063037,0.1493596725128629,0.0630556,0.087471135
Arpc1a,-2.7248688,-0.38188744,0.006432704384344604,0.03003941028977051,0.4054441260744986,0.4388027190445788,0.2704918,0.33985022
Stac,-2.7266116,-0.5250825,0.006398829917217315,0.029896810967767213,0.12177650429799428,0.16517069140346266,0.08372012,0.1183708
8030453O22Rik,-2.7339835,-0.9761426,0.006257316245013775,0.029281450279261604,0.03939828080229226,0.08307357193825816,0.020877311,0.040663473
Prtg,-2.735336,-0.43559808,0.00623166053116479,0.029176636778602178,0.20916905444126074,0.2511736207608818,0.13149019,0.17400235
Lhpp,-2.7400658,-0.65821433,0.0061426889293816345,0.028790171207480293,0.07521489971346705,0.11969053967777069,0.03917131,0.061136536
Fkbp1a,-2.7454522,-0.39227805,0.006042757345107964,0.028356425054671848,0.5128939828080229,0.5331430502873024,0.40266812,0.5012199
Pals1,-2.7488174,-0.4237052,0.00598106944221124,0.028081659254275033,0.36174785100286533,0.39414879633454764,0.24860443,0.32105526
Upf3a,-2.752965,-0.5990067,0.005905821520906149,0.027757464451066683,0.11461318051575932,0.15893641792165847,0.059238654,0.08841215
C130026L21Rik,-2.753347,-0.53871125,0.005898937105697475,0.027734810153996703,0.07020057306590258,0.11537161527772562,0.034652684,0.049952783
Mphosph10,-2.7541683,-0.5630264,0.005884152472246482,0.0276701394695945,0.10959885386819485,0.15506816389379202,0.06308022,0.09184477
Map4k4,-2.7551303,-0.307813,0.005866874945144565,0.027598552131658693,0.6511461318051576,0.6334923198257408,0.5823541,0.6821863
Kl,-2.7622173,-1.5774355,0.005741026824173147,0.027039682868629702,0.022922636103151862,0.06681188267547977,0.012465321,0.03675052
Ajm1,-2.7629793,-0.2833767,0.005727641725734543,0.026990833597068952,0.20916905444126074,0.25800878807225747,0.12084331,0.14524812
Speg,-2.7682757,-0.2545292,0.00563537695306178,0.02657935382284887,0.3968481375358166,0.4300146467870958,0.25982353,0.3030249
Cep128,-2.769007,-0.5362997,0.005622741404528586,0.026529071385370164,0.18624641833810887,0.22886543733804032,0.11113816,0.1574105
Gm9916,-2.77411,-1.1762917,0.005535294624003252,0.026148622810648274,0.030802292263610316,0.07503661696773951,0.013315611,0.029844081
Gm34237,-2.7792776,-0.61455774,0.005447995293142632,0.025767934083214667,0.08667621776504297,0.13174597213354866,0.045114603,0.06827179
Susd1,-2.784781,-0.34542173,0.005356387851457413,0.02536143463764946,0.23638968481375358,0.2806549742742329,0.14415653,0.17982961
Tsacc,-2.7901251,-0.52817494,0.005268769148909465,0.024964173343536823,0.12034383954154727,0.1656964735043377,0.06308678,0.08975719
Smad7,-2.790171,-0.71398467,0.005268023523894995,0.024964173343536823,0.20415472779369628,0.24433845344950614,0.11739668,0.18592156
Plcg2,-2.79097,-1.4713768,0.005255031834966026,0.024912262774441977,0.04297994269340974,0.08682915837307996,0.025144665,0.06822547
Dbpht2,-2.7944524,-0.41229194,0.005198768176868846,0.02466729664708916,0.1174785100286533,0.1642317947947572,0.068144895,0.089702204
Ppp1r7,-2.7996929,-0.28383997,0.0051151239602378286,0.024291866527322455,0.25644699140401145,0.304615615728396,0.16386762,0.19620293
Echdc2,-2.8035622,-0.61237353,0.005054148594777976,0.02403291024669219,0.06160458452722063,0.10703421339242122,0.035621803,0.05395698
Bcl6,-2.810454,-0.33254564,0.004947168310104146,0.023556691917862558,0.18481375358166188,0.2314943478424156,0.12693144,0.15736595
Dact2,-2.811842,-0.5404785,0.004925868888087379,0.02347190938515834,0.07808022922636103,0.12352123784128892,0.040918715,0.058975104
Gm16835,-2.81378,-0.25863516,0.004896271742586403,0.023339155884920464,0.1669054441260745,0.2164720021031284,0.09496565,0.11259754
Thbs3,-2.8152142,-0.52368975,0.004874475582173996,0.023239382344395897,0.09312320916905444,0.13918203327449583,0.05010759,0.07127015
Slco1c1,-2.821897,-2.0152314,0.00477405100136541,0.022801057662049158,0.03868194842406877,0.08224734292259736,0.028468385,0.11041009
Mndal,-2.8230119,-1.6437093,0.004757480017498178,0.02272999432257753,0.02650429799426934,0.07120591880422128,0.01487096,0.045751523
D430036J16Rik,-2.8232818,-0.9014913,0.004753477519898475,0.02271491036095892,0.04512893982808023,0.0902467420287678,0.023450507,0.043369
Ccdc13,-2.8249907,-1.5466045,0.004728199064993479,0.02261422372309982,0.020773638968481375,0.06579787433807789,0.0112179825,0.032424062
2900089D17Rik,-2.8260548,-0.96966785,0.004712521181799008,0.022543251585355056,0.04727793696275072,0.09261276148270553,0.02221033,0.043043226
Gm49169,-2.8280404,-1.4815872,0.004683391582285421,0.022415876703956047,0.02148997134670487,0.06647387989634582,0.010248863,0.028361682
Tor1b,-2.8296795,-0.41554227,0.004659463954255509,0.022309300864370194,0.1833810888252149,0.23134412438502272,0.10012352,0.13143092
Ifngr2,-2.8297424,-0.55148727,0.004658549676473111,0.022308898557624753,0.17048710601719197,0.21572088481616405,0.09705924,0.13922437
Pcsk2os1,-2.8320928,-0.6406908,0.004624442655952082,0.022165318259977244,0.08094555873925502,0.12648815112479814,0.03905307,0.060239803
Bcl7a,-2.8338678,-0.34293213,0.004598833903819086,0.0220465061544369,0.30515759312320917,0.34979532053930223,0.190791,0.23634501
Cpox,-2.8347418,-0.4664643,0.004586272631421145,0.02199413628525543,0.1969914040114613,0.24478912382168475,0.11785807,0.15942076
Abca8a,-2.8360536,-1.4056408,0.004567476845315121,0.02191964687151586,0.04154727793696275,0.08637848800090134,0.025608378,0.06646338
Ptgs2,-2.8371873,-2.1676736,0.004551290401924368,0.021845868720919575,0.022206303724928367,0.06696210613287265,0.008567444,0.03793023
Wars2,-2.8424327,-0.48458356,0.004477066158447114,0.021508808810562125,0.20057306590257878,0.24392533894167573,0.11254494,0.15415728
Gm11290,-2.844459,-1.6461322,0.004448689514734446,0.021383951209465932,0.022206303724928367,0.0673001089120066,0.010988317,0.033997826
Ctso,-2.8462477,-1.3918891,0.004423775662583481,0.0212722595148547,0.04512893982808023,0.09005896270702671,0.023946505,0.061658747
Nab2,-2.8468366,-1.0565068,0.0044156011836617775,0.021243903993731775,0.03939828080229226,0.08480114169827618,0.020129457,0.04142141
Slc29a4,-2.8469503,-0.77467024,0.0044140244038082905,0.02124012101187836,0.0673352435530086,0.11293048409509145,0.036966767,0.06243588
Cpm,-2.8500576,-1.5405579,0.004371130646680693,0.021037485308312776,0.044412607449856735,0.08904495436962481,0.023040004,0.06560333
Nptx2,-2.8504581,-1.0719237,0.004365629589762857,0.021018539164473743,0.03796561604584527,0.08333646298869568,0.022954518,0.04765984
Trim36,-2.8521433,-1.3112597,0.00434255188437465,0.02091867499697864,0.062320916905444126,0.10680887820633192,0.034282666,0.0830078
Ube2ql1,-2.8574991,-0.3546465,0.0042699376828111545,0.02060212345791627,0.24283667621776503,0.2891425996169302,0.14148903,0.1775957
Gm11613,-2.8582764,-0.26575938,0.004259491866944934,0.020555414235777728,0.22349570200573066,0.2740075862845983,0.13151835,0.15614013
2010320O07Rik,-2.8622289,-1.6336602,0.004206730993325129,0.02030444795951971,0.02363896848137536,0.06902767867202464,0.009835244,0.030208334
Rftn2,-2.862636,-2.2930253,0.004201327894591017,0.02028201231183267,0.034383954154727794,0.07867953580951666,0.015152718,0.072159134
