names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CTX-MGE GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Afap1,31.812181,2.5586085,4.392208496518002e-222,1.5528768723873517e-219,0.6518624641833811,0.21162729560220828,0.63274217,0.13962263
Esrrg,31.727705,1.8233294,6.447720985520031e-221,2.250003414037964e-218,0.8273638968481375,0.5095955233409697,1.2744346,0.54701424
Dlgap2,31.490194,1.2526755,1.1832878685065553e-217,4.024676585667233e-215,0.9663323782234957,0.8039583881023021,2.879851,2.086337
C130073E24Rik,31.304968,2.6398392,3.993563792367946e-215,1.3413382387615838e-212,0.7156160458452722,0.32358132722424604,1.3080908,0.3598117
Rab3b,30.858791,2.8930986,4.2695844868692987e-209,1.4163424094096054e-206,0.5959885386819485,0.1465054268223983,0.52948266,0.08981128
Dlgap1,30.676418,1.0124017,1.1745511220867258e-206,3.848803493959796e-204,0.9813753581661891,0.9152739700304202,3.5752492,2.901606
Klhl32,30.651554,1.6365691,2.5196083185175505e-206,8.156852472116456e-204,0.8237822349570201,0.5002441131182634,1.050029,0.468431
Cux2,30.560886,1.9922074,4.053049717201937e-205,1.2964934035859052e-202,0.7220630372492837,0.28733991812821574,0.77801275,0.25918946
Tox3,30.50567,2.088167,2.1915986722825137e-204,6.9280301557919e-202,0.7070200573065902,0.29924512712660084,0.8214706,0.26204225
B830012L14Rik,30.335766,1.3735018,3.8714900371403412e-202,1.2096155499762904e-199,0.9047277936962751,0.5973260224584069,1.3657205,0.75444144
Hcn1,30.027266,1.4717225,4.325527129516249e-198,1.320760386023882e-195,0.9548710601719198,0.7371089495624742,2.3677955,1.501389
Iqsec1,29.94115,1.2892617,5.736736466289482e-197,1.7319787511145887e-194,0.9018624641833811,0.6808502647688437,1.4814502,0.87165886
Dcx,29.921522,1.5392461,1.0329827082634669e-196,3.084027263448817e-194,0.8180515759312321,0.4650918240883314,0.9458665,0.43302765
Dlc1,29.750591,1.5465573,1.703863446126499e-194,4.976392477980329e-192,0.8681948424068768,0.5305516956472753,1.3426518,0.67727226
Ubash3b,29.657185,1.728692,2.74009614806124e-193,7.916815429936078e-191,0.7793696275071633,0.4226912532391933,1.0585831,0.4497582
Mirg,29.472128,1.4713957,6.554906420062949e-191,1.854003531653594e-188,0.8159025787965616,0.48698689300334247,0.91797537,0.4333848
A530058N18Rik,29.411062,3.3868487,3.9651180458593503e-190,1.0983785762086675e-187,0.5329512893982808,0.08604048522176738,0.42216837,0.048995186
Limch1,29.265503,1.2530655,2.8513676778474507e-188,7.73901510139e-186,0.9326647564469914,0.7196830285049011,1.6988862,1.0558841
Usp29,29.114798,1.458478,2.3323962308501937e-186,6.26714867229447e-184,0.8545845272206304,0.542907575017839,1.1873835,0.60381997
Spats2l,29.005182,1.8731754,5.660365965645697e-185,1.5058815197712859e-182,0.7170487106017192,0.36451721936380366,0.80355567,0.2902059
Abat,28.828634,1.7941134,9.389877373944216e-183,2.4495728644454473e-180,0.6984240687679083,0.32271754234423705,0.6598332,0.2385861
Satb1,28.68026,1.8591897,6.726237725175831e-181,1.737826996879563e-178,0.748567335243553,0.44976903143425845,1.1265477,0.45405638
Cracd,28.620243,1.370568,3.7623216838562936e-180,9.627960347163677e-178,0.8617478510028653,0.5399031058699816,1.0933461,0.56950074
Rab3c,28.443169,1.3250078,5.919686303222081e-178,1.4727960274775675e-175,0.9126074498567335,0.6308258534570174,1.4582355,0.8400706
Mkx,28.334463,2.121043,1.3007665036075778e-176,3.206568435957396e-174,0.6475644699140402,0.25966124610357905,0.69071835,0.20601025
Ccdc136,28.19246,1.9627883,7.234980215740583e-175,1.767308349063177e-172,0.6540114613180515,0.29214706876478763,0.5996767,0.19123885
Cadps,28.13556,1.0803677,3.599842656436858e-174,8.714213709771024e-172,0.9670487106017192,0.8207834153303039,2.6392002,1.9669194
Thrb,27.889301,1.3853852,3.5972457802193273e-171,8.478771413552045e-169,0.9111747851002865,0.6807000413114508,1.8048232,1.079817
Dnm3,27.800856,1.1866829,4.235683431050937e-170,9.896766416725102e-168,0.9362464183381088,0.7157396627483381,1.7064854,1.092295
Osbpl9,27.787985,1.2410727,6.060123775341872e-170,1.4037545331330697e-167,0.8502865329512894,0.578397866826905,1.0307077,0.56689996
St8sia4,27.694305,2.1129293,8.176807599548907e-169,1.8778702581186248e-166,0.6353868194842407,0.26217748901490967,0.667491,0.19841316
E230016M11Rik,27.637852,1.97083,3.906352585503724e-168,8.895228302752972e-166,0.6439828080229226,0.2743831449280805,0.6021019,0.1912032
Mast2,27.379631,1.1626806,4.794695299177718e-165,1.0826341402429017e-162,0.8760744985673352,0.6320276411161603,1.1971172,0.7090639
Neto2,27.378141,1.6748986,4.99460823416732e-165,1.1183760271006325e-162,0.7550143266475645,0.4311788785818906,0.97573197,0.4172189
Sntg1,27.25213,1.1663934,1.5679606692902696e-163,3.4819093540354997e-161,0.9606017191977078,0.8059488489127578,2.591287,1.8719449
Pclo,27.199642,0.9557712,6.558547785112705e-163,1.4444932703768722e-160,0.9677650429799427,0.8245014459007775,2.2623632,1.6931951
Lhx6,27.176897,4.725915,1.2182638355564437e-162,2.6613617285692392e-160,0.45415472779369626,0.031096255680324484,0.32784587,0.014554496
Dpp6,27.16787,1.0592405,1.5574204581636795e-162,3.374829654101457e-160,0.9785100286532952,0.8125211251736959,2.4455123,1.8010979
Mtss1,27.166988,1.3861427,1.5951875272341213e-162,3.429015108542467e-160,0.7765042979942693,0.43485935328801595,0.80486953,0.3873224
Ankrd55,27.069523,2.9985056,2.2503801346756163e-161,4.799024937994748e-159,0.5150429799426934,0.10958801216810005,0.41608498,0.062569715
Fgf13,27.058329,1.751352,3.047910302776269e-161,6.448610223275461e-159,0.8502865329512894,0.6267322642430615,1.6741457,0.82740486
Prkn,26.97606,0.96909153,2.822397195372024e-160,5.878900204623743e-158,0.9527220630372493,0.8255905659668757,2.2084255,1.6367422
Amy1,26.933825,1.3612348,8.82523670296328e-160,1.8241085400663333e-157,0.7829512893982808,0.5018214594208886,0.8722066,0.43302003
Kazn,26.585506,1.3752354,9.985231504517734e-156,2.002262466614862e-153,0.8388252148997135,0.5595072670597514,1.2238507,0.6550686
Dlx1as,26.500305,2.85437,9.61398717529082e-155,1.913539521481958e-152,0.5136103151862464,0.11247981372291284,0.46712312,0.07911584
Wwox,26.368544,1.2045692,3.145767885872696e-153,6.21520463922054e-151,0.8789398280802292,0.6472753220415368,1.3849087,0.83260286
Garnl3,26.14202,1.3536508,1.2145877298348199e-150,2.3821877591723802e-148,0.8345272206303725,0.5033236939948172,1.1131364,0.5876612
Cacng2,26.073471,1.5069412,7.290882537695042e-150,1.419608795564245e-147,0.7063037249283668,0.3944492432493334,0.68322146,0.29632393
Tox2,26.036823,2.2041152,1.8970485190430312e-149,3.6671722091141185e-147,0.5687679083094556,0.19709317609944793,0.47691235,0.12453182
Tmem44,25.985325,2.0666664,7.256114881080638e-149,1.3926557632474054e-146,0.6088825214899714,0.26844931836106206,0.6667714,0.20398729
Xkr6,25.918364,1.2011266,4.1353373588078455e-148,7.880603888735235e-146,0.8703438395415473,0.5690089007398506,1.1311878,0.64871186
Arhgap18,25.66289,1.993975,3.0359423492428315e-145,5.744772600292598e-143,0.6031518624641834,0.249483606865212,0.58261245,0.18107538
Mfn1,25.65513,1.27876,3.705994477889071e-145,6.963641372089463e-143,0.7714899713467048,0.48586021707289595,0.7826469,0.3983247
Cdc14b,25.647196,1.5614462,4.5438173757922995e-145,8.478637006079103e-143,0.6805157593123209,0.3560295940211064,0.6237004,0.25723562
Tnrc6a,25.567478,1.0005307,3.510160545445404e-144,6.504690610766759e-142,0.9047277936962751,0.69399481729072,1.2653735,0.8205466
Pde4d,25.391386,1.2834864,3.1395939892732543e-142,5.778143184367968e-140,0.9620343839541547,0.8169902730311338,2.636559,1.84468
Msi2,25.323257,1.0498583,1.7713886604808678e-141,3.1944438461154977e-139,0.8760744985673352,0.6399894843579825,1.253482,0.79242957
Arnt2,25.238579,1.2467651,1.511762898376112e-140,2.7080712719577417e-138,0.8173352435530086,0.5626619596650017,1.0403975,0.5717093
Slc8a3,25.23096,1.4211733,1.8327471790540443e-140,3.261318986833256e-138,0.7270773638968482,0.40526533218162014,0.7512244,0.34929326
Grik2,25.22716,0.84555864,2.017524247278037e-140,3.566505034497425e-138,0.9799426934097422,0.9128328388477861,3.1949897,2.6410193
Kcns3,25.165384,3.1621282,9.590636499477837e-140,1.6843163577841142e-137,0.4785100286532951,0.1094753445750554,0.41935638,0.056569904
Lypd6b,24.75456,3.599665,2.76884448003479e-135,4.769157126829154e-133,0.4505730659025788,0.07402260863033763,0.45427373,0.04634255
Adra1a,24.511747,2.2755272,1.1071333455929835e-132,1.870985723024117e-130,0.5386819484240688,0.18180793930972322,0.55541253,0.14270282
Neto1,24.440825,1.3088288,6.30022200708962e-132,1.0514718343509198e-129,0.8853868194842407,0.6803620385323168,1.75768,1.0774232
Moxd1,24.405075,3.762243,1.510639614509905e-131,2.5056102741901943e-129,0.44197707736389685,0.07225748300597139,0.49873635,0.046554904
Efna5,24.26405,1.578014,4.699802627805414e-130,7.747466049639968e-128,0.7292263610315186,0.39643970405978896,1.0653058,0.49284703
Rab27b,24.24487,1.384942,7.489540881880448e-130,1.2270973383910221e-127,0.7306590257879656,0.4392533894167574,0.7938727,0.38121298
Grin3a,24.229692,1.9548986,1.0826671564060328e-129,1.7631070601594002e-127,0.6575931232091691,0.3879520787170917,1.0785735,0.40581584
Epb41l1,24.13427,1.046733,1.0923016911947585e-128,1.7574937989462972e-126,0.8424068767908309,0.5951853381905584,0.9969147,0.6030579
Gpr176,23.944748,2.020587,1.0480652439513894e-126,1.6565595944102256e-124,0.5909742120343839,0.29597776692830585,0.63681966,0.19840895
Rnf144b,23.894642,2.400737,3.481878329652188e-126,5.4712322057166256e-124,0.5136103151862464,0.17771435009576744,0.49650946,0.11489816
Zmat4,23.893723,1.359418,3.5593858187529256e-126,5.537803479957972e-124,0.8159025787965616,0.5883126150148346,1.4680887,0.8338178
Reln,23.881292,2.2992358,4.792283436974975e-126,7.400497468478022e-124,0.589541547277937,0.27543470912983065,1.1019161,0.34242547
Tm6sf1,23.842545,2.44418,1.2100398616026808e-125,1.8473733568900018e-123,0.4871060171919771,0.1368535696849063,0.3836946,0.082445666
Tmem132c,23.652353,3.5630052,1.1162820611994915e-123,1.6850842126084459e-121,0.43194842406876793,0.07128103053291772,0.49376553,0.052613515
Apc,23.610474,0.77658606,3.0086212501629006e-123,4.51629346323336e-121,0.9419770773638968,0.8059864047771059,1.7456894,1.3246986
Nek1,23.484083,1.0430782,5.93219211721037e-122,8.806519457980256e-120,0.8144699140401146,0.5732902692755474,0.92908937,0.5559296
Gab2,23.44529,1.050416,1.4765560013473793e-121,2.1799483382529716e-119,0.8510028653295129,0.584594584444361,1.1355011,0.7031402
Zfp385b,23.418287,1.2014369,2.7831843854463257e-121,4.0865663626744687e-119,0.9054441260744985,0.6526833665076802,1.7387346,1.1116843
Clstn3,23.386442,1.2046412,5.872017264104479e-121,8.575059993830834e-119,0.7249283667621776,0.4460134449994367,0.68991816,0.3584282
Dock7,23.347162,0.97781396,1.4727449967321225e-120,2.1390625979563314e-118,0.8775071633237822,0.6430315093701882,1.1540744,0.74306333
Fhod3,23.319975,1.3473299,2.780548875280236e-120,4.016846681654836e-118,0.7020057306590258,0.3627896496037856,0.7361696,0.35597667
Las1l,23.24986,1.6468803,1.4271535684032613e-119,2.050674672887467e-117,0.6189111747851003,0.3282758102677733,0.5556235,0.21290854
Zfp804b,23.2305,2.0933125,2.2400026973316482e-119,3.201535770069223e-117,0.6883954154727794,0.45472640552822324,1.5986276,0.654805
Npas3,23.07407,1.4680957,8.434469817852148e-118,1.1928116000299329e-115,0.8302292263610315,0.5708866939572614,1.744467,0.99588484
Robo1,23.023056,1.1025797,2.7393556651078543e-117,3.853742760285238e-115,0.9290830945558739,0.7848800090134075,2.393607,1.7289814
Bend6,22.836056,1.2244378,2.0107469911023805e-115,2.7994182202549725e-113,0.7177650429799427,0.45288616817516053,0.70843303,0.3654403
Syt1,22.818663,0.75833434,2.993072474375942e-115,4.145559659096988e-113,0.9949856733524355,0.9483606865212003,3.6189535,3.1116889
Atp11b,22.73674,1.0226521,1.94121175916326e-114,2.6748902548059894e-112,0.8402578796561605,0.6214368873699628,1.0894974,0.6785524
Vwa8,22.666487,1.0132871,9.595310548281868e-114,1.3154387471037439e-111,0.8073065902578797,0.5882750591504864,0.9499628,0.57971996
Fchsd2,22.64201,0.9394089,1.6724002262174043e-113,2.2695653574980634e-111,0.8595988538681948,0.6322905321665978,1.157177,0.7595182
Cacna1a,22.603914,0.96279603,3.966167479354094e-113,5.328546008512225e-111,0.9434097421203438,0.7413527622338228,1.8455585,1.3178672
Gm45323,22.488981,2.5880718,5.320673605430756e-112,7.042684718124355e-110,0.4863896848137536,0.16107710218950688,0.6015731,0.12857084
Csrnp3,22.461803,0.9249124,9.812354891642201e-112,1.292441058521696e-109,0.9226361031518625,0.7068389228978105,1.4985715,1.0404499
Grk3,22.435759,1.1850412,1.762756945073461e-111,2.3105014202011657e-109,0.7163323782234957,0.44582566567769555,0.7006889,0.3691271
Slc2a13,22.330954,1.1337125,1.8494001906545034e-110,2.4006465276756766e-108,0.8875358166189111,0.6498666766815638,1.4662533,0.92385286
Cpeb3,22.295343,0.8692068,4.1002046182896913e-110,5.296754716030962e-108,0.917621776504298,0.7366958350546438,1.5011324,1.0677453
Ppip5k2,22.239075,1.1958318,1.4389530223284906e-109,1.8411746528555496e-107,0.7242120343839542,0.4756825778345289,0.72604513,0.38235644
Gm5820,22.176283,2.2618766,5.819192820399418e-109,7.340925403010909e-107,0.4835243553008596,0.16498291208172156,0.38052234,0.09216513
Serpini1,22.169168,1.1869957,6.815880651953816e-109,8.558070706448553e-107,0.7772206303724928,0.5143651181131934,0.98081124,0.54928195
Atp8a2,22.13545,0.9480178,1.4406440673472528e-108,1.800470050680032e-106,0.8689111747851003,0.6267322642430615,1.1563275,0.7556917
Elfn1,21.966328,3.0887623,6.046422728364164e-107,7.486975977472123e-105,0.4276504297994269,0.10143838960453674,0.45912856,0.066246845
6330411D24Rik,21.898476,3.647884,2.686220762221467e-106,3.295833419218759e-104,0.3982808022922636,0.06238029068239005,0.4270127,0.04161685
Tmem130,21.82866,1.3650997,1.2400612188372732e-105,1.5145656795526148e-103,0.6253581661891118,0.3433357118714087,0.5223627,0.23610957
Slc38a1,21.824694,1.1823469,1.352383684233759e-105,1.6442782622335342e-103,0.6934097421203438,0.4335824539001765,0.6458483,0.3364154
Sst,21.80142,2.1182556,2.2493194515662782e-105,2.722487101963328e-103,0.5415472779369628,0.23904307657640742,0.8000896,0.24867015
Stau2,21.783224,0.8467044,3.3467328762150725e-105,4.032587999277982e-103,0.9247851002865329,0.7298982236076164,1.5263611,1.0994692
Ptpn4,21.78042,0.8790258,3.557927778571927e-105,4.267924973670878e-103,0.8946991404011462,0.6963232808803095,1.2572029,0.8619637
Gm26691,21.765467,1.3801895,4.9306039258865304e-105,5.888236777269825e-103,0.66189111747851,0.38524805648402,0.6999883,0.32890248
Tbc1d9,21.703342,1.2770711,1.9077792380157062e-104,2.2682313329859303e-102,0.6446991404011462,0.37146505426822396,0.5547237,0.26693135
Frmpd3,21.70291,1.6944693,1.9258195835213736e-104,2.279593489392921e-102,0.5673352435530086,0.28842903819431404,0.5173165,0.1900682
Zfyve9,21.669027,0.8991306,4.021660073782075e-104,4.7395616746721205e-102,0.8424068767908309,0.6440830735719383,1.06509,0.70279545
Coro6,21.622889,2.8263364,1.0940869124232536e-103,1.2837604950573286e-101,0.42406876790830944,0.09971081984451872,0.31130272,0.050208103
Depdc5,21.468603,1.0089877,3.0608059260519135e-102,3.560340053377269e-100,0.7693409742120344,0.546174935216134,0.8130342,0.48456866
Clmp,21.467066,1.4434234,3.1637458743293055e-102,3.6642177432426046e-100,0.5952722063037249,0.3024373755961993,0.5179324,0.22274333
Gnal,21.383156,1.2789977,1.9171771474095876e-101,2.2014764936280175e-99,0.6583094555873925,0.39249633830322606,0.6347217,0.31138125
Bach2,21.362793,0.9730815,2.965410192597865e-101,3.390662632983176e-99,0.8524355300859598,0.6035602959402111,1.128195,0.724994
Arx,21.352781,3.523669,3.6740377317936274e-101,4.183109909037914e-99,0.37679083094555876,0.04341457918653998,0.262646,0.025781656
Ptprt,21.224329,1.3831459,5.693223523891226e-100,6.400707786065156e-98,0.8223495702005731,0.6089683404063545,1.8358192,1.1054286
Magi1,21.066395,0.94173884,1.6179067221436477e-98,1.7930616299345225e-96,0.9276504297994269,0.7381605137642243,1.6383587,1.150194
Mef2c,21.066288,1.0558397,1.6215629924603236e-98,1.7930616299345225e-96,0.9455587392550143,0.7710594509332632,2.0858126,1.4797206
2210408F21Rik,21.064987,0.95910585,1.6666836548198812e-98,1.8354012215168119e-96,0.8409742120343839,0.590979081383558,1.0723547,0.6875086
Gpc6,21.011137,1.4159375,5.187712193435558e-98,5.666415716976157e-96,0.7793696275071633,0.5392646561760619,1.5955704,0.9055344
C130071C03Rik,20.992365,0.84063137,7.701699297754016e-98,8.378326321078964e-96,0.9319484240687679,0.7674165320914861,1.7951225,1.335862
Rev3l,20.937004,0.8062174,2.46478921765537e-97,2.6705196079999916e-95,0.9054441260744985,0.7330904720772149,1.3958132,1.007051
Lekr1,20.928974,1.1677104,2.9170947923214224e-97,3.147885022878579e-95,0.6883954154727794,0.445900777406392,0.67952615,0.35982677
Rab30,20.882288,0.9986295,7.758598986738932e-97,8.338942190947005e-95,0.754297994269341,0.513952003605363,0.767616,0.45606986
Manba,20.852854,1.8220264,1.4359478392861517e-96,1.5372079060405934e-94,0.5100286532951289,0.22368272805798625,0.4160778,0.13622348
Epha10,20.787268,1.2715245,5.6434153909453835e-96,6.017403633123114e-94,0.6418338108882522,0.3589589514402674,0.5927042,0.28897104
Sox1ot,20.732273,2.9543214,1.7721774240103005e-95,1.8747404481557787e-93,0.39040114613180515,0.06767566755548879,0.33765218,0.05052358
Cacna1b,20.703989,0.9079651,3.1885643553781725e-95,3.3467470401957617e-93,0.8746418338108882,0.6399894843579825,1.2295458,0.8283452
Cplane1,20.702219,0.8314827,3.307857169588076e-95,3.458448332561541e-93,0.8896848137535817,0.6925676944454877,1.2557502,0.8799434
Cplx1,20.68204,1.3623724,5.0270225216914245e-95,5.235507564257697e-93,0.5924068767908309,0.3261351259999249,0.53307456,0.2420657
Ankrd24,20.663221,2.0337718,7.424319715245674e-95,7.702373387978812e-93,0.4699140401146132,0.17688812108010665,0.34632453,0.09628388
Gabra3,20.642082,1.1261764,1.1499942773006154e-94,1.1884748550410591e-92,0.6934097421203438,0.4148045217260675,0.6723772,0.36415267
