names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CTX-MGE GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Nxph1,57.085762,5.119342,0.0,0.0,0.9756446991404012,0.39305967626844934,3.3728182,0.5934105
Kcnmb2,55.321938,4.7243776,0.0,0.0,0.9419770773638968,0.2212791527397003,2.0915039,0.2378135
Grip1,54.543106,2.9876254,0.0,0.0,0.9641833810888252,0.7700078867315131,3.414917,1.5493653
Rbms3,53.306786,3.6183302,0.0,0.0,0.9541547277936963,0.48751267510421753,2.367249,0.5806771
Kcnc2,52.94889,3.7404494,0.0,0.0,0.9613180515759312,0.5838434671573967,3.0784338,0.93631715
Elavl2,49.743652,2.8372195,0.0,0.0,0.9520057306590258,0.5201862770871671,2.0058925,0.6419249
Grik1,49.19689,3.720231,0.0,0.0,0.9426934097421203,0.4760205806136628,2.5923917,0.6616278
Alk,49.05196,3.9548604,0.0,0.0,0.8782234957020058,0.2068952566943328,1.4956961,0.20153612
Ptprm,48.22671,3.5698073,0.0,0.0,0.916189111747851,0.3520862282645435,2.057089,0.45400214
Gad2,46.758507,3.5424654,0.0,0.0,0.8588825214899714,0.1903331205167687,1.2076737,0.18341945
Gria4,46.42926,2.2422528,0.0,0.0,0.9706303724928367,0.7818004281368536,3.0066032,1.6217501
Xkr4,46.04659,1.5487733,0.0,0.0,0.9720630372492837,0.8548090284297893,3.2030299,2.2048452
Erbb4,45.56831,3.7422032,0.0,0.0,0.9684813753581661,0.7063506966612837,3.8003137,1.4508567
Dlx6os1,45.266384,3.628179,0.0,0.0,0.8724928366762178,0.24708003154692607,1.7678406,0.3313885
Cntnap3,45.13201,3.6821082,0.0,0.0,0.8173352435530086,0.1776016825027228,1.1222833,0.14963631
Maf,44.53201,3.2668693,0.0,0.0,0.8445558739255015,0.1960040560333496,1.1863997,0.21218596
Spock3,43.874435,2.4981954,0.0,0.0,0.9548710601719198,0.5509820858527059,2.0288908,0.77435577
Slc6a1,43.86999,2.8282804,0.0,0.0,0.8803724928366762,0.2831336613212153,1.1542153,0.26677942
Meg3,43.712143,1.7592998,0.0,0.0,0.9835243553008596,0.9096030345138393,4.3780518,3.1880832
Snhg11,43.63864,1.703613,0.0,0.0,0.9734957020057307,0.8198069628572502,3.2362309,2.1403868
Frmd5,42.185974,2.0242693,0.0,0.0,0.9620343839541547,0.7271190896458481,2.4814792,1.3067181
Unc5d,41.72997,2.5955951,0.0,0.0,0.9455587392550143,0.6215119990986593,2.6063883,1.1237315
Galntl6,41.537323,2.6919086,0.0,0.0,0.9720630372492837,0.8043339467457844,3.6198986,1.8905431
Gad1,41.463955,2.9711916,0.0,0.0,0.8108882521489972,0.23660194539377324,1.0316296,0.20722301
Nrxn3,40.97858,1.8404977,0.0,0.0,0.9885386819484241,0.9259398355053141,4.2823505,3.041641
Cntnap4,40.92904,3.2278435,0.0,0.0,0.8194842406876791,0.32651068464340705,1.6645778,0.37652308
Astn2,40.80168,2.3183148,0.0,0.0,0.9398280802292264,0.6179066361212303,2.2306929,0.98036516
Nhs,40.549618,2.9005117,0.0,0.0,0.7994269340974212,0.2419348781312202,1.0400566,0.21913378
Ptchd4,39.17172,2.343817,0.0,0.0,0.8832378223495702,0.4468021181507492,1.5395674,0.5431876
Pam,38.96528,1.7470783,0.0,0.0,0.9555873925501432,0.7172418973222668,2.1367583,1.1712207
Myo16,38.946724,2.2265205,0.0,0.0,0.8646131805157593,0.4645284861231081,1.3523227,0.47776815
Fgf12,38.13276,1.526149,0.0,0.0,0.9699140401146131,0.8483494197618958,3.1044157,2.1275282
Kctd8,38.038013,3.1894898,0.0,0.0,0.7492836676217765,0.24512712660081873,1.2749523,0.2489238
5330434G04Rik,37.988567,1.7147089,0.0,0.0,0.9212034383954155,0.6301498478987494,1.6348606,0.81442666
Kcnip1,37.246387,2.946999,1.2122379664107534e-303,9.306524044987698e-301,0.7363896848137536,0.20494235174822548,0.9785833,0.19503477
Cit,37.107716,2.1674206,2.109460468776659e-301,1.5744778554452451e-298,0.8538681948424068,0.41195027603560297,1.1777023,0.40558386
Klf12,37.103912,1.7567077,2.4295677188015776e-301,1.7643914757891457e-298,0.9340974212034384,0.7040222330716941,1.9633425,1.0338801
Peg3,37.054108,1.6493536,1.5421509212061614e-300,1.0904630329686725e-297,0.910458452722063,0.6204604348969092,1.433398,0.7020317
Utrn,37.025402,2.5503218,4.4694090918769735e-300,3.07930826407011e-297,0.8058739255014327,0.3524993427723739,1.3033531,0.3769266
Scn1a,36.640373,1.5466468,6.513383632357108e-294,4.375365455035887e-291,0.9477077363896849,0.6689450557704586,1.6911037,0.9222147
Col19a1,36.533813,3.238889,3.222869725981206e-292,2.1121587691979273e-289,0.7242120343839542,0.24895782476433695,1.2513031,0.23449557
Rian,36.409424,1.4424304,3.0198146726770075e-290,1.9319623870197903e-287,0.9613180515759312,0.7501032786269576,2.382249,1.5296655
A230057D06Rik,36.254105,1.3821691,8.562011317097486e-288,5.228664638418397e-285,0.9555873925501432,0.7785706238029069,2.3398929,1.5257523
Sox6,35.86619,2.8204868,1.0286256407375548e-281,6.142037992581799e-279,0.7786532951289399,0.2843354489803583,1.5364568,0.41636184
Abtb3,35.852657,3.6068857,1.6718280571979228e-281,9.765656499327867e-279,0.6597421203438395,0.13028129342396816,0.8543843,0.1050783
Gm13629,35.66223,3.4835613,1.522937611028324e-278,8.706666725176822e-276,0.6568767908309455,0.15119990986592557,0.76520175,0.09781654
A330076H08Rik,35.094734,1.5240474,8.110353267600541e-270,4.540108172925553e-267,0.9154727793696275,0.6426935065910542,1.5046582,0.7965573
Vstm2a,34.998257,2.0396118,2.3914216805104288e-268,1.311377562353372e-265,0.8180515759312321,0.4375633755210876,1.0809964,0.3877883
Vwc2,34.99331,3.4029293,2.8438212958089087e-268,1.5282695643677075e-265,0.6497134670487106,0.13523866751793293,0.80898076,0.1113274
Osbpl3,34.923553,2.365461,3.264813137843812e-267,1.7201084120365338e-264,0.7535816618911175,0.33004093589213956,0.9396434,0.26431996
Rasgrf2,34.788933,1.9491777,3.575877943202948e-265,1.8477661602666e-262,0.8567335243553008,0.4724152176362339,1.3085166,0.5302621
Cacna2d2,34.766846,3.4702637,7.713581092214281e-265,3.910640074486749e-262,0.6332378223495702,0.12318323506215495,0.6463882,0.07879758
Dner,34.749165,1.8252403,1.4268612595791476e-264,7.099955934239202e-262,0.8846704871060171,0.5258947684680962,1.3441669,0.58779675
Cntnap2,34.715374,1.6760848,4.618645938038758e-264,2.256418479183662e-261,0.9849570200573066,0.9104668193938483,3.843872,2.7280257
Gria1,34.441116,1.5901897,6.116533515923527e-260,2.934843849515449e-257,0.9892550143266475,0.8414015848574755,3.2292576,2.2036133
Kcnc1,34.326977,2.164969,3.107358299928196e-258,1.43956409515639e-255,0.7729226361031518,0.37721110151350135,0.9100003,0.28591955
Rims2,34.26067,1.2534615,3.0253537784145177e-257,1.3778178987457305e-254,0.9584527220630372,0.8003905809892214,2.4533117,1.696957
Rcan2,34.21227,1.9859512,1.5885561842269345e-256,7.11408411169629e-254,0.7994269340974212,0.34386149397228377,0.8884781,0.30848324
Gabrg3,34.05947,2.1396527,2.9390121657596315e-254,1.294610768753464e-251,0.8710601719197708,0.6412663837458219,2.3286955,1.1321892
Snhg14,33.891037,1.1994927,9.028615523223971e-252,3.9128854695004536e-249,0.9648997134670487,0.8078641979945168,2.7064967,1.9581006
9630014M24Rik,33.87591,2.2138436,1.508066826839155e-251,6.432024704312396e-249,0.747134670487106,0.31272768242761106,0.8435049,0.25115454
Epb41l3,33.77778,1.505586,4.181250605629657e-250,1.7554719339573263e-247,0.9061604584527221,0.6098696811507117,1.3580495,0.70177364
Sox2ot,33.388153,2.2445233,2.0371498976941155e-244,8.293669356218316e-242,0.8710601719197708,0.44469898974724903,1.8333362,0.74615073
Etl4,33.361294,1.9348295,4.996367125656233e-244,2.003766935319149e-241,0.9276504297994269,0.7004544259586134,2.643123,1.4850352
Cntnap5c,33.34412,2.056425,8.863740630923427e-244,3.502481040484007e-241,0.8603151862464183,0.4887144627633605,1.6640164,0.7075809
Gm56750,33.171284,3.0301194,2.7942102075927306e-241,1.0881221489567634e-238,0.6389684813753582,0.15337814999812222,0.75406224,0.12909228
Zfp536,32.95726,2.0546894,3.329407692566292e-238,1.2780169242750896e-235,0.8488538681948424,0.45686708979607166,1.5556247,0.6417224
Tcf4,32.604877,0.86844635,3.497873831049932e-233,1.3053870811154398e-230,0.9871060171919771,0.930221204041011,3.3229432,2.7503061
Ntrk2,32.413258,1.2101352,1.785318493793827e-230,6.571439442224676e-228,0.9555873925501432,0.7707214481541292,2.0113544,1.3344746
Ank1,32.2418,2.3843093,4.583914830166932e-228,1.6644566417106145e-225,0.6840974212034384,0.260337251661847,0.6669422,0.16689348
Plcb4,31.86456,1.9208038,8.274382730450736e-223,2.9644355195628167e-220,0.7628939828080229,0.3080331993840838,0.8171289,0.288054
