names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Control (for_DEGs),mean_expr_Mutant (for_DEGs)
Wwox,2.8253791,0.98680985,0.004722468367937559,0.9993137033178048,0.6091954022988506,0.4513888888888889,0.7836458,1.2111162
Atp11c,2.5287194,1.215168,0.011447947506167705,0.9993137033178048,0.4827586206896552,0.3680555555555556,0.4680124,0.8694579
Akap8l,2.416964,1.023813,0.01565055944905397,0.9993137033178048,0.45977011494252873,0.3263888888888889,0.4087408,0.70638394
mt-Cytb,2.3895333,0.7874294,0.01686979627985385,0.9993137033178048,0.6896551724137931,0.5694444444444444,1.0808095,1.4726156
Rps15,2.1396077,0.6541106,0.0323864928889843,0.9993137033178048,0.7126436781609196,0.6388888888888888,1.135664,1.4645258
Vsnl1,2.130464,0.9232312,0.03313332771459094,0.9993137033178048,0.45977011494252873,0.3125,0.4471189,0.7271461
Wdr44,2.0888097,1.4451953,0.03672485806927549,0.9993137033178048,0.3218390804597701,0.18055555555555555,0.19653825,0.46460503
Adgrl3,1.9821341,0.55880105,0.047464234470305004,0.9993137033178048,0.7701149425287356,0.6736111111111112,1.5553651,1.8724946
Mtpn,1.9648628,0.98254716,0.04943011829467928,0.9993137033178048,0.4367816091954023,0.3333333333333333,0.39841902,0.67659336
Rplp1,1.9425117,0.44721866,0.05207518103727195,0.9993137033178048,0.8160919540229885,0.7847222222222222,1.7792265,2.043187
Rps14,1.9354,0.58708304,0.05294122612227128,0.9993137033178048,0.7241379310344828,0.625,1.1911075,1.4909116
mt-Co3,1.9028894,0.54278654,0.05705498239180527,0.9993137033178048,0.8390804597701149,0.7708333333333334,1.8813264,2.2085958
Chchd2,1.8927298,0.6127141,0.058393812739442,0.9993137033178048,0.6551724137931034,0.5625,0.9397654,1.2192069
Nsd1,1.8632671,0.5372334,0.06242470962080313,0.9993137033178048,0.6551724137931034,0.5625,0.94938034,1.1935699
Rere,1.8216127,0.5387327,0.06851376830462591,0.9993137033178048,0.7126436781609196,0.6180555555555556,1.1713341,1.4431773
Crebbp,1.8205968,0.5692882,0.06866817419716627,0.9993137033178048,0.6206896551724138,0.5555555555555556,0.93824744,1.1963545
Rpl35a,1.816533,0.5226495,0.06928866007154176,0.9993137033178048,0.6781609195402298,0.6388888888888888,1.1756015,1.4393843
Mast2,1.8002776,1.0003524,0.07181681453720172,0.9993137033178048,0.39080459770114945,0.2916666666666667,0.3426603,0.5975059
Dpysl2,1.7819904,0.7057693,0.0747508029240171,0.9993137033178048,0.5172413793103449,0.4236111111111111,0.5734723,0.8167294
Nudcd3,1.7576073,0.85180694,0.07881433800341942,0.9993137033178048,0.4482758620689655,0.3611111111111111,0.45569712,0.7138505
Kdr,1.7504957,0.7460514,0.08003282123709891,0.9993137033178048,0.47126436781609193,0.3680555555555556,0.6218361,0.8945852
Ep300,1.7301764,0.85705185,0.08359874450615032,0.9993137033178048,0.4367816091954023,0.3541666666666667,0.4656556,0.72958815
Rpl19,1.7190009,0.56946754,0.08561419565539123,0.9993137033178048,0.6436781609195402,0.5416666666666666,0.9894803,1.2549542
Arhgef12,1.717985,0.505296,0.0857993494796383,0.9993137033178048,0.6896551724137931,0.625,1.24231,1.5033838
Lrba,1.6732829,0.53951275,0.09427162557500325,0.9993137033178048,0.5747126436781609,0.4861111111111111,0.81915045,1.0451572
Cox7a2,1.6682031,0.8238025,0.0952754222556129,0.9993137033178048,0.4482758620689655,0.3472222222222222,0.5661971,0.8535648
Esrrg,1.6519477,1.3257266,0.09854520504488638,0.9993137033178048,0.3333333333333333,0.2361111111111111,0.3315667,0.6858525
Mt3,1.6275648,0.57548195,0.10361720937924611,0.9993137033178048,0.6551724137931034,0.5972222222222222,1.1965432,1.4907237
