names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-STR-CTX Inh IMN (for_DEGs),mean_expr_Rest (for_DEGs)
3110056K07Rik,-2.8023412,-4.147515,0.005073317996655276,0.04671381541301105,0.01694915254237288,0.22771957520091848,0.0076175192,0.12708817
Tm9sf2,-2.8027291,-0.3903707,0.005067220350366829,0.046676794931215876,0.1864406779661017,0.4556185419058553,0.28748813,0.36225814
Sertm1,-2.80281,-2.0198164,0.005065950841594148,0.046676794931215876,0.01694915254237288,0.23166618828932262,0.036954876,0.14207871
Trim24,-2.802899,-0.41924083,0.005064554714036514,0.046676794931215876,0.1864406779661017,0.4606773823191734,0.28158277,0.36109433
Cplx1,-2.8031414,-0.35637745,0.005060748861114454,0.046665175668546804,0.1016949152542373,0.340556831228473,0.20587279,0.25669518
Armc2,-2.803505,-1.96398,0.005055044929351279,0.046628581274174,0.01694915254237288,0.23177382319173365,0.0342608,0.12749568
Kcnc4,-2.8036828,-26.96187,0.0050522584562892985,0.04661888211555407,0.0,0.21096440872560276,0.0,0.12285179
Atf1,-2.8043697,-0.7927425,0.005041505579656289,0.04653564236529182,0.1016949152542373,0.33574913892078073,0.12952039,0.21475317
Zdbf2,-2.8044586,-0.9973496,0.005040115544017028,0.04653564236529182,0.05084745762711865,0.27500717566016075,0.09449505,0.18052304
Cblb,-2.8044991,-0.41749248,0.005039483824188124,0.04653564236529182,0.2542372881355932,0.5723665327210103,0.4646962,0.5822429
A830082K12Rik,-2.804507,-0.59333944,0.00503935748881282,0.04653564236529182,0.2542372881355932,0.5362729621125144,0.38640097,0.53744954
Gm15738,-2.804887,-1.8370893,0.005033422955065544,0.04652496553237399,0.03389830508474576,0.24608926521239954,0.04192768,0.14235681
Fam76a,-2.804895,-0.3968334,0.005033296757067701,0.04652496553237399,0.1016949152542373,0.3445752009184845,0.17358342,0.22280578
Mtpap,-2.805275,-0.6040607,0.005027368676995746,0.04650099702267666,0.11864406779661017,0.3567738231917336,0.1570067,0.22984351
Prpf3,-2.805792,-1.3229803,0.005019306548169951,0.04644241286133835,0.06779661016949153,0.2945967278989667,0.07400802,0.1757826
Fam120a,-2.8066971,-0.44812015,0.005005225946451533,0.046328081702084974,0.2711864406779661,0.5975530998851895,0.44168296,0.5639518
Sytl2,-2.8068428,-0.74699885,0.005002966326883186,0.046323123777860506,0.0847457627118644,0.31712830080367393,0.1860704,0.29507294
Ikbkb,-2.8071659,-0.6130937,0.0049979482521378205,0.04629261273179705,0.1016949152542373,0.3339911021814007,0.14581735,0.21520281
Kmt5b,-2.8095744,-0.6106746,0.004960706620019086,0.04596351271721133,0.2711864406779661,0.5916331802525833,0.39670604,0.55590254
Ift140,-2.8101158,-1.2492472,0.004952368133894455,0.04590208063392342,0.06779661016949153,0.29409443168771526,0.076391734,0.17287083
Clip2,-2.8111503,-0.27575648,0.004936473124392705,0.0457705427372091,0.1694915254237288,0.4321541331802526,0.2693444,0.3178805
Wdr19,-2.8112795,-2.524911,0.004934489495914268,0.04576794365040262,0.01694915254237288,0.23216848450057406,0.023174975,0.12657835
Klhl26,-2.8117483,-2.5410917,0.004927304884587215,0.04571708641189864,0.01694915254237288,0.2320967278989667,0.02341044,0.12915224
Pnma8a,-2.813106,-1.0979218,0.004906547648842221,0.04555595553710797,0.03389830508474576,0.2537313432835821,0.08487881,0.17362857
Med1,-2.813308,-0.7949478,0.00490346554457323,0.04554307610877383,0.15254237288135594,0.39889494833524686,0.16844621,0.2763532
Gm16183,-2.8140435,-2.1845665,0.004892261468638998,0.04546729725267212,0.01694915254237288,0.23256314580941448,0.0291669,0.12622945
Dcaf17,-2.8141081,-0.42515564,0.004891277603210541,0.04546729725267212,0.13559322033898305,0.3818886337543054,0.2009996,0.26153424
Zdhhc13,-2.8142292,-1.4797368,0.004889433337941293,0.04546729725267212,0.06779661016949153,0.2924081515499426,0.064929895,0.17151022
Zfp410,-2.814399,-1.6024281,0.0048868524233614385,0.04546729725267212,0.05084745762711865,0.26725746268656714,0.05369301,0.15486251
Car12,-2.8155951,-3.786962,0.0048686980417911455,0.04531413799200834,0.01694915254237288,0.22983639494833524,0.012400917,0.15891822
Adam19,-2.816888,-1.4365475,0.004849140337130239,0.04514774804528396,0.05084745762711865,0.26966130884041334,0.06586418,0.16913354
Ipcef1,-2.8171792,-1.4414659,0.004844749661160584,0.045122503776563225,0.05084745762711865,0.27249569460390355,0.08101835,0.20636562
Actr1a,-2.8176236,-0.6809883,0.0048380486291770925,0.045075716597083385,0.11864406779661017,0.35508754305396095,0.15208855,0.23376931
Hectd2os,-2.818464,-27.024687,0.00482540050341369,0.04497346913864927,0.0,0.21207663605051666,0.0,0.12798338
5330438D12Rik,-2.8185449,-0.6612325,0.004824185915581226,0.04497346913864927,0.1016949152542373,0.33513920780711826,0.14698224,0.22345884
Fez1,-2.8194582,-0.43055665,0.0048104802845474704,0.04487344356602914,0.2033898305084746,0.48701205510907003,0.31790742,0.40839088
Pcgf5,-2.8196037,-0.5056464,0.004808300342908696,0.04487344356602914,0.15254237288135594,0.3999354190585534,0.22962563,0.31223902
Pcf11,-2.8207674,-0.46216428,0.004790892965286437,0.04474497531360673,0.1694915254237288,0.43843283582089554,0.24534601,0.32430005
Rpn2,-2.8207755,-1.2306894,0.004790772280372415,0.04474497531360673,0.0847457627118644,0.31203358208955223,0.096683,0.21367921
Hltf,-2.8208482,-0.68000615,0.004789686239941907,0.04474497531360673,0.13559322033898305,0.37643513203214696,0.17803444,0.27170843
Rufy3,-2.8210099,-0.4950006,0.004787273614398453,0.04474497531360673,0.3220338983050847,0.6875358783008036,0.61530524,0.78765583
Usp38,-2.8212037,-0.80021745,0.004784379915481602,0.04474497531360673,0.0847457627118644,0.3116747990815155,0.1150664,0.19256546
Slc22a15,-2.822707,-4.9854774,0.004762007364590873,0.04456814276787069,0.01694915254237288,0.22664322617680827,0.0042331517,0.1260936
Ankrd13a,-2.8229737,-2.1547065,0.004758047945177249,0.044546602190561904,0.03389830508474576,0.25240384615384615,0.035517834,0.14927766
Med24,-2.8235636,-2.222079,0.00474929981335466,0.04448019727599851,0.01694915254237288,0.23313719862227325,0.0291669,0.1293486
Srsf7,-2.8237658,-0.50540125,0.004746307225931342,0.0444676691634502,0.1864406779661017,0.46595149253731344,0.2606255,0.3525211
Pex13,-2.8238223,-0.38170117,0.004745469607354009,0.0444676691634502,0.0847457627118644,0.3224382893226177,0.16107227,0.20514536
Azin2,-2.8238547,-1.8526981,0.004744991028240303,0.0444676691634502,0.01694915254237288,0.2333165901262916,0.03694308,0.12744689
Gm56999,-2.8238788,-1.2217169,0.0047446321225737215,0.0444676691634502,0.06779661016949153,0.2869187715269805,0.091436386,0.20155646
Deaf1,-2.8242102,-1.0182276,0.004739729540455196,0.0444676691634502,0.1016949152542373,0.33388346727898965,0.1089928,0.2096427
Naa15,-2.8252687,-0.44116336,0.004724095907256107,0.044336869377566056,0.2711864406779661,0.6126937428243399,0.4665333,0.59172076
Agrn,-2.8265781,-0.72979194,0.00470482727171873,0.044171456600657674,0.13559322033898305,0.38425660160734787,0.16484363,0.26020774
Dtx3,-2.8270226,-0.41459894,0.004698301646530865,0.0441256082636436,0.13559322033898305,0.38411308840413316,0.19811562,0.2562296
Fam171b,-2.8272166,-0.490935,0.0046954566696945955,0.04411430794220062,0.3220338983050847,0.6764494833524685,0.5980613,0.76566094
Rab3ip,-2.8274267,-0.5155893,0.004692376371463137,0.04410078807317751,0.1016949152542373,0.3384041331802526,0.1616322,0.22377335
Btbd9,-2.827653,-0.9189086,0.004689061173174667,0.04408505028803475,0.423728813559322,0.7598306544202067,0.8206099,1.225165
Samd4b,-2.827661,-3.5460413,0.004688942812462722,0.04408505028803475,0.01694915254237288,0.23177382319173365,0.012400917,0.136061
Fkbp15,-2.828663,-0.27565858,0.004674287028933174,0.04397692313285517,0.15254237288135594,0.4118111366245695,0.24790993,0.29310277
Kcng1,-2.828954,-26.96478,0.004670039899028527,0.043952354496286,0.0,0.21286595866819746,0.0,0.123085484
Btbd7,-2.8290672,-0.40161264,0.0046683891811805725,0.04395221348925087,0.2711864406779661,0.5815513777267508,0.44045913,0.54873383
Slc49a4,-2.8296168,-1.1597878,0.00466037892075748,0.043892177217228705,0.1016949152542373,0.3319460390355913,0.10240709,0.21585985
Plekhb2,-2.830231,-1.6136909,0.004651441004971924,0.04382335897741781,0.03389830508474576,0.2538748564867968,0.052290678,0.15210721
Sec16a,-2.8306916,-0.5751323,0.004644747756819109,0.04377564792203769,0.0847457627118644,0.31135189437428246,0.13156378,0.19019334
Cep290,-2.8307967,-0.44290203,0.004643222448366282,0.04377564792203769,0.13559322033898305,0.3893871986222732,0.20695458,0.27197048
Bpnt2,-2.8318553,-0.3207326,0.004627877326550044,0.043647267028571315,0.1694915254237288,0.43545493685419057,0.2813592,0.34062436
Sesn1,-2.8319767,-0.41804138,0.004626123184918253,0.04364604282961849,0.23728813559322035,0.5548220436280138,0.40533584,0.5115033
Rbbp7,-2.832914,-0.8314033,0.004612578141598015,0.043533535182556614,0.11864406779661017,0.35659443168771526,0.15126032,0.25508973
Pcolce2,-2.8332455,-26.880917,0.004607799266446425,0.043503712680750324,0.0,0.21318886337543053,0.0,0.11652351
Cdk7,-2.834692,-0.36501008,0.004586987873652467,0.04332244786117462,0.11864406779661017,0.37148392652123996,0.19548401,0.24533896
Capza1,-2.835379,-0.4310809,0.004577135210763676,0.04324459321843178,0.1864406779661017,0.46817594718714123,0.28188965,0.36397004
Psmb7,-2.8354356,-0.5603026,0.004576324669875706,0.04324459321843178,0.13559322033898305,0.38895665901262916,0.19977885,0.28222513
Fbxo25,-2.8364458,-3.0059128,0.004561872596647801,0.04313072367062858,0.03389830508474576,0.24928243398392652,0.020018436,0.15050869
Tmem132a,-2.8365588,-0.46691847,0.004560256541404211,0.043130620650310154,0.11864406779661017,0.3681472445464983,0.21180083,0.28220668
Zfp1,-2.8374398,-0.63348484,0.004547692121564655,0.04302693215015573,0.1016949152542373,0.3360361653272101,0.14065383,0.2104939
Adam15,-2.8376338,-2.2035677,0.0045449298595957605,0.0430159441096647,0.03389830508474576,0.25326492537313433,0.035575893,0.15428059
Mapre2,-2.8382237,-0.48997337,0.004536537318693398,0.04295164120975744,0.2711864406779661,0.5799009758897818,0.41898358,0.5486315
Dnajb14,-2.8383045,-0.51999927,0.004535388749473365,0.04295164120975744,0.1694915254237288,0.42878157290470725,0.23469679,0.32158798
Miga2,-2.8388138,-0.3295578,0.0045281588188197915,0.04290254847027074,0.11864406779661017,0.36140212399540755,0.18926857,0.23256958
Ppp6c,-2.8400905,-0.3491025,0.004510072516707866,0.04274626050227173,0.11864406779661017,0.3678243398392652,0.2005013,0.24904183
Dennd10,-2.8405917,-0.73335123,0.004502993258028891,0.042694223303894246,0.0847457627118644,0.32276119402985076,0.12925702,0.20652306
R3hdm4,-2.8418846,-0.2515954,0.004484770692686499,0.04253645905841378,0.15254237288135594,0.40851033295063144,0.25299218,0.29469788
Sltm,-2.8431616,-0.72039115,0.004466841502454886,0.04238136693889929,0.3389830508474576,0.7177812858783008,0.6131711,0.873112
Sdhaf3,-2.843202,-2.020895,0.0044662751846879425,0.04238136693889929,0.03389830508474576,0.25487944890929964,0.039640676,0.15195444
Reep2,-2.8436546,-1.3899546,0.004459936869060238,0.042345761014716814,0.06779661016949153,0.2906859931113662,0.071276054,0.1769836
Lzts3,-2.8437355,-26.848518,0.004458805885069842,0.042345761014716814,0.0,0.21397818599311136,0.0,0.11407816
Dennd5b,-2.8439455,-0.6312795,0.004455866542865355,0.04233703465586708,0.3220338983050847,0.6690585533869116,0.5557862,0.7660918
Gm26618,-2.8451173,-1.0716759,0.004439506235198389,0.04219650956483223,0.06779661016949153,0.29631888633754305,0.092328355,0.18507086
Hibadh,-2.8452952,-0.47798347,0.0044370287433778315,0.042187884760991626,0.15254237288135594,0.41550660160734787,0.23942688,0.31974745
Bclaf3,-2.8455133,-1.1555892,0.0044339898976999016,0.04217391453139694,0.0847457627118644,0.3122129735935706,0.093461476,0.19741486
Mospd2,-2.8460548,-1.9886609,0.004426457204083335,0.04211717601760595,0.03389830508474576,0.25530998851894376,0.039488636,0.14829345
A230077H06Rik,-2.8461194,-26.973957,0.004425558553471489,0.04211717601760595,0.0,0.21415757749712974,0.0,0.12382387
Scube1,-2.8465962,-27.162539,0.004418936109807453,0.042075412214927804,0.0,0.21419345579793342,0.0,0.1399567
Plpbp,-2.8471136,-1.898328,0.004411762598449595,0.042021999652726204,0.05084745762711865,0.2694819173363949,0.04450263,0.15669963
Tnrc6b,-2.8471458,-0.8248942,0.004411314604620847,0.042021999652726204,0.4915254237288136,0.8067953501722158,0.8918953,1.2670507
Ggt7,-2.8481238,-0.35729575,0.004397782263952757,0.041918556024267674,0.13559322033898305,0.38648105625717566,0.20491184,0.2556698
Tpst1,-2.8483822,-0.69001895,0.004394209759808637,0.041899367014215066,0.11864406779661017,0.368290757749713,0.16481324,0.25391313
Gas6,-2.8495946,-1.9977014,0.004377498685383206,0.041754841915600555,0.05084745762711865,0.2692666475315729,0.04432614,0.1663653
Psmd12,-2.8497643,-1.3532641,0.0043751637376151665,0.04174738978328108,0.05084745762711865,0.2694460390355913,0.070956774,0.172165
Mccc1,-2.8498533,-0.6295833,0.004373941120349165,0.04174738978328108,0.11864406779661017,0.36143800229621126,0.15772103,0.23452556
Tdrd5,-2.849934,-26.842884,0.004372829918862675,0.04174738978328108,0.0,0.21444460390355913,0.0,0.11365773
Grik5,-2.850225,-0.28585052,0.004368831712025954,0.04173142840459914,0.2542372881355932,0.5651908725602756,0.44134116,0.51662606
Scn2b,-2.8507261,-1.4183184,0.004361953678717289,0.041680545998269404,0.05084745762711865,0.27030711825487946,0.069906645,0.17691417
Hlf,-2.85092,-0.679563,0.004359293850592315,0.04166994868922643,0.1016949152542373,0.3390499425947187,0.17007084,0.25999933
Epc1,-2.851623,-0.45727363,0.004349664294323168,0.04159269736244254,0.288135593220339,0.6337184270952928,0.5042774,0.6420456
Ppard,-2.85172,-4.300753,0.0043483375940952945,0.04159269736244254,0.01694915254237288,0.23116389207807117,0.0076175192,0.1403739
Rufy1,-2.8518171,-0.6850396,0.004347011260727465,0.04159269736244254,0.11864406779661017,0.3682548794489093,0.1654814,0.25412413
Arhgap35,-2.854282,-0.47207075,0.00431342317423728,0.04130494678964922,0.288135593220339,0.6238518943742825,0.48539385,0.6241608
Klhl28,-2.8543546,-1.7710879,0.004312435634333542,0.04130494678964922,0.06779661016949153,0.2898249138920781,0.05440359,0.17465022
Armh3,-2.8545325,-0.5070667,0.004310022510862529,0.041301820565933005,0.2542372881355932,0.5729764638346728,0.39681673,0.5260431
Kcmf1,-2.8556478,-0.34047183,0.0042949135522808435,0.04117171856931368,0.22033898305084745,0.5185490815154994,0.3538458,0.4301784
Wdr26,-2.8561406,-0.5772634,0.004288250274220872,0.04112251422852064,0.3050847457627119,0.6345436280137773,0.4684613,0.637387
Sik2,-2.85686,-0.6205466,0.004278545257446315,0.04104409534722688,0.2711864406779661,0.5915614236509759,0.42423734,0.59466887
Slc35a3,-2.857078,-0.80360734,0.004275604979109652,0.04103053778167013,0.1016949152542373,0.33908582089552236,0.13215367,0.22042379
Kpna6,-2.8580723,-1.0709205,0.004262233551521779,0.04091683298656313,0.06779661016949153,0.2925516647531573,0.089162156,0.17891072
Got2,-2.858444,-0.48964965,0.004257242606470566,0.04088352710359689,0.11864406779661017,0.3616532721010333,0.18401755,0.249732
Scarb1,-2.8595593,-2.0837333,0.004242301556185547,0.040754609515447134,0.01694915254237288,0.23600746268656717,0.032046515,0.12931316
Crebzf,-2.8597047,-0.48737946,0.0042403562337052485,0.04075049070087984,0.13559322033898305,0.38239092996555685,0.19052085,0.25791562
Hnrnpl,-2.8601089,-0.5497005,0.004234956804433096,0.04071316255281478,0.1694915254237288,0.43979621125143514,0.22902551,0.31971738
Rftn1,-2.8608441,-0.9107975,0.0042251458431260235,0.040633381819898444,0.06779661016949153,0.29330510907003443,0.12332043,0.22054411
C130073E24Rik,-2.8615472,-0.72222894,0.0042157854138018085,0.04055787829174887,0.1016949152542373,0.34421641791044777,0.26630226,0.4077166
Dclre1c,-2.862,-0.6240213,0.004209770264503014,0.040514515403723486,0.0847457627118644,0.31565729047072333,0.13067557,0.19486228
Galk2,-2.8621697,-0.94638515,0.0042075165913563655,0.04050733457891277,0.0847457627118644,0.31296641791044777,0.110574014,0.20319192
Pds5b,-2.8625898,-0.58675045,0.004201940776780363,0.040468153645909805,0.3389830508474576,0.6753731343283582,0.57326263,0.7712698
Casd1,-2.8626142,-0.80576974,0.0042016192997677655,0.040468153645909805,0.11864406779661017,0.36664035591274396,0.16060027,0.26585272
Slc25a27,-2.8634708,-0.5452339,0.004190274756503867,0.04039924029682774,0.22033898305084745,0.5119115958668198,0.30466124,0.4185368
Gabbr1,-2.8635354,-0.34308726,0.0041894196932992945,0.04039924029682774,0.288135593220339,0.6230984500574053,0.5201237,0.6234722
Hnrnpa3,-2.8643677,-0.4851236,0.0041784248838491545,0.04031392338564696,0.22033898305084745,0.5129161882893226,0.3378991,0.44640353
Ajm1,-2.8644326,-1.5898703,0.004177572014604306,0.04031392338564696,0.03389830508474576,0.25678099885189437,0.050376635,0.14455879
Anapc1,-2.8651438,-0.45872673,0.0041682008707799615,0.04024418160181731,0.22033898305084745,0.5057405281285878,0.31047633,0.40570256
Kctd17,-2.8651516,-0.9594896,0.0041680944901897506,0.04024418160181731,0.05084745762711865,0.2796354764638347,0.088609956,0.16566546
Csnk1g3,-2.8659277,-0.60811293,0.004157893414934833,0.04017353328273965,0.3050847457627119,0.6333237657864523,0.47078484,0.65048164
Gns,-2.867334,-0.6476976,0.004139461683885391,0.040024230099316466,0.13559322033898305,0.39240097588978184,0.18792394,0.28057882
Phkb,-2.8675115,-0.4299456,0.004137136522209835,0.040016147714822994,0.23728813559322035,0.5370622847301951,0.40695974,0.5167769
Tppp,-2.8677137,-0.6345168,0.0041344957315783085,0.04000500551224672,0.1016949152542373,0.3365743398392652,0.16607024,0.24721436
Gpatch1,-2.86933,-0.72273713,0.0041134244074996365,0.0398298067854109,0.0847457627118644,0.3194245120551091,0.12429827,0.19755895
Git2,-2.8694592,-0.45841652,0.0041117429187431795,0.03982787751500693,0.1694915254237288,0.4428817451205511,0.25952414,0.3415616
Map3k2,-2.8708494,-0.6771887,0.0040937062686497066,0.03966746752204025,0.2711864406779661,0.6059127439724454,0.39953873,0.57960826
Rbm28,-2.8713422,-0.36780104,0.0040873268182036486,0.039619939251490634,0.2033898305084746,0.49867250287026404,0.32223663,0.39919174
Sfmbt2,-2.8737748,-27.17478,0.0040559797975001635,0.0393302696350882,0.0,0.21623851894374282,0.0,0.14106892
Ufl1,-2.87447,-0.66699874,0.004047063673738292,0.03927215634284865,0.11864406779661017,0.3605051664753157,0.16817439,0.2552532
Antkmt,-2.874591,-1.2400765,0.0040455103593218245,0.039271265662925374,0.05084745762711865,0.2781285878300804,0.08238541,0.18468897
Stim1,-2.8749952,-0.30254385,0.00404033655227112,0.039235216176192626,0.22033898305084745,0.5101894374282434,0.36433044,0.43314824
Usp11,-2.8750842,-0.6754878,0.004039199121086408,0.039235216176192626,0.11864406779661017,0.3598952353616533,0.16030753,0.24505915
Ube2g1,-2.8752377,-0.5418653,0.004037235151839796,0.039233456972851834,0.2711864406779661,0.6076349024110218,0.45350495,0.6072604
Prkar2a,-2.8764257,-0.42483413,0.004022069505436783,0.03911437119474715,0.1016949152542373,0.34618972445464985,0.17843933,0.2328896
Zfp942,-2.876773,-0.9134444,0.004017643083043871,0.039085470543587554,0.0847457627118644,0.322294776119403,0.11256702,0.20246612
Vstm2a,-2.876854,-0.2926179,0.004016614316526391,0.039085470543587554,0.1864406779661017,0.4579865097588978,0.35726002,0.42262724
Psmd9,-2.8771045,-1.7723695,0.00401342665994961,0.039072744330741316,0.03389830508474576,0.2582878874856487,0.045040566,0.14616117
Ccdc25,-2.8779206,-1.8842901,0.004003056993699402,0.03898591570159584,0.01694915254237288,0.23737083811710677,0.040969625,0.14357121
Hspa14,-2.8786967,-0.8798809,0.003993223231805389,0.03890424519166454,0.06779661016949153,0.2944890929965557,0.10117159,0.17891772
