names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lymphoid NN (for_DEGs),mean_expr_Rest (for_DEGs)
Mir142hg,3.9134302,6.1915927,9.09942231953426e-05,0.0013421017134315157,0.36585365853658536,0.017784152025815705,0.81245106,0.017003788
Eef1a1,3.8705451,2.392405,0.00010859228968408592,0.001561195732376345,0.6097560975609756,0.5508067407673001,1.6540656,0.5907393
Gm26740,3.8628016,5.822176,0.00011209409335526404,0.0016054995339099098,0.36585365853658536,0.02413051272857655,0.89144206,0.025109598
Fli1,3.8547575,3.9292989,0.00011584439769878911,0.0016469518339505098,0.4146341463414634,0.0965220509143062,1.091702,0.122149006
Mbnl1,3.8282704,2.1413007,0.00012904689307332754,0.0018097547060961958,0.6341463414634146,0.7071351738974543,1.9861927,0.8859463
Arhgap45,3.8151674,4.3355594,0.000136090588826962,0.0018976409557760606,0.3902439024390244,0.06428827536751523,0.94701356,0.07525403
Ccnd3,3.8065226,4.2169228,0.00014093439888785778,0.0019530207829379774,0.4146341463414634,0.11574040874865543,1.0340123,0.09299631
Rps21,3.787973,2.4870274,0.00015188134908972905,0.00208642732619684,0.5853658536585366,0.45969881678020796,1.539654,0.50282145
Fau,3.7500014,2.5503879,0.00017683351802574837,0.0023757583146759294,0.5609756097560976,0.41416278235926857,1.4106213,0.42457518
Sp100,3.69695,6.7953544,0.0002182053626849839,0.0028394197796472558,0.34146341463414637,0.010864108999641449,0.7869387,0.010716098
Runx1,3.6509345,3.8237095,0.0002612879503499319,0.0032838200308244483,0.3902439024390244,0.07906059519541055,0.90272766,0.09853814
Tpt1,3.6102395,2.6477644,0.00030591429778299196,0.003753386840835157,0.5365853658536586,0.3705629257798494,1.3421082,0.3723307
Rpl17,3.5681782,2.4951954,0.00035947193577393885,0.004319772323007932,0.5609756097560976,0.4554679096450341,1.421386,0.4430426
Mndal,3.565891,5.141224,0.00036262202171490787,0.0043517881748457235,0.36585365853658536,0.06877016851918251,0.93700355,0.04304656
Rpl13a,3.5212324,2.6459026,0.00042954604395871145,0.005007332842156432,0.5365853658536586,0.41351738974542845,1.3294426,0.3674165
Grap2,3.479016,9.0585575,0.0005032586368752286,0.005732327076234587,0.3170731707317073,0.004589458587307279,0.74715745,0.0020814242
Ebf1,3.4228535,5.010182,0.0006196748983958311,0.006815662922593525,0.36585365853658536,0.08615991394765149,1.4030493,0.09092587
Rpl11,3.3660803,2.7568135,0.0007624451861063155,0.008065709508140433,0.5121951219512195,0.3741125851559699,1.336351,0.34714398
H2-K1,3.314996,5.450065,0.0009164440786976289,0.009341749770335845,0.3170731707317073,0.023879526712083182,0.68132836,0.022091934
Rpl23,3.29665,2.800878,0.0009784535958087723,0.009872718032062229,0.4878048780487805,0.3266403728935102,1.2706205,0.3132031
mt-Co3,3.2312803,1.8456502,0.001232369617382822,0.011993397906221089,0.6097560975609756,0.608067407673001,1.6594656,0.7812906
Ifi203,3.2232559,5.6205235,0.001267422997408735,0.012281990865344952,0.3170731707317073,0.03757619218357834,0.68985486,0.01999129
Pax5,3.214805,9.521672,0.0013053325314120639,0.012589477788600917,0.2926829268292683,0.0036572248117604875,0.850128,0.0018213053
Hsp90aa1,3.2143009,1.369305,0.001307625924339119,0.012607071613560145,0.6829268292682927,0.7958408031552527,1.836787,1.1126308
Rpl23a,3.207042,2.7649996,0.001341074780839291,0.012871696356757301,0.4634146341463415,0.2844388669774113,1.0845323,0.25313464
Rps23,3.176872,2.410106,0.0014887269705539507,0.014055549437380412,0.5121951219512195,0.3848691287199713,1.2777556,0.39677382
Ubb,3.1282785,2.1163251,0.0017583342339377,0.016063530411241,0.5609756097560976,0.4825743994263177,1.5185204,0.60010785
Rps10,3.128201,2.5787206,0.0017587981566755124,0.016063530411241,0.4878048780487805,0.3480100394406597,1.2060637,0.33055657
Rps16,3.1248188,2.7080843,0.0017791466625066907,0.016210807331825967,0.5121951219512195,0.41850125493008244,1.4844736,0.4201868
Rps3a1,3.0704007,2.5586307,0.002137717989590782,0.018768921317095785,0.4878048780487805,0.3597346719254213,1.2174919,0.33914825
Calm2,3.0206249,1.0528364,0.0025225371124751633,0.021510813142560342,0.7073170731707317,0.8575475080674076,1.9985112,1.404713
Ets1,2.9865298,4.385401,0.0028216321313229618,0.023641177227517303,0.3170731707317073,0.06618859806382216,0.8113428,0.05813144
Pecam1,2.9255507,5.1160007,0.0034384716969662957,0.027887634922271164,0.2926829268292683,0.0387594119756185,0.673591,0.027341586
4930523C07Rik,2.9140177,7.006462,0.0035680964609159705,0.02879121678823187,0.2682926829268293,0.00702760846181427,0.6178329,0.006627082
ENSMUSG00000121501,2.898327,6.523263,0.0037515909674636105,0.030010493985039362,0.2682926829268293,0.00839010397992112,0.555514,0.008043543
Ighm,2.8108995,5.965896,0.004940320084206466,0.03773575829765248,0.2682926829268293,0.019325923269989245,0.7394689,0.017364174
Laptm5,2.7893746,3.3180127,0.005280993529564862,0.03987083341933348,0.3170731707317073,0.0805306561491574,0.65178454,0.08814459
Rpl41,2.764758,2.0342977,0.005696502183507632,0.04247086949801611,0.5365853658536586,0.5130512728576551,1.3629692,0.53641605
Rps24,2.7529538,2.3592312,0.0059060232343075975,0.0437412867673114,0.4878048780487805,0.40562925779849407,1.2253273,0.38443026
Rpl19,2.7504244,2.3470643,0.005951814314511782,0.04400804915545723,0.4878048780487805,0.407422015059161,1.2679625,0.4067307
Rps29,2.7469645,2.0382833,0.006014966166872475,0.04438517247505779,0.5365853658536586,0.5171029042667623,1.4057156,0.5593066
Ctss,2.7407813,3.2365358,0.006129330945446523,0.045146689282935325,0.34146341463414637,0.13004661168877735,0.87882894,0.13923466
Cd37,2.720642,4.875676,0.006515525245195814,0.047419329181584924,0.2682926829268293,0.02907852276801721,0.6159313,0.028587509
Rpl21,2.7076845,2.3765533,0.006775439096648386,0.04897929742452034,0.4634146341463415,0.3617067049121549,1.1683666,0.35548618
Rpl37,2.7040405,2.3891761,0.006850193646589748,0.04934710543803392,0.4878048780487805,0.4216206525636429,1.366421,0.44317675
Cbx5,-2.831087,0.25431246,0.004639008675874732,0.03584991749230775,0.17073170731707318,0.5116170670491216,0.5032649,0.43722224
