names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Lymphoid NN (for_DEGs),mean_expr_Rest (for_DEGs)
Lmln,-2.7268739,-1.9388783,0.0063937484544919505,0.04677376013400455,0.024390243902439025,0.27698099677303695,0.045621753,0.16464
Bcl2l13,-2.727339,-0.92446095,0.006384740483789898,0.046720581917057344,0.04878048780487805,0.3095374686267479,0.104634345,0.19008727
Smarcc1,-2.7285213,-0.34045687,0.006361896602843331,0.04656610234769826,0.21951219512195122,0.5773754033703836,0.44196385,0.53278995
Npr3,-2.7290254,-27.392767,0.006352182242827784,0.0465076667206492,0.0,0.24625313732520618,0.0,0.16230237
Slc5a3,-2.7314095,-27.240492,0.006306406561365702,0.04619769473933926,0.0,0.2464682681964862,0.0,0.14718157
6030443J06Rik,-2.7321072,-0.47873077,0.006293065083376723,0.04611253307617468,0.07317073170731707,0.3444603800645393,0.18259193,0.24619988
Hmgcs1,-2.7322915,-0.93368506,0.006289548654829384,0.04609933779467145,0.04878048780487805,0.30982430978845465,0.12989712,0.23504043
Tpd52,-2.7324173,-0.39340958,0.006287143696562891,0.046094284072754406,0.12195121951219512,0.4157045536034421,0.24632886,0.312535
Usp22,-2.733028,-0.5788836,0.006275500620441311,0.046021479713771296,0.0975609756097561,0.3779132305485837,0.18637441,0.26698282
Slc4a8,-2.7341135,-0.31263018,0.006254849732815533,0.04588255864612431,0.07317073170731707,0.34463965579060596,0.18386427,0.22369985
Gfra1,-2.7344527,-2.0143855,0.006248408887766618,0.045847828185223656,0.024390243902439025,0.27784152025815706,0.065368965,0.24131297
Zfx,-2.7350245,-0.36315942,0.006237564977985033,0.04578076234866371,0.12195121951219512,0.4146647543922553,0.24623945,0.30684182
Pisd,-2.735887,-1.3326894,0.0062212392689417785,0.04567341507007257,0.024390243902439025,0.27802079598422375,0.06754424,0.16212095
Daglb,-2.7360904,-1.4882503,0.00621739274930724,0.045657650498465575,0.024390243902439025,0.2779849408390104,0.06590029,0.174886
Nup160,-2.7362165,-0.60217214,0.006215012643660742,0.04565264891611922,0.07317073170731707,0.3446038006453926,0.15094578,0.22100772
Pogz,-2.736449,-0.43464932,0.006210620757571493,0.04564361719182122,0.14634146341463414,0.45328074578702043,0.2626066,0.34067875
Gfod2,-2.736478,-0.8701853,0.006210071968330577,0.04564361719182122,0.04878048780487805,0.3104338472570814,0.11034949,0.19330883
Dip2b,-2.7370305,-0.6189391,0.006199653264937601,0.04558967794988323,0.2926829268292683,0.7184295446396558,0.6561327,0.88547325
Ptges3,-2.7378833,-0.36483037,0.006183599152209521,0.045484070413323245,0.0975609756097561,0.3788454643241305,0.22679771,0.28354207
Pbx3,-2.7381935,-1.462096,0.006177770580402865,0.045453640606633344,0.07317073170731707,0.33811401936177843,0.14312099,0.3534162
Gid4,-2.7385619,-27.24334,0.006170855577031741,0.04541519839902571,0.0,0.2471136608103263,0.0,0.14745179
Arhgef26,-2.7385619,-27.85393,0.006170855577031741,0.04541519839902571,0.0,0.2471136608103263,0.0,0.21719538
Gpr26,-2.739754,-27.175314,0.006148520569504247,0.045275622828878904,0.0,0.2472212262459663,0.0,0.1411175
Nup50,-2.740946,-27.22107,0.006126258388091478,0.045136430734307106,0.0,0.24732879168160632,0.0,0.14534968
Mkln1,-2.743359,-0.46024612,0.006081413140686194,0.04483060935260303,0.2926829268292683,0.7214055216923628,0.7048982,0.87892014
Rtca,-2.744241,-2.2117991,0.006065097835649636,0.0447226067079873,0.024390243902439025,0.2783434922911438,0.036619507,0.15938199
Ppm1k,-2.746664,-0.6492573,0.006020478326980708,0.04440577893109295,0.07317073170731707,0.34489064180709933,0.15108941,0.2277736
Cfap418,-2.7469063,-27.181213,0.0060160326815839405,0.04438517247505779,0.0,0.24786661885980638,0.0,0.14165685
Per3,-2.7473037,-27.239468,0.006008748225372076,0.04435578703729332,0.0,0.24790247400501972,0.0,0.14708406
Gprasp2,-2.7475944,-0.69181794,0.006003423171194142,0.04434084128916618,0.04878048780487805,0.3116529221943349,0.13313915,0.2070439
Gcnt2,-2.7480984,-27.278954,0.00599420314866603,0.04429709532581304,0.0,0.2479741842954464,0.0,0.15087248
Atg12,-2.7489512,-1.9127018,0.005978629094845299,0.04419415784827874,0.024390243902439025,0.27888131946934386,0.047696877,0.16884534
Stam2,-2.7504437,-0.26039648,0.00595146221200204,0.04400804915545723,0.0975609756097561,0.3820365722481176,0.22999866,0.2698374
Arrb1,-2.7509863,-0.7350961,0.0059416109595182,0.04395679693894659,0.04878048780487805,0.31208318393689494,0.12811081,0.20498261
Gm37529,-2.7513547,-2.19093,0.005934934552538628,0.043919496399535365,0.024390243902439025,0.27916816063105054,0.038219195,0.16372144
Tmem131,-2.7527502,-0.2958852,0.005909695793523442,0.0437447729950344,0.21951219512195122,0.5861957690928649,0.4582319,0.53859514
Cxxc5,-2.7528665,-27.45664,0.005907596936307148,0.0437412867673114,0.0,0.24840444603800646,0.0,0.16906136
Hmgxb4,-2.7531378,-1.9312248,0.00590270221523513,0.04372914489202315,0.024390243902439025,0.27934743635711723,0.048448995,0.17338416
Ube3a,-2.7534094,-0.80938214,0.005897811149649327,0.04370496017404231,0.3170731707317073,0.760344209394048,0.7544605,1.0899382
Cyb5b,-2.7543008,-0.2990875,0.005881766213795823,0.04360454118869687,0.12195121951219512,0.41850125493008244,0.25376993,0.3041124
Mettl15,-2.754834,-1.5673571,0.00587219293422585,0.04355115212328143,0.04878048780487805,0.31075654356400145,0.07885742,0.21765992
