names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Control (for_DEGs),mean_expr_Mutant (for_DEGs)
Vps50,-3.6189418,-0.44270033,0.0002958100993042178,0.001829576914771752,0.19378163412870572,0.2912391475927388,0.3838773,0.29587957
Sirpa,-3.6218135,-0.6812932,0.000292544983613816,0.0018114764610346246,0.09472161966738973,0.18310970797158643,0.23108011,0.15023962
4732471J01Rik,-3.6255493,-0.40415272,0.000288347955079641,0.0017875568478285973,0.23571945046999276,0.3409629044988161,0.47092944,0.3746815
Faim2,-3.6257017,-0.623454,0.0002881778518941321,0.0017875568478285973,0.13304410701373826,0.22257300710339384,0.29148254,0.19857794
Ncoa6,-3.6261845,-0.3569938,0.0002876398118085875,0.0017873089351636972,0.2993492407809111,0.4151539068666141,0.5726983,0.47224185
Clock,-3.6269214,-0.35363275,0.0002868204068805937,0.0017842897404781119,0.33550253073029646,0.4601420678768745,0.6505972,0.5408162
Asah1,-3.631267,-0.48131728,0.00028203303912857777,0.0017565503601139592,0.15328994938539406,0.24861878453038674,0.31014153,0.23148327
Pura,-3.6336305,-0.38248372,0.0002794609191953818,0.0017425593446332081,0.3123644251626898,0.425414364640884,0.6008453,0.48970923
Set,-3.6341896,-0.5357215,0.0002788556840721955,0.0017408143638112552,0.12364425162689804,0.2154696132596685,0.2734029,0.19630495
Hdgfl3,-3.6347995,-0.36985254,0.0002781968285757629,0.0017387301785985179,0.25813449023861174,0.3701657458563536,0.5017088,0.40826294
Tecpr2,-3.6376457,-0.414201,0.00027514141267722135,0.0017216450968691628,0.21402747650036152,0.31886345698500396,0.41983417,0.33038867
Akap9,-3.6407971,-0.33695215,0.0002717953284208781,0.0017026990714891074,0.4063629790310918,0.5374901341752171,0.80313575,0.6809782
Tmc7,-3.6411529,-0.5991407,0.0002714199502710062,0.0017023408369869675,0.13232104121475055,0.22336227308603,0.2910829,0.20134558
Btbd7,-3.6420932,-0.3549878,0.00027043021727192256,0.0016981240169070256,0.3318872017353579,0.44751381215469616,0.6356132,0.52735573
Adgrb2,-3.6429572,-0.78979546,0.0002695237163850721,0.0016944205436664347,0.08170643528561099,0.1696921862667719,0.20315833,0.12248305
Top1,-3.6433637,-0.3443169,0.000269098114010367,0.0016937351881828983,0.38033261026753434,0.5059194948697711,0.75431305,0.6350129
Scg3,-3.643745,-0.5701147,0.0002686996839956775,0.0016932194456735863,0.1475054229934924,0.23914759273875297,0.31245038,0.22077508
Rpl13a,-3.6447105,-0.46032658,0.0002676928014363686,0.001690857718635858,0.17642805495300073,0.27229676400947117,0.37411186,0.28499758
Prkcz,-3.6483448,-0.33895802,0.0002639353541419387,0.0016690947336399195,0.3767172812725958,0.4956590370955012,0.75345284,0.6359961
Usp32,-3.6485481,-0.344093,0.0002637266146785068,0.0016690947336399195,0.4222704266088214,0.5556432517758485,0.8463344,0.71717304
Plaat3,-3.6502252,-0.54255825,0.0002620104100837712,0.0016608479786115828,0.16413593637020968,0.2557221783741121,0.37018222,0.26817366
Stx6,-3.6505303,-0.36628515,0.00026169950005153653,0.0016608449884646743,0.2378886478669559,0.3472770323599053,0.46126494,0.37477723
Rufy3,-3.6518009,-0.34864184,0.0002604077610785677,0.0016546098833376927,0.3586406362979031,0.49013417521704816,0.69813305,0.5839869
Ptpdc1,-3.6525633,-0.4647666,0.0002596355897350298,0.0016516651665664797,0.1742588575560376,0.26992896606156275,0.35138845,0.26626432
Atp6v1a,-3.6528428,-0.364411,0.0002593529985426463,0.0016516651665664797,0.25379609544468545,0.36306235201262826,0.48953766,0.39917073
Ppip5k2,-3.6538594,-0.38918546,0.0002583278234519581,0.0016472632365530104,0.21402747650036152,0.3180741910023678,0.41949782,0.33501813
Rngtt,-3.6582303,-0.35335574,0.00025396271602740555,0.0016232981251453043,0.36080983369486624,0.4956590370955012,0.6980828,0.58249855
Git2,-3.663999,-0.41739997,0.00024830762013835817,0.001589049961411742,0.22125813449023862,0.324388318863457,0.42217657,0.33168483
Tm9sf2,-3.6640754,-0.4750747,0.0002482336801682374,0.001589049961411742,0.18148951554591466,0.27782162588792425,0.35326678,0.26607275
Snap25,-3.6643548,-0.350205,0.00024796274359259506,0.001589049961411742,0.4786695589298626,0.6203630623520127,0.99617815,0.8500707
mt-Atp6,-3.6659305,-0.42996714,0.0002464408268305928,0.0015827832215410222,0.19088937093275488,0.287292817679558,0.41870922,0.32641038
Eif2s2,-3.6660576,-0.5413135,0.0002463184741785979,0.0015827832215410222,0.1540130151843818,0.24704025256511444,0.32181734,0.23179612
Exoc5,-3.66743,-0.3445707,0.0002450006913231305,0.0015773209369178678,0.30007230657989875,0.4214680347277032,0.5721997,0.47505865
Peli2,-3.6677349,-0.52265304,0.00024470875017599663,0.0015773209369178678,0.15256688358640635,0.24704025256511444,0.3184892,0.23195888
Pld3,-3.6687515,-0.6526653,0.00024373796811831883,0.001572977236951756,0.10267534345625452,0.19337016574585636,0.24056284,0.15956293
Chka,-3.6693106,-0.38735762,0.00024320557910464366,0.001571437014746188,0.25379609544468545,0.3622730860299921,0.4945868,0.39821312
Itgb8,-3.6710894,-0.36152348,0.00024151886273021794,0.0015624255327771053,0.3304410701373825,0.4506708760852407,0.66737527,0.553158
Wipi1,-3.6731732,-0.44114724,0.0002395569540166303,0.0015516098111246635,0.17642805495300073,0.27387529597474347,0.36301002,0.27941105
Myo1e,-3.6768835,-0.42164513,0.00023610076186414067,0.0015310776678462456,0.21475054229934923,0.31570639305445936,0.47010037,0.37022465
Dek,-3.682754,-0.4938194,0.00023072783281272903,0.0014980508562476946,0.16124367317425886,0.2573007103393844,0.32781,0.24332424
Rpl22l1,-3.6838467,-1.0240949,0.00022974043219806326,0.0014934523842765957,0.06652205350686913,0.15232833464877663,0.20199178,0.10441884
Mtdh,-3.6849394,-0.3634633,0.0002287569984342859,0.0014891656777180683,0.4107013738250181,0.5430149960536701,0.82292175,0.6894997
Atp2c1,-3.6850157,-0.35155123,0.00022868853442868832,0.0014891656777180683,0.4041937816341287,0.5248618784530387,0.8116861,0.68360645
Rabac1,-3.6880653,-0.72990614,0.0002259656909914282,0.0014760884576363136,0.10412147505422993,0.19337016574585636,0.2605466,0.16505633
Gpm6b,-3.689641,-0.2554011,0.00022457083989323978,0.0014687701631159325,0.8336948662328272,0.8910812943962115,2.052474,1.9000083
