group,Astrocytes,Ependymal,Excitatory,GABA,Immune,Oligo,Progenitors,Unknown,Vascular
Control_Emx1,0.03297702979304071,0.0031839890834659997,0.5826700022742779,0.09961337275415055,0.01137138958380714,0.031157607459631566,0.00886968387536957,0.20695929042528996,0.02319763475096657
Control_Nestin,0.05509380194728093,0.0004749465685110425,0.4342199002612206,0.06851104250771788,0.05734979814770838,0.13132272619330326,0.03004037045832344,0.19377819995250534,0.029209213963429115
Mutant_Emx1,0.0363262508567512,0.001028101439342015,0.6156614119259767,0.13708019191226867,0.0054832076764907475,0.030843043180260453,0.015935572309801235,0.13176833447566827,0.025873886223440713
Mutant_Nestin,0.016967239355458328,0.0011738341692455448,0.5928929676662043,0.125386831714865,0.07160388432397823,0.11898409988261659,0.00981752214278092,0.055703766940561304,0.00746985380428983
