group,ABC,Astrocytes,CA1,CA2,CA3,CGE-derived,Cajal-Retzius,Car3,ENT,Endothelial,Immature GC,Lamp5,Lamp5 (DG),MGE-derived,MOL,Mature GC,Microglia,Mossy cells,NFOL,Neuroblast,OPC,PPP,PV,Pericytes,ProS,SST,Sncg,Subiculum,Unknown,VIP,VIP (DG),VLMC,nIPC
Control_Emx1,0.003866272458494428,0.03297702979304071,0.08414828292017285,0.005230839208551285,0.049351830793722996,0.014100523083920855,0.00045485558335228563,0.0047759836251989995,0.2695019331362292,0.01364566750056857,0.017966795542415284,0.007732544916988856,0.004321128041846714,0.017511939959062996,0.022287923584261998,0.10848305662952012,0.01137138958380714,0.002501705708437571,0.0009097111667045713,0.002501705708437571,0.007959972708665,0.013418239708892426,0.01933136229247214,0.002729133500113714,0.014782806458949284,0.014100523083920855,0.013873095292244713,0.010689106208778713,0.21196270184216512,0.00727768933363657,0.0031839890834659997,0.006140550375255857,0.0009097111667045713
Control_Nestin,0.005936832106388032,0.05509380194728093,0.048088340061743055,0.0024934694846829733,0.02481595820470197,0.014248397055331275,0.0027309427689384946,0.0027309427689384946,0.18796010448824507,0.009973877938731893,0.03265257658513417,0.006530515317026834,0.003205889337449537,0.014604606981714558,0.09534552362859178,0.10080740916646877,0.05734979814770838,0.0004749465685110425,0.005936832106388032,0.011161244360009499,0.03004037045832344,0.011279981002137259,0.009855141296604131,0.008311564948943244,0.007242935169793398,0.009261458085965329,0.004511992400854904,0.012586084065542626,0.21004511992400854,0.00379957254808834,0.002849679411066255,0.005461885537876989,0.002612206126810734
Mutant_Emx1,0.005140507196710075,0.0363262508567512,0.08447566826593557,0.006854009595613434,0.05757368060315284,0.02227553118574366,0.0006854009595613434,0.0017135023989033585,0.3154557916381083,0.010452364633310486,0.0054832076764907475,0.01285126799177519,0.0025702535983550376,0.019191226867717615,0.015592871830020562,0.04592186429061001,0.0054832076764907475,0.0025702535983550376,0.0027416038382453737,0.0008567511994516792,0.012508567511994516,0.055346127484578476,0.027758738862234407,0.0018848526387936944,0.020904729266620972,0.022446881425633995,0.019705277587388624,0.017477724468814255,0.14410555174777245,0.008567511994516792,0.0032556545579163812,0.009424263193968472,0.002398903358464702
Mutant_Nestin,0.0020275317468786682,0.016967239355458328,0.08408921139686266,0.003521502507736634,0.035962010457795325,0.031053249386404864,0.0038416390993490554,0.0020275317468786682,0.3180023476683385,0.002774517127307651,0.01248532707288443,0.013125600256109274,0.0025610927328993706,0.024116956568135738,0.07128374773236582,0.057624586490235837,0.07160388432397823,0.0018141073524703874,0.008430263579127094,0.003414790310532494,0.03927008857112368,0.041084195923594066,0.016113541777825206,0.0021342439440828085,0.012698751467292711,0.018461210116316296,0.006082595240636005,0.018141073524703875,0.05954540603991036,0.01216519048127201,0.003414790310532494,0.001707395155266247,0.00245438053569523
