group,CA3-Pyr,Cajal-Retzius,Endothelial,Ependymal,GABA,GC-juv,MOL,MOL|OPC,MiCajal-Retziusoglia,NFOL,OPC,Unassigned
Control_Emx1,0.22560836934273368,0.00045485558335228563,0.005230839208551285,0.0031839890834659997,0.09893108937912212,0.03206731862633614,0.025471912667727997,0.00022742779167614282,0.010689106208778713,0.0009097111667045713,0.007959972708665,0.5892654082328861
Control_Nestin,0.12989788648777012,0.00379957254808834,0.006293042032771313,0.0004749465685110425,0.06661125623367371,0.0,0.09522678698646403,0.002968416053194016,0.04120161481833294,0.0058180954642602705,0.0301591071004512,0.617549275706483
Mutant_Emx1,0.3139136394790953,0.0006854009595613434,0.0065113091158327625,0.001028101439342015,0.13639479095270735,0.0006854009595613434,0.01696367374914325,0.0005140507196710075,0.004455106237148732,0.0027416038382453737,0.012508567511994516,0.503598355037697
Mutant_Nestin,0.2630455661082062,0.004161775690961477,0.0013872585636538256,0.0011738341692455448,0.12528011951766088,0.0,0.06872265499946643,0.002667804930103511,0.048554049727883894,0.008430263579127094,0.03927008857112368,0.4373065841425675
