group,Astro-Epen,CB GABA,CB Glut,CNU-HYa GABA,CNU-HYa Glut,CNU-LGE GABA,CNU-MGE GABA,CTX-CGE GABA,CTX-MGE GABA,DG-IMN Glut,HY GABA,HY Glut,IT-ET Glut,Immune,LSX GABA,MB Dopa,MB GABA,MB Glut,MB-HB Sero,MH-LH Glut,MY GABA,MY Glut,NP-CT-L6b Glut,OB-CR Glut,OB-IMN GABA,OEC,OPC-Oligo,P GABA,P Glut,Pineal Glut,TH Glut,Vascular
Control_Emx1,0.03957243575164885,0.00022742779167614282,0.00022742779167614282,0.0020468501250852852,0.0020468501250852852,0.0034114168751421424,0.0009097111667045713,0.032749602001364564,0.04912440300204685,0.19581532863315898,0.0006822833750284285,0.0,0.5283147600636798,0.016374801000682282,0.002501705708437571,0.00022742779167614282,0.0029565612917898565,0.001364566750056857,0.00022742779167614282,0.00022742779167614282,0.0011371389583807142,0.0022742779167614284,0.04821469183534228,0.0015919945417329998,0.007959972708665,0.00022742779167614282,0.03934500795997271,0.0011371389583807142,0.00045485558335228563,0.0,0.00022742779167614282,0.018421651125767567
Control_Nestin,0.05829969128473047,0.00023747328425552126,0.0004749465685110425,0.0033246259795772976,0.0034433626217050583,0.004155782474471622,0.0011873664212776064,0.01887912609831394,0.031109000237473285,0.19650914272144385,0.0007124198527665638,0.0008311564948943244,0.3801947280930895,0.04595108050344336,0.000949893137022085,0.0,0.004274519116599383,0.003562099263832819,0.0,0.00011873664212776063,0.000949893137022085,0.002849679411066255,0.06471146995962954,0.004511992400854904,0.018047969603419617,0.004630729042982664,0.12989788648777012,0.002968416053194016,0.00023747328425552126,0.00023747328425552126,0.00011873664212776063,0.016623129897886488
Mutant_Emx1,0.0411240575736806,0.0,0.0003427004797806717,0.003084304318026045,0.0035983550376970526,0.006339958875942426,0.0018848526387936944,0.04369431117203564,0.07008224811514736,0.06973954763536669,0.0006854009595613434,0.0006854009595613434,0.589787525702536,0.007196710075394105,0.003084304318026045,0.00017135023989033586,0.0025702535983550376,0.0015421521590130226,0.0,0.0003427004797806717,0.001028101439342015,0.0017135023989033585,0.07813570938999315,0.0013708019191226869,0.006854009595613434,0.0,0.0387251542152159,0.0008567511994516792,0.0,0.0,0.0017135023989033585,0.023646333104866347
Mutant_Nestin,0.019208195496745278,0.00010671219720414043,0.00021342439440828086,0.0009604097748372639,0.0011738341692455448,0.0012805463664496853,0.0011738341692455448,0.03212037135844627,0.054316508376907484,0.10233699711877067,0.000746985380428983,0.0003201365916124213,0.47721694589691604,0.054956781560132326,0.0006402731832248426,0.0,0.00490876107139046,0.003201365916124213,0.0,0.0013872585636538256,0.0005335609860207021,0.0009604097748372639,0.10404439227403692,0.003948351296553196,0.0040550634937573365,0.0,0.12346601216519049,0.0012805463664496853,0.00010671219720414043,0.00010671219720414043,0.00010671219720414043,0.005122185465798741
