names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L2 IT PPP-APr Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Adcy1,-3.197668,-0.6563793,0.0013854365122323998,0.04970184123322374,0.4961832061068702,0.6103956834532374,0.52146006,0.73180825
Rab30,-3.2127979,-0.7047094,0.0013144877226822318,0.04740977866908935,0.35877862595419846,0.5281654676258993,0.3159024,0.47341678
Kazn,-3.2150135,-0.7274127,0.001304383624991517,0.04717198923758016,0.45038167938931295,0.5753237410071942,0.4668654,0.68566763
Nsmf,-3.2278028,-0.79096156,0.0012474496871339854,0.04535720310323436,0.25190839694656486,0.4273021582733813,0.19625987,0.31858993
Scn9a,-3.2388215,-2.2405436,0.0012002465931684526,0.043896785468353815,0.030534351145038167,0.1970863309352518,0.027120255,0.12214448
Boc,-3.2443824,-3.867012,0.0011770557110019322,0.04320694939156,0.015267175572519083,0.1791726618705036,0.007815023,0.10838442
Anapc1,-3.251122,-0.66861665,0.0011495054901702424,0.042253368701606585,0.3053435114503817,0.5060791366906475,0.27397004,0.40612125
Gm32647,-3.25961,-1.2804627,0.001115654974772932,0.041121603802673094,0.2366412213740458,0.39161870503597124,0.26083493,0.54460377
Bcap29,-3.264248,-0.9120958,0.001097551269656625,0.04067752084920485,0.183206106870229,0.3622302158273381,0.14603706,0.25919706
Agps,-3.2684782,-0.7148656,0.0010812747848326417,0.04018513619426429,0.35877862595419846,0.5292446043165467,0.3099564,0.46775264
Car12,-3.273116,-1.8142985,0.0010636879648010234,0.039746613035542715,0.061068702290076333,0.2301798561151079,0.04788158,0.15913048
Nnat,-3.2785304,-0.89097375,0.0010434912357136159,0.03905098816660844,0.16793893129770993,0.3433093525179856,0.1985514,0.34167105
Cdh4,-3.2829618,-1.2807585,0.0010272258097951017,0.03849589610766302,0.15267175572519084,0.3208273381294964,0.12506366,0.28041664
Arhgef25,-3.2837112,-0.7794951,0.0010244983479339273,0.038447305319810936,0.22137404580152673,0.40985611510791364,0.19203657,0.3099923
Mblac2,-3.2858129,-0.55214155,0.0010168853086164875,0.038214976562972056,0.26717557251908397,0.4628776978417266,0.25822234,0.3590721
Sik2,-3.2871,-0.64741117,0.0010122489476280245,0.03809401851927874,0.42748091603053434,0.5916546762589928,0.4181966,0.5951386
Nr4a2,-3.287203,-2.0582764,0.0010118781047359937,0.03809401851927874,0.06870229007633588,0.23514388489208632,0.04614729,0.17956915
4930447C04Rik,-3.289522,-2.563699,0.0010035769978614989,0.0378737555232282,0.05343511450381679,0.21705035971223022,0.028108116,0.15575418
Stxbp6,-3.2967775,-1.0227771,0.0009780098978168677,0.03706505776352501,0.33587786259541985,0.4658992805755396,0.3737484,0.6527244
Scube1,-3.2969782,-2.3049488,0.0009773104869498829,0.03706505776352501,0.04580152671755725,0.21453237410071943,0.029997474,0.14017782
Tmem132a,-3.3023057,-1.0973599,0.0009589347296365293,0.03650575458945491,0.19083969465648856,0.36845323741007197,0.14211057,0.2827174
Cttn,-3.3050265,-1.0738834,0.000949674109201309,0.03624679448045337,0.15267175572519084,0.33118705035971224,0.10362079,0.20687872
Zswim5,-3.308323,-0.7973456,0.0009385651567146636,0.03592485151128634,0.31297709923664124,0.48258992805755396,0.26548964,0.42424935
Cacnb2,-3.3121026,-0.31996852,0.0009259755939514035,0.035493529542759215,0.8854961832061069,0.7812230215827338,1.5483283,1.7269039
Mast3,-3.3187335,-0.94147545,0.0009042669136459409,0.034710931385237766,0.2824427480916031,0.4504676258992806,0.21487097,0.37867185
Adcy5,-3.322584,-1.209356,0.0008918787470624739,0.0342843804485961,0.16030534351145037,0.33262589928057557,0.10261298,0.22304527
Chpt1,-3.3269556,-0.66585964,0.0008780039976958712,0.03384787290973896,0.3435114503816794,0.5277338129496403,0.3214029,0.47086996
Pkp4,-3.3273356,-0.4383873,0.0008768070036581149,0.03384787290973896,0.7175572519083969,0.7534172661870504,0.9404746,1.1364096
Ptbp3,-3.3279655,-1.014048,0.0008748267439582991,0.03382243828799928,0.21374045801526717,0.39345323741007193,0.1716647,0.3207958
Nmt1,-3.3295894,-0.74738735,0.0008697415565084761,0.03367428764176189,0.2824427480916031,0.4826618705035971,0.25279924,0.39396426
Dpf3,-3.3297305,-1.1311803,0.0008693006640147497,0.03367428764176189,0.11450381679389313,0.28733812949640286,0.1277582,0.2612105
Pstpip2,-3.3301377,-2.0436435,0.0008680300195349879,0.03367428764176189,0.06870229007633588,0.23805755395683453,0.05156448,0.19734925
Nrbp2,-3.339549,-0.90211505,0.0008391450035629948,0.03272543722168021,0.183206106870229,0.3657553956834532,0.15029316,0.26472571
Dusp11,-3.342938,-0.7775106,0.000828964565564612,0.032468243506192776,0.2595419847328244,0.4475179856115108,0.20398022,0.32777154
Mtmr1,-3.3496175,-0.73507,0.0008092320459121663,0.03178956882114022,0.29770992366412213,0.49010791366906475,0.25179616,0.3897403
A330008L17Rik,-3.3558085,-0.8672229,0.0007913334110640041,0.031177608145586202,0.25190839694656486,0.424136690647482,0.24734527,0.41336387
Plp1,-3.379888,-0.9581374,0.0007251537473749643,0.028866490654763394,0.6106870229007634,0.7192805755395684,0.79554963,1.2124689
Cox7a2l,-3.3847973,-1.3988798,0.0007123083462406306,0.028481734023044263,0.11450381679389313,0.29302158273381296,0.08546563,0.2112983
Lmo7,-3.3850362,-0.6641796,0.0007116885560238777,0.028481734023044263,0.4198473282442748,0.5667266187050359,0.46415222,0.6606269
Fhl1,-3.3892612,-1.2016746,0.0007008119654550671,0.02814770928516839,0.11450381679389313,0.29579136690647484,0.086016,0.18780686
Gm28376,-3.4074974,-1.6656027,0.0006556153224685379,0.02653069836555665,0.0916030534351145,0.26661870503597124,0.05651717,0.1692888
Nrn1,-3.4149375,-0.9119192,0.0006379667413130362,0.025894511086225504,0.22900763358778625,0.41715827338129496,0.20558047,0.35728332
Prtg,-3.4154263,-1.7455356,0.0006368229557564479,0.025887190349736394,0.07633587786259542,0.2506115107913669,0.054729305,0.17280371
Arnt2,-3.4168978,-0.7605063,0.000633390399382415,0.025786666714250745,0.4351145038167939,0.5772661870503597,0.3932816,0.5967858
Fras1,-3.4204984,-0.9489788,0.0006250650976804146,0.02550466653712777,0.2366412213740458,0.40327338129496404,0.26260245,0.45726717
Zeb1,-3.423773,-0.637685,0.0006175817333193808,0.02525787088933297,0.5801526717557252,0.6957913669064748,0.72965693,0.9826532
Pik3cb,-3.4240773,-1.0089504,0.0006168910079288723,0.02525787088933297,0.16793893129770993,0.36046762589928055,0.13007471,0.24651352
Dach1,-3.4268467,-2.43151,0.0006106334740272038,0.025049956407803005,0.04580152671755725,0.22035971223021583,0.04288592,0.21219113
Hpca,-3.431441,-0.9650947,0.00060038343440101,0.02470490487343819,0.183206106870229,0.3652158273381295,0.17555049,0.3181839
