names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_OB-out Frmd7 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Dlgap2,-3.100469,-0.47277313,0.001932144238024962,0.044640340219888844,0.8545454545454545,0.8130650021523892,1.846635,2.1292565
Rps25,-3.101281,-1.4162886,0.0019268541631137536,0.04455642974429136,0.07272727272727272,0.3238986942172478,0.1254232,0.3050187
Ppp2r3a,-3.1028209,-0.7796433,0.0019168559075745093,0.0443634093337873,0.2909090909090909,0.6048213517003874,0.43091875,0.6547892
Arsb,-3.1041684,-0.80624723,0.0019081465388841722,0.044199911637773884,0.34545454545454546,0.6340579710144928,0.47454175,0.72363985
Capza2,-3.1047041,-0.946151,0.001904694535381602,0.04415801739922662,0.23636363636363636,0.522815325010762,0.2688531,0.4664498
Stx1a,-3.1047962,-2.044743,0.0019041018001973195,0.04415801739922662,0.07272727272727272,0.3249031424881619,0.056293238,0.21424648
Ppfia3,-3.1050556,-2.116581,0.0019024322759869608,0.04415801739922662,0.05454545454545454,0.30653608839144786,0.045579854,0.18418482
Pparg,-3.1062524,-4.031408,0.0018947483130388207,0.044041424888713765,0.01818181818181818,0.2608336920648587,0.013262233,0.19746493
Gnaz,-3.1077673,-1.5021358,0.0018850633328042787,0.04385424394151599,0.07272727272727272,0.33365619170612715,0.08224183,0.21737298
Cfap69,-3.1099186,-1.4058185,0.0018713898363590666,0.043573869066696816,0.09090909090909091,0.3541397618022672,0.09559373,0.2357008
Cx3cl1,-3.1125634,-0.728163,0.0018547021901394768,0.043222764830050074,0.18181818181818182,0.465884631941455,0.24167062,0.37352955
Fhl2,-3.112714,-2.0845468,0.0018537557560936362,0.043222764830050074,0.05454545454545454,0.3031281389008466,0.049027912,0.19320433
Tubgcp5,-3.11412,-0.6868889,0.0018449437440660617,0.04307005942923986,0.12727272727272726,0.40626345243219975,0.19482997,0.29734275
Scfd2,-3.1144047,-0.91753954,0.0018431650500772903,0.04306595208311025,0.2727272727272727,0.5743650452001722,0.3204526,0.5385564
Hace1,-3.1152668,-0.9119947,0.0018377862655491464,0.042977647480683695,0.3090909090909091,0.6220763380685894,0.41453344,0.6762739
Jmjd1c,-3.1154592,-0.80445325,0.0018365871493075802,0.042977647480683695,0.6,0.7986439948342661,0.88629824,1.2501045
Far1,-3.1157773,-0.9555434,0.0018346075756998663,0.042977647480683695,0.36363636363636365,0.672693356292151,0.47469229,0.77848405
Cds2,-3.115861,-0.9116327,0.0018340869612323302,0.042977647480683695,0.16363636363636364,0.4545487157411393,0.20009771,0.34834516
Klc2,-3.1224313,-3.262912,0.0017936397772307041,0.04216544253209888,0.01818181818181818,0.26524608982637393,0.016908655,0.15159549
Cbx6,-3.1245906,-0.8362312,0.001780526374414359,0.04196731901799459,0.14545454545454545,0.4277155976467212,0.19613764,0.32705882
Ap3d1,-3.125344,-1.2682294,0.0017759727045793228,0.04189673974718736,0.09090909090909091,0.3579423159707275,0.10708711,0.24079
Ptpn2,-3.1264489,-0.8084118,0.0017693133518355015,0.04181306047829369,0.16363636363636364,0.45192997560625625,0.20663328,0.33788276
Gon4l,-3.127319,-0.67860734,0.0017640827655117923,0.04172614780748403,0.21818181818181817,0.5220978619601091,0.2913362,0.4326549
Smpd4,-3.1279135,-0.9189055,0.0017605200538586131,0.04167856726623871,0.07272727272727272,0.3369923948916631,0.11357648,0.20490332
Strada,-3.1289933,-0.87716806,0.0017540638811006743,0.041562342579519504,0.18181818181818182,0.47478117376955087,0.21724097,0.36858
Smim13,-3.1297967,-0.73653203,0.0017492734227409837,0.041485416477537715,0.12727272727272726,0.4114650595494332,0.1961855,0.3083273
Epg5,-3.129897,-0.94909805,0.0017486754619907938,0.041485416477537715,0.12727272727272726,0.40561773568661214,0.15306588,0.2771284
Dnal1,-3.1301482,-0.83882415,0.0017471813822548452,0.041485416477537715,0.14545454545454545,0.43176926388291004,0.18284413,0.3066317
Bckdhb,-3.1318557,-0.71254265,0.0017370527273837461,0.04130496175646129,0.23636363636363636,0.5429760367341082,0.32921115,0.49401072
Ankrd45,-3.1359987,-1.9303629,0.0017126998904843033,0.04076195399230578,0.05454545454545454,0.31048213517003875,0.054438666,0.19329903
Ccnc,-3.1362581,-0.6513422,0.001711185261468591,0.04076195399230578,0.16363636363636364,0.4589611135026546,0.22905007,0.33953106
Zkscan16,-3.1369946,-1.4425045,0.001706892379042426,0.04069582806110913,0.07272727272727272,0.3374946190271201,0.083888635,0.2133677
Camkk2,-3.142167,-1.039367,0.0016770225738292272,0.04001917989235465,0.18181818181818182,0.47026115655043765,0.20263384,0.37958422
Vps13b,-3.1433473,-0.7982676,0.0016702753386744196,0.039893598533494806,0.6181818181818182,0.8036662361888363,1.0160257,1.4022846
Glt1d1,-3.143975,-1.0394216,0.00166669656778669,0.039843538057320604,0.07272727272727272,0.33828382838283827,0.1089402,0.21233994
Ascc2,-3.1442513,-1.2180123,0.0016651241446780625,0.03984139427203877,0.09090909090909091,0.3627493184101019,0.106829114,0.23291337
Kifc2,-3.1453142,-1.0650034,0.0016590854235002284,0.03976772999951038,0.09090909090909091,0.35467785909025684,0.11506352,0.22723931
Amph,-3.1467957,-0.78318876,0.0016507028606924398,0.03960213023821952,0.509090909090909,0.7459104606112785,0.78893536,1.1206752
Gm28175,-3.147323,-27.653667,0.0016477286530531177,0.03956610268770087,0.0,0.24526474386569092,0.0,0.1915674
A330102I10Rik,-3.147867,-1.2526783,0.0016446651951795195,0.03952786564800866,0.14545454545454545,0.4184603242932989,0.15864502,0.3433498
Nptx1,-3.148595,-1.9734162,0.0016405730765238768,0.03946481518907482,0.09090909090909091,0.3439159133304635,0.07693189,0.27310154
Mapre1,-3.1514075,-1.4748447,0.0016248568447363658,0.03912177725633167,0.07272727272727272,0.3303199885205912,0.08392844,0.21781088
Dip2b,-3.1541443,-0.8926831,0.0016096947409141714,0.0388611839068857,0.4,0.7184316257712727,0.56952566,0.88575923
Elapor1,-3.1541862,-1.001394,0.0016094639186474318,0.0388611839068857,0.23636363636363636,0.5169680011479408,0.25379726,0.4563993
Clmn,-3.1575172,-1.2811726,0.001591187894977326,0.038483545218758554,0.10909090909090909,0.3778160424738126,0.1489952,0.32964918
Gm28376,-3.1599696,-3.7947917,0.0015778557423690865,0.03819548089861023,0.01818181818181818,0.2662864112498206,0.013184857,0.16906682
Morn1,-3.1614091,-3.2139606,0.001570077345257231,0.03807208083597404,0.01818181818181818,0.2684388004017793,0.016908655,0.14689171
Leng8,-3.166607,-0.9404505,0.0015422866389432652,0.03743562961915586,0.18181818181818182,0.4783326158702827,0.2088092,0.36855194
Cisd2,-3.1671677,-1.2303843,0.001539315518239974,0.0373972947333708,0.12727272727272726,0.3978691347395609,0.12882046,0.2795871
Heca,-3.1686993,-1.9080343,0.0015312272090204037,0.03723445710984456,0.07272727272727272,0.3317190414693643,0.06264529,0.2172275
Plcl1,-3.169327,-0.89260143,0.0015279236514450579,0.0371877794513847,0.4,0.6867556320849476,0.81993586,1.2114774
Klf8,-3.169578,-1.183031,0.0015266040675128829,0.0371877794513847,0.12727272727272726,0.4119672836848902,0.15368441,0.32004264
Man2a1,-3.1700888,-0.96198493,0.0015239241501359081,0.03715775128325939,0.18181818181818182,0.4743148227866265,0.2541488,0.44704127
Cetn3,-3.171135,-2.1704717,0.0015184460492354542,0.03705780685100513,0.05454545454545454,0.3107691203902999,0.04727048,0.19713418
Fbxl2,-3.171269,-1.1081932,0.0015177461633530287,0.03705780685100513,0.14545454545454545,0.43245085378103026,0.1553807,0.3092391
Hdlbp,-3.1740978,-0.81798464,0.00150303034283997,0.03674833968344858,0.2,0.49795523030563926,0.24744098,0.40208316
Fbn2,-3.1743488,-1.9798806,0.001501730576649151,0.03674833968344858,0.07272727272727272,0.3271631510977185,0.07979487,0.28341675
Zcchc2,-3.1749933,-2.2193794,0.0014983992483683412,0.03670190319385353,0.03636363636363636,0.29053666236188835,0.040021554,0.17408487
Chka,-3.1759307,-0.89085096,0.0014935658324954381,0.036616892262000385,0.36363636363636365,0.6557612282967428,0.4690179,0.7465169
Rras2,-3.1765168,-0.8351391,0.0014905522464982903,0.036576382523661244,0.2,0.5032644568804706,0.27967662,0.4547051
Habp4,-3.1769102,-1.1658019,0.001488531983456453,0.03656019597392586,0.07272727272727272,0.34057971014492755,0.10480877,0.22147158
Nipa1,-3.1779897,-0.8223442,0.001482999964374318,0.036457647797564434,0.2,0.5082866982350409,0.25624102,0.41637182
Stmn1,-3.1784835,-1.2588358,0.0014804761349488356,0.03642893200190037,0.16363636363636364,0.4361816616444253,0.19490995,0.41540444
Chchd2,-3.1789105,-1.4046971,0.0014782977094633734,0.036408670442970525,0.18181818181818182,0.4574544410962835,0.19452319,0.4501372
Epha3,-3.179128,-1.0814633,0.0014771882766855071,0.036408670442970525,0.34545454545454546,0.5948844884488449,0.5049253,0.87130904
Igsf9b,-3.1792285,-1.1093309,0.001476676489598544,0.036408670442970525,0.12727272727272726,0.4057612282967427,0.16284773,0.32321548
Wdr37,-3.1797557,-0.85008293,0.0014739922869819097,0.03640273230809184,0.2727272727272727,0.588212082077773,0.33963534,0.5475642
Trak2,-3.1798563,-0.9137371,0.0014734815203363018,0.03640273230809184,0.14545454545454545,0.44159850767685466,0.18323912,0.3212566
Cox10,-3.1832209,-1.8104105,0.001456464796096065,0.03603610411703615,0.07272727272727272,0.3317190414693643,0.0639659,0.20838396
Ncan,-3.1868281,-1.7940415,0.0014384218220451282,0.03562248327958765,0.07272727272727272,0.3346606399770412,0.07161901,0.22910546
Usp53,-3.1871212,-1.3112079,0.001436965697893547,0.03561925120147565,0.10909090909090909,0.3809728798966853,0.118217,0.2710938
Hsd17b4,-3.1906447,-1.5243316,0.0014195567528664016,0.03525276335445491,0.07272727272727272,0.3387501793657627,0.082374975,0.2207309
Slc22a23,-3.193097,-0.8604204,0.0014075557690709697,0.0349870707816253,0.2545454545454545,0.5766250538097288,0.37173858,0.59744334
Atg3,-3.197257,-1.3034465,0.0013874128580468456,0.034518318051591425,0.14545454545454545,0.4149088821925671,0.13247587,0.29982367
Ero1b,-3.1991234,-1.751825,0.0013784615749040596,0.03432739807013168,0.05454545454545454,0.31521739130434784,0.061857753,0.19466668
Csrnp3,-3.2029066,-0.761199,0.0013604813371180836,0.033911070063416426,0.5272727272727272,0.7194360740421868,0.7526084,1.0656011
Galnt11,-3.2038608,-1.0335503,0.001355980787641083,0.0338302727612961,0.18181818181818182,0.4852202611565504,0.19890407,0.37189838
Dnai4,-3.2046306,-1.649766,0.0013523587833653647,0.03377126441359419,0.07272727272727272,0.3308939589611135,0.07020483,0.20555559
Gm10862,-3.205091,-2.5700252,0.0013501977194966242,0.0337486629980226,0.03636363636363636,0.28910173626058255,0.028533457,0.15860723
Snx7,-3.2062042,-1.2396758,0.001344985033785456,0.03364967212087076,0.09090909090909091,0.3577629502080643,0.11668304,0.2563931
Ccdc136,-3.20756,-2.2488163,0.0013386608284218472,0.033522662124599284,0.05454545454545454,0.3115583297460181,0.048597794,0.21243596
Ccdc57,-3.208079,-1.0724202,0.0013362477211960788,0.03349344801169649,0.12727272727272726,0.4158415841584158,0.15154068,0.29572302
Actr3,-3.208598,-1.0343097,0.0013338386278555373,0.033464280047131915,0.2727272727272727,0.5638542115081073,0.28678307,0.5189469
Dhdds,-3.211636,-0.7907958,0.0013198140052312736,0.03314336665473301,0.18181818181818182,0.48801836705409674,0.23839323,0.3823584
Ranbp10,-3.2139964,-1.2654256,0.0013090128961561133,0.03290287794173505,0.10909090909090909,0.3837709857942316,0.11634217,0.25974813
H13,-3.2142727,-1.142482,0.0013077542822333675,0.032902020190646614,0.09090909090909091,0.3672334624766824,0.11587587,0.23997629
Nptxr,-3.2159214,-1.0253844,0.0013002639428394199,0.03274422881358502,0.12727272727272726,0.4071244080929832,0.1864941,0.34876305
Gm2164,-3.2178717,-2.5305078,0.0012914559280685746,0.03255292756773227,0.05454545454545454,0.30832974601808005,0.07510048,0.3719911
Pgm2l1,-3.2189848,-0.91845995,0.0012864528998735119,0.03248777201090344,0.3090909090909091,0.6234753910173626,0.41428876,0.67812335
Mtch2,-3.2192192,-1.0125543,0.0012854019130080073,0.03248777201090344,0.16363636363636364,0.46566939302625915,0.1919537,0.35552385
Slc6a7,-3.2256556,-1.4327586,0.0012568452628978497,0.03188992654774808,0.07272727272727272,0.3453867125843019,0.09161531,0.23032661
Rasgrp1,-3.2274969,-1.2307992,0.001248784035665884,0.0317153374653519,0.21818181818181817,0.5011838140335773,0.25557715,0.5208483
Prmt7,-3.2275302,-2.0912437,0.0012486379108007021,0.0317153374653519,0.05454545454545454,0.31754914621896974,0.049976595,0.19751398
9530052E02Rik,-3.2307947,-2.266184,0.0012344663136750517,0.03141108887163697,0.01818181818181818,0.2748600947051227,0.03641573,0.1641626
Wdpcp,-3.2315145,-1.0608994,0.001231361350519447,0.03136178150564696,0.2,0.4844669249533649,0.22274232,0.41904685
Dok5,-3.2317402,-1.8541789,0.0012303880251573066,0.03136178150564696,0.09090909090909091,0.35073181231166595,0.07717997,0.2547135
Ddx24,-3.2321422,-1.0621954,0.0012286594231751128,0.031352401425180705,0.23636363636363636,0.5446979480556752,0.26440603,0.48979446
Nsg2,-3.2327447,-0.7031308,0.0012260707252801405,0.03131608401927507,0.3090909090909091,0.6566939302625915,0.50609267,0.7287768
Sdc2,-3.234494,-2.2062502,0.0012185848173235272,0.031154494806358873,0.05454545454545454,0.314894532931554,0.05428812,0.22908607
Slc2a3,-3.2352808,-1.0215278,0.0012152317324198416,0.03109835871440109,0.14545454545454545,0.44106041038886495,0.17640175,0.3304784
Homer1,-3.2373984,-0.91565424,0.0012062492308572467,0.030897918811376757,0.45454545454545453,0.6892667527622327,0.62727815,0.97301793
Ogfrl1,-3.2390137,-0.99447453,0.0011994382499687253,0.03075277268765234,0.16363636363636364,0.45078203472521167,0.20737644,0.37783992
Sncb,-3.2404869,-0.9206922,0.001193258189338353,0.03062354111511131,0.12727272727272726,0.40866695365188693,0.20087962,0.3514698
3110082I17Rik,-3.2407126,-2.4673145,0.0011923127187642003,0.03062354111511131,0.03636363636363636,0.2916128569378677,0.034063056,0.1753122
Kcnn3,-3.2422361,-1.9825172,0.0011859575817397875,0.030494430833825924,0.07272727272727272,0.333369206485866,0.06551979,0.23712021
St8sia1,-3.2423449,-1.0365591,0.0011855048431214834,0.030494430833825924,0.10909090909090909,0.38334050796383984,0.14415435,0.27617934
Dlgap3,-3.2428052,-0.8845298,0.0011835911769181367,0.030491941441793225,0.2,0.5145644999282537,0.2638832,0.44308048
Ephx4,-3.2431233,-1.656437,0.0011822706752117845,0.030487152632380665,0.05454545454545454,0.32214090974314824,0.06865763,0.20215456
Slc24a4,-3.2457597,-1.3493055,0.0011713767083001262,0.030235247024038802,0.09090909090909091,0.3695293442387717,0.120895565,0.28323922
Fgf13,-3.2475173,-0.88028556,0.001164165677930907,0.030078011313464874,0.3090909090909091,0.6399052948773138,0.5626837,0.8714841
Macrod2,-3.2482705,-0.4725237,0.0011610878129748527,0.030027362400995468,0.8909090909090909,0.8880040177930837,2.2473626,2.544925
Miga1,-3.2485385,-0.8905324,0.001159995274531661,0.030027362400995468,0.2,0.5007533362031855,0.23723394,0.4030277
Snx1,-3.2487226,-1.2741838,0.0011592447055668665,0.030027362400995468,0.10909090909090909,0.3841655904720907,0.1225223,0.2740296
Ctxn1,-3.2489152,-1.3297377,0.0011584604997527562,0.030027362400995468,0.09090909090909091,0.3643636102740709,0.1240484,0.28665772
Ankrd42,-3.2516353,-1.5883867,0.0011474316153578864,0.02978887681610281,0.07272727272727272,0.34517147366910605,0.07704254,0.2157846
Syt17,-3.253987,-1.2821381,0.0011379741880021067,0.029571921113749136,0.16363636363636364,0.4393026259147654,0.18242776,0.3965652
Itsn2,-3.256205,-0.8999522,0.0011291213312154967,0.02939873078465155,0.32727272727272727,0.6723346247668245,0.47579074,0.7593715
Pcdh9,-3.25772,-0.55908597,0.0011231113048997903,0.029270611796951857,0.9454545454545454,0.9715884631941455,3.4622498,3.8396542
Anxa6,-3.2578874,-1.5590773,0.0011224490313038978,0.029270611796951857,0.07272727272727272,0.34405940594059403,0.08118406,0.2225039
Kcnk2,-3.2607918,-1.0786374,0.0011110159082343943,0.029011659333584235,0.10909090909090909,0.385851628641125,0.17009428,0.3304585
Cdon,-3.2617376,-1.2571795,0.00110731603535387,0.028943173025251442,0.12727272727272726,0.4079136174487014,0.14646396,0.31992614
Cacnb4,-3.262675,-0.77531254,0.0011036601501084387,0.028875704219487583,0.6363636363636364,0.7698019801980198,1.0090873,1.3821371
Fgfr1,-3.2644827,-2.027684,0.0010966410151622,0.028720023467259565,0.07272727272727272,0.3394676424164155,0.072687455,0.26805595
Rps6ka2,-3.266157,-1.1471112,0.0010901786482688071,0.028578634418519853,0.14545454545454545,0.4243793944611852,0.16138077,0.32776636
Zfp799,-3.2668264,-0.9815023,0.0010876035773252455,0.02853897277610288,0.12727272727272726,0.41559047209068734,0.15539297,0.28664392
Camk2b,-3.2675378,-0.92077833,0.0010848737292383258,0.028523050004534065,0.38181818181818183,0.6790787774429616,0.5549233,0.87727803
Lmo3,-3.268927,-1.1648617,0.0010795607610899769,0.0284111632228087,0.21818181818181817,0.5021165159994261,0.27750707,0.5406417
Gmds,-3.2691698,-0.9016882,0.0010786350651348176,0.0284111632228087,0.34545454545454546,0.6672765102597217,0.51114976,0.8093768
Zfhx4,-3.272183,-2.5330615,0.001067204632405982,0.0281411074315493,0.05454545454545454,0.31428468933849907,0.054733425,0.28188503
Nme7,-3.2723086,-0.9745958,0.0010667308050060183,0.0281411074315493,0.2727272727272727,0.5936289281102023,0.33823556,0.5827146
Arhgef4,-3.2750623,-1.4690427,0.0010563870113080452,0.027910638145375786,0.09090909090909091,0.35822930119098867,0.10453257,0.266243
Senp5,-3.2756815,-0.72123706,0.001054073263562973,0.0279043828491991,0.23636363636363636,0.5628138900846607,0.3371058,0.50736123
Shprh,-3.2758322,-0.787104,0.0010535111694560222,0.0279043828491991,0.2727272727272727,0.6080499354283254,0.3829157,0.5906099
Arntl2,-3.2776484,-4.5473404,0.0010467566021414491,0.027765399703396584,0.01818181818181818,0.27184674989238056,0.0068728016,0.1495012
Scn3b,-3.2781591,-1.2913265,0.0010448650809516985,0.027742613364794604,0.14545454545454545,0.42943750896828814,0.14858384,0.3307918
Nars2,-3.2802765,-1.3322611,0.0010370536317185171,0.027562444198097485,0.09090909090909091,0.3735112641698953,0.10604572,0.24818166
Olfm2,-3.2824275,-1.7585975,0.0010291740400104896,0.027380105401071143,0.03636363636363636,0.3002224135457024,0.06782103,0.21304962
Tyw1,-3.2836413,-3.7340064,0.001024752841755103,0.027289503328007548,0.01818181818181818,0.27665375233175493,0.013184857,0.16262877
Tshz2,-3.284043,-1.9064068,0.0010232931496619393,0.0272776656065638,0.14545454545454545,0.39776151528196296,0.19063716,0.5807114
Tmem175,-3.2841685,-0.77030796,0.0010228373906820967,0.0272776656065638,0.16363636363636364,0.47101449275362317,0.23000346,0.36539623
Cep112,-3.2849636,-0.91683924,0.0010199552771827556,0.027242741846819726,0.18181818181818182,0.49045774142631654,0.3168182,0.5328305
Itga4,-3.285148,-3.2444952,0.0010192889131410128,0.027242741846819726,0.01818181818181818,0.27819629789065864,0.022878662,0.1983016
Sox6,-3.291375,-3.0374646,0.0009969895192012662,0.026682378865476118,0.05454545454545454,0.3102310231023102,0.07124989,0.47395834
Rchy1,-3.2927642,-1.9063289,0.0009920761423863592,0.026577353884268667,0.07272727272727272,0.34309083082221264,0.06332327,0.21917282
Mafg,-3.293434,-1.8225259,0.0009897162641211584,0.026540594827280963,0.07272727272727272,0.34370067441526764,0.067543775,0.22086513
Exoc4,-3.2941537,-0.78051203,0.000987185192444302,0.02649916695402437,0.6727272727272727,0.8427320992968862,1.2187046,1.6278731
Pggt1b,-3.297853,-1.5073823,0.0009742709555845069,0.026178660576555702,0.07272727272727272,0.3487229157698378,0.08485372,0.22455427
Armc9,-3.298531,-1.0757201,0.0009719213491493349,0.02614166831996259,0.2727272727272727,0.5662935858803272,0.28179988,0.5224245
Magi3,-3.3007824,-1.1556687,0.00096415593335389,0.02595878750422748,0.2909090909090909,0.5543478260869565,0.34159192,0.6456147
Lias,-3.3015275,-2.0970476,0.0009615993838291389,0.02591592321312835,0.05454545454545454,0.32232027550581144,0.051027745,0.2021071
Pom121,-3.3070934,-2.5610547,0.0009426948777530561,0.025431939121711464,0.05454545454545454,0.31571961543980487,0.036682446,0.19925813
Clstn3,-3.3078802,-1.021252,0.000940050608108613,0.025405823010427275,0.16363636363636364,0.4615798536375377,0.20274688,0.37582716
Srebf2,-3.3095958,-1.2386657,0.000934307665727792,0.025281819716118602,0.14545454545454545,0.43564356435643564,0.15672939,0.336764
Mamld1,-3.3116632,-1.1431599,0.0009274313011017876,0.025121047440126044,0.12727272727272726,0.42308796097001006,0.15973812,0.32392618
E2f3,-3.3137054,-1.2031993,0.0009206845218091358,0.024963464279527222,0.12727272727272726,0.42025398191993113,0.15050188,0.31770158
Lclat1,-3.3145256,-1.0790702,0.0009179875736699182,0.024915480913647176,0.18181818181818182,0.48722915769837855,0.20192592,0.38711405
Hspa4l,-3.3155384,-1.3268806,0.0009146677679631249,0.02485047818520644,0.21818181818181817,0.4987085665088248,0.19353646,0.42896658
Cntnap5a,-3.3167686,-1.0891359,0.0009106495845718898,0.024766350543974372,0.5818181818181818,0.7057684029272493,0.920703,1.4385796
Arhgap21,-3.3181162,-0.7368411,0.0009062674907645493,0.024672145366609364,0.45454545454545453,0.7138757353996269,0.6597837,0.93889296
Stxbp6,-3.321096,-1.4161398,0.0008966471848827114,0.024434999855779366,0.2,0.46581288563638973,0.29608655,0.6521169
Rtn4r,-3.321757,-2.2442596,0.0008945252148575187,0.024426720043924318,0.05454545454545454,0.3223561486583441,0.048204824,0.21025015
Ptar1,-3.32354,-1.6231282,0.0008888271256366673,0.024295813698735756,0.07272727272727272,0.3501578418711436,0.08576378,0.24361134
Mast3,-3.3245108,-1.0945514,0.0008857381104529623,0.02423603159661008,0.16363636363636364,0.45024393743722196,0.19498508,0.37826446
Arhgap39,-3.3267958,-0.91862947,0.0008785075022122976,0.024062687649790453,0.41818181818181815,0.6827378390012915,0.5430532,0.86010295
