names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_L2 IT ENT-po Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Golm2,-2.5619173,-0.25543103,0.010409609390363277,0.04856853695416934,0.759493670886076,0.6497917798298026,0.636018,0.7232522
Grik1,-2.5699441,-1.0156438,0.010171487939239781,0.04757317335550443,0.5221518987341772,0.4991852254209669,0.44679344,0.76027757
Dlx6os1,-2.58015,-1.743049,0.009875745667403903,0.046383724188628364,0.22784810126582278,0.27934093789607095,0.13961785,0.4065031
Dkk3,-2.580606,-0.9153616,0.009862709958271028,0.04634680247966816,0.3259493670886076,0.3641499185225421,0.17203906,0.30310488
Prex1,-2.5952284,-1.3190311,0.009452808136055318,0.04458015053813957,0.21835443037974683,0.2801738185768604,0.09090284,0.21303599
Rnf112,-2.6042376,-0.6797213,0.00920788873569063,0.0435815398105096,0.5189873417721519,0.4825638240086909,0.2986885,0.44313365
Alk,-2.6056654,-1.3767681,0.009169595998797148,0.043431525557496804,0.17405063291139242,0.24153539742893354,0.11190422,0.26810387
Tiparp,-2.6075108,-1.6789186,0.009120317691501997,0.043213355029211545,0.08860759493670886,0.16740901683867462,0.03707633,0.11416965
Ryr1,-2.6194987,-1.918779,0.008805912507987762,0.04190840756103988,0.07278481012658228,0.15332246967227955,0.02190871,0.0804287
Cbfb,-2.6199336,-1.6497056,0.008794687342423524,0.04186981730880937,0.17405063291139242,0.23762447944957452,0.059067823,0.17472643
Sema5b,-2.6299567,-1.7915798,0.008539571877700148,0.04079258601845386,0.11708860759493671,0.19203331522723158,0.047946986,0.1570321
Gnb4,-2.632395,-1.5656649,0.008478521288289102,0.04055141812323392,0.11708860759493671,0.19547347456092704,0.050046194,0.1414244
Gad2,-2.6507328,-1.7077199,0.008031735408113961,0.038689983939767324,0.1550632911392405,0.22433460076045628,0.07804387,0.23518088
Hycc1,-2.6524448,-0.9799887,0.007991118378559783,0.03851504050796437,0.3227848101265823,0.3580300561289154,0.14836465,0.2741905
Gm44257,-2.652722,-0.8646872,0.007984560406607383,0.038504152570987146,0.29430379746835444,0.3406119862393627,0.14246976,0.24593827
Rps29,-2.6740873,-0.958535,0.007493292354161494,0.03642804935559632,0.5379746835443038,0.5168929929386203,0.3287055,0.5632024
Osbpl3,-2.6755502,-0.9734057,0.0074606669345760445,0.03629696189246032,0.31962025316455694,0.35245337678797756,0.16406758,0.30015996
Fat1,-2.6793673,-1.821752,0.007376142540115949,0.03593779692709257,0.11708860759493671,0.194169835234474,0.04185554,0.14072138
Gm10848,-2.680918,-1.6724056,0.007342050597535668,0.0357976591463951,0.07278481012658228,0.1568350534130002,0.025691213,0.079689376
Nckap5,-2.6876538,-0.69698524,0.007195593927098744,0.035204954264592726,0.6392405063291139,0.573202969400688,0.49078324,0.7066238
Gprc5b,-2.6929092,-2.2182035,0.007083154035994663,0.034724384044367194,0.0759493670886076,0.1581386927394532,0.027365087,0.12141357
Gm56750,-2.7086825,-1.8409084,0.0067550953948087656,0.03327395293464923,0.0981012658227848,0.17892449755567627,0.047894042,0.1619051
Clmn,-2.7170427,-1.0275421,0.006586811027199222,0.03260040749693186,0.34177215189873417,0.3776932826362484,0.17605391,0.33104703
Tox3,-2.7201614,-0.96982366,0.006525002953694919,0.032342156311710474,0.25949367088607594,0.32087633532500454,0.15945132,0.29160798
Actn2,-2.7307143,-1.6827868,0.006319720408607794,0.03142900007020016,0.12341772151898735,0.1990946949121854,0.03572861,0.110449165
Tafa5,-2.7439687,-0.38874486,0.006070132533085063,0.030305548339649876,0.6487341772151899,0.5938077131993482,0.50740325,0.62346584
Gm5087,-2.7471297,-1.9562072,0.00601193629262065,0.030026157654780086,0.07911392405063292,0.16270143038203874,0.031638425,0.117545396
Kcnh5,-2.7548723,-1.1291049,0.00587150260790837,0.029406761430474913,0.24367088607594936,0.30530508781459353,0.13505568,0.2748055
Pou3f3,-2.7604156,-1.5720539,0.005772789137607632,0.028982594194229647,0.1550632911392405,0.2300561289154445,0.05646244,0.15931606
Srgap2,-2.762503,-0.32912952,0.005736004986837293,0.028830238308327358,0.8417721518987342,0.7202969400688032,0.89600104,1.0372032
Gm20646,-2.7726068,-1.5951741,0.0055609277981205005,0.02806909252262664,0.12974683544303797,0.20724244070251674,0.043387923,0.12572804
Prss12,-2.773554,-1.7708049,0.00554476410137201,0.028005227707493592,0.0949367088607595,0.17787434365381133,0.03305622,0.10857413
Phka1,-2.7876887,-1.473352,0.005308550905313058,0.026954036815147745,0.18037974683544303,0.2531595147564729,0.0801669,0.20844598
Ajap1,-2.7970173,-1.0655569,0.005157676892615425,0.02628732513364501,0.2563291139240506,0.31374253123302553,0.10104386,0.20092729
Adamts9,-2.817653,-2.0370626,0.004837606227570185,0.02484451057622532,0.08227848101265822,0.16831432192648924,0.033658363,0.13145627
Gad1,-2.8192844,-1.3850379,0.004813086247388391,0.024737495690001162,0.1962025316455696,0.2663407568350534,0.1030681,0.24963282
