names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CEA-BST Six3 Cyp26b1 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Cdh11,-4.0921383,-5.214495,4.274139320707632e-05,0.024435345435620013,0.16666666666666666,0.7283928507468033,0.06086005,1.2029371
Clstn2,-4.1074467,-4.7872863,4.000570393492686e-05,0.02388785032736633,0.25,0.7521043017300046,0.13454697,1.6047896
Nfib,-4.358794,-3.8579252,1.3078111252916372e-05,0.010981526542683216,0.4166666666666667,0.8185823274472581,0.27152482,1.7089754
Oxr1,-4.370844,-2.9909909,1.2376721421345381e-05,0.010818806211183765,0.6666666666666666,0.8560478527167878,0.6147271,2.0478141
Dab1,-4.4337435,-3.2862074,9.261081217859808e-06,0.009216490826810853,0.75,0.8778251370034743,0.82412696,2.6016476
Zeb2,-4.740685,-4.3273087,2.12996691120705e-06,0.003815480726942229,0.3333333333333333,0.8607041799491386,0.29675576,2.0713499
Nrg3,-5.0622015,-3.2850554,4.1444297332932486e-07,0.002227216538671792,0.8333333333333334,0.9478491349976719,1.5475048,3.6126413
Tcf4,-5.0813417,-3.6002588,3.747785280796179e-07,0.002227216538671792,0.75,0.9340234249077689,0.8109488,2.78256
