names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA3 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Lamp5,-2.4440615,-0.68580693,0.014522950251463529,0.048956426202085686,0.13648124191461836,0.16816372939169982,0.071525045,0.112676434
Pou3f2,-2.4461515,-1.7575221,0.014439031713242735,0.04869797692165587,0.03686934023285899,0.07292021982186848,0.014352449,0.04772095
Xiap,-2.4489036,-0.48352396,0.014329182725336337,0.04835176941225511,0.47671410090556277,0.44707220011370097,0.2744162,0.36567363
Plch1,-2.4543622,-0.82403463,0.014113477424183458,0.0476598137976385,0.12677878395860284,0.15891605078643167,0.07143643,0.12318553
Ly86,-2.4550679,-1.821037,0.014085794776843793,0.04757829109412856,0.04463130659767141,0.08053818457456888,0.0300411,0.10233655
Nxpe4,-2.4693685,-0.3691392,0.013535177656765788,0.04589296774539788,0.5549805950840879,0.4944855031267766,0.3680123,0.45398432
Atp10d,-2.4694383,-1.1582589,0.013532538402663299,0.04589296774539788,0.0944372574385511,0.1281409891984082,0.034624964,0.07569381
Rassf8,-2.4718447,-0.963027,0.013441792647516009,0.04560365763115595,0.17011642949547218,0.19696797422778092,0.07273738,0.1372183
Abcd2,-2.4730973,-1.087201,0.013394766621822263,0.045456624199381755,0.15976714100905562,0.186242183058556,0.06676567,0.13688289
Fgd2,-2.4783304,-2.43955,0.013199885993852314,0.04486286064968077,0.025226390685640362,0.06211862800833807,0.012790612,0.06750088
Itpkb,-2.4800813,-1.2610006,0.01313524604838525,0.044670808925466605,0.10413971539456662,0.13606215652833048,0.04574614,0.106324375
Ppp2r1b,-2.4820478,-0.8758567,0.013062972370877725,0.04445877993736345,0.08667529107373868,0.12166003411028994,0.034806892,0.06297364
Trim66,-2.483453,-0.9069872,0.013011546931431856,0.044294815663165316,0.07826649417852523,0.11423157096835324,0.029509308,0.05463798
Lair1,-2.48725,-1.8839025,0.01287348592555756,0.043852759485260094,0.06727037516170763,0.10180026530225507,0.029870635,0.106076874
Zfp57,-2.4917545,-1.5384338,0.01271138285637531,0.04336103305202546,0.03169469598965071,0.06875118438506728,0.011983569,0.034419965
Gm55122,-2.4932344,-0.6745302,0.012658522766741842,0.04319716875061637,0.28266494178525226,0.29486450634830397,0.13401715,0.20611717
Gipc2,-2.4982793,-2.5207458,0.012479782561192476,0.042619694638947866,0.015523932729624839,0.0529467500473754,0.0044438615,0.025237959
9630014M24Rik,-2.511697,-0.5649251,0.012015219083971214,0.04113249290180998,0.3344113842173351,0.33522834944097024,0.20179698,0.2857606
Mn1,-2.5126202,-0.8049936,0.011983823016805261,0.04103546890041511,0.08214747736093143,0.11843850672730719,0.03363815,0.058052056
Septin4,-2.518908,-0.9095322,0.011771937197011376,0.04038196763483923,0.2516170763260026,0.26613606215652835,0.14473574,0.2566067
Cep128,-2.5275812,-0.81237054,0.011485125910470673,0.03949389982267046,0.20439844760672704,0.22865264354747014,0.093673594,0.1590964
Insyn2b,-2.5348215,-1.8325334,0.011250463795843704,0.038746470417113606,0.03880983182406209,0.07602804623839303,0.015620907,0.054556955
Fam114a2,-2.5377893,-0.5939014,0.011155511303086544,0.038439162440874,0.2742561448900388,0.29024066704566986,0.12844756,0.18803066
Il17ra,-2.5409956,-1.6406103,0.011053727838390245,0.03812266294667513,0.04592496765847348,0.08330490809171878,0.0174994,0.05358149
Gpld1,-2.5425892,-0.91093904,0.011003452727131336,0.03796876522126865,0.11707632600258733,0.15057797991282926,0.048741408,0.08976507
Gli3,-2.548864,-2.229332,0.010807445002527625,0.037340368679171565,0.04333764553686934,0.07993177942012507,0.023534996,0.10586199
Dusp16,-2.5508518,-1.2074867,0.010746003707259314,0.037132860032672035,0.16364812419146182,0.19094182300549556,0.06978605,0.15436503
Ftl1-ps1,-2.5551581,-1.639362,0.010613953407601419,0.036719058589191465,0.03428201811125485,0.07216221337881372,0.010698254,0.03295786
Phka1,-2.5555038,-0.90709794,0.010603418371943627,0.036687336035813194,0.2335058214747736,0.253439454235361,0.11870527,0.21216796
Adrb1,-2.5569205,-0.7070458,0.01056033666983055,0.036552395506678714,0.16429495472186287,0.19488345650938033,0.068209104,0.10906384
Etv4,-2.5646443,-2.3846467,0.010328162867804523,0.03583148589347654,0.032988357050452784,0.07072200113700966,0.0103237005,0.052773926
Satb1,-2.566009,-0.41573554,0.010287617788786816,0.03570963570400488,0.5012936610608021,0.46371044153875307,0.39148408,0.49421266
Fads2,-2.5689573,-0.9116765,0.010200502539835248,0.03543471276604694,0.1351875808538163,0.16778472617017245,0.06742104,0.12328605
Rps6ka2,-2.570502,-0.4023609,0.01015512202176007,0.035309022868102106,0.4489003880983182,0.4223611900701156,0.26025662,0.33137515
Gm54109,-2.5716429,-1.5260544,0.010121726456971965,0.03521113281963189,0.06274256144890039,0.0992609437180216,0.03543911,0.09884376
Sall1,-2.5808482,-2.1049888,0.00985579314755665,0.03439734535327279,0.04398447606727038,0.0814477923062346,0.019202428,0.08010984
Tbc1d30,-2.5830615,-0.49651736,0.009792788694629795,0.0342085585315526,0.3648124191461837,0.3586128482092098,0.1819809,0.2480966
Ets1,-2.585007,-2.1340246,0.00973770243592416,0.03403382732222713,0.03040103492884864,0.06867538374076179,0.01443394,0.061862256
Gm2629,-2.5877655,-2.1009295,0.009660071883637,0.03380207468593908,0.0517464424320828,0.08868675383740762,0.027591787,0.11334015
Lbh,-2.5888834,-1.7120516,0.00962876611674898,0.03370130852638337,0.042690815006468305,0.08050028425241615,0.017349355,0.055753503
Cd9,-2.5893753,-1.3043683,0.009615027506740455,0.03365760671002033,0.0795601552393273,0.1152927799886299,0.048598334,0.11599506
Kcnj10,-2.5932956,-1.3790071,0.009506105137372867,0.033302352678123724,0.06403622250970246,0.10100435853704756,0.035376687,0.089527845
Glce,-2.5936055,-0.5334647,0.009497541257005615,0.03327668973474258,0.3816300129366106,0.3742656812582907,0.19686933,0.2737856
Cx3cr1,-2.5963168,-1.3600858,0.00942291143479472,0.033053998727537094,0.148124191461837,0.17839681637293917,0.07678191,0.18636654
Tmem132e,-2.5989797,-0.9306402,0.00935013100356698,0.03282869725151506,0.06274256144890039,0.10054955467121471,0.026386993,0.04970999
5830416I19Rik,-2.6015143,-1.0313371,0.009281320640448495,0.032595619606437205,0.13971539456662355,0.1714231570968353,0.075571194,0.1488058
Pak1,-2.604422,-0.32567427,0.00920293500892449,0.03233723861511718,0.684346701164295,0.608110668940686,0.57418793,0.67911583
Amotl1,-2.6138303,-2.244879,0.008953351700963784,0.03155930213890816,0.032988357050452784,0.07136630661360621,0.010205436,0.047476094
Nrep,-2.6151478,-0.6506174,0.008918884885429239,0.03144193608914768,0.24385510996119017,0.2626492325184764,0.12096505,0.18386905
St6gal1,-2.6204116,-0.86031115,0.008782366899527083,0.030993196557695394,0.3221216041397154,0.32366875118438504,0.16831486,0.28727087
Klhl4,-2.620751,-1.1984557,0.00877363586551927,0.03097051966717062,0.09055627425614489,0.12654917566799317,0.040954866,0.09161251
Pdgfra,-2.6223865,-1.8099179,0.008731635193579184,0.030846573448786836,0.0517464424320828,0.0893689596361569,0.031602565,0.10667729
Slc25a13,-2.6260505,-1.6025103,0.008638201743687155,0.030549939411782266,0.06403622250970246,0.10130756111426947,0.027686318,0.08181038
Litaf,-2.6325865,-1.4036764,0.008473744499295414,0.03003423225116314,0.1034928848641656,0.13754026909228728,0.047704034,0.121573
Colgalt2,-2.6345644,-0.8700479,0.008424529434315077,0.029871615980475864,0.07115135834411385,0.10998673488724654,0.03399209,0.0612796
Cwh43,-2.6375437,-1.9235221,0.008350886457380708,0.029626131384977505,0.03428201811125485,0.0730339207883267,0.01069947,0.03999552
Grip2,-2.6382885,-1.051877,0.008332565927197324,0.029573274441010038,0.06791720569210867,0.10612090202766723,0.02689299,0.05497272
Hhip,-2.6452334,-1.8723537,0.008163457111529413,0.02904556310736167,0.052393272962483826,0.09035436801212811,0.024271246,0.086133026
Ndrg1,-2.6471434,-1.1165385,0.008117493909139474,0.028904628211577143,0.08732212160413971,0.1245025582717453,0.045241516,0.095626816
Mbd4,-2.6509354,-1.0704273,0.008026917419178619,0.02860900265994555,0.09379042690815007,0.13056660981618343,0.032436185,0.06694302
Hdac7,-2.653702,-0.5138113,0.00796140776923199,0.028383047201706726,0.4178525226390686,0.39984839871138905,0.21614058,0.29602236
Pou3f1,-2.6545022,-1.0689102,0.007942555128155384,0.02833087167045469,0.06338939197930142,0.10187606594656054,0.032846052,0.06770545
A330049N07Rik,-2.6545231,-2.3890076,0.007942058541183588,0.02833087167045469,0.032988357050452784,0.0720485124123555,0.014002706,0.07126112
Mctp2,-2.6569376,-1.4643327,0.007885401839950689,0.02815316867386062,0.05821474773609314,0.09653212052302444,0.02647038,0.07140537
Dsp,-2.6583722,-1.0527879,0.007851914567312972,0.028052516461593912,0.0646830530401035,0.10244457077885162,0.036830727,0.074950814
Pak6,-2.6598082,-0.48676005,0.00781851708122516,0.027951510640303365,0.23544631306597671,0.2603373128671594,0.10948105,0.15025327
Slc22a23,-2.6643987,-0.34623885,0.00771261030053757,0.027616982779243668,0.6500646830530401,0.5716505590297517,0.5010576,0.6026193
Lin28b,-2.6677754,-0.4145175,0.007635528334349742,0.027373802047228498,0.27749029754204396,0.30081485692628385,0.1764101,0.22884206
Sema3c,-2.6679392,-0.6689504,0.00763180484300933,0.027364104100835427,0.3053040103492885,0.3170740951298086,0.19689904,0.29713655
C730002L08Rik,-2.6680853,-1.2798449,0.007628488251904393,0.027355862715690786,0.06080206985769728,0.0992609437180216,0.022410754,0.053569604
Phldb2,-2.6729045,-2.1776712,0.007519762995948149,0.027002008780051684,0.045278137128072445,0.08383551260185712,0.01806574,0.07925126
Mfap3,-2.6750596,-0.55465484,0.007471598934006953,0.02683982130438059,0.3460543337645537,0.348152359295054,0.16559778,0.23470165
Dsg2,-2.6822755,-1.3478187,0.007312322494000335,0.02631972609017928,0.06015523932729625,0.09873033920788327,0.020868037,0.052281976
9330179D12Rik,-2.689313,-1.0076566,0.007159927099241863,0.02579954957176195,0.07697283311772316,0.1154822815993936,0.029205441,0.05787973
Selenon,-2.6997645,-1.1743156,0.006938858975689701,0.025049998747384422,0.06791720569210867,0.10676520750426378,0.025625462,0.05692874
Ehd4,-2.70109,-1.6522923,0.006911260558105477,0.024953718247284894,0.04204398447606727,0.08212999810498389,0.019970972,0.06147724
Itgb1,-2.7041066,-0.52176565,0.0068488303058488395,0.024754919332547524,0.4683053040103493,0.43899943149516774,0.25415757,0.3474545
Grm4,-2.705244,-0.9871483,0.006825420701784713,0.0246769448677281,0.08796895213454076,0.1261701724464658,0.03467157,0.06759656
Gm12339,-2.70804,-1.4071038,0.006768187090763042,0.02448661320982084,0.05109961190168176,0.09054386962289179,0.01755169,0.045889474
Ctdspl,-2.7135196,-0.28177527,0.006657261461461597,0.024133920057942945,0.5892626131953428,0.5315520181921546,0.40587774,0.4753617
Sox4,-2.722889,-0.9392381,0.006471381871806691,0.023517180267168758,0.15329883570504527,0.18578737919272315,0.06970845,0.12965545
4930420G21Rik,-2.7235687,-2.013199,0.00645807665726033,0.023475178541745814,0.04657179818887452,0.08603373128671593,0.025828866,0.10040914
Cfap74,-2.7238948,-0.78881294,0.0064517027035814415,0.02345518220068101,0.17270375161707632,0.2055334470342998,0.07083803,0.11940175
Ikzf1,-2.7279565,-2.3289251,0.0063728022550979205,0.023187162707444975,0.04398447606727038,0.08334280841387152,0.023598738,0.113308676
Asic1,-2.7311773,-1.0273404,0.006310848897425726,0.02297730486095247,0.1054333764553687,0.14258101193860148,0.039885074,0.07967878
Siglech,-2.7345557,-1.7912403,0.006246451061016396,0.022767517635582008,0.07115135834411385,0.10907712715558082,0.044757124,0.1470647
Nek7,-2.7350702,-0.9903088,0.006236698075174286,0.022736734420934428,0.27749029754204396,0.28842145158233845,0.14589514,0.2715884
Zfp467,-2.7367334,-1.280803,0.006205256155940504,0.02262964616043992,0.06597671410090557,0.10543869622891795,0.026663234,0.06359076
Gm10863,-2.740743,-1.627658,0.006130044080754546,0.02237965821329818,0.062095730918499355,0.10119386014781126,0.034876235,0.10406519
Rell1,-2.7420006,-0.9671768,0.0061066244038024044,0.022303248298242574,0.1261319534282018,0.16149327269281788,0.05658881,0.10779724
Phyhipl,-2.7492034,-0.43668073,0.005974028528034021,0.02185759076093058,0.49805950840879687,0.4705703998483987,0.3379326,0.43448225
Tle1,-2.7623794,-0.38673967,0.005738174652821454,0.021083652799304315,0.5459249676584734,0.4952814098919841,0.37335038,0.46482575
Stard13,-2.7680068,-0.7938429,0.005640027472839827,0.020742887790200677,0.34799482535575677,0.3462952435095698,0.21168946,0.34269673
Adap2,-2.7730808,-2.7255847,0.00555283198815002,0.020450191272147894,0.03169469598965071,0.07242751563388289,0.013499982,0.08608429
Fgd3,-2.7730923,-1.9794703,0.005552638167439345,0.020450191272147894,0.05304010349288486,0.09281788895205609,0.017797995,0.06841939
Arl4c,-2.7753606,-1.3890895,0.005514051540790806,0.020324894311660995,0.05886157826649418,0.09922304339586886,0.026229382,0.06729147
Htr1b,-2.778072,-2.2047088,0.005468247369835023,0.020169088102603577,0.020051746442432083,0.061739624786810686,0.0066125034,0.03012509
9430021M05Rik,-2.7799838,-1.6019458,0.005436163641897627,0.02005901085660385,0.017464424320827943,0.05942770513549365,0.008499018,0.02557895
Fat1,-2.7811503,-0.8726563,0.0054166647433216844,0.01999255242487001,0.1610608020698577,0.19518665908660224,0.0806523,0.14305705
Opalin,-2.7821143,-1.4001338,0.0054006034346734885,0.01994422956152785,0.08926261319534282,0.12711768050028424,0.058070563,0.14652239
Stmn1,-2.7822747,-0.31753454,0.005397930734302477,0.019937099495629905,0.4372574385510996,0.43555050217926855,0.3488469,0.41884434
4930445B16Rik,-2.78276,-1.9948726,0.005389865887854003,0.019910048997338062,0.03234152652005175,0.07345082433200682,0.009566789,0.037598625
Abca9,-2.7865229,-1.976764,0.005327684614921776,0.019699309977012264,0.0724450194049159,0.11101004358537048,0.030751634,0.11593378
Slco1c1,-2.7899063,-2.16519,0.005272331675250254,0.01951612510180112,0.04204398447606727,0.08250900132651127,0.02589428,0.111236624
Sntb1,-2.7899516,-1.7243806,0.005271591874577771,0.019516075181855153,0.054333764553686936,0.09444760280462385,0.026948426,0.08641502
Ranbp17,-2.7930038,-0.37982228,0.0052221073416587075,0.019343537947390334,0.5401034928848641,0.4942202008717074,0.35942572,0.44645992
Ptpro,-2.8028274,-0.5327449,0.0050656773305147885,0.018805574726572585,0.4243208279430789,0.4127724085654728,0.28981823,0.3963236
Prox1os,-2.814155,-1.8775245,0.004890561908656099,0.018195707350538545,0.0407503234152652,0.08156149327269281,0.015093233,0.054374393
Kcnh8,-2.8222895,-1.8535312,0.004768211022439518,0.01778481818058715,0.03945666235446313,0.08106878908470722,0.0216601,0.076155104
Sgce,-2.8279462,-0.42198083,0.004684769433308486,0.017493017603251674,0.4922380336351876,0.46496115216979345,0.30247054,0.38743883
Gm42303,-2.8331597,-1.0642008,0.004609035516775882,0.017229380124619914,0.07697283311772316,0.11760469963994694,0.030137569,0.06201406
Dusp10,-2.851124,-1.724336,0.004356496217308671,0.016351313501757787,0.04851228978007762,0.09012696607921167,0.021532241,0.069451496
Crebrf,-2.8543062,-0.32262638,0.004313094730700927,0.016201992927992997,0.6157826649417852,0.5537237066515065,0.43199873,0.516257
Dok5,-2.8600228,-0.5498379,0.004236106216494759,0.015935065663896707,0.35058214747736094,0.3501989766913019,0.1835823,0.2585111
Sema6a,-2.863393,-0.722061,0.004191303450634602,0.01578199603679257,0.39909443725743854,0.3882509001326511,0.26727712,0.40907428
Kcnj4,-2.8696566,-0.7752229,0.004109179895599881,0.01549246483936397,0.11060802069857698,0.15016107636914913,0.053161155,0.08933303
Fn1,-2.8713715,-1.3658681,0.004086947775025041,0.015414975675873506,0.054333764553686936,0.09622891794580254,0.0371827,0.093158245
Tmtc2,-2.8753974,-0.43390757,0.004035192556883887,0.015250755130062856,0.5401034928848641,0.5177942012507106,0.5004634,0.62987703
G630016G05Rik,-2.8792236,-1.4404454,0.003986555377764417,0.015082898197765404,0.05304010349288486,0.09478870570399849,0.018541582,0.049544286
Ttc7,-2.8855536,-1.1035231,0.003907259117720171,0.014797470400724594,0.09961190168175937,0.13966268713284063,0.036788203,0.07744433
Ntn4,-2.8874052,-2.2441995,0.0038843381398333816,0.014714812606418012,0.0278137128072445,0.07060830017055145,0.009654886,0.04493877
Gm48159,-2.8896346,-0.89464897,0.0038568986766047814,0.014625298820261146,0.0666235446313066,0.1094561303771082,0.030526178,0.056028705
Rhou,-2.8911679,-0.7572067,0.0038381288903149304,0.014558233100333452,0.19663648124191463,0.22827364032594277,0.08874083,0.14569858
Ampd3,-2.891611,-1.2045877,0.0038327219795995676,0.014539776873053844,0.09961190168175937,0.13901838165624408,0.03681413,0.08289461
Kcna6,-2.8970664,-0.57873064,0.003766700843288382,0.014307499527729545,0.2652005174644243,0.28656433579685425,0.14027205,0.2028652
Usp43,-2.9179888,-1.9261379,0.0035229692616291592,0.01345588970291052,0.027166882276843468,0.07057039984839872,0.009513461,0.035682835
Igf1,-2.918711,-1.9345993,0.0035148197012965774,0.013426671221757043,0.04721862871927555,0.0893689596361569,0.020184102,0.07505377
Cst3,-2.920749,-0.45862013,0.003491910246289424,0.013341053365249086,0.6216041397153945,0.5848398711389047,0.6505781,0.81522644
Frmpd1,-2.926016,-1.6872509,0.003433331188305158,0.013132186338755814,0.07761966364812418,0.11752889899564146,0.027396994,0.08567268
Bmp3,-2.9301896,-1.3366203,0.0033875522568175076,0.012971858221559988,0.05304010349288486,0.09611521697934433,0.020368857,0.050665338
Folh1,-2.9493387,-2.0618093,0.0031845489078948215,0.01225387786841384,0.055627425614489,0.09763122986545386,0.022576392,0.09105643
Gm35835,-2.955057,-0.7472012,0.003126114813624359,0.012041098773234879,0.11642949547218628,0.1574379382224749,0.0525901,0.0867618
Afap1,-2.958302,-0.8778805,0.003093387770056949,0.011920167701338049,0.2076326002587322,0.23558840250142127,0.09512114,0.16837892
Dock5,-2.9602575,-1.958458,0.0030738208511210544,0.011856670437786782,0.0517464424320828,0.09437180216031836,0.024984695,0.09378656
Txndc16,-2.9618297,-0.41984117,0.0030581680724874986,0.011806462084445272,0.5504527813712807,0.504263786242183,0.34441116,0.43828076
Yes1,-2.9727988,-0.8324031,0.0029509770280624218,0.011420531865769449,0.23091849935316947,0.25711578548417663,0.10916994,0.18681258
Slc17a6,-2.9778697,-1.4007864,0.002902593306020265,0.01125110821303585,0.06338939197930142,0.10646200492704189,0.02657015,0.06868398
Usp2,-2.9785187,-0.5139917,0.0028964527407132692,0.01122892586105404,0.3758085381630013,0.3797991282925905,0.20387919,0.27985758
Vldlr,-2.9879854,-0.5023344,0.0028082300832270876,0.010893192195223307,0.42755498059508407,0.4186090581769945,0.24578312,0.33265704
Dclk3,-2.9930692,-0.8860474,0.0027618717591720026,0.010719557152816946,0.0815006468305304,0.12438885730528709,0.035056517,0.063854486
Gm20063,-3.0013447,-0.99253285,0.0026879012415346208,0.01045208485673448,0.12160413971539456,0.16084896721622133,0.050181936,0.097483754
Gfpt2,-3.0055408,-2.4147847,0.0026510896851568828,0.010322385138409714,0.02199223803363519,0.06685616827743036,0.006906568,0.036289528
Foxred2,-3.0128736,-1.2609334,0.0025878664088410117,0.010095233798716316,0.045278137128072445,0.08967216221337881,0.018516162,0.043813437
Stam2,-3.0176945,-0.54907954,0.002547054854526276,0.009949028047844314,0.3829236739974127,0.38154254311161645,0.19521181,0.27414796
Smchd1,-3.029631,-0.29907894,0.002448528453564541,0.009594860660241974,0.630659767141009,0.5694902406670457,0.44625637,0.525923
Pacrg,-3.0358748,-0.34601012,0.002398389411416941,0.00940661560133896,0.6093143596377749,0.5461815425431116,0.4595215,0.55470043
Zcchc24,-3.0361247,-1.6809549,0.0023964025065868876,0.009400194941896303,0.06597671410090557,0.10888762554481714,0.03292456,0.10194843
Adra1b,-3.0443077,-1.8925971,0.0023321645171820054,0.009172315658179228,0.03363518758085381,0.07871896911123745,0.01372267,0.05003115
Tmem163,-3.0623875,-0.9764137,0.0021957910225315373,0.008668954565886337,0.2089262613195343,0.2379003221527383,0.12127416,0.22608913
Gnal,-3.0694103,-0.49465543,0.002144818687191363,0.008486419985986147,0.41720569210866754,0.4060261512222854,0.24690239,0.3326022
1700047M11Rik,-3.0710945,-1.7451074,0.0021327562061813246,0.008442421812034794,0.07115135834411385,0.11396626871328407,0.037831556,0.12155224
Cygb,-3.0715294,-1.0670917,0.0021296519283769745,0.00843137576476931,0.06985769728331177,0.11385256774682585,0.033277385,0.06849573
Ninj2,-3.0716705,-1.7916218,0.002128645087553747,0.008428631521156672,0.08602846054333764,0.12738298275535342,0.0413606,0.13644746
Ptgfrn,-3.0786576,-1.8329635,0.0020793542973831154,0.008245609499805831,0.031047865459249677,0.07682395300360054,0.011588917,0.040688623
Sox11,-3.0796604,-0.5895354,0.0020723666006572375,0.008220326330035424,0.3072445019404916,0.32465415956035626,0.1591565,0.2307973
Fnip2,-3.0896416,-0.51668185,0.002003982385350005,0.007970249658726263,0.4896507115135834,0.45893500094750805,0.2872252,0.3893469
Mapkapk2,-3.0943196,-0.7495987,0.001972648650112976,0.007856094446203596,0.17399741267787838,0.21318931210915293,0.074642844,0.12248442
Trabd2b,-3.0987089,-0.92527294,0.001943659068379829,0.007747532883454384,0.13065976714100905,0.17157475838544628,0.06610048,0.1220137
Plppr1,-3.1019168,-0.53021145,0.0019227194663780907,0.007667478786224295,0.4922380336351876,0.4582527951487588,0.34424692,0.46589294
Tgfbr2,-3.1047988,-1.803118,0.001904085617216203,0.00759880893132324,0.07438551099611902,0.11756679931779421,0.03512301,0.11755905
Peli1,-3.106048,-0.26318416,0.0018960584123058138,0.007567898030103568,0.684346701164295,0.6124313056660982,0.5584154,0.64057505
Gfra1,-3.1382773,-0.75371516,0.0016994400215821727,0.0068369446593671175,0.25485122897800777,0.2787947697555429,0.15320297,0.24620217
Rbm33,-3.138967,-0.26288134,0.0016954456450895177,0.006822918149401729,0.648771021992238,0.582186848588213,0.4735692,0.546259
Plscr4,-3.1437504,-1.5863999,0.0016679756056726988,0.006718408713000362,0.06532988357050452,0.11006253553155201,0.025000388,0.073271245
Fscn1,-3.154103,-0.6417471,0.0016099220608464838,0.006496261567043853,0.21021992238033635,0.24529088497252227,0.11075213,0.16782492
Sla,-3.1545494,-2.0758986,0.0016074620717814677,0.006488283891958545,0.03492884864165589,0.08171309456130377,0.013927753,0.05744893
Sox1ot,-3.162588,-1.9669809,0.0015637349084201006,0.006319379905135826,0.040103492884864166,0.0864885351525488,0.017744232,0.06764938
Ednrb,-3.1659224,-1.7384014,0.0015459197026946629,0.006254910768168287,0.04721862871927555,0.09353799507295812,0.02951903,0.09527647
Inpp5d,-3.1693122,-1.9049237,0.0015280014875157036,0.006188935780757756,0.062095730918499355,0.10740951298086034,0.04188741,0.14858869
Itpr2,-3.1953363,-1.2024908,0.0013966794850783985,0.00568617844909948,0.19728331177231564,0.22827364032594277,0.12398242,0.2652609
Lypd6b,-3.200193,-1.473673,0.0013733559322878818,0.005595462304863591,0.04851228978007762,0.09562251279135872,0.025440976,0.0691185
Mme,-3.2008405,-1.4419054,0.0013702739265699444,0.005585446056877185,0.0407503234152652,0.08830775061588024,0.018620865,0.049802024
Hcrtr2,-3.2012088,-1.1819384,0.0013685233530840793,0.005579156804334579,0.07115135834411385,0.11741519802918325,0.037022438,0.08210634
Gsn,-3.2026043,-0.92801523,0.0013619099186809418,0.005554723666508334,0.10155239327296249,0.14686374834186092,0.074309506,0.1369503
Plxdc1,-3.2031543,-1.2690471,0.0013593111052973695,0.005546649870818575,0.07179818887451488,0.11779420125071063,0.031101255,0.07337362
Skap1,-3.2063038,-1.1821407,0.0013445190437290535,0.00549045998556226,0.06985769728331177,0.11661929126397574,0.031985108,0.071158655
Cfh,-3.2141674,-1.993977,0.0013082342344805822,0.005349604912569357,0.057567917205692105,0.10365738108773924,0.0354767,0.13440157
Trmt9b,-3.2172503,-1.0337129,0.001294256105805214,0.005299704596614767,0.1371280724450194,0.17756300928557892,0.059710637,0.118643545
Dock2,-3.2268872,-2.194591,0.0012514474110470772,0.0051392926692396396,0.055627425614489,0.10191396626871328,0.029871562,0.12997758
Lima1,-3.230918,-1.1291786,0.0012339334500346538,0.005072019550624316,0.16364812419146182,0.20128861095319311,0.07455924,0.15642251
Kctd8,-3.2318866,-0.832112,0.0012297580524677995,0.0050564038056327126,0.24708926261319533,0.27208641273450823,0.18383339,0.30696303
Mras,-3.2328928,-0.3730015,0.001225435609064993,0.005041717166678359,0.4540750323415265,0.43896153117301495,0.27432856,0.3427216
Stk32a,-3.2356398,-2.0113328,0.0012137039198707733,0.0049957451481200486,0.03557567917205692,0.083418609058177,0.018552164,0.07277824
Sparc,-3.2461352,-1.4325618,0.0011698325321721035,0.004826996335912841,0.1054333764553687,0.14868296380519233,0.07021912,0.1792774
Ece1,-3.249903,-0.585721,0.0011544436044502806,0.00476862408171853,0.2315653298835705,0.2668940685995831,0.10779753,0.15770698
Atp6ap1l,-3.2500768,-2.0396614,0.0011537389977860127,0.004766446320804145,0.031047865459249677,0.07940117490998673,0.010515627,0.04254501
Gm36251,-3.260082,-1.450689,0.0011138002254689981,0.004611716185444861,0.04398447606727038,0.09205988250900132,0.019523185,0.052486908
Shb,-3.2775595,-0.8342285,0.0010470862878233505,0.004349908558103499,0.20504527813712808,0.2407807466363464,0.10989715,0.1882274
Zdhhc22,-3.2793217,-1.6935078,0.0010405690950430924,0.004326847970258108,0.0407503234152652,0.08933105931400417,0.015003311,0.047735255
Gramd3,-3.2796707,-1.8616352,0.001039283318344996,0.00432217037052005,0.07891332470892626,0.12382035247299603,0.036635846,0.1271705
