names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Progenitors (for_DEGs),mean_expr_Rest (for_DEGs)
Spcs3,-2.7569265,-0.3208943,0.0058347452490059275,0.04997755971972881,0.1090146750524109,0.19300156085520345,0.09014574,0.111391656
Nipal3,-2.7582452,-0.26008248,0.0058112600583568865,0.04982404523549762,0.1530398322851153,0.2426222367418055,0.12693176,0.15020762
Akr1a1,-2.760086,-0.25379393,0.005778614837175295,0.049575792041794436,0.21174004192872117,0.3073795782061055,0.19147356,0.22444066
Fam207a,-2.7603428,-0.40659362,0.005774072860132239,0.049552646998324255,0.06918238993710692,0.14813604849540818,0.05918985,0.07772708
Mtres1,-2.7617698,-0.724996,0.005748898221959406,0.04940834722718633,0.05870020964360587,0.13619369124106137,0.046461232,0.07567085
Rin1,-2.7620468,-0.6069885,0.0057440258210660735,0.049389431619854526,0.06918238993710692,0.1478093578714291,0.049211565,0.07401963
Tsacc,-2.7624576,-0.52600086,0.005736799433643513,0.049343086037772474,0.0859538784067086,0.16476097136012197,0.06254426,0.08886713
Zscan22,-2.7641358,-0.29334643,0.005707376698184052,0.04913720342204597,0.08176100628930817,0.16098587970525247,0.06405807,0.077951826
Igip,-2.7666903,-0.25769985,0.005662853277241096,0.048847790548785956,0.15513626834381553,0.24454608152746016,0.12720157,0.15029256
Gm16278,-2.7677093,-1.9626807,0.00564518124053477,0.048710989060105736,0.025157232704402517,0.09920505281498421,0.012032088,0.04610329
Dact2,-2.769076,-0.7076312,0.005621548179122255,0.04852264682718117,0.04612159329140461,0.12254528295037932,0.036192898,0.05844816
Tle5,-2.769433,-0.2532096,0.005615395591224119,0.04851103319732896,0.22641509433962265,0.32607354168935354,0.2197793,0.25693443
Tjap1,-2.7702436,-0.31792966,0.005601439487042962,0.04841128305462991,0.09433962264150944,0.1757232567425315,0.07792905,0.09624358
Ndufa8,-2.7712169,-0.85237414,0.005584723684609229,0.048297883941245574,0.0880503144654088,0.16639442448001743,0.07618993,0.13359925
Tmem64,-2.7741964,-0.40447548,0.005533826330598354,0.047950310707248554,0.10272536687631027,0.18439870775708736,0.0823689,0.10763403
Mars2,-2.7742848,-0.564568,0.0055323214308804075,0.047950310707248554,0.06289308176100629,0.14152963809938654,0.049247596,0.0720023
Lasp1,-2.775161,-0.2809119,0.0055174379966972074,0.047854602637590046,0.10062893081761007,0.183817924425569,0.08759544,0.10546336
Dnajc2,-2.7774642,-0.31608486,0.00547848663465418,0.04763978507221936,0.1069182389937107,0.18973465461541253,0.08815323,0.1086111
