names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MOL (for_DEGs),mean_expr_Rest (for_DEGs)
Fam89b,-2.2876663,-0.65175503,0.022156959063707505,0.04992515639763695,0.01325301204819277,0.04718197678828795,0.01624863,0.025410773
Gm35546,-2.2899792,-1.8148706,0.022022517547176296,0.04963054990292939,0.004819277108433735,0.038420693317150874,0.005103982,0.017843015
Gm17178,-2.2915213,-0.4342214,0.02193328461177816,0.0494335981813856,0.012650602409638554,0.04665098991124934,0.016019627,0.021585086
Gm44767,-2.292286,-1.5055213,0.021889146953995513,0.049342397538075455,0.005421686746987952,0.03910339073048623,0.0058605825,0.016550943
Tspan6,-2.292455,-1.1178813,0.02187940918552292,0.04932458468118137,0.012650602409638554,0.04649927937495259,0.01407252,0.030293686
Rec114,-2.2936075,-1.3960581,0.021813058504464286,0.0491832577003403,0.006626506024096385,0.040355002654934385,0.007231132,0.01891987
Harbi1,-2.2937498,-0.5041586,0.02180487810807078,0.049168938801935375,0.01325301204819277,0.0472957596905105,0.016268726,0.022996143
Tmed1,-2.2950149,-0.35732788,0.021732270775819653,0.0490093257025828,0.018072289156626505,0.052340135022377304,0.021626206,0.027621008
Igfbp7,-2.2956405,-2.4195194,0.021696448788104276,0.04893648381535657,0.004819277108433735,0.03845862095122506,0.005608612,0.029646162
Gm57224,-2.3000536,-23.636282,0.02144518183651054,0.04837407957916707,0.0,0.0336038837897292,0.0,0.012954298
4930520O04Rik,-2.30087,-3.6936712,0.02139898241474013,0.04827391969474161,0.0012048192771084338,0.03485549571417735,0.0010877099,0.013983502
2410018L13Rik,-2.3020647,-2.0650666,0.02133152113049716,0.04812577437249863,0.0036144578313253013,0.037358719563073656,0.0043068808,0.017900007
Lxn,-2.3047905,-1.0095044,0.021178306962444618,0.04778813470615442,0.012650602409638554,0.04672684517939771,0.01540148,0.030768305
1700056N10Rik,-2.3049078,-0.8734584,0.021171735837520345,0.047777319388105456,0.00783132530120482,0.041796252749753474,0.009742012,0.017776148
Kcnh2,-2.305768,-1.5175798,0.02112360183573304,0.047672701270464204,0.005421686746987952,0.03929302890085717,0.0063888123,0.018184064
Gm33906,-2.3086486,-1.5535336,0.020963090343365423,0.04731442566368995,0.005421686746987952,0.03933095653493135,0.0068223504,0.019895256
Pcdhb7,-2.309468,-0.5689996,0.020917623720162867,0.04721973866762801,0.01325301204819277,0.04752332549495562,0.016953979,0.02504917
Gad1os,-2.3097432,-4.057537,0.020902371780380322,0.04718927320944541,0.0018072289156626507,0.035576120761586894,0.0011338205,0.018713783
Rfc3,-2.3104126,-0.5458678,0.020865322272811865,0.04710958822539743,0.012048192771084338,0.046271713570507474,0.016029496,0.023316052
Gm15631,-2.312111,-1.9184384,0.020771570239881857,0.0469018564996324,0.0036144578313253013,0.0375104300993704,0.004386605,0.016481819
Mlc1,-2.31395,-1.2880046,0.0206704630204409,0.04668140371148487,0.012650602409638554,0.04672684517939771,0.019285752,0.046455037
Gm42696,-2.3143284,-2.7483926,0.020649710259316008,0.046638456305608235,0.0018072289156626507,0.035651976029735265,0.0021745719,0.0145223765
4921507P07Rik,-2.3143613,-2.3367724,0.020647910256780668,0.0466383110793289,0.0030120481927710845,0.03690358795418342,0.0034390285,0.017253209
Kif22,-2.3144474,-0.9805663,0.02064319661275663,0.04663158410969068,0.008433734939759036,0.04251687779716301,0.010432247,0.02048188
Slc5a6,-2.315897,-0.69660306,0.020563891338824542,0.04646025059061763,0.012048192771084338,0.046347568838655845,0.014986422,0.024176532
3632454L22Rik,-2.3164616,-2.484499,0.020533079575789454,0.046394538193866686,0.0030120481927710845,0.036941515588257604,0.0029009345,0.016127607
Elof1,-2.3178706,-0.25974366,0.02045635377304868,0.04622895087315543,0.025903614457831327,0.06083592505499507,0.034048457,0.040630314
Gm16845,-2.319139,-0.99521613,0.02038750599168836,0.04608111423255941,0.008433734939759036,0.04259273306531139,0.010754982,0.021325456
Cidea,-2.319827,-2.111856,0.020350237954462384,0.046000748198570224,0.0036144578313253013,0.03762421300159296,0.0048706327,0.020884918
Gm52965,-2.321136,-0.92250055,0.02027950800698425,0.04584858057616044,0.006024096385542169,0.040165364484563454,0.008992644,0.016976595
Mansc1,-2.3215284,-1.9244415,0.02025833931764118,0.04580457568705979,0.0024096385542168677,0.03641052871121899,0.0044568377,0.016813315
Coq7,-2.321669,-0.29341617,0.020250753648028662,0.045791277499161,0.028313253012048192,0.06349085944018812,0.03519091,0.042959537
4921531C22Rik,-2.32252,-0.9811675,0.020204955229560315,0.04569156261726019,0.007228915662650603,0.041416976409011604,0.009312543,0.018300913
Nit2,-2.3237336,-1.0514748,0.02013978154982296,0.04555184598011305,0.008433734939759036,0.04266858833345976,0.010162718,0.020950114
1700001L05Rik,-2.3242714,-1.8104486,0.020110948861859008,0.04549429162469705,0.0036144578313253013,0.03770006826974134,0.0045785243,0.015967885
Plcxd1,-2.3243623,-1.1248113,0.020106091087024672,0.0454871320626718,0.007228915662650603,0.04145490404308579,0.009259484,0.020083204
Fastkd3,-2.3244903,-0.94643646,0.020099224945756465,0.045475427272859234,0.007228915662650603,0.04145490404308579,0.010277178,0.019711785
Fpgs,-2.3255022,-0.33965746,0.020045121149249858,0.045356834128871044,0.013855421686746987,0.0484335887127361,0.017067708,0.02154993
Gm15965,-2.3260136,-23.751291,0.020017824960237237,0.045298884679263476,0.0,0.03398316013047106,0.0,0.014021767
Gm47027,-2.3277965,-2.7125633,0.019922917482463203,0.04509550945613565,0.0018072289156626507,0.035879541834180385,0.002482999,0.016164571
Rigi,-2.3301046,-1.5043892,0.01980062096883908,0.044826243612158236,0.006626506024096385,0.04084806189789881,0.008375409,0.023580985
Mtfr2,-2.331359,-1.1080903,0.019734445127301808,0.0446839589256425,0.006024096385542169,0.040317075020860196,0.007710172,0.01654664
C730034F03Rik,-2.3321486,-0.883566,0.0196928749660954,0.0445973493753884,0.009036144578313253,0.043427141014943486,0.010672864,0.019602744
Adamts12,-2.3325443,-3.4912798,0.01967207749501079,0.044556610932662,0.0024096385542168677,0.03652431161344155,0.0030807832,0.03411004
Isyna1,-2.3347025,-1.9722781,0.019558974081631212,0.04430531390772472,0.006024096385542169,0.040279147386786014,0.0061003403,0.023726428
2210406O10Rik,-2.3347197,-0.8497702,0.019558074819392143,0.04430531390772472,0.008433734939759036,0.04285822650383069,0.0108948685,0.019549888
Slc2a12,-2.3355954,-1.6998888,0.019512341891331463,0.0442145915517015,0.005421686746987952,0.03971023287567321,0.006468434,0.020863343
Tmed3,-2.3370044,-0.25814387,0.01943895693646061,0.044052017616825215,0.02530120481927711,0.06057043161647577,0.032380022,0.03860352
Gm17116,-2.3381898,-2.4581947,0.019377405977539532,0.0439162363880303,0.0018072289156626507,0.03603125237047713,0.002610971,0.014264562
C030037D09Rik,-2.338798,-1.4784145,0.01934588465337812,0.043855894763880035,0.00783132530120482,0.04221345672456952,0.01078285,0.029760884
Noc4l,-2.3389702,-1.3793453,0.0193369792989245,0.04384310469682738,0.005421686746987952,0.03978608814382159,0.0077660345,0.020079078
Gm57084,-2.3396065,-0.52768415,0.0193040606274333,0.04377216110203652,0.010240963855421687,0.044830463475688385,0.012740046,0.018314967
Cav2,-2.341488,-1.4104276,0.01920704661687758,0.043555856409443885,0.009036144578313253,0.04350299628309186,0.01027363,0.027079726
Chek1,-2.3415928,-1.5599115,0.01920165605898369,0.04354730741938654,0.0036144578313253013,0.03792763407418645,0.005149283,0.015106411
A330069E16Rik,-2.3458652,-0.44468984,0.018982973367914446,0.04306589787199098,0.01566265060240964,0.05055753622089054,0.019310374,0.026191223
Epsti1,-2.3464234,-1.6685549,0.018954558825031782,0.043005065914768555,0.008433734939759036,0.04289615413790488,0.011537059,0.036224093
Grin2c,-2.3478918,-2.4667325,0.018879998905679873,0.04283951786823326,0.007228915662650603,0.04156868694530835,0.007829787,0.04253462
Asb11,-2.3479326,-1.1904072,0.018877938068315055,0.04283845924293772,0.006024096385542169,0.04054464082530532,0.007974192,0.018106328
Gask1b,-2.3487036,-0.9811434,0.018838898635885636,0.04275709150656703,0.006626506024096385,0.04118941060456649,0.009729153,0.019115498
Klf16,-2.3492432,-1.5525854,0.018811620965088677,0.042698788252401816,0.006024096385542169,0.04054464082530532,0.007464337,0.02173995
Cebpb,-2.3496122,-2.8041153,0.018792981361055745,0.04266008356606977,0.0030120481927710845,0.037396647197147845,0.0035486445,0.024525598
Grip1os3,-2.350216,-1.9496938,0.018762529369651847,0.042594555944790904,0.004216867469879518,0.038686186755670184,0.004814451,0.018471073
Gm48956,-2.351187,-2.7263837,0.01871362852938873,0.04249072152988636,0.0018072289156626507,0.03622089054084806,0.002326831,0.015299144
Slc52a2,-2.351223,-0.8201854,0.018711819530326797,0.04249020457871047,0.00963855421686747,0.04433740423272396,0.0119075,0.020929389
Nme6,-2.351412,-0.27221626,0.018702305141386946,0.04247218890712198,0.015060240963855422,0.05006447697792612,0.020144077,0.024276815
Chn1os3,-2.353442,-3.770957,0.0186005076082595,0.042244581137176294,0.0006024096385542169,0.0350072062504741,0.0010393878,0.014096456
Gm33680,-2.3536093,-1.1022891,0.018592137648821897,0.04222914105019817,0.018072289156626505,0.05283319426534173,0.02035732,0.04320703
Ak8,-2.355489,-1.421695,0.01849833871160154,0.042019643349457556,0.004819277108433735,0.03940681180307972,0.006245737,0.016645389
Islr,-2.3580914,-2.6324098,0.018369170879059035,0.04173681900222529,0.0030120481927710845,0.03754835773344459,0.0032025403,0.019694332
Rfc5,-2.3583417,-1.9889959,0.018356792601163064,0.04171222132712486,0.0036144578313253013,0.03819312751270576,0.0044279415,0.01746279
Gm57349,-2.3593721,-1.3783032,0.018305886506176313,0.04160006515738815,0.007228915662650603,0.041947963286050216,0.007886265,0.020373428
Suv39h2,-2.3610563,-0.40553632,0.01822295697304472,0.041415110705042,0.010843373493975903,0.04577865432754305,0.014829144,0.0195955
Tmem30c,-2.3613255,-1.6781241,0.018209743394258526,0.041388581035673035,0.004819277108433735,0.0394826670712281,0.0053337426,0.016969401
