names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Pvalb Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Il1rapl1,22.707006,1.3863803,3.819892180795953e-114,1.5551591348179889e-111,0.990632318501171,0.9240110529377545,3.7692976,2.844895
Nrxn3,22.52005,1.6915816,2.640678446980108e-112,1.0590302965724702e-109,0.9929742388758782,0.9283013379872018,4.2272997,3.0868015
Epb41l3,22.47941,1.739303,6.601172429239034e-112,2.6084338702007774e-109,0.927400468384075,0.6212187318208261,1.5136498,0.7233173
Astn2,22.37429,2.1352544,7.006223533435825e-111,2.728365599180009e-108,0.9578454332552693,0.6300174520069808,2.18212,1.02615
Utrn,22.138689,2.421299,1.3408056468579614e-108,5.074288412827243e-106,0.8665105386416861,0.36831006399069227,1.3120426,0.4098721
Gad2,22.132336,2.6480236,1.5437244914024379e-108,5.761094039442154e-106,0.7985948477751756,0.21462332751599766,0.94054955,0.22242461
Zfp804b,21.955637,2.7721746,7.650279049418192e-107,2.815931480244751e-104,0.8711943793911007,0.46095113438045376,2.0379145,0.6816032
Ank1,21.736593,2.7903984,9.251473903425083e-105,3.3592851862842156e-102,0.7564402810304449,0.2746146015125073,0.8656662,0.18147172
Nek7,21.727537,2.6583912,1.1268709794421435e-104,4.037203095681386e-102,0.7915690866510539,0.2799956369982548,1.0349005,0.25267264
Tox3,21.719833,2.5337791,1.3325875481389171e-104,4.711398344538513e-102,0.8009367681498829,0.31271815008726006,1.0502193,0.27831212
Sh3rf3,21.71399,1.7987359,1.51337029262596e-104,5.213366636264044e-102,0.9039812646370023,0.6138379872018616,1.5638735,0.73509985
Zfp536,21.631414,2.1599243,9.094963568369136e-104,3.093438874456692e-101,0.9414519906323185,0.4702952297847586,1.666479,0.67332643
Sox5,21.557688,2.0468214,4.484624670761825e-103,1.5062733112921278e-100,0.9484777517564403,0.6153650378126818,2.1474247,1.0403874
Col19a1,21.476465,2.9512007,2.584363426957192e-102,8.573067318807375e-100,0.7704918032786885,0.26552501454333916,1.225805,0.27095342
Klhl32,21.425837,1.9786315,7.674429565944254e-102,2.484480993215929e-99,0.8758782201405152,0.5121800465386853,1.2447633,0.48689228
Tmem132c,21.317764,4.182214,7.768297356116082e-101,2.4849303566528468e-98,0.6557377049180327,0.08067917393833625,0.7853143,0.0636515
9630014M24Rik,21.263596,2.4100685,2.4676590887537076e-100,7.800705848801426e-98,0.7939110070257611,0.32806137289121584,0.97451484,0.27034816
Msi2,21.214647,1.6501588,6.994908894550036e-100,2.185502348797203e-97,0.9484777517564403,0.6485602094240838,1.5848498,0.8045692
Mef2c,21.10233,1.7607702,7.571357449261272e-99,2.3384180995592e-96,0.9812646370023419,0.7776687027341478,2.5432117,1.4948295
Afap1,21.092062,2.8431907,9.407043791649542e-99,2.872355303200264e-96,0.7330210772833724,0.22629435718440954,0.7884838,0.15463398
6330411D24Rik,20.963005,4.683491,1.4278193297030817e-97,4.2628339321246454e-95,0.6346604215456675,0.07046247818499127,0.82595503,0.04876212
Srrm4,20.829067,1.7845459,2.3601254467820046e-96,6.968853929124447e-94,0.8782201405152225,0.5645724258289704,1.3195795,0.58548975
Tafa2,20.823584,1.9194269,2.6462978053684254e-96,7.728915438070608e-94,0.990632318501171,0.7248763816172193,2.7032325,1.5437189
Ntrk2,20.616297,1.3418021,1.9599882156669245e-94,5.6628906833301354e-92,0.9742388758782201,0.7781777196044212,2.118875,1.3580616
Myo16,20.615389,2.0354648,1.9970790597158912e-94,5.7086717377197866e-92,0.8548009367681498,0.47985747527632344,1.3152171,0.50973034
Moxd1,20.4137,4.1849246,1.263493847413127e-92,3.536466633332367e-90,0.629976580796253,0.08256980802792321,0.7422586,0.058755662
Ttc39b,20.05874,2.131441,1.6931517175795036e-89,4.6423455766695165e-87,0.7868852459016393,0.3956151832460733,0.91666836,0.29457843
Rims2,20.058191,1.3078033,1.711994323209869e-89,4.646594693398907e-87,0.9789227166276346,0.8068280977312391,2.5185916,1.7244351
Robo1,20.032774,1.682633,2.8531677178724048e-89,7.666461657923151e-87,0.9765807962529274,0.7905031995346131,2.7870293,1.7483659
Dner,20.011269,1.7401434,4.393214715813722e-89,1.1687691031080664e-86,0.9016393442622951,0.5392306573589296,1.3444593,0.61462474
Cntnap5c,19.933102,2.1491706,2.1012677681889082e-88,5.5353985226701926e-86,0.882903981264637,0.5025087260034904,1.7695249,0.7407328
Ppargc1a,19.79878,1.915705,3.049919336194694e-87,7.956440054713731e-85,0.8243559718969555,0.47084060500290864,1.0741118,0.41266763
St8sia4,19.776894,2.4872932,4.708089144910045e-87,1.2164072627282011e-84,0.7377049180327869,0.2742873763816172,0.84429187,0.21231607
Tm6sf1,19.761347,3.0746272,6.407147811763258e-87,1.6396196352578927e-84,0.6533957845433255,0.14699680046538685,0.58478034,0.09013085
Satb1,19.75832,2.0081348,6.803126753197493e-87,1.7245284514944966e-84,0.8501170960187353,0.4598240255962769,1.240631,0.47685018
Mast2,19.562716,1.4390017,3.214966611899378e-85,7.782536293850115e-83,0.9203747072599532,0.641324898196626,1.3571602,0.72469777
Magi1,19.500185,1.4814719,1.0938564474860306e-84,2.6242788164240748e-82,0.9625292740046838,0.745782431646306,1.9673476,1.1641066
Trpc4,19.341883,1.8051203,2.3860602254243632e-83,5.623985812030932e-81,0.9180327868852459,0.5369037230948226,1.4977143,0.6898334
A530058N18Rik,19.204678,3.516009,3.382141660363682e-82,7.902447514258446e-80,0.6135831381733021,0.10074898196625945,0.5376429,0.06037534
Mdga2,19.112246,0.92122376,1.9968617895920948e-81,4.585955238148682e-79,0.9836065573770492,0.9117582897033158,3.3489728,2.7413256
A330076H08Rik,18.961718,1.4250728,3.534096437369991e-80,7.979930359002662e-78,0.927400468384075,0.6537230948225713,1.4891499,0.82354814
Pam,18.952845,1.4886364,4.1834078938679026e-80,9.367347509019212e-78,0.9648711943793911,0.726912449098313,2.027023,1.2086222
Adra1a,18.898989,2.7834375,1.1625928634399864e-79,2.5817248132754078e-77,0.6721311475409836,0.1928083187899942,0.7647318,0.15426719
A230057D06Rik,18.839989,1.2905328,3.5504334820179325e-79,7.819684234575562e-77,0.9695550351288056,0.7861401977894125,2.3186274,1.5571536
Rasgrf2,18.721107,1.7813898,3.331512490962409e-78,7.219172631625801e-76,0.8665105386416861,0.48698371146015124,1.2742755,0.55927116
B830012L14Rik,18.689013,1.4755148,6.082826312834816e-78,1.3075643442069721e-75,0.9227166276346604,0.6092931937172775,1.4498397,0.77619356
Plcxd3,18.685913,2.0683517,6.446647091029471e-78,1.3747730740949356e-75,0.8032786885245902,0.3865619546247818,1.1806309,0.4304855
Me3,18.639027,1.5143449,1.5503463250794981e-77,3.2801421854241037e-75,0.9180327868852459,0.625,1.5339565,0.82108426
Mkx,18.629475,2.3193405,1.8533674079010006e-77,3.8906236133046786e-75,0.7189695550351288,0.27290575916230364,0.80590737,0.22169441
Ppip5k2,18.588028,1.7419152,4.016724066952723e-77,8.366618269691447e-75,0.8149882903981265,0.4841477603257708,0.95647013,0.39143527
Wwox,18.539501,1.5073487,9.913788274062804e-77,2.0334617627791415e-74,0.9133489461358314,0.6563408958696917,1.5710614,0.8504979
Atrnl1,18.336208,1.3209304,4.254606238349487e-75,8.468242194403757e-73,0.9672131147540983,0.7470186154741129,2.1330736,1.380867
Manba,18.306732,2.4837315,7.312940423191155e-75,1.4448434497878407e-72,0.667447306791569,0.23192990110529377,0.6212048,0.14320025
Man1c1,18.283081,2.0760295,1.1286800297526436e-74,2.21369579558055e-72,0.7283372365339579,0.3215168702734148,0.7459355,0.2333937
Vwa8,18.272696,1.4169095,1.3653704851944361e-74,2.6585148505198913e-72,0.882903981264637,0.5963496218731821,1.1475838,0.59079313
Zfp385b,17.989578,1.5520059,2.3514107902541633e-72,4.5454969736783717e-70,0.9578454332552693,0.662194589877836,1.9694388,1.1323856
Zfyve9,17.959923,1.3103006,4.01359065495312e-72,7.703227207042166e-70,0.9039812646370023,0.6513598022105875,1.2747931,0.7127202
Ccdc136,17.840132,2.1386075,3.4487648792927987e-71,6.572220730964362e-69,0.6978922716627635,0.30504653868528214,0.6931271,0.20464535
Abat,17.825962,1.9304175,4.4438349218750395e-71,8.408862278224106e-69,0.7353629976580797,0.33620564281559046,0.7394672,0.25249204
Clmp,17.742373,1.9548224,1.9742180906161557e-70,3.7095972094304964e-68,0.7283372365339579,0.3114092495636998,0.6956786,0.23052453
Osbpl9,17.716991,1.4245093,3.1006089685725855e-70,5.78565020732954e-68,0.8594847775175644,0.5891143106457243,1.13805,0.5822439
Fgf13,17.713589,1.5604048,3.293856291651127e-70,6.103856452183847e-68,0.9133489461358314,0.6349985456660849,1.6126312,0.859361
Gabrb2,17.696756,1.3297353,4.44162711031559e-70,8.174419209190404e-68,0.9672131147540983,0.7176774287376382,1.9210472,1.1995585
Adamts6,17.569,2.3294916,4.256093537563833e-69,7.675250560693973e-67,0.6932084309133489,0.276977894124491,0.8630217,0.2410853
Ubash3b,17.471756,1.7847372,2.351423880506158e-68,4.2121839779466976e-66,0.7962529274004684,0.43582751599767305,1.1214563,0.4703643
Cpeb3,17.423561,1.143061,5.46661672079331e-68,9.727681542232864e-66,0.9344262295081968,0.7443280977312391,1.6692194,1.0820274
Fhod3,17.255768,1.7290056,1.0126536898635318e-66,1.7784316762505295e-64,0.7915690866510539,0.37427283304246656,0.9050693,0.3674686
Coro6,17.194992,3.3386087,2.8949312005632547e-66,5.0510909973464055e-64,0.5620608899297423,0.10925683536940081,0.4662037,0.057051532
Arnt2,17.17787,1.4367893,3.8892874376674394e-66,6.742267964524135e-64,0.8735362997658079,0.5719895287958116,1.151491,0.5872048
Dcx,17.134188,1.5336422,8.249782847181172e-66,1.4209722122035775e-63,0.8266978922716628,0.47862129144851656,0.97566205,0.4516664
Lekr1,16.992247,1.630837,9.372798268854008e-65,1.5642676365472496e-62,0.7775175644028103,0.45422484002326935,0.8677342,0.36886233
Myo5b,16.985096,2.1342087,1.058812592830915e-64,1.7561910104547335e-62,0.6768149882903981,0.28294066317626526,0.6973619,0.20678377
Dlc1,16.938528,1.497566,2.3390790852924707e-64,3.8323814037688225e-62,0.8899297423887588,0.5430482838859803,1.3529137,0.7010869
Dock4,16.897463,1.2477638,4.696865079125862e-64,7.6487736167340555e-62,0.9742388758782201,0.8586023851076207,2.7777045,1.9948463
Tcf4,16.829927,0.8075163,1.4728033514708767e-63,2.3839895213266543e-61,0.9929742388758782,0.9330279232111692,3.3061748,2.773573
St3gal6,16.828087,2.0919263,1.519330853870477e-63,2.4445760505089652e-61,0.6252927400468384,0.16928446771378708,0.56079996,0.1624688
Pde5a,16.803156,3.314745,2.3139793835481908e-63,3.679090297984609e-61,0.5526932084309133,0.09958551483420594,0.6123042,0.081478134
Arhgap18,16.789293,2.1418166,2.923046498055717e-63,4.620132906044537e-61,0.6651053864168618,0.2615255962769052,0.66532135,0.1940512
Mitf,16.7223,1.4850574,9.017074481003696e-63,1.408655763398659e-60,0.810304449648712,0.47876672484002325,0.9670698,0.45892656
Pals2,16.71593,1.3694638,1.0033992024782055e-62,1.5561980699645093e-60,0.8782201405152225,0.5868600930773705,1.1771214,0.62535053
Mirg,16.715673,1.5065477,1.0077352592996822e-62,1.5561980699645093e-60,0.8173302107728337,0.4998182082606166,0.9621659,0.45058668
Tmem132d,16.714193,1.7130818,1.0330978956606642e-62,1.586248026080117e-60,0.8243559718969555,0.47204043048283884,1.2968425,0.59367347
Rab3b,16.651579,2.601661,2.947255881213911e-62,4.49958895046692e-60,0.5925058548009368,0.16281268179173938,0.51674783,0.105677515
Cacng2,16.596634,1.7093244,7.371114474046092e-62,1.1189934797605564e-59,0.7353629976580797,0.40583187899941825,0.7800131,0.30844492
Las1l,16.507515,2.0545502,3.239468571417557e-61,4.890141601909537e-59,0.6838407494145199,0.33835078534031415,0.7114641,0.22284259
Magi2,16.468199,0.8260767,6.209131107916165e-61,9.320634238531137e-59,0.9882903981264637,0.9224112856311809,3.5044425,2.9548154
Atp8a2,16.452356,1.2301022,8.066840733312423e-61,1.2042000583561378e-58,0.9180327868852459,0.6359802210587551,1.312235,0.7687877
Ints6l,16.417128,1.5279502,1.4423384272294104e-60,2.1177941824947683e-58,0.7892271662763466,0.5058900523560209,0.98016036,0.45573282
Zmat4,16.342321,1.4941555,4.933874333047923e-60,7.16611909886474e-58,0.8852459016393442,0.5967495636998255,1.571719,0.85622305
Oprd1,16.341513,3.557972,4.999653815558577e-60,7.222618173336502e-58,0.522248243559719,0.0873327515997673,0.44049147,0.04592275
Bend6,16.327694,1.5396378,6.271125204275093e-60,9.010969745394211e-58,0.7728337236533958,0.46226003490401396,0.8437806,0.37556317
Ppp2r2b,16.267855,1.225764,1.6690301785486175e-59,2.348002141235673e-57,0.9625292740046838,0.7665066899360093,2.2872288,1.5650678
Mfn1,16.263803,1.4089825,1.783190490617265e-59,2.4955379418169746e-57,0.7892271662763466,0.49676410703897617,0.85478294,0.41125157
Sgip1,16.225481,0.97939426,3.3309757348680522e-59,4.637477616368112e-57,0.9789227166276346,0.8122091332169866,2.1413004,1.5705442
Arhgap5,16.19865,1.1703748,5.15453126559067e-59,7.139291500330995e-57,0.9039812646370023,0.6889543339150669,1.386045,0.8469315
Gm31218,16.197351,5.126472,5.264673985852412e-59,7.254450769223298e-57,0.477751756440281,0.030504653868528214,0.45163682,0.01621059
Nxph2,16.153553,4.9616566,1.0720548221106762e-58,1.4696996464343812e-56,0.48243559718969553,0.03813990692262943,0.56724954,0.024203818
Camta1,16.14151,1.062739,1.303126114115117e-58,1.7684342770845045e-56,0.9672131147540983,0.7703243164630599,1.7713326,1.204636
Fam135b,16.09021,1.2438914,2.9882423314877702e-58,4.0348779621646424e-56,0.9625292740046838,0.6968440954043048,1.8383081,1.1730626
Ntrk3,16.089054,1.2515703,3.044520844255053e-58,4.090313754256664e-56,0.9695550351288056,0.7753781268179174,2.3791523,1.6320026
Dpp6,16.069733,1.0910028,4.1587174394758974e-58,5.559439681528227e-56,0.990632318501171,0.819044502617801,2.4909022,1.8241712
Ankrd55,16.067522,3.020271,4.309685629278583e-58,5.732735290035422e-56,0.5456674473067916,0.1235456660849331,0.48331952,0.07380523
Fmn1,16.06562,1.4706842,4.44395052516406e-58,5.882214315820605e-56,0.8220140515222483,0.5259598603839442,1.1364241,0.56720614
Gria1,15.959163,1.3290119,2.460095010572822e-57,3.208871501654938e-55,0.9929742388758782,0.8474403723094822,3.0990167,2.2437868
Amy1,15.847404,1.4139314,1.4651002147406045e-56,1.8926559024076943e-54,0.7962529274004684,0.5127617801047121,0.9195685,0.44853237
Bach2,15.837851,1.2805309,1.7055185514144875e-56,2.1926929893065682e-54,0.9039812646370023,0.612892670157068,1.2951473,0.7378763
Cux2,15.819996,1.7139455,2.265065093388516e-56,2.8982047171118775e-54,0.7142857142857143,0.3033013379872019,0.7196853,0.2785564
Gab2,15.765846,1.2558905,5.34514009884376e-56,6.806820590328523e-54,0.8899297423887588,0.5946407795229784,1.2545372,0.7175638
Prkn,15.762163,0.9766909,5.666004459307801e-56,7.147677925896742e-54,0.9718969555035128,0.8309700407213496,2.2367113,1.658105
Depdc5,15.732729,1.2818398,9.023603058225244e-56,1.1330103466098705e-53,0.819672131147541,0.5543920884235021,0.93847984,0.49468106
Xkr6,15.705956,1.2879627,1.3768436513218058e-55,1.7207343679542755e-53,0.8875878220140515,0.580824607329843,1.19732,0.66604024
Gabra1,15.703425,1.3175974,1.4329066145439331e-55,1.782509293184976e-53,0.8782201405152225,0.6171102385107621,1.2513857,0.6936827
Stambpl1,15.390684,1.8054568,1.8902272164577665e-53,2.2982083848968412e-51,0.6557377049180327,0.3184264107038976,0.609449,0.21523158
Lancl1,15.327408,1.5161268,5.016082974288992e-53,6.071267996357892e-51,0.7259953161592506,0.422956660849331,0.70438135,0.3056618
Cdc14b,15.3176155,1.643721,5.831779658706633e-53,7.02690221656714e-51,0.702576112412178,0.3679828388598022,0.67654896,0.2696405
Gm1604a,15.313168,2.1892908,6.24474471678096e-53,7.490905827674302e-51,0.6088992974238876,0.24847294938917974,0.5687363,0.15525854
Mir124-2hg,15.304651,1.5971991,7.118243384245474e-53,8.500764432652261e-51,0.711943793911007,0.3828897614892379,0.7031022,0.29052702
Plekhh2,15.30186,2.0913603,7.430232365099066e-53,8.834086002221764e-51,0.6088992974238876,0.2280395578824898,0.53572017,0.15383467
Chchd3,15.286567,1.0697263,9.397484172887561e-53,1.1123806155307876e-50,0.8946135831381733,0.6782649796393252,1.266234,0.7946359
Kcnab1,15.269805,1.2739168,1.2153689889219666e-52,1.4323230145760192e-50,0.9227166276346604,0.6727385107620709,1.762156,1.0970424
Cplx1,15.200513,1.7137946,3.5086236968909506e-52,4.063651669631889e-50,0.667447306791569,0.3349694589877836,0.659122,0.25033826
Man2a2,15.166392,1.4267086,5.903393143965897e-52,6.807904454007023e-50,0.7423887587822015,0.4355366492146597,0.70467937,0.32252425
Tnrc6a,15.132501,1.0512679,9.886581709250633e-52,1.1352668825964294e-49,0.9063231850117096,0.7029522978475858,1.311619,0.836705
Sorbs2,15.128591,1.1265286,1.0491839513180298e-51,1.199641394549594e-49,0.9742388758782201,0.7793775450843514,2.2360656,1.5742989
Slc8a3,15.073059,1.4561247,2.435698967831099e-51,2.761486551292052e-49,0.7587822014051522,0.41706660849331006,0.789435,0.36335674
Nek1,15.067634,1.2003285,2.644153919189642e-51,2.9852275549842723e-49,0.8360655737704918,0.5828243164630599,1.0152351,0.568668
Tbc1d9,15.051793,1.5313332,3.360010766075e-51,3.777551852905241e-49,0.7002341920374707,0.381108202443281,0.651412,0.27586898
Cadps,15.020684,1.0398254,5.374997044274822e-51,6.01775710748602e-49,0.9859484777517564,0.8269706224549156,2.6417048,1.993468
Sorbs1,15.0128,1.040819,6.053691985721962e-51,6.749489778271747e-49,0.9531615925058547,0.747454915648633,1.7740986,1.2176393
Gnal,14.92237,1.5585399,2.357474393116727e-50,2.617575906737457e-48,0.7096018735362998,0.4019415357766143,0.7496087,0.32131088
Mtss1,14.913135,1.3375931,2.7073748008720404e-50,2.993710325079495e-48,0.7728337236533958,0.4480802792321117,0.81228614,0.40266678
Gm26691,14.888452,1.6173017,3.9173467051668072e-50,4.3138977855668904e-48,0.7189695550351288,0.3949607329842932,0.8090913,0.34080824
Nebl,14.880117,1.1406915,4.437192688724805e-50,4.846640957155915e-48,0.9648711943793911,0.7442190226876091,2.0056543,1.3652508
Dclk2,14.838823,1.2218934,8.218492199754528e-50,8.940521676413124e-48,0.8337236533957846,0.5634089586969168,0.98109424,0.5393173
Tox2,14.802235,2.1769843,1.4169584816683284e-49,1.5352288065495155e-47,0.5807962529274004,0.21036940081442698,0.507846,0.13656422
Gm5820,14.775338,2.5154715,2.1129411135211873e-49,2.2801095470005745e-47,0.5456674473067916,0.17568353694008143,0.47446758,0.100918524
