names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Pvalb Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Maoa,-2.681059,-0.5968461,0.007338958222283578,0.04977228859988888,0.15456674473067916,0.23618382780686445,0.09490433,0.14025389
Ccsap,-2.68346,-0.5901343,0.0072864666475758125,0.04944125222736416,0.18032786885245902,0.2610892961023851,0.10333415,0.15175875
Fam124a,-2.6840227,-0.686011,0.0072742189401289875,0.04938308815595399,0.16159250585480095,0.23821989528795812,0.0927489,0.14527357
Pals1,-2.6871374,-0.5657036,0.0072067294129868325,0.04899919517382494,0.3255269320843091,0.3946335078534031,0.22660097,0.31949708
Crlf1,-2.687225,-1.9542382,0.007204837383492393,0.048998729560729086,0.03044496487119438,0.106239092495637,0.015984276,0.06056681
Hcrtr2,-2.688084,-1.4329736,0.007186332090967406,0.048897630611368495,0.03981264637002342,0.1160194880744619,0.030525757,0.08037293
Shf,-2.6891756,-0.8985505,0.007162871103551045,0.048750341072040675,0.07962529274004684,0.15754072134962188,0.044597387,0.08159831
Fam241a,-2.6897895,-1.8539791,0.0071497085819888055,0.04869292079737167,0.02576112412177986,0.10169429901105294,0.014351895,0.05093613
Suclg2,-2.6900678,-1.4152442,0.0071437504543600955,0.04866951691395937,0.07962529274004684,0.15532286212914484,0.039939478,0.10316673
Ttc26,-2.6905184,-0.5614597,0.007134110332533926,0.04861616653187588,0.18266978922716628,0.262434554973822,0.10416256,0.1501517
Notch2,-2.6905668,-1.2707318,0.0071330758463320565,0.04861616653187588,0.11241217798594848,0.18542757417102967,0.064564124,0.14921427
Hgf,-2.691341,-1.553835,0.0071165423714060465,0.048533373989766614,0.04449648711943794,0.12034613147178592,0.028935263,0.0826798
Cd200,-2.6920485,-0.5468823,0.007101459847251843,0.04845511074039031,0.22716627634660422,0.31100930773705643,0.14568749,0.2063018
Rab31,-2.6941805,-0.821673,0.007056192238246251,0.048158467219120336,0.24355971896955503,0.3135543920884235,0.17146829,0.2856269
Rab3ip,-2.6979578,-0.49484453,0.006976630470785876,0.04768813552531582,0.25995316159250587,0.3391143106457243,0.16438572,0.22456203
Mok,-2.698003,-0.5165159,0.0069756798813448324,0.04768813552531582,0.16159250585480095,0.24381908086096568,0.09585965,0.13445622
Aspa,-2.6999114,-1.7361045,0.006935796977372254,0.04743315469126812,0.08665105386416862,0.15866783013379873,0.061193418,0.19080473
Hpcal1,-2.7033012,-0.9477061,0.006865448087073354,0.04699989556679262,0.09836065573770492,0.17681064572425828,0.06121498,0.11489921
G2e3,-2.7076862,-0.513949,0.006775403817641076,0.04643078311145517,0.28337236533957844,0.3620927865037813,0.17575045,0.24245018
Ctnnb1,-2.708049,-0.5929982,0.006767999643991677,0.04639187511072866,0.2997658079625293,0.3785267597440372,0.19141744,0.276278
Bcl11b,-2.7082095,-0.43717748,0.006764731783073968,0.04638130722408715,0.5456674473067916,0.5498109365910413,0.5097772,0.64199483
Shroom4,-2.7087023,-0.5300431,0.006754690454609635,0.04632428088702422,0.17798594847775176,0.25974403723094824,0.12643777,0.17782564
Myo10,-2.7102387,-1.2220652,0.006723481884382567,0.046133799344575996,0.1053864168618267,0.18066463059918558,0.057233434,0.12875299
Rpl3,-2.7150862,-0.759789,0.006625850845455562,0.04549875088612087,0.25995316159250587,0.3372236765561373,0.1817282,0.29075986
Ppp1r7,-2.7156065,-0.47916377,0.006615451243601853,0.04546136572877999,0.2224824355971897,0.304283013379872,0.14411111,0.1956306
Egr3,-2.7192776,-1.0096464,0.006542465818957879,0.04500667090511987,0.0702576112412178,0.14837841768470042,0.04439046,0.08745201
Vps26b,-2.7207263,-0.66806906,0.0065138682510870495,0.044821418670091935,0.1405152224824356,0.22218586387434555,0.08391779,0.1302345
Dennd3,-2.7237382,-0.9907351,0.006454764089355018,0.04444887521295985,0.0585480093676815,0.13630744618964513,0.033981103,0.066431455
Agmo,-2.7247996,-1.5852424,0.0064340504656404405,0.04431759446597248,0.0702576112412178,0.14568789994182665,0.06325516,0.17892724
Jpt1,-2.7304518,-0.5945258,0.006324758582671492,0.04365431880718803,0.1405152224824356,0.22367655613728912,0.09848762,0.1452113
Abcb1b,-2.7320848,-0.89853245,0.0062934941072761265,0.04344968824833235,0.08430913348946135,0.16234002326934263,0.052248374,0.09530044
Pamr1,-2.7350876,-2.1808968,0.0062363650994705176,0.04308848810048157,0.03747072599531616,0.11354712041884817,0.016250163,0.07165619
Katnal2,-2.7399294,-0.70198977,0.006145239442148188,0.04249165821166285,0.10070257611241218,0.18110093077370565,0.05836018,0.093273774
Slc17a5,-2.7452154,-0.46335638,0.00604711767026112,0.04184549363891741,0.33021077283372363,0.4088132635253054,0.21870331,0.2904664
Vmn2r87,-2.7497365,-1.135622,0.00596431993567232,0.041293810015850356,0.0936768149882904,0.1695026178010471,0.038410336,0.08253276
Gm12339,-2.7511003,-2.46757,0.005939543505160447,0.04113286958341783,0.0117096018735363,0.08955061082024433,0.008264829,0.044880737
Coro1a,-2.7540004,-1.0126411,0.005887167310397936,0.04079117731572783,0.08665105386416862,0.16699389179755672,0.054426964,0.1069289
Eipr1,-2.7569642,-0.42379978,0.005834074614738673,0.04046504514662575,0.33489461358313816,0.41586678301337987,0.22091873,0.28640908
1700094M23Rik,-2.7576385,-4.0641003,0.0058220537677899295,0.04039209520798229,0.00702576112412178,0.08460587550901687,0.0024169402,0.03967918
Sbf1,-2.7632816,-0.50658816,0.005722338657379854,0.039772177890273326,0.38875878220140514,0.45447934845840604,0.2776587,0.37477922
Galnt16,-2.7666442,-0.4790047,0.005663650706034585,0.03942546488889878,0.44028103044496486,0.4825843513670739,0.31236106,0.41279048
Coq8b,-2.7681684,-0.5447908,0.005637230380184673,0.03925171814344705,0.1522248243559719,0.23763816172193136,0.092747696,0.13258338
Il18,-2.7689548,-1.453872,0.005623644365677735,0.03916726907873529,0.09836065573770492,0.1741564863292612,0.056078188,0.146704
Lmo1,-2.769608,-1.7994353,0.005612379994596705,0.03910838849220309,0.03747072599531616,0.11572862129144852,0.019337846,0.06575679
Ldlr,-2.7703428,-1.3712752,0.005599731912443764,0.039031075612805166,0.0468384074941452,0.1253999418266434,0.030574337,0.07725464
Ifngr2,-2.770878,-0.7941538,0.005590535306447404,0.03898720054093997,0.1358313817330211,0.21509598603839442,0.08179007,0.13783883
Ifnar2,-2.771891,-0.9159558,0.005573166597032303,0.03889529197228636,0.13114754098360656,0.21098749272833042,0.076442756,0.13966604
Colgalt2,-2.7735999,-1.680356,0.005543983384218907,0.03873221652048978,0.03044496487119438,0.10903868528214078,0.019239118,0.060398456
Foxk1,-2.7743287,-0.4414069,0.0055315773343883184,0.03866635873439493,0.19672131147540983,0.281304537521815,0.12297453,0.16355737
Gpc3,-2.775387,-2.471002,0.005513604860730441,0.0385507578995126,0.02576112412177986,0.10354857475276323,0.013825585,0.0743515
H2aj,-2.7783325,-0.6975955,0.005463867098602299,0.038252764184326146,0.18501170960187355,0.2663976148923793,0.13146877,0.20527819
9830166K06Rik,-2.7792246,-2.257908,0.005448882899985493,0.03815780128293203,0.0234192037470726,0.10165794066317627,0.00995978,0.046764657
Ets2,-2.7803285,-0.9902203,0.005430394477259402,0.03803824285817522,0.11475409836065574,0.193826352530541,0.060474876,0.1167508
Rad52,-2.7803738,-0.5660876,0.005429635892035459,0.03803824285817522,0.18032786885245902,0.2625072716695753,0.09963559,0.14419512
Kctd6,-2.7816257,-0.90778077,0.005408736661576915,0.037906299973023395,0.11007025761124122,0.1903723094822571,0.056849893,0.10413426
Fat1,-2.7871418,-1.0367135,0.005317521139418036,0.03735471712840853,0.117096018735363,0.1944808027923211,0.071039096,0.14066733
Fa2h,-2.7936587,-1.8582796,0.0052115446677392365,0.036658168906322855,0.09133489461358314,0.16481239092495636,0.05463423,0.18531826
Dipk1a,-2.8035114,-0.39990997,0.005054946470307308,0.035621928050657586,0.4168618266978923,0.47891215823152994,0.30682284,0.3878482
Gm5087,-2.8038652,-1.1141777,0.005049402748422145,0.035592196183133015,0.08430913348946135,0.16295811518324607,0.05600633,0.117513806
Chrm3,-2.8046303,-0.34170237,0.005037433831033898,0.035517146953524224,0.7915690866510539,0.6586678301337987,1.1184615,1.283902
Pcsk1,-2.8092782,-0.844616,0.004965271096557971,0.03507277454377305,0.15690866510538642,0.23472949389179756,0.092171796,0.15989624
Gramd3,-2.8180995,-2.180516,0.004830882366579629,0.03417741158241039,0.04449648711943794,0.12252763234438627,0.028612088,0.123611666
Skap1,-2.8181782,-1.6825485,0.004829699466693244,0.03417741158241039,0.0351288056206089,0.11525596276905177,0.022244519,0.069716066
Megf10,-2.818641,-1.8137581,0.004822743863081844,0.03414680569196552,0.0585480093676815,0.13630744618964513,0.042189192,0.1410585
Prkcq,-2.8209665,-1.9776365,0.004787921074984177,0.03397186144304855,0.05152224824355972,0.12969022687609075,0.03397382,0.12760475
Met,-2.8210692,-1.966859,0.004786386711684392,0.033969944781552984,0.02107728337236534,0.1006762652705061,0.016047273,0.061318398
Pisd,-2.8288262,-0.5382122,0.0046719075986841625,0.033254081371296276,0.1920374707259953,0.278977603257708,0.11482725,0.16271417
Susd4,-2.8322372,-0.29350376,0.004622352963439861,0.03291879780748186,0.6182669789227166,0.618455497382199,0.59331805,0.689505
Kcnn2,-2.8386695,-0.33046675,0.0045302038864687534,0.03230994752321738,0.6908665105386417,0.6428155904595695,0.7877761,0.919096
2510009E07Rik,-2.8420234,-0.5543324,0.004482821093849291,0.03201844837632388,0.24355971896955503,0.3252254217568354,0.15265943,0.21688008
Gpd1,-2.8437471,-1.654991,0.004458642566285403,0.03186269302023637,0.03981264637002342,0.12056428155904596,0.021542884,0.066329874
Gm43111,-2.8459487,-1.2103035,0.004427933783977613,0.03166008003605068,0.06323185011709602,0.14437899941826643,0.028637828,0.06505894
Abcc4,-2.8466926,-0.8873799,0.004417600324847197,0.031594602270067655,0.1522248243559719,0.22982111692844678,0.079681836,0.14273848
Efcab7,-2.8492146,-0.72910297,0.004382729823256683,0.03137025848452505,0.11475409836065574,0.19982547993019198,0.068746604,0.11150862
Gm34466,-2.852145,-2.4181042,0.004342528287030541,0.031099076511863173,0.01873536299765808,0.0992219313554392,0.009917708,0.05190029
Slc9a4,-2.8591096,-1.9808828,0.00424832033592718,0.030481273011044946,0.0351288056206089,0.11543775450843513,0.015630443,0.06032672
Mettl7a1,-2.8591912,-0.90193105,0.0042472269357639175,0.030481273011044946,0.1288056206088993,0.20953315881326354,0.06463983,0.11758107
Adamts18,-2.8597598,-1.3323833,0.004239620703783678,0.03045107970332683,0.03278688524590164,0.1140197789412449,0.028782755,0.07095553
Styx,-2.8619008,-0.44246352,0.0042110867033196935,0.03026261024824824,0.2786885245901639,0.3661285631180919,0.181755,0.23969482
Dgat2,-2.8646407,-1.0523767,0.004174826973524082,0.030026124405404735,0.11241217798594848,0.19288103548574753,0.05854767,0.11782704
Gm12536,-2.8665278,-2.5104485,0.004150018359342448,0.029879687383582952,0.01873536299765808,0.09940372309482257,0.007894272,0.044169404
Ankfn1,-2.867441,-1.5846364,0.004138059725648433,0.029801571918566982,0.053864168618266976,0.13405322862129146,0.03665639,0.10614621
Gm32618,-2.872458,-0.6839265,0.0040729223373712955,0.02937971092756153,0.08899297423887588,0.1743019197207679,0.059105847,0.093323134
Chrd,-2.8739882,-0.8332323,0.004053241257199552,0.029261309129756035,0.10304449648711944,0.18640924956369984,0.05462986,0.09534685
Lrp6,-2.8749893,-0.3433309,0.004040413620588545,0.029200084450030712,0.550351288056206,0.5942771960442117,0.46258402,0.5574446
Slc39a12,-2.8801363,-2.3879092,0.003975034059253239,0.028743047678184752,0.03747072599531616,0.11783740546829552,0.019880466,0.09993139
Zmat2,-2.880735,-0.72776073,0.003967490920365613,0.028703952889128713,0.2459016393442623,0.32587987201861546,0.17112203,0.26932535
Tnks1bp1,-2.8890724,-0.7110835,0.003863800394709216,0.028014116731202545,0.11943793911007025,0.20662449098312974,0.06777984,0.108679034
Zfp821,-2.8896713,-0.43149814,0.003856449234309531,0.027975915476754078,0.21779859484777517,0.3100276323443863,0.14139302,0.18633594
Arpc1a,-2.8931823,-0.53315353,0.003813599803304625,0.02768749708586741,0.3629976580796253,0.43939063408958695,0.24544102,0.33829758
Sema4a,-2.893633,-1.6790173,0.0038081320451241385,0.027662748865229955,0.04918032786885246,0.1308173356602676,0.022835841,0.07135635
Meis1,-2.8964574,-2.080375,0.0037740196176880825,0.027452059319783104,0.053864168618266976,0.13339877835951133,0.0297849,0.12032221
Bmpr2,-2.897271,-0.271112,0.003764246586224151,0.027395803296815534,0.7283372365339579,0.7115692262943571,0.75816464,0.8624108
Gm16168,-2.897437,-1.3138341,0.003762251217215323,0.027388699595387627,0.12646370023419204,0.20433391506689935,0.10295503,0.23869196
Crocc,-2.8977606,-0.47267297,0.0037583720715986704,0.027367874678551833,0.19437939110070257,0.2821407795229785,0.118973315,0.16153984
Gpr22,-2.9082453,-0.5665517,0.003634630963117812,0.026517114846314308,0.28337236533957844,0.3694371727748691,0.1908885,0.27116078
Ndrg1,-2.9123187,-1.9805177,0.0035875628687229615,0.026195058228963577,0.04215456674473068,0.12369109947643979,0.024640087,0.09389671
Vrk1,-2.913737,-0.5815337,0.003571305222541429,0.026088492309237713,0.20374707259953162,0.28901250727166955,0.12629037,0.18351936
Gm49906,-2.9157844,-1.9336919,0.003547955542606569,0.025941106239411836,0.03747072599531616,0.11950988947062245,0.024764508,0.09147508
Ptger3,-2.9165435,-1.6670163,0.0035393339237150593,0.025892159686965323,0.04215456674473068,0.12438190808609657,0.024519317,0.075872734
Gm40578,-2.9166887,-2.2824051,0.003537687340670916,0.025887161994506403,0.0234192037470726,0.10580279232111693,0.015543556,0.07344402
Bhlhe40,-2.9179072,-1.6775398,0.00352389036951656,0.02581432230886313,0.05152224824355972,0.1336896451425247,0.024115402,0.07518025
Wwc2,-2.919253,-0.46928498,0.0035087123930532707,0.025710145078086007,0.3395784543325527,0.4170302501454334,0.23770115,0.31589222
Numbl,-2.9214153,-0.55375797,0.0034844498447945335,0.025553238814811873,0.1990632318501171,0.28526759744037233,0.11778548,0.16846952
Gm15997,-2.9242368,-1.2672466,0.0034530193862410113,0.02537124170311621,0.04449648711943794,0.12834496800465386,0.026615523,0.062903576
Amer2,-2.9255068,-0.61573374,0.003438955035018881,0.025288648547060026,0.1873536299765808,0.2743964514252472,0.11537627,0.17176458
Wnt4,-2.929033,-1.9780214,0.003400182609434041,0.02502407743508427,0.03044496487119438,0.11361983711460151,0.0168251,0.06470451
Gm6999,-2.9300492,-1.8674762,0.0033890838672226762,0.02495606563778386,0.03044496487119438,0.11292902850494474,0.017831033,0.06358293
Tnfrsf25,-2.9325502,-2.8607152,0.003361906792669922,0.02476272903482478,0.00936768149882904,0.09224112856311809,0.005825966,0.04156591
Pls3,-2.9333181,-0.4397531,0.0033535997064523095,0.024715091638061862,0.47306791569086654,0.5181064572425829,0.39084744,0.4999644
Tbc1d8b,-2.9347305,-1.2265376,0.003338375201585709,0.02462315170645292,0.08430913348946135,0.16644851657940662,0.046016216,0.10453653
Rhou,-2.9352717,-0.8542084,0.00333255639082434,0.024586982488042287,0.1451990632318501,0.22778504944735312,0.081902266,0.14348738
Zfp341,-2.9399893,-0.68981063,0.003282234648217348,0.024242343319846107,0.14285714285714285,0.22902123327515997,0.07908703,0.12465121
Rasl10a,-2.9423633,-1.8731959,0.0032571751699083194,0.02407711054069781,0.04215456674473068,0.1251454333915067,0.023606155,0.08388916
Syngap1,-2.9461827,-0.48017395,0.003217222172614361,0.023807975703152816,0.32084309133489464,0.39768760907504364,0.20208722,0.27185565
Gm2762,-2.9494154,-1.0224105,0.0031837555663631937,0.023579799357270954,0.08196721311475409,0.1662303664921466,0.04400956,0.08745527
Vwa3b,-2.9549768,-2.4037342,0.0031269245799959303,0.023184454598369382,0.0234192037470726,0.10645724258289703,0.01203306,0.062091984
Ppp2r2a,-2.957738,-0.39992112,0.0030990548928798325,0.023003205793282074,0.5807962529274004,0.6066390343222804,0.48603627,0.6020085
Pros1,-2.9600604,-1.9823486,0.003075786982958212,0.022855751170378084,0.05620608899297424,0.13812536358347877,0.030316249,0.1147782
Lrrc3b,-2.9647055,-0.51051736,0.003029728434835518,0.02254466990972871,0.234192037470726,0.3196262361838278,0.16224222,0.22388668
mt-Nd5,-2.965138,-1.4100279,0.0030254726031112757,0.022525477651870317,0.1053864168618267,0.18720913321698662,0.06387703,0.16151214
Cldn11,-2.967173,-1.3875712,0.0030055165361573023,0.022407943764302638,0.14754098360655737,0.22523996509598604,0.09816086,0.23890208
Trib2,-2.9693172,-1.4092464,0.0029846229316028757,0.02226452475629352,0.07728337236533958,0.16088568935427575,0.040622666,0.104463235
Pwwp2a,-2.9707296,-0.40946785,0.0029709333325989855,0.022168558357938,0.4964871194379391,0.5606457242582897,0.40603042,0.5099594
Slc7a4,-2.9713526,-1.2263633,0.002964912895393835,0.022148237280854143,0.07962529274004684,0.16412158231529958,0.04219068,0.096063025
Gse1,-2.9717183,-0.38546604,0.0029613818108997865,0.022128011473547628,0.5526932084309133,0.5764252472367656,0.46600634,0.5740426
Bves,-2.974165,-1.4306216,0.00293787157886844,0.02197196705292158,0.03981264637002342,0.12350930773705643,0.023320068,0.061660334
Ccdc3,-2.9744916,-2.1460547,0.002934745926516859,0.02196233032197226,0.03044496487119438,0.1140197789412449,0.015280998,0.065933436
Pkig,-2.9770923,-0.45590082,0.0029099645642398845,0.021786221187273806,0.4426229508196721,0.5014179755671903,0.33708066,0.43814138
Srsf9,-2.979055,-0.66972893,0.002891389895011615,0.02166590821740735,0.15456674473067916,0.2412739965095986,0.088886514,0.13791077
Stx1a,-2.984196,-0.5082587,0.0028432470207015582,0.021366157952319012,0.23653395784543327,0.32577079697498545,0.15572043,0.21483915
Cpd,-2.9874618,-0.38089675,0.0028130434963789795,0.021154905890764953,0.5245901639344263,0.568826352530541,0.4290008,0.52921104
Dnajc21,-2.9898148,-0.5911143,0.00279146764277144,0.02100440648593352,0.1990632318501171,0.2870855148342059,0.12269665,0.17952497
Gm41361,-2.990241,-0.45098975,0.0027875735821173996,0.020980980994816396,0.20843091334894615,0.3007562536358348,0.1296889,0.17335753
Dot1l,-3.0004172,-0.40166497,0.0026961004597765748,0.020343785272169776,0.36768149882903983,0.4504435718440954,0.2577694,0.32817838
Gm15738,-3.0029786,-0.65093267,0.002673512126123186,0.020213075641229605,0.1592505854800937,0.24698225712623617,0.093338855,0.14290243
Usp12,-3.0075512,-0.49322233,0.002633618642336912,0.01992267255619167,0.26229508196721313,0.35325770796974987,0.1688042,0.23018932
Spata13,-3.0177908,-2.2296326,0.0025462468290765395,0.019299760873705673,0.04215456674473068,0.12601803374054682,0.022040542,0.0994118
Ugt8a,-3.0178664,-1.3336595,0.0025456117100200676,0.019299760873705673,0.18501170960187355,0.2571625945317045,0.14271978,0.3268887
Dlk2,-3.0180962,-1.1918842,0.002543681837716165,0.019291202647313956,0.04449648711943794,0.13118091913903432,0.027433349,0.061602276
Hebp1,-3.0199468,-1.1731586,0.00252818999219797,0.01918996188993205,0.0702576112412178,0.15674083769633507,0.041559864,0.09138824
